user_sequence,challenge
44719_12,CI25216
44724_12,CI24525
44725_12,CI26917
44726_12,CI23855
44733_12,CI25124
44734_12,CI23803
44737_12,CI24418
44741_12,CI27679
44746_12,CI27680
44747_12,CI25132
44749_12,CI24866
44751_12,CI24875
44756_12,CI24956
44759_12,CI27673
44760_12,CI24915
44761_12,CI24915
44762_12,CI24030
44763_12,CI25124
44764_12,CI24907
44765_12,CI25141
44771_12,CI27798
44775_12,CI25124
44778_12,CI23691
44780_12,CI24278
44782_12,CI26898
44783_12,CI25125
44784_12,CI25062
44790_12,CI27682
44794_12,CI23546
44801_12,CI24010
44804_12,CI24927
44805_12,CI26906
44809_12,CI23669
44810_12,CI24958
44811_12,CI24955
44815_12,CI27681
44818_12,CI23648
44820_12,CI26922
44821_12,CI27670
44822_12,CI24968
44824_12,CI23662
44825_12,CI25031
44826_12,CI27680
44827_12,CI27538
44829_12,CI23765
44832_12,CI24915
44845_12,CI25125
44847_12,CI24111
44848_12,CI24915
44850_12,CI26913
44855_12,CI26195
44862_12,CI23913
44863_12,CI24348
44868_12,CI23667
44869_12,CI24527
44870_12,CI28187
44871_12,CI25078
44872_12,CI28191
44875_12,CI27658
44878_12,CI27665
44879_12,CI28191
44884_12,CI26822
44887_12,CI24348
44889_12,CI27676
44895_12,CI23648
44896_12,CI23616
44898_12,CI23896
44901_12,CI25124
44902_12,CI25124
44904_12,CI24239
44906_12,CI24359
44907_12,CI24436
44909_12,CI25634
44910_12,CI28257
44916_12,CI23662
44917_12,CI24876
44920_12,CI27656
44923_12,CI28120
44924_12,CI24372
44930_12,CI26167
44937_12,CI26933
44941_12,CI24438
44942_12,CI26918
44945_12,CI26197
44947_12,CI23829
44950_12,CI25057
44952_12,CI27670
44953_12,CI23999
44954_12,CI23769
44956_12,CI23855
44960_12,CI25501
44971_12,CI26932
44973_12,CI24228
44974_12,CI25492
44975_12,CI27655
44976_12,CI23702
44982_12,CI23928
44985_12,CI24109
44987_12,CI23855
44991_12,CI27664
44997_12,CI25043
44998_12,CI25742
44999_12,CI24418
45002_12,CI26050
45005_12,CI28192
45011_12,CI24070
45013_12,CI24527
45016_12,CI25492
45017_12,CI24376
45021_12,CI23933
45024_12,CI24418
45025_12,CI25769
45028_12,CI24876
45030_12,CI24348
45032_12,CI24421
45035_12,CI24867
45036_12,CI28196
45037_12,CI23691
45038_12,CI24272
45044_12,CI26165
45046_12,CI24031
45047_12,CI23933
45048_12,CI23781
45051_12,CI24621
45054_12,CI25149
45056_12,CI25298
45057_12,CI28194
45063_12,CI28002
45067_12,CI24634
45068_12,CI24860
45072_12,CI27141
45073_12,CI23913
45074_12,CI28189
45075_12,CI25114
45076_12,CI24421
45077_12,CI24867
45078_12,CI25382
45079_12,CI25149
45080_12,CI27373
45082_12,CI24421
45087_12,CI28189
45089_12,CI27665
45090_12,CI23616
45093_12,CI23769
45099_12,CI23648
45100_12,CI26220
45104_12,CI24957
45109_12,CI23830
45111_12,CI24534
45112_12,CI23770
45116_12,CI25149
45117_12,CI25135
45118_12,CI25663
45121_12,CI23933
45125_12,CI23933
45127_12,CI24873
45129_12,CI24527
45132_12,CI26929
45133_12,CI23648
45137_12,CI27798
45139_12,CI24690
45140_12,CI24588
45141_12,CI23702
45144_12,CI24875
45147_12,CI23510
45149_12,CI23888
45154_12,CI23650
45155_12,CI24958
45157_12,CI27796
45160_12,CI24530
45161_12,CI27778
45163_12,CI26911
45164_12,CI25815
45166_12,CI25139
45170_12,CI24866
45171_12,CI27041
45173_12,CI27648
45177_12,CI24533
45179_12,CI26051
45180_12,CI23913
45183_12,CI25661
45186_12,CI23999
45188_12,CI28187
45192_12,CI24144
45193_12,CI25149
45194_12,CI24646
45196_12,CI26918
45206_12,CI24956
45207_12,CI24437
45214_12,CI27810
45216_12,CI28186
45217_12,CI24371
45218_12,CI26921
45222_12,CI26926
45223_12,CI25247
45226_12,CI27797
45229_12,CI24875
45230_12,CI24895
45231_12,CI25179
45233_12,CI25451
45238_12,CI26908
45247_12,CI25075
45248_12,CI26918
45253_12,CI26933
45255_12,CI28185
45256_12,CI24671
45258_12,CI23781
45261_12,CI24421
45262_12,CI28187
45263_12,CI28186
45264_12,CI24291
45265_12,CI28178
45266_12,CI23933
45267_12,CI23769
45272_12,CI28185
45273_12,CI23848
45274_12,CI28187
45277_12,CI24187
45281_12,CI26921
45282_12,CI28189
45283_12,CI25057
45284_12,CI25108
45285_12,CI27779
45287_12,CI25216
45291_12,CI23929
45297_12,CI27664
45298_12,CI24348
45300_12,CI24940
45302_12,CI26825
45303_12,CI24418
45307_12,CI27807
45311_12,CI25443
45315_12,CI27669
45331_12,CI27797
45332_12,CI27656
45335_12,CI23856
45341_12,CI23848
45345_12,CI24440
45346_12,CI24950
45347_12,CI27810
45352_12,CI24944
45354_12,CI26833
45357_12,CI25125
45360_12,CI24267
45362_12,CI27674
45363_12,CI23769
45364_12,CI24239
45366_12,CI25075
45369_12,CI28187
45372_12,CI24661
45374_12,CI27784
45378_12,CI25446
45380_12,CI23663
45381_12,CI24958
45382_12,CI25039
45383_12,CI24968
45384_12,CI26928
45387_12,CI25295
45388_12,CI24534
45390_12,CI25989
45392_12,CI25172
45393_12,CI24440
45397_12,CI26501
45400_12,CI26838
45401_12,CI26873
45403_12,CI25074
45405_12,CI26162
45407_12,CI27673
45411_12,CI23913
45414_12,CI26052
45419_12,CI25986
45421_12,CI26210
45422_12,CI24421
45427_12,CI26192
45430_12,CI26911
45431_12,CI24421
45432_12,CI26173
45433_12,CI26910
45435_12,CI24661
45436_12,CI24111
45437_12,CI26200
45439_12,CI23769
45440_12,CI25806
45446_12,CI26902
45448_12,CI26199
45449_12,CI26895
45451_12,CI24523
45452_12,CI23913
45462_12,CI24875
45463_12,CI25022
45464_12,CI23691
45465_12,CI24623
45466_12,CI23568
45467_12,CI24534
45469_12,CI24958
45470_12,CI23780
45473_12,CI23702
45474_12,CI26895
45475_12,CI24958
45477_12,CI24426
45479_12,CI25022
45480_12,CI23839
45481_12,CI25062
45482_12,CI24868
45483_12,CI27670
45485_12,CI25143
45486_12,CI24362
45487_12,CI24421
45488_12,CI23769
45491_12,CI25490
45492_12,CI24956
45493_12,CI23510
45497_12,CI25149
45498_12,CI26896
45499_12,CI24962
45503_12,CI25214
45505_12,CI26936
45508_12,CI26937
45509_12,CI26169
45517_12,CI25466
45526_12,CI24031
45529_12,CI26760
45535_12,CI23913
45542_12,CI25106
45544_12,CI25123
45549_12,CI24435
45550_12,CI23957
45552_12,CI24915
45553_12,CI24876
45554_12,CI25149
45555_12,CI24531
45563_12,CI25150
45564_12,CI26936
45567_12,CI23714
45568_12,CI25149
45570_12,CI25107
45572_12,CI26210
45576_12,CI24648
45579_12,CI27682
45580_12,CI26001
45582_12,CI25141
45583_12,CI27047
45584_12,CI24944
45590_12,CI25031
45591_12,CI24490
45594_12,CI24968
45597_12,CI24930
45599_12,CI25108
45601_12,CI25125
45603_12,CI27670
45604_12,CI23848
45605_12,CI27658
45606_12,CI25179
45613_12,CI24228
45614_12,CI23769
45622_12,CI24597
45623_12,CI26911
45631_12,CI26210
45636_12,CI24187
45637_12,CI25124
45640_12,CI24876
45641_12,CI25300
45642_12,CI26188
45647_12,CI27669
45648_12,CI27670
45655_12,CI24534
45657_12,CI24895
45660_12,CI25107
45661_12,CI26202
45662_12,CI25101
45663_12,CI24206
45665_12,CI23546
45673_12,CI23714
45679_12,CI24532
45684_12,CI25073
45686_12,CI24931
45688_12,CI24205
45690_12,CI24641
45693_12,CI23691
45695_12,CI24888
45697_12,CI25140
45698_12,CI25108
45700_12,CI25106
45702_12,CI24139
45703_12,CI24445
45704_12,CI23770
45705_12,CI26925
45714_12,CI25179
45716_12,CI24348
45719_12,CI25766
45722_12,CI27926
45723_12,CI24527
45724_12,CI23691
45729_12,CI24902
45731_12,CI24956
45732_12,CI25106
45736_12,CI27468
45737_12,CI24035
45739_12,CI24271
45740_12,CI24436
45741_12,CI24150
45742_12,CI24266
45744_12,CI27313
45745_12,CI23776
45750_12,CI24959
45751_12,CI25055
45752_12,CI23745
45753_12,CI27010
45754_12,CI23967
45757_12,CI23785
45760_12,CI27209
45764_12,CI24958
45765_12,CI23654
45766_12,CI24252
45768_12,CI26310
45769_12,CI24274
45773_12,CI24891
45774_12,CI28569
45776_12,CI27484
45780_12,CI27442
45784_12,CI24039
45785_12,CI23654
45788_12,CI24866
45789_12,CI24868
45793_12,CI24449
45799_12,CI25172
45800_12,CI24362
45802_12,CI24421
45803_12,CI25135
45804_12,CI24868
45806_12,CI24622
45808_12,CI25999
45809_12,CI24440
45811_12,CI24184
45812_12,CI25149
45813_12,CI25141
45815_12,CI23691
45817_12,CI25108
45819_12,CI24968
45822_12,CI25985
45823_12,CI25999
45824_12,CI24719
45826_12,CI26381
45829_12,CI24257
45832_12,CI24490
45833_12,CI25998
45836_12,CI23513
45838_12,CI23688
45839_12,CI24958
45843_12,CI26782
45844_12,CI24362
45845_12,CI24876
45848_12,CI24437
45853_12,CI23770
45858_12,CI24349
45862_12,CI25057
45864_12,CI24419
45866_12,CI23874
45868_12,CI25041
45874_12,CI25027
45876_12,CI24531
45877_12,CI24875
45878_12,CI24968
45883_12,CI25295
45885_12,CI24081
45894_12,CI23669
45902_12,CI24868
45903_12,CI24030
45905_12,CI24023
45906_12,CI24359
45907_12,CI27658
45912_12,CI23714
45914_12,CI23928
45916_12,CI24138
45919_12,CI23702
45921_12,CI24534
45928_12,CI24883
45935_12,CI24491
45936_12,CI26406
45946_12,CI26102
45947_12,CI28199
45950_12,CI25733
45967_12,CI24155
45968_12,CI27596
45973_12,CI27584
45974_12,CI24876
45977_12,CI24915
45979_12,CI24535
45986_12,CI24418
45988_12,CI24876
45989_12,CI26924
45992_12,CI24875
45993_12,CI24521
45997_12,CI25105
45999_12,CI25141
46000_12,CI23663
46001_12,CI25124
46010_12,CI24187
46012_12,CI27601
46013_12,CI25295
46019_12,CI26955
46022_12,CI24206
46027_12,CI25135
46029_12,CI24876
46033_12,CI25167
46036_12,CI26221
46037_12,CI27665
46048_12,CI24793
46049_12,CI27669
46056_12,CI26893
46058_12,CI28191
46060_12,CI25107
46062_12,CI26898
46066_12,CI23702
46068_12,CI28050
46069_12,CI26220
46072_12,CI23869
46073_12,CI28580
46076_12,CI26895
46077_12,CI27991
46078_12,CI24239
46079_12,CI25441
46091_12,CI23691
46092_12,CI25172
46093_12,CI23855
46095_12,CI25411
46099_12,CI24604
46101_12,CI25106
46106_12,CI27669
46108_12,CI27668
46109_12,CI26899
46111_12,CI26221
46114_12,CI24438
46116_12,CI24491
46119_12,CI25130
46122_12,CI27670
46129_12,CI25108
46130_12,CI24418
46132_12,CI24966
46135_12,CI24690
46136_12,CI23887
46138_12,CI23510
46140_12,CI24426
46141_12,CI24533
46142_12,CI23970
46146_12,CI23864
46147_12,CI24421
46149_12,CI23714
46151_12,CI25406
46153_12,CI23771
46154_12,CI23770
46156_12,CI24957
46167_12,CI24604
46168_12,CI23882
46170_12,CI25142
46171_12,CI24530
46174_12,CI24418
46176_12,CI24213
46177_12,CI26052
46179_12,CI23836
46181_12,CI24440
46182_12,CI24209
46183_12,CI25302
46184_12,CI26052
46185_12,CI23789
46187_12,CI24187
46192_12,CI24866
46196_12,CI24862
46198_12,CI25068
46199_12,CI24871
46202_12,CI26174
46205_12,CI24871
46206_12,CI25174
46210_12,CI24214
46218_12,CI24968
46224_12,CI26058
46225_12,CI25140
46228_12,CI24866
46229_12,CI24229
46230_12,CI25111
46236_12,CI25074
46237_12,CI23999
46239_12,CI23741
46246_12,CI25075
46249_12,CI25490
46251_12,CI24531
46252_12,CI28194
46254_12,CI25135
46256_12,CI25074
46258_12,CI23975
46259_12,CI24187
46265_12,CI24235
46267_12,CI24953
46271_12,CI24867
46272_12,CI25438
46275_12,CI25932
46281_12,CI24521
46282_12,CI28756
46284_12,CI26190
46286_12,CI23663
46289_12,CI24902
46291_12,CI27680
46294_12,CI23769
46295_12,CI24875
46296_12,CI23769
46297_12,CI24205
46299_12,CI24875
46302_12,CI24420
46305_12,CI25123
46307_12,CI24418
46310_12,CI23702
46311_12,CI25124
46315_12,CI25141
46316_12,CI27484
46319_12,CI24870
46320_12,CI27734
46322_12,CI25963
46330_12,CI24935
46331_12,CI27670
46334_12,CI25353
46338_12,CI24876
46343_12,CI24952
46345_12,CI26893
46350_12,CI27676
46355_12,CI27670
46356_12,CI25622
46358_12,CI26820
46359_12,CI25353
46362_12,CI24276
46363_12,CI24187
46364_12,CI24716
46368_12,CI24915
46370_12,CI27669
46371_12,CI23691
46374_12,CI24917
46377_12,CI25101
46382_12,CI26936
46383_12,CI25834
46387_12,CI26928
46389_12,CI25143
46393_12,CI26925
46399_12,CI24187
46401_12,CI23479
46406_12,CI25074
46408_12,CI23663
46409_12,CI27669
46410_12,CI23663
46415_12,CI27669
46421_12,CI25135
46426_12,CI26894
46428_12,CI25622
46429_12,CI26916
46432_12,CI24992
46433_12,CI24184
46435_12,CI23663
46437_12,CI24958
46440_12,CI24876
46441_12,CI24868
46442_12,CI26900
46444_12,CI23903
46448_12,CI23691
46467_12,CI24997
46468_12,CI24534
46473_12,CI24871
46474_12,CI25124
46476_12,CI27282
46477_12,CI24534
46479_12,CI24793
46481_12,CI26908
46482_12,CI25216
46489_12,CI25961
46490_12,CI24426
46491_12,CI23662
46493_12,CI25149
46496_12,CI24868
46498_12,CI24607
46508_12,CI24958
46510_12,CI24440
46512_12,CI23721
46513_12,CI23498
46516_12,CI24902
46523_12,CI23938
46526_12,CI24525
46527_12,CI23648
46529_12,CI25815
46530_12,CI25432
46531_12,CI23786
46533_12,CI26051
46537_12,CI25057
46538_12,CI24134
46539_12,CI26924
46542_12,CI24659
46544_12,CI24690
46546_12,CI24922
46547_12,CI23648
46548_12,CI24427
46551_12,CI25338
46552_12,CI24788
46556_12,CI24968
46557_12,CI24188
46562_12,CI24534
46566_12,CI24958
46567_12,CI24661
46568_12,CI24418
46570_12,CI24530
46573_12,CI25295
46577_12,CI24445
46579_12,CI25057
46581_12,CI24121
46590_12,CI26880
46602_12,CI24530
46605_12,CI24930
46606_12,CI24868
46609_12,CI24228
46610_12,CI25126
46615_12,CI25769
46616_12,CI24788
46618_12,CI24876
46619_12,CI28178
46620_12,CI24530
46623_12,CI25055
46625_12,CI25034
46627_12,CI23691
46630_12,CI25289
46634_12,CI26915
46635_12,CI25597
46636_12,CI25108
46642_12,CI25110
46644_12,CI24117
46647_12,CI24081
46648_12,CI24690
46649_12,CI24917
46654_12,CI24868
46655_12,CI24210
46656_12,CI26915
46657_12,CI26925
46660_12,CI23510
46662_12,CI23663
46663_12,CI23836
46664_12,CI24373
46669_12,CI25141
46676_12,CI24868
46678_12,CI23848
46679_12,CI26251
46681_12,CI25443
46682_12,CI26389
46683_12,CI23648
46684_12,CI25149
46685_12,CI24868
46686_12,CI25149
46687_12,CI24534
46689_12,CI24786
46691_12,CI26196
46700_12,CI23769
46701_12,CI24996
46702_12,CI26916
46706_12,CI24261
46711_12,CI23770
46712_12,CI24239
46715_12,CI25125
46716_12,CI24992
46717_12,CI24081
46718_12,CI23569
46719_12,CI23691
46720_12,CI26050
46722_12,CI25260
46726_12,CI25126
46728_12,CI25361
46730_12,CI24935
46731_12,CI24634
46732_12,CI26921
46733_12,CI23598
46734_12,CI24175
46736_12,CI24996
46738_12,CI24953
46741_12,CI24525
46743_12,CI24925
46745_12,CI24876
46748_12,CI23648
46752_12,CI25009
46755_12,CI25105
46756_12,CI24917
46762_12,CI25702
46765_12,CI25140
46766_12,CI24883
46767_12,CI24206
46769_12,CI24862
46775_12,CI24672
46780_12,CI24931
46784_12,CI24692
46785_12,CI24175
46792_12,CI24647
46793_12,CI23648
46795_12,CI27920
46800_12,CI24886
46801_12,CI23780
46802_12,CI24532
46805_12,CI24527
46806_12,CI24521
46809_12,CI25108
46810_12,CI24973
46813_12,CI24634
46818_12,CI23848
46822_12,CI25172
46827_12,CI24359
46830_12,CI24081
46833_12,CI25179
46835_12,CI25177
46842_12,CI25135
46851_12,CI25124
46852_12,CI25126
46860_12,CI24138
46861_12,CI26952
46870_12,CI24530
46872_12,CI27724
46874_12,CI23569
46876_12,CI23839
46881_12,CI25769
46882_12,CI24052
46885_12,CI24956
46890_12,CI26989
46891_12,CI23859
46893_12,CI24000
46894_12,CI23769
46895_12,CI25126
46898_12,CI23714
46899_12,CI26915
46901_12,CI24532
46907_12,CI24727
46908_12,CI27663
46910_12,CI26820
46912_12,CI24252
46913_12,CI27668
46915_12,CI27681
46918_12,CI27141
46919_12,CI24958
46920_12,CI23714
46922_12,CI27484
46923_12,CI25039
46926_12,CI24859
46929_12,CI27000
46930_12,CI24081
46931_12,CI26221
46935_12,CI27659
46938_12,CI25028
46941_12,CI27657
46944_12,CI24961
46948_12,CI24490
46956_12,CI24436
46959_12,CI24985
46960_12,CI27667
46963_12,CI27669
46967_12,CI25143
46971_12,CI23887
46972_12,CI24438
46973_12,CI26840
46976_12,CI24440
46977_12,CI27675
46980_12,CI27665
46981_12,CI27658
46985_12,CI27658
46989_12,CI23848
46990_12,CI24081
46991_12,CI26839
46997_12,CI24786
46998_12,CI25149
47000_12,CI26831
47003_12,CI23510
47004_12,CI26420
47006_12,CI26445
47008_12,CI26909
47010_12,CI25815
47011_12,CI25039
47024_12,CI23848
47025_12,CI24527
47032_12,CI24418
47034_12,CI26926
47046_12,CI23702
47047_12,CI26469
47049_12,CI24968
47050_12,CI25053
47052_12,CI23691
47055_12,CI24716
47058_12,CI23856
47060_12,CI24030
47064_12,CI23663
47066_12,CI24604
47068_12,CI25081
47069_12,CI27659
47073_12,CI24530
47076_12,CI25028
47084_12,CI23498
47087_12,CI25926
47088_12,CI23928
47089_12,CI23663
47090_12,CI26931
47093_12,CI26931
47096_12,CI23714
47099_12,CI24206
47102_12,CI24139
47103_12,CI24348
47105_12,CI24491
47108_12,CI24261
47111_12,CI24952
47113_12,CI25106
47120_12,CI24532
47121_12,CI24228
47122_12,CI24527
47125_12,CI24634
47133_12,CI24957
47136_12,CI28626
47137_12,CI24598
47138_12,CI25507
47140_12,CI25123
47143_12,CI26041
47144_12,CI26930
47145_12,CI26196
47146_12,CI24175
47147_12,CI23648
47150_12,CI25177
47151_12,CI25106
47154_12,CI24030
47158_12,CI24917
47162_12,CI25140
47163_12,CI25136
47167_12,CI24871
47171_12,CI26950
47175_12,CI26197
47177_12,CI24872
47182_12,CI25449
47184_12,CI24917
47191_12,CI26196
47193_12,CI23867
47199_12,CI28747
47200_12,CI26234
47201_12,CI25140
47204_12,CI24138
47208_12,CI24532
47212_12,CI24724
47214_12,CI26041
47221_12,CI25141
47223_12,CI25361
47224_12,CI24868
47227_12,CI24421
47231_12,CI23880
47233_12,CI25631
47234_12,CI24114
47235_12,CI23691
47238_12,CI24530
47241_12,CI27584
47244_12,CI24228
47245_12,CI23848
47247_12,CI24109
47249_12,CI24031
47250_12,CI25735
47255_12,CI25150
47256_12,CI24968
47263_12,CI23768
47264_12,CI24121
47266_12,CI25550
47269_12,CI26934
47273_12,CI24716
47279_12,CI23663
47281_12,CI23975
47282_12,CI24958
47284_12,CI24902
47287_12,CI27721
47288_12,CI23714
47295_12,CI26197
47297_12,CI23848
47301_12,CI24189
47307_12,CI24915
47308_12,CI26908
47312_12,CI26984
47313_12,CI24535
47315_12,CI25125
47319_12,CI26989
47320_12,CI24125
47331_12,CI26206
47335_12,CI26197
47337_12,CI24274
47340_12,CI23769
47342_12,CI23498
47345_12,CI25107
47349_12,CI25200
47350_12,CI26950
47353_12,CI25140
47354_12,CI24930
47356_12,CI26206
47357_12,CI24139
47358_12,CI25110
47363_12,CI24610
47364_12,CI24138
47365_12,CI25132
47367_12,CI26984
47368_12,CI25141
47369_12,CI25688
47372_12,CI26922
47377_12,CI24418
47379_12,CI26984
47380_12,CI26984
47381_12,CI26930
47382_12,CI25438
47389_12,CI26201
47390_12,CI24488
47393_12,CI26200
47395_12,CI23702
47402_12,CI26198
47405_12,CI25108
47406_12,CI26842
47407_12,CI24493
47410_12,CI25136
47411_12,CI24125
47413_12,CI26199
47414_12,CI25501
47415_12,CI23769
47416_12,CI26443
47417_12,CI25149
47418_12,CI26933
47421_12,CI26949
47422_12,CI24437
47423_12,CI25140
47425_12,CI26934
47428_12,CI25492
47435_12,CI24446
47438_12,CI24942
47439_12,CI24188
47441_12,CI24534
47442_12,CI24622
47443_12,CI25064
47444_12,CI26203
47445_12,CI25123
47447_12,CI26201
47448_12,CI26197
47450_12,CI26197
47451_12,CI26937
47456_12,CI24491
47457_12,CI26050
47460_12,CI26934
47466_12,CI26909
47468_12,CI26951
47469_12,CI26925
47472_12,CI23648
47473_12,CI25593
47474_12,CI25901
47475_12,CI24715
47476_12,CI25108
47478_12,CI24138
47479_12,CI26216
47483_12,CI24184
47484_12,CI24120
47488_12,CI24957
47490_12,CI24875
47493_12,CI24931
47497_12,CI26197
47502_12,CI25024
47508_12,CI28583
47510_12,CI23663
47516_12,CI24872
47517_12,CI25302
47520_12,CI25106
47523_12,CI23769
47526_12,CI24348
47527_12,CI25141
47530_12,CI27041
47532_12,CI24958
47533_12,CI23694
47536_12,CI26436
47541_12,CI23853
47545_12,CI23782
47547_12,CI25107
47548_12,CI26196
47549_12,CI24876
47550_12,CI26197
47555_12,CI24950
47558_12,CI24373
47560_12,CI26199
47564_12,CI24956
47566_12,CI25024
47567_12,CI23999
47573_12,CI25119
47574_12,CI25110
47582_12,CI24115
47583_12,CI26176
47584_12,CI25135
47590_12,CI24359
47594_12,CI24419
47595_12,CI28196
47598_12,CI23855
47599_12,CI23769
47601_12,CI28196
47602_12,CI23691
47605_12,CI24252
47609_12,CI27691
47613_12,CI23975
47615_12,CI25075
47617_12,CI23836
47622_12,CI23750
47628_12,CI23836
47630_12,CI24890
47631_12,CI26195
47637_12,CI25295
47639_12,CI24957
47640_12,CI24875
47644_12,CI23769
47646_12,CI24525
47647_12,CI24440
47648_12,CI26982
47649_12,CI23830
47652_12,CI27051
47653_12,CI25075
47654_12,CI23856
47655_12,CI23691
47656_12,CI25126
47657_12,CI25815
47665_12,CI23848
47666_12,CI26930
47667_12,CI24281
47672_12,CI24916
47674_12,CI24868
47675_12,CI24595
47677_12,CI25791
47678_12,CI25777
47680_12,CI24690
47687_12,CI23769
47690_12,CI24348
47693_12,CI24984
47698_12,CI25142
47699_12,CI25074
47705_12,CI27051
47709_12,CI24504
47717_12,CI27050
47719_12,CI27048
47720_12,CI26195
47722_12,CI25438
47723_12,CI24206
47724_12,CI25075
47726_12,CI24866
47729_12,CI24228
47734_12,CI23780
47736_12,CI23663
47737_12,CI25068
47738_12,CI24982
47741_12,CI25498
47744_12,CI24953
47746_12,CI24875
47748_12,CI25732
47750_12,CI26195
47759_12,CI27657
47761_12,CI27658
47762_12,CI23803
47764_12,CI27050
47766_12,CI23663
47775_12,CI26202
47776_12,CI25732
47779_12,CI23714
47781_12,CI26951
47782_12,CI26194
47788_12,CI27435
47793_12,CI25142
47795_12,CI26191
47797_12,CI26946
47798_12,CI26205
47800_12,CI27736
47805_12,CI23903
47808_12,CI24437
47810_12,CI24374
47816_12,CI24435
47823_12,CI24915
47826_12,CI26193
47835_12,CI23667
47837_12,CI24228
47841_12,CI24439
47845_12,CI24445
47846_12,CI24868
47848_12,CI25139
47849_12,CI24447
47851_12,CI27048
47853_12,CI24958
47856_12,CI26196
47857_12,CI27050
47858_12,CI26935
47859_12,CI25949
47865_12,CI27049
47866_12,CI25295
47867_12,CI24421
47869_12,CI26190
47872_12,CI24876
47874_12,CI26199
47880_12,CI24440
47882_12,CI25110
47884_12,CI27046
47886_12,CI26200
47888_12,CI24624
47892_12,CI25135
47897_12,CI25232
47901_12,CI23887
47904_12,CI24952
47907_12,CI24228
47909_12,CI26921
47911_12,CI23769
47920_12,CI26918
47925_12,CI24252
47927_12,CI26912
47929_12,CI25295
47931_12,CI28045
47933_12,CI27679
47936_12,CI24081
47937_12,CI23856
47938_12,CI25302
47944_12,CI25107
47949_12,CI24111
47952_12,CI23714
47953_12,CI24671
47957_12,CI24490
47966_12,CI26922
47967_12,CI25439
47968_12,CI24031
47971_12,CI26926
47977_12,CI24418
47979_12,CI27137
47985_12,CI26923
47989_12,CI26913
47990_12,CI26902
47994_12,CI24491
47997_12,CI24210
47999_12,CI26912
48005_12,CI25126
48008_12,CI27909
48009_12,CI26859
48028_12,CI23691
48031_12,CI25297
48040_12,CI26875
48045_12,CI25075
48047_12,CI25291
48050_12,CI26859
48057_12,CI26955
48058_12,CI25142
48062_12,CI25057
48064_12,CI25443
48065_12,CI24436
48068_12,CI23663
48070_12,CI25068
48074_12,CI25074
48076_12,CI25498
48078_12,CI26949
48085_12,CI26196
48086_12,CI23946
48087_12,CI24380
48089_12,CI24957
48092_12,CI25056
48094_12,CI23697
48096_12,CI26221
48100_12,CI26926
48106_12,CI24530
48110_12,CI27046
48111_12,CI27050
48113_12,CI25135
48114_12,CI24037
48115_12,CI26946
48116_12,CI25075
48117_12,CI26925
48121_12,CI24944
48122_12,CI24930
48125_12,CI25107
48126_12,CI25024
48127_12,CI24690
48134_12,CI27045
48138_12,CI25106
48140_12,CI23612
48141_12,CI27051
48144_12,CI23924
48149_12,CI24958
48150_12,CI24207
48152_12,CI26202
48155_12,CI24107
48157_12,CI26193
48158_12,CI26052
48161_12,CI23702
48167_12,CI28112
48168_12,CI24841
48169_12,CI23933
48172_12,CI23848
48174_12,CI23933
48175_12,CI26905
48176_12,CI26180
48179_12,CI26221
48182_12,CI27048
48183_12,CI25124
48184_12,CI24461
48185_12,CI27049
48186_12,CI23769
48190_12,CI24187
48191_12,CI23999
48193_12,CI26870
48194_12,CI26914
48198_12,CI26922
48199_12,CI24525
48201_12,CI26862
48202_12,CI26863
48206_12,CI26251
48207_12,CI25124
48209_12,CI26873
48210_12,CI26902
48211_12,CI26181
48216_12,CI24588
48218_12,CI27137
48222_12,CI26948
48233_12,CI26950
48238_12,CI23869
48243_12,CI24461
48246_12,CI24788
48247_12,CI24923
48252_12,CI27046
48253_12,CI26174
48255_12,CI25103
48257_12,CI23691
48258_12,CI26873
48261_12,CI24440
48263_12,CI24032
48268_12,CI24957
48270_12,CI27050
48272_12,CI26877
48274_12,CI24139
48276_12,CI26917
48277_12,CI25105
48279_12,CI23781
48280_12,CI27920
48281_12,CI24601
48283_12,CI26860
48284_12,CI26870
48287_12,CI26952
48288_12,CI24235
48289_12,CI27137
48294_12,CI26221
48303_12,CI24527
48304_12,CI25103
48306_12,CI24426
48309_12,CI25336
48311_12,CI24527
48314_12,CI25123
48320_12,CI24944
48322_12,CI24099
48331_12,CI26929
48332_12,CI24276
48334_12,CI24601
48335_12,CI26921
48336_12,CI23781
48337_12,CI26681
48339_12,CI27656
48340_12,CI26825
48343_12,CI25141
48345_12,CI23974
48346_12,CI23856
48347_12,CI24440
48349_12,CI25336
48354_12,CI26189
48356_12,CI24491
48358_12,CI24957
48359_12,CI25057
48364_12,CI23913
48366_12,CI24440
48370_12,CI24203
48372_12,CI25778
48373_12,CI23769
48376_12,CI24524
48377_12,CI24440
48379_12,CI23855
48380_12,CI24031
48382_12,CI24031
48386_12,CI24866
48392_12,CI24892
48393_12,CI24868
48397_12,CI27145
48399_12,CI24239
48401_12,CI23702
48407_12,CI24271
48409_12,CI24188
48415_12,CI24527
48421_12,CI23569
48424_12,CI25124
48428_12,CI24522
48435_12,CI25135
48437_12,CI28041
48438_12,CI24031
48440_12,CI24117
48441_12,CI25125
48444_12,CI24911
48447_12,CI25132
48448_12,CI25135
48449_12,CI24187
48450_12,CI24876
48453_12,CI25139
48454_12,CI26920
48456_12,CI26203
48457_12,CI24138
48465_12,CI26925
48466_12,CI24228
48467_12,CI23691
