employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
4740,Analytics,region_2,Bachelor's,m,other,3,26,3,2,0,0,82,0
17925,Operations,region_28,Bachelor's,m,other,1,29,4,4,1,1,58,0
62272,Finance,region_2,Bachelor's,m,other,2,34,1,4,0,0,61,0
5253,Analytics,region_22,Bachelor's,m,other,1,35,1,5,0,0,89,0
21127,R&D,region_2,Bachelor's,m,sourcing,2,37,3,3,0,0,82,0
51553,Operations,region_30,Bachelor's,f,other,1,30,3,4,0,0,60,0
55246,HR,region_26,Bachelor's,f,other,1,29,1,9,0,0,49,0
11156,Operations,region_9,Bachelor's,m,sourcing,1,29,3,2,0,0,57,0
60981,Sales & Marketing,region_2,Bachelor's,f,other,1,20,1,2,0,0,53,0
1257,Technology,region_7,Bachelor's,m,sourcing,1,26,,1,0,0,85,0
43040,Procurement,region_10,Master's & above,f,sourcing,1,31,3,4,1,0,69,0
51969,Operations,region_23,Bachelor's,m,sourcing,1,32,2,5,0,0,60,0
31935,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,3,2,1,0,54,0
19298,Sales & Marketing,region_1,Bachelor's,m,sourcing,1,36,4,2,0,0,52,0
69764,Operations,region_2,Bachelor's,f,sourcing,1,54,3,19,0,0,62,0
42318,Technology,region_16,Master's & above,m,sourcing,1,40,3,8,0,0,81,0
17314,Sales & Marketing,region_13,Bachelor's,m,other,1,37,5,4,1,0,50,0
48319,Operations,region_7,Bachelor's,m,other,1,36,3,5,1,0,62,0
16932,Technology,region_29,Bachelor's,m,sourcing,1,28,,1,0,0,79,0
78087,Operations,region_19,Bachelor's,f,other,1,32,4,6,0,0,56,0
47888,Sales & Marketing,region_22,Bachelor's,m,other,2,29,1,4,0,0,49,0
12621,Procurement,region_22,Bachelor's,m,other,2,27,1,2,1,0,62,0
21663,Sales & Marketing,region_6,Bachelor's,m,sourcing,1,25,4,2,0,0,45,0
8139,HR,region_26,Bachelor's,m,other,1,29,5,4,1,0,51,0
33885,Analytics,region_7,Bachelor's,m,other,1,28,1,2,0,0,85,0
69268,Technology,region_17,Bachelor's,m,other,1,36,4,9,1,0,76,0
21560,Sales & Marketing,region_25,Master's & above,m,sourcing,1,33,1,7,1,0,45,0
54845,Sales & Marketing,region_16,Bachelor's,m,other,1,29,5,4,0,0,55,0
58875,Operations,region_28,Bachelor's,m,other,1,38,3,11,0,0,59,0
74002,Operations,region_2,Bachelor's,m,other,1,26,2,3,0,0,58,0
27837,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,45,3,18,0,0,50,0
73195,Technology,region_5,Bachelor's,m,other,1,46,3,3,0,0,78,0
32781,Procurement,region_17,Bachelor's,m,sourcing,1,32,3,6,1,0,70,0
32002,Sales & Marketing,region_7,Bachelor's,m,other,1,26,4,3,1,0,52,0
52728,Operations,region_8,Bachelor's,m,other,1,34,3,4,1,0,59,0
19790,Sales & Marketing,region_27,Bachelor's,m,other,1,43,2,14,0,0,54,0
25377,Sales & Marketing,region_15,Bachelor's,m,other,1,27,1,4,0,0,50,0
12581,HR,region_2,Master's & above,m,sourcing,1,37,4,12,0,0,48,0
56506,Sales & Marketing,region_7,Master's & above,m,sourcing,1,48,5,8,0,0,46,0
4352,Procurement,region_15,Master's & above,m,sourcing,1,40,3,6,0,0,71,0
1215,Technology,region_24,Bachelor's,f,sourcing,1,25,1,2,0,0,84,0
5419,Sales & Marketing,region_28,Bachelor's,m,other,3,33,1,3,1,0,55,0
69621,Sales & Marketing,region_15,Bachelor's,m,other,1,45,1,17,0,0,47,0
76974,Operations,region_2,Bachelor's,m,other,2,36,3,4,0,0,58,0
3169,Sales & Marketing,region_25,Bachelor's,m,other,1,31,5,5,1,0,51,0
38234,Analytics,region_22,Master's & above,m,sourcing,2,32,3,6,0,0,85,0
76056,Operations,region_2,Bachelor's,f,sourcing,1,39,5,4,1,0,60,0
22255,Sales & Marketing,region_25,Bachelor's,f,sourcing,1,29,4,5,0,0,50,0
25577,Analytics,region_2,Master's & above,f,sourcing,1,42,5,6,1,0,82,0
70841,Analytics,region_26,Bachelor's,m,sourcing,1,30,3,2,1,0,83,0
55569,Procurement,region_15,Bachelor's,f,other,1,43,3,18,0,0,73,0
6582,Analytics,region_2,Bachelor's,m,sourcing,1,37,3,9,0,0,84,0
53441,R&D,region_25,Bachelor's,f,sourcing,1,30,3,2,0,0,86,0
14114,Operations,region_8,Master's & above,m,other,1,38,3,9,0,0,58,0
21041,Sales & Marketing,region_2,,f,sourcing,1,28,,1,1,0,47,0
69162,Technology,region_16,Bachelor's,m,other,1,37,4,8,0,0,75,0
75878,Procurement,region_16,Bachelor's,f,sourcing,1,34,3,9,1,0,65,1
71696,Operations,region_15,Bachelor's,f,sourcing,1,33,3,3,1,0,56,0
46719,Sales & Marketing,region_28,Bachelor's,m,sourcing,2,30,3,6,1,0,50,0
77501,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,34,3,3,0,0,51,0
16953,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,33,1,6,0,0,57,0
13411,Sales & Marketing,region_22,Bachelor's,m,other,2,29,2,2,0,0,50,0
30221,Operations,region_2,Master's & above,f,sourcing,1,50,2,8,0,0,61,0
15293,Sales & Marketing,region_2,Master's & above,f,other,1,42,3,4,1,0,51,0
21940,Finance,region_13,Bachelor's,f,other,1,34,3,7,1,0,59,0
5723,Legal,region_9,Bachelor's,m,sourcing,3,28,3,1,0,0,63,0
70944,Sales & Marketing,region_27,Bachelor's,m,other,1,26,5,2,1,0,48,0
25499,Operations,region_21,Bachelor's,m,other,1,47,5,3,1,0,56,0
75634,Technology,region_2,Master's & above,f,other,1,60,5,33,1,0,80,0
73905,HR,region_2,Master's & above,m,referred,1,38,5,10,0,0,50,0
23253,Operations,region_2,Bachelor's,m,sourcing,1,50,4,7,0,0,59,0
14439,Sales & Marketing,region_23,Master's & above,m,other,1,37,2,9,0,0,51,0
60548,HR,region_2,Bachelor's,m,other,1,59,5,2,1,0,55,0
30371,Sales & Marketing,region_19,Bachelor's,m,other,1,27,,1,0,0,54,0
15481,Technology,region_7,Bachelor's,m,sourcing,1,41,3,3,1,0,88,0
5186,Procurement,region_19,Master's & above,m,other,1,39,1,9,0,0,69,0
2075,Legal,region_31,Bachelor's,m,sourcing,1,39,3,4,0,0,63,0
32651,Operations,region_7,Bachelor's,f,sourcing,1,33,5,9,1,0,60,0
7711,Legal,region_26,Below Secondary,m,other,1,26,3,2,0,0,65,0
21561,Technology,region_26,Master's & above,m,other,1,42,4,4,1,0,87,0
24776,Operations,region_12,Bachelor's,m,sourcing,1,29,2,2,0,0,61,0
68802,Technology,region_9,Bachelor's,m,other,1,31,4,7,0,0,78,0
10465,Analytics,region_26,Bachelor's,m,sourcing,1,33,5,5,1,0,83,0
51811,Procurement,region_6,Bachelor's,f,other,1,31,2,9,0,0,66,0
42584,Analytics,region_7,Master's & above,m,sourcing,1,38,3,12,0,0,87,0
34197,Technology,region_4,Master's & above,m,sourcing,2,35,4,8,0,0,82,0
73380,Operations,region_7,Bachelor's,f,sourcing,1,32,4,10,1,0,54,0
15074,R&D,region_22,Bachelor's,m,sourcing,1,28,2,4,0,0,85,0
33210,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,4,2,1,0,48,0
39856,Operations,region_22,Bachelor's,f,sourcing,1,30,4,7,0,0,58,0
70305,Sales & Marketing,region_1,Bachelor's,m,other,2,29,5,2,1,0,47,0
78253,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,31,1,5,0,0,48,0
70702,Sales & Marketing,region_19,Bachelor's,m,other,1,33,2,4,0,0,44,0
35664,Technology,region_13,Bachelor's,m,other,1,48,1,6,0,0,83,0
5371,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,24,3,2,1,0,55,0
72716,Operations,region_13,Bachelor's,f,sourcing,1,46,2,7,0,0,56,0
68743,Finance,region_32,Bachelor's,m,sourcing,1,28,,1,1,0,61,0
43132,Operations,region_29,Bachelor's,f,other,1,33,3,3,0,0,58,0
69793,Operations,region_32,Bachelor's,m,other,1,34,4,3,1,0,53,0
39437,Operations,region_10,Master's & above,m,sourcing,1,34,3,6,0,0,74,1
34828,Finance,region_2,Bachelor's,m,other,3,34,3,9,0,0,58,0
8035,Sales & Marketing,region_9,Bachelor's,m,other,1,30,5,3,1,1,94,1
45287,Sales & Marketing,region_2,Bachelor's,f,other,1,49,5,10,0,0,50,0
12784,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,43,1,17,0,0,49,0
26538,Sales & Marketing,region_11,Bachelor's,m,other,3,35,3,10,0,0,50,0
74294,Operations,region_2,Bachelor's,m,other,1,36,4,10,0,0,55,0
19568,Operations,region_15,Bachelor's,f,sourcing,1,42,5,5,1,0,60,0
30162,Sales & Marketing,region_22,Master's & above,m,sourcing,2,31,5,2,0,0,47,0
75536,Sales & Marketing,region_2,Master's & above,m,sourcing,1,47,5,15,0,0,50,0
43012,Analytics,region_7,Bachelor's,m,other,1,48,4,20,0,0,88,0
53730,Operations,region_2,Bachelor's,m,sourcing,2,38,5,7,0,0,58,0
62132,Analytics,region_1,Bachelor's,m,sourcing,1,28,3,5,0,0,84,0
27217,Procurement,region_15,Bachelor's,f,other,1,33,5,2,1,0,69,0
7409,Finance,region_22,Master's & above,m,sourcing,1,41,4,6,1,0,63,0
18016,Technology,region_16,Bachelor's,m,sourcing,1,32,4,5,1,0,79,0
14448,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,42,3,7,0,0,50,0
17968,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,30,4,4,0,0,63,1
18179,Operations,region_27,Master's & above,f,other,1,43,3,11,0,1,99,1
74427,Procurement,region_15,Master's & above,m,other,1,38,3,11,0,0,68,0
68562,Sales & Marketing,region_26,Bachelor's,m,other,3,33,3,7,0,0,52,0
43256,Technology,region_33,Bachelor's,f,other,1,38,2,8,0,0,81,0
28394,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,33,3,7,0,0,47,0
4128,Technology,region_16,Bachelor's,m,other,2,25,3,2,1,0,79,0
43943,Procurement,region_12,Bachelor's,m,sourcing,1,35,3,8,0,0,67,0
4415,Analytics,region_4,Bachelor's,m,other,1,29,4,4,0,0,83,0
47571,Operations,region_27,Master's & above,f,other,1,47,5,7,1,0,60,0
75455,Sales & Marketing,region_22,Bachelor's,m,other,5,32,3,3,0,0,52,0
54369,Operations,region_30,Bachelor's,f,other,1,39,3,10,0,0,59,0
53848,Operations,region_14,Bachelor's,m,sourcing,1,35,5,8,1,0,59,0
68894,HR,region_7,Master's & above,m,other,1,39,5,9,0,0,45,0
61012,Sales & Marketing,region_22,Master's & above,m,other,2,32,4,8,0,0,55,0
3504,Operations,region_17,Bachelor's,f,other,1,32,4,3,0,0,63,0
46944,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,36,5,7,0,0,49,0
56546,Sales & Marketing,region_1,Bachelor's,m,other,1,26,,1,1,0,49,0
70095,Operations,region_13,Bachelor's,m,other,1,30,3,5,1,0,63,0
66523,Sales & Marketing,region_2,Bachelor's,m,referred,1,31,3,5,1,0,46,0
73344,Analytics,region_9,Bachelor's,m,other,1,27,3,4,1,0,88,0
61683,Technology,region_27,Bachelor's,m,sourcing,1,36,4,5,1,0,83,0
66328,Finance,region_31,Bachelor's,m,sourcing,1,29,,1,0,0,62,0
23021,Analytics,region_23,Master's & above,m,other,2,36,5,7,1,0,82,0
11274,Sales & Marketing,region_2,Bachelor's,m,other,5,59,3,14,0,0,50,0
7126,Operations,region_12,Bachelor's,f,other,1,30,3,8,1,0,57,0
38777,Analytics,region_20,Bachelor's,m,sourcing,1,27,3,2,1,0,88,0
23452,Technology,region_2,Bachelor's,f,sourcing,1,45,3,3,0,0,76,0
744,Technology,region_31,Bachelor's,m,other,1,48,1,8,0,0,83,0
20898,R&D,region_7,Bachelor's,m,sourcing,1,38,3,7,0,0,82,0
12192,Analytics,region_11,,m,other,1,29,3,8,1,0,87,0
73511,Operations,region_22,Bachelor's,m,other,2,34,5,10,0,0,62,0
13490,Sales & Marketing,region_2,Bachelor's,m,other,2,32,1,6,0,0,51,0
20585,Technology,region_31,Bachelor's,m,sourcing,1,32,2,2,0,0,79,0
13298,Technology,region_22,Master's & above,m,other,1,37,3,3,0,0,78,0
65899,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,28,3,4,1,0,51,0
41672,Procurement,region_2,Bachelor's,m,other,1,44,4,14,1,0,66,0
59054,Operations,region_21,Bachelor's,m,other,1,29,3,7,0,0,61,0
32865,Operations,region_31,Bachelor's,f,sourcing,2,36,3,7,0,0,57,0
22264,Sales & Marketing,region_31,Bachelor's,m,other,1,28,,1,0,0,53,0
75419,Sales & Marketing,region_2,Master's & above,m,other,4,45,1,3,1,0,48,0
55102,Procurement,region_15,Bachelor's,m,sourcing,1,34,5,8,1,0,75,0
55805,Sales & Marketing,region_22,Bachelor's,m,other,1,32,1,2,0,0,45,0
27647,Sales & Marketing,region_2,Master's & above,m,other,1,35,1,9,0,0,49,0
2041,Finance,region_7,Bachelor's,m,sourcing,1,38,5,5,0,0,60,0
70947,Operations,region_27,Bachelor's,f,other,1,45,5,16,1,0,60,0
32961,Operations,region_22,Bachelor's,m,other,1,54,4,16,0,0,58,0
9424,Technology,region_26,Bachelor's,f,sourcing,1,24,4,2,0,0,79,0
2706,Finance,region_7,Master's & above,m,sourcing,2,42,3,2,0,0,58,0
59488,Procurement,region_19,Master's & above,m,other,1,39,4,8,0,0,71,0
27703,HR,region_32,Bachelor's,f,sourcing,1,35,5,8,1,0,54,0
28664,Operations,region_7,Bachelor's,f,sourcing,1,31,3,5,0,0,67,0
54781,Technology,region_13,Master's & above,m,other,2,33,3,3,1,0,83,0
7156,Operations,region_5,Bachelor's,m,sourcing,1,32,5,7,0,0,64,0
50683,Procurement,region_29,Bachelor's,m,other,1,29,3,3,0,0,71,0
67790,Operations,region_26,Bachelor's,f,sourcing,1,31,4,8,1,0,56,0
59061,Finance,region_2,Master's & above,f,sourcing,1,50,3,5,0,0,58,0
71806,Sales & Marketing,region_2,Bachelor's,f,other,1,48,3,2,1,0,51,0
67425,Sales & Marketing,region_27,Bachelor's,m,other,2,40,3,6,0,0,51,0
64347,Analytics,region_23,Bachelor's,m,other,1,41,1,7,0,0,85,0
47139,Procurement,region_26,Master's & above,m,other,1,50,3,6,0,0,65,0
54591,Sales & Marketing,region_22,,m,other,3,26,1,2,0,0,48,0
47730,Operations,region_7,Bachelor's,f,sourcing,1,39,4,2,0,0,57,0
53324,Operations,region_4,Master's & above,f,other,1,47,4,15,0,0,58,0
5601,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,50,5,3,1,0,45,0
519,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,4,7,0,0,48,0
65148,Sales & Marketing,region_8,Bachelor's,m,other,1,33,3,8,0,0,47,0
50820,Operations,region_27,Bachelor's,m,other,1,35,5,10,1,0,60,1
32145,Sales & Marketing,region_4,Bachelor's,m,other,1,31,1,8,0,0,46,0
56810,Technology,region_2,Bachelor's,f,sourcing,1,29,3,4,1,0,76,0
12749,Sales & Marketing,region_16,,m,sourcing,1,31,1,4,0,0,54,0
780,Analytics,region_11,Master's & above,m,other,1,33,5,5,1,0,79,0
3524,Legal,region_27,Bachelor's,m,other,1,33,5,9,0,0,68,1
10145,Technology,region_17,Bachelor's,m,other,1,29,5,2,1,0,79,1
20395,Procurement,region_2,Bachelor's,f,sourcing,1,34,3,3,1,0,71,0
18035,Sales & Marketing,region_33,Bachelor's,m,other,1,31,4,5,0,0,54,0
34565,HR,region_22,Bachelor's,m,other,1,24,,1,0,0,54,0
57656,Technology,region_29,Master's & above,m,other,1,40,4,6,0,0,78,0
28109,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,49,1,18,0,0,51,0
18206,Sales & Marketing,region_22,Bachelor's,m,sourcing,3,29,1,3,0,0,47,0
36509,R&D,region_26,Bachelor's,m,other,1,33,5,6,1,0,83,1
59707,Operations,region_24,Bachelor's,f,sourcing,1,34,3,8,0,0,58,0
64857,HR,region_2,Master's & above,f,other,1,60,3,10,0,0,48,0
53168,Procurement,region_16,Bachelor's,m,other,1,32,5,4,0,0,67,0
67563,Procurement,region_15,Bachelor's,m,other,4,30,3,3,0,0,68,0
34932,Operations,region_15,Bachelor's,m,sourcing,1,32,3,7,0,0,62,0
58697,Analytics,region_1,Bachelor's,m,sourcing,1,29,4,5,0,0,88,0
14251,Operations,region_2,Bachelor's,m,sourcing,1,57,4,18,0,0,58,0
30145,Operations,region_15,Bachelor's,f,other,1,32,4,3,0,0,64,0
62338,Procurement,region_29,Master's & above,m,other,1,41,3,7,0,1,70,0
72701,Technology,region_2,Master's & above,f,sourcing,1,42,4,3,1,0,77,0
67867,Operations,region_2,Bachelor's,m,other,1,28,5,2,1,0,57,0
33908,Sales & Marketing,region_22,Master's & above,m,sourcing,1,32,3,3,1,0,55,0
67958,Analytics,region_23,Bachelor's,m,sourcing,1,30,3,5,0,0,85,0
46312,HR,region_32,Master's & above,m,sourcing,1,35,3,7,0,0,54,0
43962,Operations,region_2,Bachelor's,m,sourcing,1,60,3,17,0,0,55,0
16110,Finance,region_7,Bachelor's,m,other,1,38,3,9,0,0,58,0
57422,Sales & Marketing,region_20,Master's & above,m,other,1,31,3,4,0,0,52,0
41073,Procurement,region_2,Bachelor's,m,other,1,31,3,4,0,0,69,0
35032,Analytics,region_22,Bachelor's,m,other,1,32,5,5,1,0,85,0
30754,Operations,region_27,Bachelor's,f,other,1,36,3,10,0,0,63,0
5642,Operations,region_7,Bachelor's,m,sourcing,1,26,,1,0,0,60,0
37659,Procurement,region_2,Below Secondary,m,sourcing,2,23,,1,0,0,74,0
7803,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,34,2,7,0,0,51,0
71531,HR,region_2,Below Secondary,m,other,1,25,3,2,1,0,51,0
34077,Technology,region_30,Bachelor's,f,other,1,33,2,8,0,0,83,0
74473,Procurement,region_5,Master's & above,f,other,2,33,3,6,0,0,70,0
4614,Operations,region_4,Bachelor's,m,sourcing,1,26,,1,1,0,59,0
19302,Procurement,region_4,Master's & above,m,other,1,31,5,4,1,0,71,0
69617,Analytics,region_22,Master's & above,f,sourcing,1,33,1,3,0,0,87,0
15700,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,40,4,7,1,0,50,1
24881,Analytics,region_15,Bachelor's,m,other,2,28,,1,0,0,82,0
63721,Finance,region_22,Bachelor's,m,other,2,28,3,5,1,0,55,0
12407,Operations,region_15,Bachelor's,m,other,1,33,5,8,1,0,62,0
77123,Operations,region_26,Master's & above,m,other,1,37,4,7,1,1,62,0
48933,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,39,2,5,0,0,50,0
62729,Sales & Marketing,region_7,Bachelor's,m,other,1,29,5,6,0,0,48,0
62632,Operations,region_2,Master's & above,f,other,1,39,3,9,1,0,59,0
34420,Analytics,region_22,Bachelor's,m,referred,1,27,3,3,1,0,82,1
72685,Sales & Marketing,region_15,,m,other,1,41,1,7,0,0,51,0
29228,Technology,region_7,Master's & above,m,other,2,57,1,5,1,0,81,0
71728,Technology,region_15,Bachelor's,m,other,1,38,1,8,0,0,85,0
22330,Procurement,region_34,Master's & above,f,other,1,37,5,2,1,0,66,0
56085,R&D,region_26,Bachelor's,m,sourcing,1,30,3,3,0,0,79,0
41822,Legal,region_2,Bachelor's,m,other,1,37,3,7,0,0,58,0
57538,Technology,region_16,Bachelor's,m,other,1,39,4,12,0,0,79,0
19856,Sales & Marketing,region_26,Master's & above,m,sourcing,1,32,4,5,0,0,44,0
57599,Sales & Marketing,region_2,Master's & above,m,sourcing,1,37,1,8,0,0,50,0
60141,Operations,region_31,Bachelor's,f,other,1,36,5,9,1,0,59,1
69923,Sales & Marketing,region_8,Bachelor's,m,sourcing,1,32,3,6,0,0,50,0
44051,Technology,region_15,Bachelor's,f,sourcing,1,32,5,6,0,1,94,1
1301,Analytics,region_32,Bachelor's,m,other,2,28,,1,0,0,87,0
35984,Operations,region_22,Bachelor's,m,sourcing,1,47,2,9,0,0,56,0
37854,Procurement,region_13,Bachelor's,f,sourcing,1,33,3,10,1,0,69,0
24197,Sales & Marketing,region_1,Master's & above,f,sourcing,1,33,1,5,0,0,48,0
63286,Procurement,region_2,Master's & above,f,other,1,43,3,14,0,1,65,0
67973,Sales & Marketing,region_7,Master's & above,f,sourcing,1,33,3,7,0,0,48,0
16975,HR,region_7,Master's & above,m,other,1,37,2,10,0,0,49,0
12242,Finance,region_2,Bachelor's,m,sourcing,1,45,4,13,0,0,62,0
26445,Sales & Marketing,region_2,,f,other,1,40,3,3,1,0,50,0
72852,Sales & Marketing,region_2,,m,sourcing,2,23,,1,1,0,50,1
53412,Sales & Marketing,region_4,Master's & above,m,sourcing,1,35,4,3,1,0,48,1
49099,Operations,region_31,Bachelor's,f,other,1,37,4,3,0,0,63,0
20330,Operations,region_11,Bachelor's,m,other,1,27,3,4,1,1,58,0
35357,Operations,region_16,Bachelor's,m,other,1,29,3,5,0,0,57,0
59573,Sales & Marketing,region_28,,m,sourcing,1,32,3,6,0,0,51,0
23470,Sales & Marketing,region_2,Master's & above,f,sourcing,1,59,2,18,0,0,51,0
16228,Operations,region_27,Bachelor's,m,other,2,32,5,9,0,0,56,0
49268,Sales & Marketing,region_20,Bachelor's,m,other,1,38,5,7,0,0,45,0
32857,Analytics,region_7,,m,other,2,26,,1,1,1,85,0
7367,Procurement,region_10,Master's & above,f,sourcing,1,31,,1,0,0,71,0
605,Technology,region_31,Bachelor's,f,other,1,29,2,2,0,0,79,0
41415,Operations,region_27,Bachelor's,f,other,1,26,5,2,0,0,58,0
59644,Operations,region_21,Bachelor's,m,other,1,32,3,7,0,0,61,0
51330,Finance,region_2,Bachelor's,m,sourcing,2,30,4,5,1,0,59,0
77328,Finance,region_29,Bachelor's,f,other,1,30,,1,0,0,61,0
13617,Technology,region_2,Master's & above,m,other,3,42,3,3,0,0,75,0
17216,Sales & Marketing,region_12,Bachelor's,m,other,1,26,4,3,0,0,50,0
26121,Procurement,region_7,Bachelor's,m,other,1,27,,1,0,0,67,0
4216,Sales & Marketing,region_22,Bachelor's,m,other,5,25,,1,0,0,52,0
27175,Sales & Marketing,region_19,Bachelor's,m,sourcing,2,36,3,3,0,0,48,0
33704,Sales & Marketing,region_3,,m,other,1,24,3,2,0,0,44,0
11200,Operations,region_8,Bachelor's,m,other,1,28,,1,0,0,59,0
89,HR,region_16,Bachelor's,m,sourcing,1,36,4,10,1,0,48,0
66295,Analytics,region_2,Bachelor's,m,sourcing,1,48,5,15,0,0,88,0
53931,Sales & Marketing,region_2,,m,other,1,24,,1,0,0,46,0
74525,Technology,region_33,Bachelor's,f,other,1,33,1,2,0,0,79,0
9123,Sales & Marketing,region_14,Bachelor's,m,other,1,39,4,7,0,0,50,0
37616,Operations,region_22,Bachelor's,m,other,2,31,4,3,0,0,59,0
8296,Analytics,region_2,,m,other,2,23,,1,0,0,85,0
29481,Procurement,region_15,Bachelor's,f,referred,1,35,5,8,1,0,70,1
20085,Procurement,region_2,Master's & above,m,other,2,35,4,7,0,0,72,0
44556,R&D,region_29,Bachelor's,m,other,1,27,5,3,1,0,83,1
31400,HR,region_5,Bachelor's,m,sourcing,1,24,,1,1,0,50,0
72090,Technology,region_7,Bachelor's,f,sourcing,1,31,4,5,1,0,82,0
57540,Operations,region_26,Bachelor's,f,other,1,29,3,3,0,0,59,0
14049,Operations,region_22,Bachelor's,m,other,2,25,,1,0,0,59,0
22286,Finance,region_27,Below Secondary,f,other,1,24,3,2,0,0,59,0
47860,Technology,region_7,Bachelor's,f,other,1,36,3,7,1,0,79,0
44617,Legal,region_31,Master's & above,m,other,1,35,1,4,0,0,59,0
76137,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,24,3,2,0,0,49,0
21670,HR,region_20,Bachelor's,m,sourcing,1,31,4,2,0,0,52,0
66402,Sales & Marketing,region_13,Bachelor's,m,sourcing,1,38,4,2,0,0,46,0
54820,Sales & Marketing,region_22,,m,sourcing,1,28,4,4,0,0,50,0
67824,Finance,region_6,Bachelor's,f,sourcing,1,25,3,2,0,0,61,0
77142,Sales & Marketing,region_22,Master's & above,m,sourcing,1,42,5,10,1,0,52,0
22525,Sales & Marketing,region_7,,m,other,1,22,2,2,0,0,53,0
50230,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,38,5,11,1,0,53,0
49869,HR,region_26,Bachelor's,f,sourcing,1,31,4,6,0,0,49,0
54364,R&D,region_26,Master's & above,m,other,1,34,2,5,0,0,86,0
58288,Analytics,region_22,Master's & above,m,other,1,45,3,7,0,0,89,0
24121,Operations,region_13,Master's & above,m,sourcing,1,36,2,8,1,0,60,0
57024,R&D,region_7,Bachelor's,m,other,1,32,4,5,1,0,86,0
44869,Analytics,region_25,Bachelor's,m,other,1,31,5,6,0,0,84,0
62066,Operations,region_13,Bachelor's,f,sourcing,1,31,1,5,1,0,63,0
18802,Finance,region_2,,m,other,1,29,3,3,0,0,58,0
18534,Analytics,region_2,Bachelor's,m,other,1,43,5,10,0,0,89,0
5375,Procurement,region_22,Bachelor's,f,other,1,30,3,7,0,0,70,0
68675,Technology,region_14,Master's & above,f,other,1,43,3,18,0,0,85,0
22475,Legal,region_2,Bachelor's,m,other,1,41,3,12,0,0,59,0
40966,Analytics,region_22,Bachelor's,m,referred,1,28,3,5,1,0,81,0
30906,Operations,region_23,Master's & above,f,sourcing,2,37,3,7,1,0,63,1
39821,HR,region_26,Bachelor's,f,sourcing,1,28,3,6,0,0,52,0
50364,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,50,1,5,0,0,52,0
52240,Analytics,region_28,,m,other,1,31,5,2,1,0,81,1
53900,Legal,region_2,Bachelor's,m,other,1,50,5,17,0,0,52,0
9542,Procurement,region_14,Master's & above,m,other,1,40,5,7,1,0,68,0
77413,Procurement,region_26,Master's & above,f,other,1,37,4,4,1,0,78,1
75114,Sales & Marketing,region_32,Bachelor's,m,sourcing,1,26,4,2,0,0,52,0
65392,Sales & Marketing,region_2,Master's & above,f,sourcing,1,60,3,26,0,0,48,0
26314,Sales & Marketing,region_32,Bachelor's,m,other,2,28,5,3,0,0,48,0
2524,Sales & Marketing,region_15,Bachelor's,m,other,2,36,3,9,0,0,50,0
16816,Procurement,region_7,Bachelor's,f,sourcing,1,26,5,4,1,0,68,0
56242,Sales & Marketing,region_10,Bachelor's,m,other,2,31,,1,0,0,49,0
66949,Sales & Marketing,region_16,Bachelor's,f,other,1,25,2,3,0,0,45,0
46694,Technology,region_22,Master's & above,m,sourcing,1,30,3,10,0,0,75,0
56206,Technology,region_16,Bachelor's,m,other,1,34,3,5,0,0,85,0
38922,Analytics,region_22,Bachelor's,f,other,1,29,5,4,0,0,86,0
40653,Operations,region_27,Master's & above,m,sourcing,1,37,3,3,0,0,59,0
10412,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,32,4,3,0,0,62,1
67442,Procurement,region_22,Master's & above,f,sourcing,1,35,3,3,1,0,74,0
47451,Procurement,region_29,Master's & above,f,sourcing,1,35,3,5,1,0,65,1
33306,Procurement,region_11,Bachelor's,f,other,1,30,3,3,0,0,68,0
53001,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,50,3,17,0,0,47,0
77695,Sales & Marketing,region_25,,m,sourcing,1,25,5,2,1,0,47,0
46406,Operations,region_2,Bachelor's,m,other,2,35,3,7,0,0,64,0
15550,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,33,1,2,0,0,52,0
36573,Technology,region_2,Master's & above,m,other,2,37,1,9,0,0,82,0
