TITLE,RESTAURANT_ID,CUISINES,TIME,CITY,LOCALITY,RATING,VOTES,COST,,,,,,,,,,,,,,,,,,,
CASUAL,11358,North,,,12noon,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1258,Biryani,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,14277,North,,,4pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,5641,North,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10609,North,,,11am,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,10229,South,,,1pm,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,5483,Chinese,,,11am,–,3am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,246,North,,,12noon,–,6am,"(Mon-Wed),6:30pm",,,,,,,,,,,,,,,,,,,
QUICK,11488,North,–,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
PUB,381,Bar,,,4:30pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,14783,American,,,8am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4661,North,,,4pm,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3456,South,,,8am,–,8pm,"(Mon-Sat),Closed",,,,,,,,,,,,,,,,,,,
QUICK,6160,Kerala,(Su,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1218,BBQ,,,5am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,805,Biryani,,,12noon,–,"4pm,",6:45pm,,,,,,,,,,,,,,,,,,,
LOUNGE,15565,North,–,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,10453,Bakery,,,12noon,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
CAFÉ,8224,Cafe,–,,12noon,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,862,Kerala,,,5am,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,3672,Cafe,,,7:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,864,South,,,11am,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13611,North,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,4401,North,,,7am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
MICROBREWERY,5064,American,,,11am,–,9:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4776,Fast,,,6:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,206,North,,,11:30am,–,"3:45pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,3840,Burger,–,,11am,–,12midnight,"(Mon,",,,,,,,,,,,,,,,,,,,
QUICK,10643,North,"Tue,",,7am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,2621,Bakery,,,12:30pm,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1741,North,,,12:30pm,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,8731,Pizza,,,11am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,5396,Continental,–,,12midnight,–,"1am,",9am,,,,,,,,,,,,,,,,,,,
CAFÉ,2313,Cafe,–,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1837,Biryani,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11182,Rolls,,,11am,–,11pm,"(Mon,",,,,,,,,,,,,,,,,,,,
None,7915,South,"Wed,",,9am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6592,North,,,12noon,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
None,6367,Fast,–,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,1524,Biryani,,,11:30am,–,10:30pm,"(Mon-Fri),11:30am",,,,,,,,,,,,,,,,,,,
CASUAL,2151,South,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,2322,Cafe,,,Closed,"(Mon),12noon",–,11pm,,,,,,,,,,,,,,,,,,,
CASUAL,9053,Italian,(Tue-Su,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,11639,Sandwich,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,10717,North,,,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,8267,North,–,,7am,–,"10:30am,",12noon,,,,,,,,,,,,,,,,,,,
QUICK,4766,Fast,–,,9:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,62,Chinese,,,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,11982,South,–,,12midnight,–,"3am,",11am,,,,,,,,,,,,,,,,,,,
QUICK,1798,Fast,–,,4pm,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,3332,Finger,,,7am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,15358,Arabian,,,10am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,3310,Continental,,,9am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12185,Street,,,4pm,–,1:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,12581,Cafe,,,11am,–,"4:30pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,8975,Kerala,–,,12noon,–,4:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,7948,Bihari,,,11:30am,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12632,South,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,705,South,,,7am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,6671,Chettinad,,,12noon,–,"3pm,",5pm,,,,,,,,,,,,,,,,,,,
QUICK,9371,Biryani,–,,3pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9604,American,,,10:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,264,North,,,6am,–,4pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,2247,American,,,12:30pm,–,"2:45pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,4066,Turkish,–,,10am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,15278,North,–,,11am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
DESSERT,9756,Desserts,–,,8am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,14999,North,,,1pm,–,11pm,"(Mon-Sat),8am",,,,,,,,,,,,,,,,,,,
QUICK,5937,Kerala,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8366,Gujarati,,,12noon,–,11pm,"(Mon-Fri),11am",,,,,,,,,,,,,,,,,,,
CAFÉ,13328,Cafe,–,,8:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,751,North,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,3524,North,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10372,Fast,,,7am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9357,Chinese,,,7pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,2895,Pizza,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,5669,Continental,,,12noon,–,12midnight,"(Mon,",,,,,,,,,,,,,,,,,,,
FINE,2762,Italian,"Tue,",,8:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,127,Desserts,,,10:30am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9792,Chinese,,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
CONFECTIONERY,8763,Desserts,,,11:30am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11040,Fast,,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13826,North,,,9am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5178,North,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,540,Arabian,,,12noon,–,"3pm,",4:30pm,,,,,,,,,,,,,,,,,,,
QUICK,15088,Chettinad,–,,7am,–,"3pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,924,Biryani,–,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
CASUAL,13418,South,,,9am,–,6pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,14427,Beverages,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,4362,Continental,,,11:30am,–,7:30pm,"(Mon-Sat),Closed",,,,,,,,,,,,,,,,,,,
KIOSK,1219,BBQ,(Su,,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,12108,North,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FOOD,5753,North,,,12noon,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,7575,Kerala,,,1pm,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,743,South,,,11am,–,9pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,8682,Chinese,,,11:30am,–,"3:30pm,",6:30pm,,,,,,,,,,,,,,,,,,,
BEVERAGE,7745,Beverages,–,,7am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9635,North,,,9am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
LOUNGE,7906,North,,,12noon,–,"3pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,8047,Kerala,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,7686,North,,,9am,–,11:30pm,"(Mon-Fri),10am",,,,,,,,,,,,,,,,,,,
CASUAL,9869,Chinese,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11960,Chinese,,,11:30am,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,6255,North,–,,7am,–,11:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4582,North,,,12noon,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,2930,North,,,8am,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,13137,North,–,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
SWEET,9453,Mithai,,,8am,–,9pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,3581,Italian,,,11am,–,9:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9794,North,,,8am,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5952,North,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5917,Street,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,2103,Fast,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
LOUNGE,9745,North,,,11am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CLUB,13132,Continental,,,11:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,7033,South,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,3426,Continental,,,10am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,7458,Rolls,,,10am,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,15180,Chinese,–,,5:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,11324,North,,,10am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,1639,Desserts,,,12:30pm,–,"3:30pm,",6:45pm,,,,,,,,,,,,,,,,,,,
QUICK,9729,Oriya,–,,1am,–,4am,"(Mon),11am",,,,,,,,,,,,,,,,,,,
CASUAL,8332,South,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6527,Kerala,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,12081,North,,,9am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,3818,Bakery,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4248,Chinese,,,6pm,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8851,North,,,10:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
PUB,16,North,,,7am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,7766,Biryani,,,8am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,6231,Kerala,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,6246,South,,,10am,–,10pm,"(Mon,",,,,,,,,,,,,,,,,,,,
DESSERT,15135,Desserts,"Tue,",,10:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12369,Pizza,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,7986,North,,,12noon,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,1184,North,,,12noon,–,"3pm,",7pm,,,,,,,,,,,,,,,,,,,
None,3385,Biryani,–,,12:30pm,–,"3:30pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,6643,Italian,–,,7:30am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14660,Turkish,,,11am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9772,Kerala,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8721,North,,,11am,–,"3:30pm,",6pm,,,,,,,,,,,,,,,,,,,
CASUAL,6106,South,–,,11am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,13385,North,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1576,North,,,8am,–,11pm,"(Mon,",,,,,,,,,,,,,,,,,,,
CASUAL,12093,North,"Tue,",–...,11:30am,–,12:30AM,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,11151,European,,,11am,–,9pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,7745,Beverages,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,7174,North,,,11am,–,3am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14868,North,,,10am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12238,North,,,12:30pm,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,7542,South,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1497,Biryani,,,11:30am,–,"4pm,",6:30pm,,,,,,,,,,,,,,,,,,,
CASUAL,3919,North,–,,9am,–,9pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,12441,Goan,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,47,North,,,11am,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9488,Kerala,,,9am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,11169,Desserts,,,4pm,–,1am,"(Mon,",,,,,,,,,,,,,,,,,,,
BEVERAGE,6490,Beverages,"Wed,",,8am,–,6pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,6585,Chinese,,,10am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11353,Street,,,7am,–,10pm,"(Mon-Sat),7am",,,,,,,,,,,,,,,,,,,
CAFÉ,13338,Cafe,–,,9am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,8770,Biryani,,,12noon,–,"4:30pm,",7pm,,,,,,,,,,,,,,,,,,,
FINE,15377,Chinese,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5866,South,,,7am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,2602,Bakery,,,11:30am,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
LOUNGE,10755,North,,,6:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,9078,North,,,Closed,"(Mon),11:30am",–,8:30pm,,,,,,,,,,,,,,,,,,,
BEVERAGE,14328,Beverages,(Tue-S,,12noon,–,2am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,13757,Rolls,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,3082,Bakery,,,5pm,–,11pm,"(Mon,",,,,,,,,,,,,,,,,,,,
CASUAL,6580,North,"Wed,",,12:30pm,–,"3pm,",7:30pm,,,,,,,,,,,,,,,,,,,
CAFÉ,2825,Cafe,–,,11am,–,9pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9271,South,,,5:30pm,–,1:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,6414,Desserts,,,12noon,–,11pm,"(Mon,",,,,,,,,,,,,,,,,,,,
CASUAL,4509,North,"Tue,",,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5437,Chinese,,,8am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12711,Chinese,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5816,North,,,12noon,–,"3:30pm,",6:30pm,,,,,,,,,,,,,,,,,,,
CASUAL,8635,Maharashtrian,–,,11am,–,11pm,"(Mon,",,,,,,,,,,,,,,,,,,,
CASUAL,3528,North,"Wed,",,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
FINE,6517,European,–,,7am,–,12:30AM,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAR,14361,Finger,,,7am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,201,BBQ,,,9am,–,11pm,"(Mon-Sat),Closed",,,,,,,,,,,,,,,,,,,
QUICK,11182,Rolls,(Su,,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,4379,Chinese,–,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,8634,Desserts,,,6am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,13797,North,,,11am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9175,Andhra,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,4724,Asian,,,11:30am,–,"4:30pm,",7pm,,,,,,,,,,,,,,,,,,,
BEVERAGE,11918,Beverages,–,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,3677,North,,,12:30pm,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,11216,Cafe,,,6am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,13651,South,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,12330,Cafe,,,11:30am,–,"6pm,",7pm,,,,,,,,,,,,,,,,,,,
BAR,8844,Finger,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,13002,Japanese,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,5023,Fast,,,5:30pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11651,Fast,,,12noon,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,1520,Continental,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,13313,Rolls,,,11am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
SWEET,569,Mithai,–,,11am,–,3am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,1260,Modern,,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11089,Seafood,,,11am,–,11pm,"(Mon-Fri),11am",,,,,,,,,,,,,,,,,,,
CASUAL,11574,Mexican,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,198,Fast,,,8am,–,3am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12803,Pizza,,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
QUICK,1007,Biryani,,,12noon,–,4:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9437,North,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,11915,Beverages,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1823,Biryani,,,12noon,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,11677,North,–,,6am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,14144,Continental,,,1pm,–,"5pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,8230,Fast,–,Sat...,11am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,8949,Seafood,–,,12:30pm,–,"3pm,",6pm,,,,,,,,,,,,,,,,,,,
QUICK,8315,South,–,,4:30am,–,7:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
PUB,2049,Italian,,,12noon,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
None,7548,North,–,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,8997,Chinese,,,7am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,12773,Thai,,,9am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,9883,Japanese,,,12noon,–,"2:45pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,8986,North,–,,11am,–,11pm,"(Mon,",,,,,,,,,,,,,,,,,,,
QUICK,8314,Chinese,"Wed,",,5pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,2904,Hyderabadi,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,6903,Asian,,,11am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,3807,Bakery,,,11am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,11043,North,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,14588,Fast,,,11am,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,6319,Continental,,,12noon,–,"3pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,4182,Chinese,–,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CLUB,6608,North,,,10:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1739,Fast,,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,14014,Turkish,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,12842,Asian,,,5pm,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8484,Lebanese,,,11:45am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,53,North,,,12noon,–,"3:30pm,",7pm,,,,,,,,,,,,,,,,,,,
CASUAL,5218,North,–,,7pm,–,4am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,974,Arabian,,,11am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CAFÉ,8858,Cafe,,,12noon,–,3am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,9679,Healthy,,,11am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,8212,South,,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,10735,North,,,6am,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,7016,North,,,11:30am,–,"4pm,",7pm,,,,,,,,,,,,,,,,,,,
QUICK,5786,North,–,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,6878,Chinese,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,617,Juices,,,12:30pm,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,10906,South,,,6:30am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,12226,Biryani,,,7:30am,–,7:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BAKERY,4893,Bakery,,,10am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,5230,Goan,,,11:30am,–,11:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,1560,South,,,11am,–,11pm,"(Mon-Fri),7:30am",,,,,,,,,,,,,,,,,,,
QUICK,2183,North,–,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,2893,North,,,7am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,6815,Street,,,12noon,–,10:30pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9465,Street,,,24,Hours,(Mon-Sun),,,,,,,,,,,,,,,,,,,,
QUICK,5494,Mughlai,,,11am,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
DESSERT,740,Desserts,,,11am,–,"3:30pm,",6pm,,,,,,,,,,,,,,,,,,,
BAKERY,11050,Bakery,–,,12noon,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
None,9941,North,,,12noon,–,12midnight,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,1517,Italian,,,12noon,–,3am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CLUB,7406,Finger,,,10am,–,9pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
CASUAL,12917,South,,,7:30am,–,10pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,11976,Chinese,,,9am,–,1:30am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,9942,Fast,,,8am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
QUICK,2160,Fast,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
FINE,13704,North,,,11am,–,11pm,(Mon-Sun),,,,,,,,,,,,,,,,,,,
BEVERAGE,8279,Beverages,,,12noon,–,1am,(Mon-Sun),,,,,,,,,,,,,,,,,,,
