application_date,segment,case_count
10/20/2018,1,29
10/21/2018,1,9
10/22/2018,1,28
10/23/2018,1,32
10/24/2018,1,24
10/25/2018,1,22
10/26/2018,1,43
10/27/2018,1,41
10/28/2018,1,13
10/29/2018,1,55
10/30/2018,1,45
10/31/2018,1,150
11/1/2018,1,1
11/2/2018,1,1
11/3/2018,1,59
11/4/2018,1,75
11/5/2018,1,114
11/6/2018,1,166
11/7/2018,1,217
11/8/2018,1,186
11/9/2018,1,80
11/10/2018,1,46
11/11/2018,1,8
11/12/2018,1,44
11/13/2018,1,26
11/14/2018,1,39
11/15/2018,1,34
11/16/2018,1,34
11/17/2018,1,43
11/18/2018,1,13
11/19/2018,1,56
11/20/2018,1,49
11/21/2018,1,23
11/22/2018,1,41
11/23/2018,1,37
11/24/2018,1,31
11/25/2018,1,10
11/26/2018,1,28
11/27/2018,1,28
11/28/2018,1,32
11/29/2018,1,38
11/30/2018,1,67
12/1/2018,1,3
12/2/2018,1,1
12/3/2018,1,44
12/4/2018,1,38
12/5/2018,1,27
12/6/2018,1,31
12/7/2018,1,32
12/8/2018,1,17
12/9/2018,1,4
12/10/2018,1,27
12/11/2018,1,31
12/12/2018,1,28
12/13/2018,1,27
12/14/2018,1,28
12/15/2018,1,29
12/16/2018,1,8
12/17/2018,1,21
12/18/2018,1,28
12/19/2018,1,19
12/20/2018,1,25
12/21/2018,1,27
12/22/2018,1,18
12/23/2018,1,4
12/24/2018,1,22
12/25/2018,1,28
12/26/2018,1,21
12/27/2018,1,28
12/28/2018,1,26
12/29/2018,1,19
12/30/2018,1,1
12/31/2018,1,135
1/1/2019,1,0
1/2/2019,1,27
1/3/2019,1,31
1/4/2019,1,14
1/5/2019,1,17
1/6/2019,1,1
1/7/2019,1,23
1/8/2019,1,27
1/9/2019,1,25
1/10/2019,1,30
1/11/2019,1,14
1/12/2019,1,14
1/13/2019,1,3
1/14/2019,1,31
1/15/2019,1,50
1/16/2019,1,28
1/17/2019,1,28
1/18/2019,1,17
1/19/2019,1,14
1/20/2019,1,6
1/21/2019,1,20
1/22/2019,1,23
1/23/2019,1,25
1/24/2019,1,18
1/25/2019,1,31
1/26/2019,1,27
1/27/2019,1,3
1/28/2019,1,32
1/29/2019,1,18
1/30/2019,1,26
1/31/2019,1,55
2/1/2019,1,0
2/2/2019,1,25
2/3/2019,1,0
2/4/2019,1,20
2/5/2019,1,28
2/6/2019,1,21
2/7/2019,1,17
2/8/2019,1,29
2/9/2019,1,0
2/10/2019,1,1
2/11/2019,1,29
2/12/2019,1,26
2/13/2019,1,19
2/14/2019,1,30
2/15/2019,1,18
2/16/2019,1,17
2/17/2019,1,1
2/18/2019,1,33
2/19/2019,1,31
2/20/2019,1,16
2/21/2019,1,23
2/22/2019,1,29
2/23/2019,1,21
2/24/2019,1,4
2/25/2019,1,24
2/26/2019,1,21
2/27/2019,1,16
2/28/2019,1,32
3/1/2019,1,15
3/2/2019,1,1
3/3/2019,1,3
3/4/2019,1,32
3/5/2019,1,10
3/6/2019,1,9
3/7/2019,1,22
3/8/2019,1,20
3/9/2019,1,18
3/10/2019,1,0
3/11/2019,1,32
3/12/2019,1,22
3/13/2019,1,10
3/14/2019,1,14
3/15/2019,1,18
3/16/2019,1,18
3/17/2019,1,3
3/18/2019,1,22
3/19/2019,1,18
3/20/2019,1,15
3/21/2019,1,23
3/22/2019,1,22
3/23/2019,1,14
3/24/2019,1,3
3/25/2019,1,13
3/26/2019,1,20
3/27/2019,1,21
3/28/2019,1,14
3/29/2019,1,20
3/30/2019,1,15
3/31/2019,1,26
4/1/2019,1,0
4/2/2019,1,21
4/3/2019,1,32
4/4/2019,1,40
4/5/2019,1,66
4/6/2019,1,113
4/7/2019,1,12
4/8/2019,1,39
4/9/2019,1,13
4/10/2019,1,14
4/11/2019,1,23
4/12/2019,1,23
4/13/2019,1,27
4/14/2019,1,1
4/15/2019,1,34
4/16/2019,1,21
4/17/2019,1,18
4/18/2019,1,15
4/19/2019,1,21
4/20/2019,1,14
4/21/2019,1,2
4/22/2019,1,24
4/23/2019,1,18
4/24/2019,1,11
4/25/2019,1,23
4/26/2019,1,11
4/27/2019,1,20
4/28/2019,1,0
4/29/2019,1,20
4/30/2019,1,16
5/1/2019,1,24
5/2/2019,1,28
5/3/2019,1,42
5/4/2019,1,31
5/5/2019,1,7
5/6/2019,1,36
5/7/2019,1,45
5/8/2019,1,15
5/9/2019,1,26
5/10/2019,1,18
5/11/2019,1,25
5/12/2019,1,4
5/13/2019,1,30
5/14/2019,1,25
5/15/2019,1,26
5/16/2019,1,24
5/17/2019,1,22
5/18/2019,1,28
5/19/2019,1,2
5/20/2019,1,33
5/21/2019,1,15
5/22/2019,1,20
5/23/2019,1,16
5/24/2019,1,21
5/25/2019,1,34
5/26/2019,1,1
5/27/2019,1,35
5/28/2019,1,23
5/29/2019,1,22
5/30/2019,1,21
5/31/2019,1,19
6/1/2019,1,21
6/2/2019,1,6
6/3/2019,1,27
6/4/2019,1,36
6/5/2019,1,22
6/6/2019,1,31
6/7/2019,1,17
6/8/2019,1,22
6/9/2019,1,3
6/10/2019,1,20
6/11/2019,1,19
6/12/2019,1,21
6/13/2019,1,35
6/14/2019,1,31
6/15/2019,1,25
6/16/2019,1,6
6/17/2019,1,28
6/18/2019,1,31
6/19/2019,1,37
6/20/2019,1,41
6/21/2019,1,32
6/22/2019,1,21
6/23/2019,1,5
6/24/2019,1,28
6/25/2019,1,34
6/26/2019,1,21
6/27/2019,1,33
6/28/2019,1,28
6/29/2019,1,30
6/30/2019,1,8
7/1/2019,1,27
7/2/2019,1,25
7/3/2019,1,23
7/4/2019,1,28
7/5/2019,1,0
4/1/2017,1,11
4/3/2017,1,1
4/4/2017,1,0
4/5/2017,1,18
4/7/2017,1,18
4/12/2017,1,17
4/13/2017,1,9
4/14/2017,1,19
4/15/2017,1,4
4/16/2017,1,12
4/17/2017,1,15
4/18/2017,1,10
4/19/2017,1,11
4/20/2017,1,14
4/21/2017,1,24
4/22/2017,1,5
4/23/2017,1,11
4/24/2017,1,16
4/25/2017,1,9
4/26/2017,1,20
4/27/2017,1,12
4/28/2017,1,24
4/29/2017,1,4
4/30/2017,1,79
5/1/2017,1,8
5/2/2017,1,11
5/3/2017,1,3
5/4/2017,1,6
5/5/2017,1,26
5/7/2017,1,2
5/8/2017,1,0
5/9/2017,1,2
5/10/2017,1,21
5/11/2017,1,14
5/12/2017,1,15
5/13/2017,1,2
5/14/2017,1,8
5/15/2017,1,24
5/16/2017,1,15
5/17/2017,1,17
5/18/2017,1,7
5/19/2017,1,9
5/20/2017,1,6
5/21/2017,1,19
5/22/2017,1,15
5/23/2017,1,16
5/24/2017,1,16
5/25/2017,1,7
5/26/2017,1,25
5/27/2017,1,5
5/28/2017,1,18
5/29/2017,1,23
5/30/2017,1,14
5/31/2017,1,75
6/1/2017,1,0
6/2/2017,1,3
6/3/2017,1,5
6/4/2017,1,7
6/5/2017,1,20
6/6/2017,1,2
6/7/2017,1,11
6/8/2017,1,8
6/9/2017,1,27
6/10/2017,1,7
6/11/2017,1,7
6/12/2017,1,27
6/13/2017,1,15
6/14/2017,1,21
6/15/2017,1,17
6/16/2017,1,21
6/17/2017,1,7
6/18/2017,1,12
6/19/2017,1,15
6/20/2017,1,14
6/21/2017,1,20
6/22/2017,1,15
6/23/2017,1,29
6/24/2017,1,6
6/25/2017,1,12
6/26/2017,1,12
6/27/2017,1,16
6/28/2017,1,21
6/29/2017,1,20
6/30/2017,1,106
7/1/2017,1,24
7/2/2017,1,1
7/5/2017,1,8
7/6/2017,1,4
7/7/2017,1,7
7/10/2017,1,13
7/11/2017,1,10
7/12/2017,1,14
7/13/2017,1,17
7/14/2017,1,12
7/15/2017,1,3
7/16/2017,1,11
7/17/2017,1,20
7/18/2017,1,13
7/19/2017,1,10
7/20/2017,1,7
7/21/2017,1,13
7/22/2017,1,3
7/23/2017,1,11
7/24/2017,1,19
7/25/2017,1,11
7/26/2017,1,11
7/27/2017,1,16
7/28/2017,1,19
7/29/2017,1,8
7/30/2017,1,9
7/31/2017,1,92
8/1/2017,1,20
8/3/2017,1,0
8/4/2017,1,0
8/5/2017,1,0
8/6/2017,1,0
8/7/2017,1,12
8/8/2017,1,13
8/9/2017,1,23
8/10/2017,1,12
8/11/2017,1,21
8/12/2017,1,6
8/13/2017,1,24
8/14/2017,1,22
8/15/2017,1,3
8/16/2017,1,23
8/17/2017,1,15
8/18/2017,1,23
8/19/2017,1,11
8/20/2017,1,21
8/21/2017,1,16
8/22/2017,1,17
8/23/2017,1,18
8/24/2017,1,12
8/25/2017,1,20
8/26/2017,1,4
8/27/2017,1,10
8/28/2017,1,15
8/29/2017,1,20
8/30/2017,1,18
8/31/2017,1,104
9/4/2017,1,0
9/5/2017,1,5
9/7/2017,1,1
9/8/2017,1,12
9/9/2017,1,3
9/10/2017,1,6
9/11/2017,1,11
9/12/2017,1,14
9/13/2017,1,6
9/14/2017,1,4
9/15/2017,1,6
9/16/2017,1,6
9/17/2017,1,10
9/18/2017,1,5
9/19/2017,1,16
9/20/2017,1,24
9/21/2017,1,45
9/22/2017,1,40
9/23/2017,1,10
9/24/2017,1,24
9/25/2017,1,41
9/26/2017,1,35
9/27/2017,1,31
9/28/2017,1,30
9/29/2017,1,43
9/30/2017,1,229
10/1/2017,1,17
10/2/2017,1,3
10/3/2017,1,1
10/4/2017,1,1
10/5/2017,1,4
10/6/2017,1,5
10/7/2017,1,3
10/8/2017,1,4
10/9/2017,1,20
10/10/2017,1,22
10/11/2017,1,52
10/12/2017,1,48
10/13/2017,1,69
10/14/2017,1,46
10/15/2017,1,77
10/16/2017,1,99
10/17/2017,1,101
10/18/2017,1,97
10/19/2017,1,44
10/20/2017,1,1
10/21/2017,1,14
10/22/2017,1,20
10/23/2017,1,25
10/24/2017,1,12
10/25/2017,1,19
10/26/2017,1,28
10/27/2017,1,26
10/28/2017,1,12
10/29/2017,1,29
10/30/2017,1,34
10/31/2017,1,158
11/1/2017,1,3
11/2/2017,1,0
11/3/2017,1,0
11/4/2017,1,0
11/5/2017,1,0
11/6/2017,1,0
11/7/2017,1,3
11/8/2017,1,8
11/9/2017,1,12
11/10/2017,1,25
11/11/2017,1,3
11/12/2017,1,22
11/13/2017,1,21
11/14/2017,1,18
11/15/2017,1,14
11/16/2017,1,14
11/17/2017,1,15
11/18/2017,1,4
11/19/2017,1,34
11/20/2017,1,0
11/21/2017,1,15
11/22/2017,1,13
11/23/2017,1,19
11/24/2017,1,15
11/25/2017,1,3
11/26/2017,1,14
11/27/2017,1,14
11/28/2017,1,11
11/29/2017,1,17
11/30/2017,1,35
12/1/2017,1,0
12/2/2017,1,0
12/3/2017,1,0
12/4/2017,1,15
12/5/2017,1,15
12/6/2017,1,16
12/7/2017,1,19
12/8/2017,1,10
12/9/2017,1,5
12/10/2017,1,16
12/11/2017,1,19
12/12/2017,1,19
12/13/2017,1,16
12/14/2017,1,15
12/15/2017,1,19
12/16/2017,1,7
12/17/2017,1,22
12/18/2017,1,28
12/19/2017,1,15
12/20/2017,1,19
12/21/2017,1,10
12/22/2017,1,20
12/23/2017,1,4
12/24/2017,1,17
12/25/2017,1,28
12/26/2017,1,21
12/27/2017,1,21
12/28/2017,1,26
12/29/2017,1,32
12/30/2017,1,16
12/31/2017,1,164
1/1/2018,1,3
1/2/2018,1,0
1/3/2018,1,0
1/4/2018,1,0
1/5/2018,1,16
1/6/2018,1,10
1/8/2018,1,0
1/9/2018,1,20
1/10/2018,1,23
1/11/2018,1,14
1/12/2018,1,23
1/13/2018,1,3
1/14/2018,1,36
1/15/2018,1,26
1/16/2018,1,22
1/17/2018,1,19
1/18/2018,1,24
1/19/2018,1,30
1/20/2018,1,4
1/21/2018,1,22
1/22/2018,1,38
1/23/2018,1,13
1/24/2018,1,25
1/25/2018,1,18
1/26/2018,1,8
1/27/2018,1,10
1/28/2018,1,20
1/29/2018,1,20
1/30/2018,1,8
1/31/2018,1,95
2/1/2018,1,10
2/2/2018,1,0
2/3/2018,1,0
2/5/2018,1,28
2/6/2018,1,16
2/7/2018,1,27
2/8/2018,1,14
2/9/2018,1,30
2/10/2018,1,4
2/11/2018,1,22
2/12/2018,1,22
2/13/2018,1,27
2/14/2018,1,22
2/15/2018,1,13
2/16/2018,1,26
2/17/2018,1,9
2/18/2018,1,32
2/19/2018,1,27
2/20/2018,1,19
2/21/2018,1,31
2/22/2018,1,23
2/23/2018,1,25
2/24/2018,1,4
2/25/2018,1,29
2/26/2018,1,22
2/27/2018,1,21
2/28/2018,1,103
3/1/2018,1,0
3/3/2018,1,0
3/5/2018,1,33
3/6/2018,1,31
3/7/2018,1,36
3/8/2018,1,28
3/9/2018,1,33
3/10/2018,1,13
3/11/2018,1,48
3/12/2018,1,41
3/13/2018,1,26
3/14/2018,1,35
3/15/2018,1,27
3/16/2018,1,31
3/17/2018,1,2
3/18/2018,1,44
3/19/2018,1,48
3/20/2018,1,31
3/21/2018,1,53
3/22/2018,1,33
3/23/2018,1,49
3/24/2018,1,16
3/25/2018,1,32
3/26/2018,1,34
3/27/2018,1,29
3/28/2018,1,35
3/29/2018,1,48
3/30/2018,1,34
3/31/2018,1,296
4/1/2018,1,0
4/2/2018,1,0
4/3/2018,1,0
4/4/2018,1,0
4/5/2018,1,0
4/6/2018,1,0
4/7/2018,1,0
4/8/2018,1,0
4/9/2018,1,54
4/10/2018,1,0
4/11/2018,1,37
4/12/2018,1,38
4/13/2018,1,46
4/14/2018,1,8
4/15/2018,1,39
4/16/2018,1,36
4/17/2018,1,26
4/18/2018,1,35
4/19/2018,1,17
4/20/2018,1,21
4/21/2018,1,8
4/22/2018,1,29
4/23/2018,1,20
4/24/2018,1,17
4/25/2018,1,19
4/26/2018,1,16
4/27/2018,1,11
4/28/2018,1,1
4/29/2018,1,24
4/30/2018,1,36
5/1/2018,1,0
5/2/2018,1,24
5/3/2018,1,17
5/4/2018,1,12
5/5/2018,1,2
5/6/2018,1,23
5/7/2018,1,28
5/8/2018,1,14
5/9/2018,1,23
5/10/2018,1,26
5/11/2018,1,40
5/12/2018,1,7
5/13/2018,1,30
5/14/2018,1,28
5/15/2018,1,31
5/16/2018,1,39
5/17/2018,1,18
5/18/2018,1,17
5/19/2018,1,0
5/20/2018,1,12
5/21/2018,1,26
5/22/2018,1,24
5/23/2018,1,16
5/24/2018,1,20
5/25/2018,1,18
5/26/2018,1,6
5/27/2018,1,15
5/28/2018,1,9
5/29/2018,1,19
5/30/2018,1,16
5/31/2018,1,12
6/1/2018,1,0
6/2/2018,1,3
6/3/2018,1,12
6/4/2018,1,14
6/5/2018,1,33
6/6/2018,1,38
6/7/2018,1,40
6/8/2018,1,53
6/9/2018,1,5
6/10/2018,1,52
6/11/2018,1,50
6/12/2018,1,64
6/13/2018,1,69
6/14/2018,1,69
6/15/2018,1,77
6/16/2018,1,7
6/17/2018,1,51
6/18/2018,1,57
6/19/2018,1,42
6/20/2018,1,55
6/21/2018,1,36
6/22/2018,1,62
6/23/2018,1,12
6/24/2018,1,48
6/25/2018,1,72
6/26/2018,1,26
6/27/2018,1,40
6/28/2018,1,56
6/29/2018,1,61
6/30/2018,1,64
7/1/2018,1,0
7/2/2018,1,57
7/3/2018,1,40
7/4/2018,1,46
7/5/2018,1,47
7/6/2018,1,55
7/7/2018,1,10
7/8/2018,1,73
7/9/2018,1,62
7/10/2018,1,40
7/11/2018,1,50
7/12/2018,1,48
7/13/2018,1,36
7/14/2018,1,5
7/15/2018,1,57
7/16/2018,1,43
7/17/2018,1,46
7/18/2018,1,56
7/19/2018,1,41
7/20/2018,1,54
7/21/2018,1,10
7/22/2018,1,50
7/23/2018,1,57
7/24/2018,1,42
7/25/2018,1,48
7/26/2018,1,47
7/27/2018,1,37
7/28/2018,1,6
7/29/2018,1,43
7/30/2018,1,50
7/31/2018,1,83
8/1/2018,1,45
8/2/2018,1,0
8/3/2018,1,60
8/4/2018,1,9
8/5/2018,1,45
8/6/2018,1,56
8/7/2018,1,46
8/8/2018,1,48
8/9/2018,1,57
8/10/2018,1,59
8/11/2018,1,2
8/12/2018,1,55
8/13/2018,1,63
8/14/2018,1,44
8/15/2018,1,42
8/16/2018,1,63
8/17/2018,1,59
8/18/2018,1,10
8/19/2018,1,59
8/20/2018,1,69
8/21/2018,1,63
8/22/2018,1,43
8/23/2018,1,57
8/24/2018,1,69
8/25/2018,1,20
8/26/2018,1,54
8/27/2018,1,53
8/28/2018,1,45
8/29/2018,1,57
8/30/2018,1,56
8/31/2018,1,113
9/1/2018,1,59
9/2/2018,1,0
9/3/2018,1,63
9/4/2018,1,30
9/5/2018,1,48
9/6/2018,1,40
9/7/2018,1,48
9/8/2018,1,8
9/9/2018,1,64
9/10/2018,1,54
9/11/2018,1,38
9/12/2018,1,65
9/13/2018,1,62
9/14/2018,1,60
9/15/2018,1,13
9/16/2018,1,58
9/17/2018,1,65
9/18/2018,1,41
9/19/2018,1,58
9/20/2018,1,50
9/21/2018,1,56
9/22/2018,1,16
9/23/2018,1,58
9/24/2018,1,27
9/25/2018,1,35
9/26/2018,1,20
9/27/2018,1,23
9/28/2018,1,25
9/29/2018,1,4
9/30/2018,1,73
10/1/2018,1,7
10/2/2018,1,0
10/3/2018,1,22
10/4/2018,1,23
10/5/2018,1,22
10/6/2018,1,10
10/7/2018,1,28
10/8/2018,1,28
10/9/2018,1,56
10/10/2018,1,116
10/11/2018,1,73
10/12/2018,1,90
10/13/2018,1,29
10/14/2018,1,78
10/15/2018,1,81
10/16/2018,1,56
10/17/2018,1,102
10/18/2018,1,96
10/19/2018,1,105
10/20/2018,1,27
10/21/2018,1,82
10/22/2018,1,60
10/23/2018,1,57
10/24/2018,1,71
10/25/2018,1,56
10/26/2018,1,62
10/27/2018,1,36
10/28/2018,1,112
10/29/2018,1,70
10/30/2018,1,81
10/31/2018,1,383
11/1/2018,1,2
11/2/2018,1,0
11/3/2018,1,137
11/4/2018,1,208
11/5/2018,1,259
11/6/2018,1,265
11/7/2018,1,180
11/8/2018,1,60
11/9/2018,1,74
11/10/2018,1,30
11/11/2018,1,55
11/12/2018,1,59
11/13/2018,1,46
11/14/2018,1,71
11/15/2018,1,42
11/16/2018,1,50
11/17/2018,1,11
11/18/2018,1,17
11/19/2018,1,47
11/20/2018,1,24
11/21/2018,1,39
11/22/2018,1,27
11/23/2018,1,45
11/24/2018,1,9
11/25/2018,1,40
11/26/2018,1,45
11/27/2018,1,36
11/28/2018,1,45
11/29/2018,1,35
11/30/2018,1,56
12/1/2018,1,18
12/2/2018,1,17
12/3/2018,1,52
12/4/2018,1,26
12/5/2018,1,42
12/6/2018,1,38
12/7/2018,1,36
12/8/2018,1,10
12/9/2018,1,49
12/10/2018,1,28
12/11/2018,1,34
12/12/2018,1,34
12/13/2018,1,25
12/14/2018,1,32
12/15/2018,1,7
12/16/2018,1,26
12/17/2018,1,28
12/18/2018,1,22
12/19/2018,1,37
12/20/2018,1,32
12/21/2018,1,31
12/22/2018,1,1
12/23/2018,1,30
12/24/2018,1,36
12/25/2018,1,28
12/26/2018,1,24
12/27/2018,1,36
12/28/2018,1,24
12/29/2018,1,1
12/30/2018,1,52
12/31/2018,1,130
1/1/2019,1,0
1/2/2019,1,54
1/3/2019,1,37
1/4/2019,1,27
1/5/2019,1,7
1/6/2019,1,46
1/7/2019,1,32
1/8/2019,1,38
1/9/2019,1,37
1/10/2019,1,30
1/11/2019,1,37
1/12/2019,1,10
1/13/2019,1,50
1/14/2019,1,41
1/15/2019,1,37
1/16/2019,1,31
1/17/2019,1,30
1/18/2019,1,42
1/19/2019,1,5
1/20/2019,1,60
1/21/2019,1,39
1/22/2019,1,7
1/23/2019,1,31
1/24/2019,1,24
1/25/2019,1,34
1/26/2019,1,3
1/27/2019,1,35
1/28/2019,1,45
1/29/2019,1,24
1/30/2019,1,27
1/31/2019,1,75
2/1/2019,1,0
2/2/2019,1,4
2/3/2019,1,41
2/4/2019,1,36
2/5/2019,1,26
2/6/2019,1,34
2/7/2019,1,37
2/8/2019,1,34
2/9/2019,1,0
2/10/2019,1,29
2/11/2019,1,40
2/12/2019,1,41
2/13/2019,1,27
2/14/2019,1,29
2/15/2019,1,36
2/16/2019,1,4
2/17/2019,1,37
2/18/2019,1,41
2/19/2019,1,17
2/20/2019,1,25
2/21/2019,1,25
2/22/2019,1,50
2/23/2019,1,4
2/24/2019,1,49
2/25/2019,1,41
2/26/2019,1,20
2/27/2019,1,28
2/28/2019,1,61
3/1/2019,1,7
3/2/2019,1,2
3/3/2019,1,33
3/4/2019,1,45
3/5/2019,1,33
3/6/2019,1,26
3/7/2019,1,40
3/8/2019,1,42
3/9/2019,1,6
3/10/2019,1,35
3/11/2019,1,39
3/12/2019,1,35
3/13/2019,1,46
3/14/2019,1,31
3/15/2019,1,37
3/16/2019,1,2
3/17/2019,1,41
3/18/2019,1,50
3/19/2019,1,40
3/20/2019,1,41
3/21/2019,1,0
3/22/2019,1,45
3/23/2019,1,9
3/24/2019,1,37
3/25/2019,1,37
3/26/2019,1,28
3/27/2019,1,43
3/28/2019,1,35
3/29/2019,1,19
3/30/2019,1,10
3/31/2019,1,75
4/1/2019,1,0
4/2/2019,1,24
4/3/2019,1,38
4/4/2019,1,27
4/5/2019,1,51
4/6/2019,1,18
4/7/2019,1,73
4/8/2019,1,60
4/9/2019,1,42
4/10/2019,1,49
4/11/2019,1,0
4/12/2019,1,71
4/13/2019,1,13
4/14/2019,1,45
4/15/2019,1,35
4/16/2019,1,26
4/17/2019,1,52
4/18/2019,1,29
4/19/2019,1,35
4/20/2019,1,8
4/21/2019,1,49
4/22/2019,1,35
4/23/2019,1,37
4/24/2019,1,36
4/25/2019,1,31
4/26/2019,1,35
4/27/2019,1,6
4/28/2019,1,43
4/29/2019,1,39
4/30/2019,1,24
5/1/2019,1,34
5/2/2019,1,34
5/3/2019,1,37
5/4/2019,1,9
5/5/2019,1,37
5/6/2019,1,49
5/7/2019,1,42
5/8/2019,1,42
5/9/2019,1,30
5/10/2019,1,48
5/11/2019,1,8
5/12/2019,1,62
5/13/2019,1,44
5/14/2019,1,45
5/15/2019,1,45
5/16/2019,1,38
5/17/2019,1,51
5/18/2019,1,14
5/19/2019,1,51
5/20/2019,1,47
5/21/2019,1,30
5/22/2019,1,41
5/23/2019,1,47
5/24/2019,1,43
5/25/2019,1,9
5/26/2019,1,45
5/27/2019,1,43
5/28/2019,1,27
5/29/2019,1,38
5/30/2019,1,37
5/31/2019,1,62
6/1/2019,1,5
6/2/2019,1,52
6/3/2019,1,55
6/4/2019,1,58
6/5/2019,1,48
6/6/2019,1,42
6/7/2019,1,49
6/8/2019,1,7
6/9/2019,1,48
6/10/2019,1,53
6/11/2019,1,46
6/12/2019,1,57
6/13/2019,1,56
6/14/2019,1,46
6/15/2019,1,10
6/16/2019,1,45
6/17/2019,1,44
6/18/2019,1,46
6/19/2019,1,49
6/20/2019,1,39
6/21/2019,1,40
6/22/2019,1,14
6/23/2019,1,45
6/24/2019,1,63
6/25/2019,1,38
6/26/2019,1,32
6/27/2019,1,28
6/28/2019,1,42
6/29/2019,1,15
6/30/2019,1,41
7/1/2019,1,53
7/2/2019,1,35
7/3/2019,1,50
7/4/2019,1,53
7/5/2019,1,0
4/1/2017,1,0
4/3/2017,1,0
4/4/2017,1,0
4/5/2017,1,12
4/7/2017,1,10
4/12/2017,1,9
4/13/2017,1,7
4/14/2017,1,0
4/15/2017,1,5
4/16/2017,1,0
4/17/2017,1,11
4/18/2017,1,14
4/19/2017,1,16
4/20/2017,1,17
4/21/2017,1,6
4/22/2017,1,6
4/23/2017,1,0
4/24/2017,1,12
4/25/2017,1,6
4/26/2017,1,7
4/27/2017,1,11
4/28/2017,1,16
4/29/2017,1,3
4/30/2017,1,46
5/1/2017,1,12
5/2/2017,1,0
5/3/2017,1,0
5/4/2017,1,0
5/5/2017,1,20
5/7/2017,1,3
5/8/2017,1,0
5/9/2017,1,0
5/10/2017,1,10
5/11/2017,1,17
5/12/2017,1,9
5/13/2017,1,12
5/14/2017,1,0
5/15/2017,1,11
5/16/2017,1,11
5/17/2017,1,14
5/18/2017,1,3
5/19/2017,1,11
5/20/2017,1,6
5/21/2017,1,0
5/22/2017,1,6
5/23/2017,1,9
5/24/2017,1,12
5/25/2017,1,7
5/26/2017,1,10
5/27/2017,1,9
5/28/2017,1,0
5/29/2017,1,15
5/30/2017,1,8
5/31/2017,1,40
6/1/2017,1,0
6/2/2017,1,5
6/3/2017,1,2
6/4/2017,1,0
6/5/2017,1,9
6/6/2017,1,0
6/7/2017,1,10
6/8/2017,1,2
6/9/2017,1,1
6/10/2017,1,0
6/11/2017,1,0
6/12/2017,1,11
6/13/2017,1,8
6/14/2017,1,7
6/15/2017,1,15
6/16/2017,1,13
6/17/2017,1,4
6/18/2017,1,0
6/19/2017,1,9
6/20/2017,1,10
6/21/2017,1,4
6/22/2017,1,14
6/23/2017,1,4
6/24/2017,1,13
6/25/2017,1,0
6/26/2017,1,0
6/27/2017,1,5
6/28/2017,1,8
6/29/2017,1,11
6/30/2017,1,36
7/1/2017,1,5
7/2/2017,1,0
7/5/2017,1,8
7/6/2017,1,0
7/7/2017,1,0
7/10/2017,1,7
7/11/2017,1,4
7/12/2017,1,8
7/13/2017,1,6
7/14/2017,1,6
7/15/2017,1,3
7/16/2017,1,0
7/17/2017,1,5
7/18/2017,1,2
7/19/2017,1,6
7/20/2017,1,6
7/21/2017,1,4
7/22/2017,1,2
7/23/2017,1,0
7/24/2017,1,8
7/25/2017,1,6
7/26/2017,1,6
7/27/2017,1,7
7/28/2017,1,4
7/29/2017,1,2
7/30/2017,1,0
7/31/2017,1,33
8/1/2017,1,0
8/3/2017,1,0
8/4/2017,1,0
8/5/2017,1,0
8/6/2017,1,0
8/7/2017,1,5
8/8/2017,1,7
8/9/2017,1,2
8/10/2017,1,8
8/11/2017,1,4
8/12/2017,1,5
8/13/2017,1,0
8/14/2017,1,6
8/15/2017,1,0
8/16/2017,1,7
8/17/2017,1,10
8/18/2017,1,3
8/19/2017,1,4
8/20/2017,1,0
8/21/2017,1,6
8/22/2017,1,7
8/23/2017,1,7
8/24/2017,1,4
8/25/2017,1,6
8/26/2017,1,4
8/27/2017,1,1
8/28/2017,1,5
8/29/2017,1,2
8/30/2017,1,3
8/31/2017,1,14
9/4/2017,1,0
9/5/2017,1,2
9/7/2017,1,0
9/8/2017,1,6
9/9/2017,1,9
9/10/2017,1,0
9/11/2017,1,5
9/12/2017,1,1
9/13/2017,1,1
9/14/2017,1,2
9/15/2017,1,2
9/16/2017,1,0
9/17/2017,1,0
9/18/2017,1,2
9/19/2017,1,3
9/20/2017,1,2
9/21/2017,1,9
9/22/2017,1,3
9/23/2017,1,4
9/24/2017,1,1
9/25/2017,1,5
9/26/2017,1,5
9/27/2017,1,3
9/28/2017,1,4
9/29/2017,1,2
9/30/2017,1,22
10/1/2017,1,1
10/2/2017,1,0
10/3/2017,1,0
10/4/2017,1,0
10/5/2017,1,0
10/6/2017,1,1
10/7/2017,1,0
10/8/2017,1,0
10/9/2017,1,3
10/10/2017,1,2
10/11/2017,1,5
10/12/2017,1,1
10/13/2017,1,2
10/14/2017,1,3
10/15/2017,1,0
10/16/2017,1,0
10/17/2017,1,3
10/18/2017,1,1
10/19/2017,1,1
10/20/2017,1,4
10/21/2017,1,4
10/22/2017,1,0
10/23/2017,1,4
10/24/2017,1,4
10/25/2017,1,2
10/26/2017,1,1
10/27/2017,1,2
10/28/2017,1,3
10/29/2017,1,0
10/30/2017,1,5
10/31/2017,1,30
11/1/2017,1,0
11/2/2017,1,0
11/3/2017,1,0
11/4/2017,1,0
11/5/2017,1,0
11/6/2017,1,0
11/7/2017,1,1
11/8/2017,1,3
