predict,0to3,10to15,15to25,25to50,3to6,6to10
10to15,0.07198563,0.423615239,0.122923672,0.038579901,0.057201795,0.285693764
10to15,0.079667021,0.448937282,0.144048123,0.03527572,0.054851098,0.237220756
15to25,0.038698852,0.362507247,0.369652213,0.064970739,0.047934948,0.116236001
15to25,0.019223641,0.195144827,0.515258012,0.152861586,0.017922051,0.099589883
15to25,0.020130267,0.249321178,0.43248893,0.040915302,0.024180089,0.232964234
0to3,0.421507735,0.119495437,0.039480543,0.027134017,0.248642818,0.14373945
0to3,0.656965761,0.05379966,0.048118695,0.013982797,0.181953967,0.04517912
10to15,0.230484741,0.328096149,0.159277971,0.04835253,0.082421753,0.151366855
10to15,0.029681156,0.399010012,0.125090971,0.024388702,0.036410662,0.385418497
10to15,0.023939889,0.430370812,0.28076661,0.047796751,0.033345562,0.183780375
0to3,0.22671328,0.175881796,0.154951612,0.025641235,0.222350339,0.194461738
15to25,0.02790596,0.324282645,0.349398512,0.023232149,0.121573234,0.153607501
10to15,0.08627261,0.379131086,0.087774527,0.049398567,0.059099927,0.338323283
10to15,0.055666209,0.346980263,0.056760075,0.018837373,0.190106173,0.331649907
0to3,0.641339475,0.080455424,0.058391694,0.014884451,0.145863106,0.05906585
6to10,0.254421367,0.128304551,0.062869044,0.018442597,0.195435009,0.340527433
0to3,0.466802003,0.188442868,0.105730874,0.034410205,0.081144417,0.123469634
6to10,0.216619813,0.076228552,0.08947066,0.017297261,0.287153407,0.313230308
6to10,0.068000277,0.279300669,0.059366019,0.022259707,0.181202482,0.389870846
15to25,0.043022506,0.23192169,0.413157287,0.049786886,0.059620643,0.202490988
6to10,0.047890892,0.252511682,0.265579273,0.021134702,0.073837025,0.339046426
6to10,0.189902166,0.222356779,0.155335234,0.034248027,0.081096562,0.317061232
15to25,0.01503521,0.163018608,0.546507156,0.153373015,0.018978773,0.103087237
0to3,0.653578458,0.072845852,0.047136445,0.017064157,0.163076637,0.046298451
6to10,0.131346193,0.214919339,0.10614716,0.036691833,0.107913199,0.402982275
15to25,0.022729923,0.152237439,0.468665109,0.300961276,0.013829942,0.041576311
0to3,0.477613963,0.16718457,0.104101702,0.055370991,0.072781,0.122947773
15to25,0.023778953,0.222832273,0.479606349,0.200994238,0.016198935,0.056589252
6to10,0.02456678,0.314541821,0.050454854,0.014081434,0.055697599,0.540657512
0to3,0.485161225,0.147762893,0.172382295,0.042436881,0.067693924,0.084562782
6to10,0.176482621,0.217232631,0.157795003,0.02302169,0.153870467,0.271597588
6to10,0.059350479,0.224177891,0.064403387,0.031532701,0.199221973,0.421313569
15to25,0.01121552,0.069369193,0.632043029,0.227424231,0.015556723,0.044391305
6to10,0.028024126,0.293610831,0.136158848,0.083141339,0.08908519,0.369979666
15to25,0.028688214,0.351097989,0.39977487,0.04334596,0.038676466,0.138416502
15to25,0.024256435,0.2244699,0.423374378,0.033721564,0.036803292,0.257374431
6to10,0.053515022,0.307141351,0.113754796,0.020357424,0.118221189,0.387010217
10to15,0.242612033,0.268061523,0.172121792,0.04730385,0.115704905,0.154195897
0to3,0.610066189,0.085607199,0.03879661,0.015867986,0.172164605,0.077497411
10to15,0.031159817,0.376073151,0.222296833,0.025608925,0.128992738,0.215868536
6to10,0.045925492,0.330758996,0.092030892,0.02166037,0.092822042,0.416802206
6to10,0.055088836,0.17179034,0.102828658,0.025133385,0.086012258,0.559146523
10to15,0.049445066,0.346924269,0.123815707,0.074886886,0.064478136,0.340449936
6to10,0.034180304,0.317471697,0.151782862,0.059581895,0.098763349,0.338219892
6to10,0.047723733,0.154338636,0.115917165,0.035963724,0.235954735,0.410102008
15to25,0.019385003,0.26463733,0.331604493,0.045129468,0.025645535,0.313598171
15to25,0.014925048,0.356111037,0.406687823,0.139315823,0.013861144,0.069099126
10to15,0.049752426,0.423510663,0.269122212,0.050954751,0.060932586,0.145727361
10to15,0.053694184,0.394395841,0.248884844,0.042841526,0.070894266,0.189289341
6to10,0.149457938,0.096031632,0.065096862,0.046557774,0.286528705,0.356327089
25to50,0.006569842,0.12919836,0.144840052,0.648524858,0.008692947,0.062173942
6to10,0.071227645,0.292103635,0.035178098,0.013375683,0.200694646,0.387420293
15to25,0.03493971,0.315691921,0.318851653,0.051496377,0.115336084,0.163684254
0to3,0.647948978,0.052486792,0.076717576,0.032234768,0.131102984,0.059508901
0to3,0.520658772,0.157363174,0.097743444,0.033099775,0.078467605,0.112667229
6to10,0.035211208,0.298136268,0.091579358,0.058872977,0.085367446,0.430832742
10to15,0.107367324,0.405283762,0.161358739,0.038573288,0.078704342,0.208712545
6to10,0.209174965,0.154788633,0.09055857,0.03610325,0.239530309,0.269844273
10to15,0.019300299,0.410368525,0.295508087,0.021773623,0.02698051,0.226068956
15to25,0.016335998,0.245177154,0.558521661,0.097956394,0.016485973,0.06552282
10to15,0.145781759,0.290177932,0.17771212,0.032836179,0.071129092,0.282362917
10to15,0.050960128,0.389262755,0.29927817,0.037698144,0.081508503,0.141292299
25to50,0.016846317,0.373559102,0.072396872,0.465179378,0.015858486,0.056159845
0to3,0.331390773,0.299948424,0.097170829,0.038994719,0.098295552,0.134199705
6to10,0.026498556,0.255977933,0.263664229,0.08373299,0.053954355,0.316171937
15to25,0.016096469,0.246191782,0.516849091,0.143469519,0.015099244,0.062293895
6to10,0.045369001,0.183520142,0.078622146,0.040927787,0.119910415,0.531650509
10to15,0.126258159,0.302173718,0.102255482,0.086853583,0.096772921,0.285686137
10to15,0.034209277,0.391645659,0.121831137,0.054191376,0.075426349,0.322696203
10to15,0.019476195,0.46464545,0.320570636,0.059028636,0.019639717,0.116639367
15to25,0.011196023,0.389824067,0.420097729,0.056160399,0.027967197,0.094754586
0to3,0.445630888,0.176484966,0.105082493,0.039177069,0.096946807,0.136677776
10to15,0.227220745,0.34638621,0.104512945,0.03543285,0.090811726,0.195635523
15to25,0.03489274,0.283738295,0.336166174,0.050678052,0.081217679,0.213307059
0to3,0.543554774,0.088093992,0.039601874,0.015676607,0.229860447,0.083212306
10to15,0.020403906,0.441173658,0.281999864,0.041154475,0.033685424,0.181582673
0to3,0.485378712,0.14818151,0.159149196,0.038515077,0.108528953,0.060246551
15to25,0.044807642,0.180663605,0.27066112,0.055738703,0.197834254,0.250294675
10to15,0.028667046,0.455074176,0.081342478,0.022960881,0.070992298,0.34096312
6to10,0.040253931,0.288366334,0.16070912,0.06130545,0.092965082,0.356400084
25to50,0.009554456,0.128965142,0.331589866,0.495531422,0.007408007,0.026951106
15to25,0.121711265,0.207788067,0.228804115,0.028437668,0.202607812,0.210651073
10to15,0.0265098,0.390027873,0.327514553,0.116065703,0.021326922,0.118555148
10to15,0.06339563,0.349279392,0.149905682,0.024168068,0.16558836,0.247662869
10to15,0.062020626,0.453148978,0.073514992,0.031871341,0.042724787,0.336719275
15to25,0.016594104,0.254433813,0.58459694,0.083129618,0.016831496,0.04441403
10to15,0.020131777,0.397305328,0.31633203,0.143808554,0.018663542,0.103758768
25to50,0.009686131,0.111180174,0.316584057,0.529306963,0.007072764,0.026169911
10to15,0.020951256,0.440424111,0.279726047,0.039476952,0.03327637,0.186145263
15to25,0.007466096,0.067334419,0.57580314,0.266983916,0.015030609,0.067381821
10to15,0.013683448,0.431465027,0.419835128,0.048324628,0.016280772,0.070410998
15to25,0.016171744,0.320951115,0.322549991,0.062252615,0.046597021,0.231477514
0to3,0.718878914,0.065519689,0.066376863,0.025400082,0.089419285,0.034405167
15to25,0.016961809,0.11401861,0.481574184,0.291214079,0.014102547,0.082128771
0to3,0.605348771,0.095705747,0.133636796,0.034607842,0.067848631,0.062852214
10to15,0.04800104,0.443051235,0.080813999,0.041318907,0.066442816,0.320372003
10to15,0.072104087,0.29948366,0.098849252,0.032987087,0.235747974,0.26082794
15to25,0.010557015,0.269299061,0.539791186,0.11133182,0.011669718,0.0573512
0to3,0.480552411,0.072667932,0.072629382,0.020427765,0.208122777,0.145599732
15to25,0.018871041,0.273542547,0.393301697,0.035880984,0.030273664,0.248130068
25to50,0.032601259,0.046645783,0.147629149,0.68748108,0.035364195,0.050278534
6to10,0.082633578,0.225478954,0.264263681,0.054468794,0.08539139,0.287763603
15to25,0.033088608,0.193763317,0.441844888,0.228169813,0.041069457,0.062063916
15to25,0.06257795,0.197611853,0.39347136,0.0558939,0.0757683,0.214676637
10to15,0.030102237,0.423915297,0.114573836,0.023273366,0.058141666,0.349993598
6to10,0.046685165,0.317320321,0.113016422,0.039836708,0.135440313,0.347701071
3to6,0.075471716,0.204998833,0.100067605,0.034403362,0.340087067,0.244971416
25to50,0.034877937,0.114643511,0.175940799,0.463955462,0.058758405,0.151823886
0to3,0.332935466,0.108839669,0.061472045,0.028427252,0.293048025,0.175277544
15to25,0.01030386,0.338448923,0.374062829,0.081168765,0.031678704,0.164336919
10to15,0.058402263,0.439400126,0.216920739,0.04213777,0.063757723,0.17938138
6to10,0.138743272,0.256289434,0.124528212,0.028867554,0.17482392,0.276747608
0to3,0.624839579,0.066149848,0.032640713,0.019069982,0.182014871,0.075285008
6to10,0.021410229,0.339171871,0.097401772,0.074028885,0.037214089,0.430773154
25to50,0.026298627,0.089252559,0.17818033,0.410686557,0.111290538,0.184291389
0to3,0.362803706,0.196793966,0.103099729,0.035341871,0.097540974,0.204419754
15to25,0.014597012,0.249901321,0.381118209,0.248176121,0.013699072,0.092508265
10to15,0.12191762,0.373434691,0.093801411,0.0357358,0.079986988,0.295123489
6to10,0.110644902,0.280188755,0.121073702,0.021851256,0.176303658,0.289937726
15to25,0.03708754,0.354103883,0.403157348,0.044342796,0.046582125,0.114726306
6to10,0.064077677,0.291849769,0.106461115,0.023553413,0.175497389,0.338560637
6to10,0.064233035,0.343248761,0.069374019,0.026526766,0.133920104,0.362697316
0to3,0.637407977,0.075662957,0.041621065,0.018148147,0.14957608,0.077583774
6to10,0.081259601,0.143165207,0.103219743,0.036940204,0.294591986,0.340823259
10to15,0.070535222,0.301012022,0.110401546,0.035239476,0.229141944,0.25366979
10to15,0.111176053,0.319301551,0.187145289,0.029598744,0.064391227,0.288387137
3to6,0.036594557,0.09883777,0.052316132,0.02815094,0.507382757,0.276717844
10to15,0.090902738,0.404509924,0.152721291,0.067667733,0.065552595,0.21864572
15to25,0.029533455,0.332066834,0.463729644,0.054985962,0.03686352,0.082820585
15to25,0.017556833,0.234592839,0.358562081,0.260362968,0.017425234,0.111500044
15to25,0.013146963,0.340351106,0.42188011,0.062789466,0.021212361,0.140619994
10to15,0.037233215,0.473561996,0.195429986,0.029794782,0.053510742,0.210469279
0to3,0.456159127,0.156492781,0.162531781,0.042555974,0.083703357,0.09855698
0to3,0.383238992,0.205979812,0.170822999,0.040216332,0.099033574,0.100708291
6to10,0.101630124,0.150644538,0.046247683,0.017033528,0.215601221,0.468842905
0to3,0.471451678,0.18792393,0.111498526,0.033392268,0.08049623,0.115237366
10to15,0.268451514,0.271870009,0.104346366,0.034547016,0.118605438,0.202179658
3to6,0.21143439,0.154750908,0.073383439,0.021837924,0.320135474,0.218457865
6to10,0.020610342,0.243735629,0.109490778,0.034713978,0.182288205,0.409161068
10to15,0.234449805,0.329554008,0.100475703,0.035838537,0.091226043,0.208455904
10to15,0.02292134,0.404160828,0.398714021,0.026386647,0.033463406,0.114353757
6to10,0.051248912,0.26549982,0.131284827,0.085310286,0.094431811,0.372224344
15to25,0.016801086,0.18279991,0.449214757,0.263998401,0.038787953,0.048397892
25to50,0.016984296,0.110557558,0.384378784,0.409867193,0.013307111,0.064905059
10to15,0.070027917,0.347457685,0.239871542,0.035767483,0.079800985,0.227074387
10to15,0.02800111,0.458238708,0.079684687,0.036091554,0.061695164,0.336288778
3to6,0.165417796,0.170359405,0.073622883,0.025586117,0.299838141,0.265175659
15to25,0.046564492,0.163043004,0.264841819,0.057985339,0.226468855,0.241096492
25to50,0.010888137,0.176741269,0.182996567,0.579517815,0.011004031,0.038852181
0to3,0.454337196,0.158887921,0.142850387,0.034842698,0.131664669,0.077417129
6to10,0.031617051,0.341544674,0.074395569,0.081935545,0.100527277,0.369979885
0to3,0.310882528,0.13790186,0.084357639,0.057311184,0.17741756,0.232129229
10to15,0.106541773,0.300464738,0.286511023,0.045006008,0.057463401,0.204013057
3to6,0.148657378,0.128185485,0.038043363,0.01946119,0.382749914,0.28290267
25to50,0.016520064,0.097755218,0.349371499,0.486492182,0.01198154,0.037879498
15to25,0.01129859,0.212874474,0.57538442,0.096252796,0.014200438,0.089989283
10to15,0.051890645,0.31799018,0.267970922,0.034461507,0.055650886,0.272035859
10to15,0.025135156,0.396028946,0.331607486,0.115946681,0.018293934,0.112987796
15to25,0.011995968,0.396149606,0.399677151,0.081523761,0.01819406,0.092459454
10to15,0.026190423,0.332509666,0.262688336,0.022926862,0.027177485,0.328507228
10to15,0.021302864,0.497155139,0.29057816,0.034950561,0.027456771,0.128556504
25to50,0.021976709,0.106826428,0.234380247,0.463875306,0.03275095,0.14019036
10to15,0.032150485,0.518327092,0.114691698,0.037773851,0.065305377,0.231751498
6to10,0.084875618,0.251470259,0.101206256,0.027520208,0.102255936,0.432671723
6to10,0.102583203,0.32110568,0.090429997,0.048984747,0.071115166,0.365781207
25to50,0.014934561,0.191293499,0.321983502,0.43097575,0.009195324,0.031617364
10to15,0.019707631,0.377204819,0.121114491,0.048577248,0.083052221,0.350343591
3to6,0.062939364,0.178842845,0.228238336,0.043690873,0.25858919,0.227699392
10to15,0.05046734,0.424660537,0.142790108,0.034606611,0.079161426,0.268313979
15to25,0.039060958,0.330013569,0.372999849,0.045854032,0.064209222,0.147862371
6to10,0.149069538,0.244409453,0.082513779,0.028630717,0.072475801,0.422900712
6to10,0.041174709,0.339560728,0.124039967,0.056782425,0.084631237,0.353810934
25to50,0.009102827,0.201353565,0.341837224,0.35097277,0.012245759,0.084487856
6to10,0.065683918,0.324030919,0.055473636,0.025486985,0.189067992,0.34025655
15to25,0.026658007,0.147156005,0.484620999,0.287565994,0.016985978,0.037013017
10to15,0.056891191,0.340819683,0.144198028,0.030845148,0.177347032,0.249898918
0to3,0.457894209,0.191926472,0.098723427,0.040327218,0.086348776,0.124779899
15to25,0.04086531,0.282237376,0.401836064,0.155289612,0.037498833,0.082272804
6to10,0.071475086,0.27745098,0.083246631,0.018502251,0.271422064,0.277902987
15to25,0.018199629,0.315697786,0.42993398,0.026796437,0.019124194,0.190247973
6to10,0.018431492,0.285488827,0.182472465,0.063088057,0.055256815,0.395262345
25to50,0.011631782,0.05080477,0.143503178,0.724261432,0.011298951,0.058499887
6to10,0.069095395,0.301265288,0.089163768,0.023026112,0.198847201,0.318602237
3to6,0.075051703,0.081941188,0.091281169,0.037194819,0.380040166,0.334490955
15to25,0.015794412,0.301492669,0.401820139,0.031154636,0.039837429,0.209900715
6to10,0.150008881,0.18817131,0.078503243,0.033378613,0.086737703,0.46320025
15to25,0.029726918,0.233082564,0.541569775,0.120582065,0.015832199,0.05920648
10to15,0.063931748,0.343836575,0.159721106,0.02868662,0.113590433,0.290233518
10to15,0.013279596,0.348629908,0.278682704,0.030638012,0.020382521,0.308387259
15to25,0.018546121,0.231588715,0.353223366,0.190681463,0.059688474,0.146271861
15to25,0.007466096,0.067334419,0.57580314,0.266983916,0.015030609,0.067381821
15to25,0.016171744,0.320951115,0.322549991,0.062252615,0.046597021,0.231477514
10to15,0.025897161,0.43755961,0.177349763,0.036879547,0.046577258,0.275736661
10to15,0.04876469,0.329408099,0.065908191,0.037738328,0.198541016,0.319639676
6to10,0.199600751,0.230819094,0.04213856,0.01714405,0.202491545,0.307806
0to3,0.449872246,0.164973097,0.138457413,0.071434552,0.104641001,0.07062169
3to6,0.259206223,0.120178753,0.12591572,0.037719764,0.283865976,0.173113564
15to25,0.006567428,0.179463419,0.404745376,0.334667967,0.007847038,0.066708772
6to10,0.196183909,0.199530815,0.098349907,0.021838409,0.206350535,0.277746424
6to10,0.190899053,0.235508187,0.060755742,0.022514116,0.178401039,0.311921863
3to6,0.161026123,0.198338532,0.151966705,0.073344471,0.235585146,0.179739023
15to25,0.021031866,0.210229595,0.295969262,0.271421072,0.056756963,0.144591243
6to10,0.051875365,0.22380212,0.081264749,0.024330542,0.240960229,0.377766995
10to15,0.053954427,0.312355509,0.226541205,0.046904872,0.072232919,0.288011068
15to25,0.03690459,0.192710545,0.329905528,0.051438084,0.227983941,0.161057311
15to25,0.016192058,0.407527461,0.428140693,0.059844495,0.016832953,0.07146234
6to10,0.123670827,0.265467566,0.14332943,0.033015766,0.123996407,0.310520004
3to6,0.140398525,0.156665765,0.176436414,0.042629202,0.262459889,0.221410205
10to15,0.056058953,0.406523294,0.163890699,0.044674937,0.092987871,0.235864247
10to15,0.059540053,0.395627706,0.214151874,0.013126464,0.097494478,0.220059424
3to6,0.109720537,0.231029301,0.065029685,0.022812427,0.295480809,0.275927241
15to25,0.017651522,0.376064135,0.421740505,0.031395631,0.033046644,0.120101563
15to25,0.010245963,0.149657966,0.443954615,0.349884225,0.009306282,0.036950949
10to15,0.22394817,0.357392842,0.092749406,0.053961891,0.078323338,0.193624353
6to10,0.140881901,0.133168711,0.147463018,0.086549314,0.209009269,0.282927786
0to3,0.64654272,0.064201928,0.03096469,0.017081759,0.173997015,0.067211888
10to15,0.211392262,0.26953857,0.128967639,0.044065975,0.117113824,0.228921731
15to25,0.035848803,0.3100228,0.40251989,0.072831713,0.059167169,0.119609625
15to25,0.029476522,0.300017884,0.380676748,0.18766442,0.035452793,0.066711633
15to25,0.014134693,0.161979834,0.433040599,0.344830011,0.010845626,0.035169237
10to15,0.073951045,0.318691607,0.207093104,0.031118374,0.177825513,0.191320357
15to25,0.076241633,0.227786956,0.292041528,0.044756396,0.15845466,0.200718828
6to10,0.093545072,0.302261918,0.091940469,0.029816709,0.089637328,0.392798504
15to25,0.026304987,0.372643134,0.403106971,0.048432257,0.050673217,0.098839433
6to10,0.083957417,0.205549018,0.122741844,0.032592898,0.108490209,0.446668614
0to3,0.445190426,0.113730162,0.060242941,0.022677866,0.230003757,0.128154849
15to25,0.058516067,0.279670811,0.323343128,0.028387943,0.07856403,0.231518021
15to25,0.029731452,0.287782614,0.412683782,0.050176596,0.044742411,0.174883145
10to15,0.019541605,0.432007292,0.104120882,0.021855233,0.045147798,0.377327189
15to25,0.016209856,0.102112492,0.498254917,0.321260431,0.013765863,0.048396441
6to10,0.063292287,0.273240627,0.095258487,0.058766617,0.082199301,0.427242681
10to15,0.161615795,0.279161268,0.197764862,0.054325954,0.068250879,0.238881243
6to10,0.236109995,0.124909141,0.044468278,0.019219079,0.235123047,0.34017046
0to3,0.351694892,0.195199046,0.105779851,0.050844589,0.151310026,0.145171596
0to3,0.400194953,0.209992062,0.109408573,0.033532225,0.108448059,0.138424128
10to15,0.069797526,0.301203192,0.282043537,0.027769107,0.164977675,0.154208963
15to25,0.009359076,0.118267138,0.426894262,0.364165344,0.00880605,0.072508129
10to15,0.04934302,0.344600462,0.336565231,0.058203307,0.080079976,0.131208004
0to3,0.314902338,0.15723185,0.069260219,0.019744959,0.203215573,0.235645061
15to25,0.020743357,0.208200763,0.443397123,0.035051017,0.059358266,0.233249474
6to10,0.061066098,0.232697887,0.123254209,0.036932267,0.183563411,0.362486127
25to50,0.019563538,0.14220594,0.362445176,0.415957665,0.015976427,0.043851254
10to15,0.074794023,0.41593631,0.200281609,0.045982869,0.075126417,0.187878771
25to50,0.022242612,0.215178546,0.318405348,0.357445134,0.016479516,0.070248843
10to15,0.214034622,0.285244237,0.100408282,0.059100855,0.105934017,0.235277986
10to15,0.035224982,0.452360929,0.068784994,0.02589643,0.054396073,0.363336591
0to3,0.402324833,0.076538172,0.098560335,0.02528144,0.212823886,0.184471333
15to25,0.012659635,0.185771127,0.486906489,0.248818539,0.012268688,0.053575522
10to15,0.050762351,0.338235065,0.242549215,0.03252526,0.156733298,0.179194811
25to50,0.008185834,0.069159412,0.109761609,0.731463926,0.008135837,0.073293382
0to3,0.508356839,0.058039963,0.044151196,0.014768081,0.244418668,0.130265253
3to6,0.203018043,0.203273872,0.05164134,0.019409908,0.268677971,0.253978866
10to15,0.032782268,0.456417425,0.0751738,0.027839325,0.042306067,0.365481115
10to15,0.055906941,0.503608037,0.169275974,0.052604574,0.06083627,0.157768203
15to25,0.018310287,0.22163564,0.329539833,0.240071023,0.030344395,0.160098822
6to10,0.032738881,0.319644526,0.14875965,0.035342258,0.084618661,0.378896023
10to15,0.032772767,0.477154259,0.178478194,0.03160618,0.045030353,0.234958248
10to15,0.237938825,0.26257116,0.174099216,0.043603365,0.115706939,0.166080495
15to25,0.024211031,0.237172121,0.30122646,0.216109918,0.059482605,0.161797865
10to15,0.036337975,0.367441655,0.35354795,0.039022026,0.063329669,0.140320725
15to25,0.018546121,0.231588715,0.353223366,0.190681463,0.059688474,0.146271861
15to25,0.018982887,0.379867187,0.405979384,0.062962483,0.022483871,0.109724187
3to6,0.096526117,0.217372284,0.147400661,0.032447193,0.338927799,0.167325946
15to25,0.023900133,0.205577636,0.391888754,0.046280716,0.155946873,0.176405887
15to25,0.080713313,0.309649261,0.342321434,0.063746953,0.07552289,0.128046149
10to15,0.044900431,0.392120773,0.119850945,0.027355357,0.144630139,0.271142355
25to50,0.016984296,0.110557558,0.384378784,0.409867193,0.013307111,0.064905059
10to15,0.018458435,0.459235006,0.148054845,0.02860206,0.037588299,0.308061355
6to10,0.087217827,0.271286218,0.143993093,0.03746978,0.102658335,0.357374746
15to25,0.021917823,0.269339803,0.369594882,0.204909814,0.019254214,0.114983465
15to25,0.039652105,0.357989302,0.363400997,0.094281253,0.046943972,0.097732371
15to25,0.020886026,0.388824648,0.419477983,0.057121728,0.024149505,0.08954011
6to10,0.045588591,0.294026559,0.078060878,0.060432857,0.085155654,0.436735461
10to15,0.040459999,0.4203951,0.271324134,0.036939206,0.077447401,0.153434159
0to3,0.520658772,0.157363174,0.097743444,0.033099775,0.078467605,0.112667229
10to15,0.062337416,0.405087443,0.083044164,0.032715929,0.055899706,0.360915342
0to3,0.455101456,0.146423501,0.169680345,0.053300543,0.084654157,0.090839998
0to3,0.475690515,0.20143326,0.092765738,0.044176096,0.06867517,0.117259222
10to15,0.079535724,0.448802139,0.117664067,0.046245049,0.061074912,0.246678109
0to3,0.483463498,0.166323239,0.14325739,0.043132959,0.076443355,0.08737956
6to10,0.060855208,0.234831474,0.045602441,0.030093099,0.302484672,0.326133106
6to10,0.126406964,0.289194802,0.161351665,0.055307161,0.059817059,0.30792235
6to10,0.095526948,0.277468976,0.037261505,0.022447134,0.239298905,0.327996533
0to3,0.358201129,0.202970164,0.141677797,0.063585049,0.133255182,0.100310679
6to10,0.128533978,0.207094665,0.141010018,0.05500216,0.143118418,0.325240761
6to10,0.015982863,0.219406661,0.204795242,0.018953753,0.037688288,0.503173193
6to10,0.111519335,0.219797189,0.220704424,0.065439363,0.088496915,0.294042774
10to15,0.05496775,0.379192833,0.280439318,0.089791977,0.052628493,0.142979629
10to15,0.027429961,0.484743875,0.294130099,0.038029154,0.026900703,0.128766208
10to15,0.050573504,0.354236749,0.119747375,0.024718245,0.187992489,0.262731638
15to25,0.014377168,0.381265066,0.439687874,0.059722692,0.025542844,0.079404357
10to15,0.050344175,0.394238967,0.070934678,0.037390624,0.053723851,0.393367706
3to6,0.059364244,0.103691289,0.080657347,0.038961869,0.358789566,0.358535684
25to50,0.034877937,0.114643511,0.175940799,0.463955462,0.058758405,0.151823886
6to10,0.169956456,0.212367854,0.137411747,0.065123176,0.090204453,0.324936314
10to15,0.049402247,0.408796179,0.142092297,0.046441841,0.054975672,0.298291763
6to10,0.027813041,0.225277778,0.075884193,0.029792416,0.19415096,0.447081612
0to3,0.466944114,0.117888261,0.042031279,0.018158968,0.264504949,0.090472429
6to10,0.054775102,0.324461563,0.123752129,0.034360352,0.121165498,0.341485356
25to50,0.004869036,0.0457788,0.080593496,0.823399591,0.005471726,0.039887351
10to15,0.056035681,0.4130215,0.207904472,0.041792486,0.073035589,0.208210272
0to3,0.799321248,0.048022809,0.045814236,0.025990839,0.050525807,0.030325061
25to50,0.008805959,0.143547885,0.185323537,0.557223412,0.010194627,0.09490458
0to3,0.457565901,0.183152336,0.108036402,0.031428949,0.088499136,0.131317276
10to15,0.086373372,0.380144721,0.126550734,0.046296405,0.091736278,0.26889849
6to10,0.112402388,0.169014844,0.080342136,0.031425299,0.253457832,0.353357501
10to15,0.018330092,0.476797895,0.182342416,0.043265759,0.036284769,0.242979069
25to50,0.005856709,0.086159015,0.172838207,0.687030546,0.007165263,0.040950259
10to15,0.036766333,0.313627927,0.186048744,0.048965395,0.111380196,0.303211405
6to10,0.0883431,0.14524331,0.089871104,0.033971807,0.312599028,0.32997165
10to15,0.096683423,0.406846222,0.19602545,0.056204695,0.118929035,0.125311175
10to15,0.080214082,0.371680862,0.301550056,0.047028436,0.067905058,0.131621506
10to15,0.033778297,0.418473956,0.099311973,0.022483287,0.050806081,0.375146407
10to15,0.204300079,0.306595783,0.100695314,0.037903412,0.114959922,0.235545489
15to25,0.032711371,0.294516117,0.347466408,0.055917116,0.109884969,0.159504018
10to15,0.069829081,0.378075177,0.264591747,0.051371467,0.077851576,0.158280951
10to15,0.232392722,0.330590153,0.10028213,0.036056327,0.090894699,0.209783968
10to15,0.217578166,0.255552909,0.185817853,0.045107091,0.074015047,0.221928934
10to15,0.023016993,0.337935435,0.255969147,0.041184049,0.057102419,0.284791957
10to15,0.033428458,0.405899466,0.335092259,0.076677956,0.029540541,0.11936132
25to50,0.013448379,0.078809034,0.193702954,0.659898999,0.019991707,0.034148927
6to10,0.04515086,0.306697146,0.196454151,0.040475654,0.083458352,0.327763837
10to15,0.126624708,0.325196949,0.168469321,0.058841354,0.056226065,0.264641604
10to15,0.042779354,0.426735912,0.295478956,0.062180374,0.039599171,0.133226232
15to25,0.011645996,0.384352017,0.461003138,0.052116474,0.015886827,0.074995548
10to15,0.038525119,0.460725066,0.129138348,0.059253971,0.052117509,0.260239988
6to10,0.070771606,0.185799151,0.07139648,0.022130462,0.296784948,0.353117354
0to3,0.263338089,0.262022423,0.109599194,0.04497761,0.117901353,0.202161331
0to3,0.436576343,0.093113399,0.045585876,0.020885314,0.197056766,0.206782303
25to50,0.005532376,0.069941714,0.070201522,0.834149608,0.004806187,0.015368593
0to3,0.494952334,0.115390865,0.115917791,0.032846994,0.178150664,0.062741352
10to15,0.028190769,0.462637503,0.098284211,0.034568307,0.037927689,0.338391521
0to3,0.657453287,0.04392076,0.050863409,0.019896051,0.17999401,0.047872483
10to15,0.056026114,0.425985201,0.158604509,0.038606083,0.073886709,0.246891384
10to15,0.022311999,0.486051344,0.298618201,0.034899546,0.026938259,0.131180651
10to15,0.232340067,0.309982905,0.096110766,0.035071437,0.115196924,0.211297902
10to15,0.131164825,0.371233814,0.138437169,0.030118418,0.101058383,0.227987392
10to15,0.080271104,0.39959728,0.129204913,0.034422682,0.117886281,0.23861774
0to3,0.306029186,0.274695747,0.080044402,0.046436572,0.150473727,0.142320365
6to10,0.104366478,0.255244322,0.183195464,0.038791712,0.158016882,0.260385141
15to25,0.02499015,0.283601327,0.386171585,0.025770163,0.038508249,0.240958526
0to3,0.666763164,0.059762349,0.051290293,0.017470602,0.161614295,0.043099296
15to25,0.016732916,0.359976679,0.425131517,0.093349236,0.012207215,0.092602438
15to25,0.096615732,0.224652556,0.313135748,0.032883215,0.154289303,0.178423445
6to10,0.096191576,0.294893307,0.085230186,0.024178135,0.175857077,0.323649718
6to10,0.046802705,0.224650765,0.210935066,0.089924108,0.120692469,0.306994888
10to15,0.058905891,0.303245363,0.085755302,0.019046211,0.279504469,0.253542763
25to50,0.008458341,0.072624002,0.259980344,0.624534972,0.007835683,0.026566657
10to15,0.041921427,0.406327339,0.089831918,0.040996814,0.053002976,0.367919525
