Allied_Nations,Diplomatic_Meetings_Set,Percent_Of_Forces_Mobilized,Hostile_Nations,Active_Threats,Inactive_Threats,Citizen_Fear_Index,Closest_Threat_Distance(km),Aircraft_Carriers_Responding,Troops_Mobilized(thousands),DEFCON_Level,ID
8,1,0.04,2,10,35,0.534508076,356.16,1,844800,C,5897
8,1,0.13,2,17,42,0.442731278,329.66,0,853600,B,43
9,0,0.35,4,10,45,0.626284875,351.92,1,888800,D,5574
7,0,0,2,7,23,0.42804699,355.1,1,853600,B,3999
10,1,0.07,2,16,44,0.802496329,341.32,1,818400,B,7787
8,0,0.28,2,20,77,0.494126285,333.9,1,841866.6667,B,2084
6,1,0.04,2,19,106,0.248898678,379.48,1,1108800,B,3223
8,0,0.68,6,23,148,0.530837004,326.48,1,924000,B,471
7,1,0.06,3,15,54,0.516152717,350.86,1,836000,B,12395
9,0,0.52,2,12,51,0.452276065,360.4,1,1047200,B,9982
7,0,0.38,2,5,13,0.34287812,360.4,1,1047200,C,8501
11,0,0.42,2,14,19,0.640969163,336.02,1,827200,C,12038
9,1,0.38,1,5,19,0.494126285,342.38,1,818400,A,6626
7,1,0,2,13,39,0.743759178,390.08,1,897600,B,5009
11,0,0.48,3,20,49,0.582232012,336.02,1,827200,B,10516
8,0,0.26,2,10,28,0.42143906,327.54,1,880000,C,312
8,1,0.25,3,14,62,0.490455213,342.38,1,871200,B,4581
5,1,0.04,1,11,44,0.413362702,425.06,1,959200,D,933
13,0,0.72,2,23,27,0.732745962,328.6,1,739200,C,9406
10,0,0.55,2,12,51,0.665932452,347.68,1,853600,C,12316
7,1,0.26,7,30,121,0.649779736,349.8,1,827200,B,7440
11,1,0.37,2,21,119,0.546989721,336.02,1,809600,B,9458
6,1,0.06,2,19,40,0.27092511,369.94,1,1091200,C,7680
7,1,0.21,2,7,62,0.42804699,352.98,1,836000,B,5959
8,1,0.26,2,13,81,0.464757709,333.9,1,836000,B,8445
8,1,0.05,2,8,25,0.677679883,368.88,1,836000,C,12475
10,0,0.47,2,9,41,0.48825257,339.2,1,888800,C,8245
10,0,0.58,2,5,10,0.411894273,341.32,1,1047200,C,7357
7,0,0.3,2,16,24,0.25917768,343.44,1,1108800,C,1438
11,0,0.48,2,6,15,0.626284875,311.64,2,836000,A,5150
8,0,0.32,2,32,75,0.369309838,359.34,1,1091200,C,6871
10,0,0.48,2,14,27,0.435389134,328.6,1,985600,C,345
8,1,0.06,2,14,27,0.455212922,358.28,1,880000,C,9331
9,0,0.45,2,9,26,0.334067548,330.72,1,1056000,C,1395
11,0,0.53,3,9,41,0.574889868,343.44,1,1056000,C,12451
6,0,0.4,1,14,61,0.526431718,361.46,1,853600,B,7422
8,1,0.14,3,6,31,0.420704846,343.44,1,809600,B,6191
12,1,0.5,2,10,23,0.699706314,338.14,1,906400,B,9628
10,1,0.55,2,25,52,0.52349486,342.38,1,1038400,D,1930
11,0,0.49,3,34,106,0.5969163,351.92,1,1012000,B,12175
13,0,0.65,2,6,21,0.773127753,332.84,1,809600,F,7825
8,1,0,2,7,23,0.604258443,349.8,1,836000,B,385
10,1,0.22,2,7,28,0.457415565,340.26,0,844800,B,1014
8,0,0.2,1,22,66,0.516152717,347.68,1,836000,B,1319
8,0,0.59,2,35,85,0.156387665,356.16,1,1012000,C,7461
9,1,0.17,3,21,119,0.5969163,347.68,1,827200,B,455
8,1,0,2,13,33,0.743759178,368.88,1,836000,B,3953
6,1,0.04,2,41,89,0.253303965,382.66,1,1100000,C,6008
10,0,0.53,2,10,26,0.46328928,341.32,1,1038400,C,1492
8,0,0.43,2,31,70,0.538179148,349.8,1,827200,B,6194
8,1,0.18,2,13,39,0.530837004,355.1,1,809600,B,1762
9,1,0.31,3,23,56,0.736417034,368.88,1,853600,B,1029
8,1,0.26,2,16,112,0.444199706,331.78,0,836000,B,1042
7,0,0.3,2,16,47,0.329662261,342.38,1,1056000,C,971
8,1,0.21,2,21,38,0.442731278,348.74,0,897600,B,10831
8,0,0.57,2,16,60,0.501468429,340.26,1,827200,B,7799
11,0,0.45,6,17,47,0.582232012,333.9,1,888800,C,10462
8,0,0.53,2,7,26,0.457415565,349.8,1,906400,D,8802
7,0,0.01,2,26,85,0.426578561,356.16,1,968000,C,5939
8,0,0.27,2,19,51,0.361967695,341.32,1,959200,C,143
8,0,0.3,2,2,22,0.52349486,349.8,1,959200,D,9379
7,1,0.13,2,15,29,0.517621145,360.4,1,853600,C,8400
10,0,0.4,2,10,28,0.505139501,336.02,1,959200,D,1248
7,1,0.19,2,15,105,0.479441997,344.5,1,827200,B,9908
8,1,0.29,2,31,89,0.406020558,349.8,1,871200,B,4017
11,0,0.48,3,5,15,0.582232012,337.08,1,968000,C,4200
9,0,0.27,3,10,33,0.611600587,351.92,1,862400,B,9074
8,1,0.7,2,18,91,0.494126285,326.48,1,818400,C,8696
7,1,0,2,14,38,0.490455213,357.22,1,836000,C,11862
7,0,0.44,2,5,13,0.406020558,358.28,1,941600,C,7912
6,0,0,1,18,44,0.156387665,377.36,1,1100000,D,8597
12,1,0.66,2,12,35,0.589574156,318,1,880000,C,12274
7,1,0.03,2,17,88,0.540381791,372.06,1,853600,B,8340
9,1,0,3,6,14,0.57195301,346.62,1,880000,B,5036
12,0,0.58,4,19,35,0.589574156,321.18,1,836000,B,2725
6,0,0.14,1,15,39,0.323788546,362.52,1,880000,C,11600
8,0,0.42,2,23,68,0.48825257,346.62,1,844800,B,2244
6,1,0,1,6,9,0.323788546,380.54,1,1029600,D,3506
7,0,0.43,6,22,148,0.530837004,359.34,1,924000,B,3804
8,1,0.05,2,17,36,0.398678414,361.46,1,959200,B,11527
8,1,0,2,3,19,0.464757709,352.98,1,836000,C,11325
11,0,0.45,2,16,37,0.582232012,347.68,1,924000,B,10007
8,1,0,4,5,14,0.621879589,341.32,0,836000,A,2085
7,0,0.1,3,14,28,0.398678414,348.74,1,950400,B,7628
9,1,0.19,2,12,30,0.508076358,352.98,0,853600,B,10661
7,1,0,2,22,39,0.549926579,383.72,1,950400,B,12370
10,1,0.24,2,5,12,0.345814978,341.32,0,924000,B,7249
8,1,0.27,2,17,96,0.42804699,350.86,1,862400,B,6635
8,0,0.41,2,24,48,0.386930984,354.04,1,1091200,D,2231
10,0,0.52,2,3,8,0.347283407,339.2,1,1029600,C,7039
7,1,0.16,2,11,39,0.574889868,372.06,1,809600,B,11716
7,0,0.3,2,16,24,0.25917768,342.38,1,1012000,D,10274
9,0,0.46,2,6,12,0.424375918,339.2,0,897600,F,4201
8,1,0.1,3,17,42,0.472099853,356.16,1,959200,B,4051
8,0,0.48,3,26,63,0.640969163,359.34,1,800800,C,10099
7,0,0.44,2,21,44,0.508810573,362.52,1,924000,B,2425
8,1,0.02,1,13,31,0.363436123,356.16,1,906400,C,8662
12,0,0.54,2,25,42,0.582232012,323.3,1,862400,C,11802
7,1,0,2,12,39,0.490455213,366.76,1,800800,B,3939
11,0,0.43,2,16,38,0.618942731,336.02,1,844800,C,2856
6,0,0.78,14,6,12,0.524229075,354.04,1,1126400,C,9438
7,1,0.13,2,29,53,0.545521292,374.18,1,897600,B,6100
8,0,0.44,3,10,21,0.389867841,336.02,1,1073600,D,8521
9,1,0.04,2,36,35,0.450073421,352.98,1,968000,C,7193
9,0,0.27,3,14,30,0.383994126,343.44,1,1108800,C,5208
8,0,0.52,2,7,29,0.574889868,359.34,1,950400,C,11656
9,0,0.36,2,6,10,0.482378855,350.86,1,906400,C,3267
10,1,0.36,3,21,68,0.743759178,363.58,1,994400,B,7521
8,0,0.31,2,13,53,0.434654919,344.5,1,906400,C,11871
8,1,0.2,8,35,83,0.649779736,350.86,1,836000,C,8690
7,0,0.02,1,15,28,0.375183554,354.04,1,959200,C,6437
8,1,0.61,3,13,65,0.683553598,363.58,1,765600,B,3038
8,1,0.09,2,14,56,0.457415565,343.44,1,897600,C,3653
6,1,0,2,17,59,0.392070485,384.78,1,1012000,C,11345
7,1,0.1,2,34,44,0.386196769,361.46,1,950400,C,9942
9,1,0.25,2,5,35,0.457415565,346.62,1,1126400,A,4297
7,1,0.15,2,20,42,0.535242291,354.04,0,836000,C,7001
6,0,0.14,2,15,50,0.285609398,371,1,1012000,C,5138
10,1,0.34,3,5,77,0.552863436,351.92,1,888800,C,8267
16,0,0.68,2,23,41,0.758443465,312.7,0,844800,F,5407
8,0,0.29,2,19,65,0.508810573,360.4,1,836000,B,2500
7,1,0.02,2,4,11,0.582232012,364.64,0,809600,B,11430
9,1,0.11,2,3,14,0.417767988,349.8,0,871200,B,12283
11,0,0.57,2,7,21,0.633627019,311.64,1,827200,B,5844
8,1,0.1,3,4,7,0.53671072,339.2,1,800800,B,7938
8,0,0.21,2,21,66,0.413362702,347.68,1,862400,B,5060
7,1,0,2,3,13,0.285609398,364.64,1,1003200,D,10475
6,1,0.15,2,8,65,0.248898678,362.52,1,976800,C,8151
6,1,0.09,2,24,25,0.257709251,375.24,1,1082400,B,10459
8,0,0.42,2,6,22,0.33113069,347.68,1,1056000,C,6880
9,0,0.32,2,4,15,0.582232012,350.86,1,853600,B,1829
7,1,0.19,5,16,112,0.665932452,366.76,1,827200,C,2573
5,0,0.26,13,72,289,0.273861968,400.68,1,994400,B,6585
7,1,0.28,2,13,55,0.567547724,368.88,1,862400,C,12056
7,1,0.06,2,17,24,0.42804699,372.06,1,1029600,C,6903
7,0,0.23,2,18,34,0.375183554,361.46,1,959200,B,8930
6,0,0.08,2,18,35,0.290014684,379.48,1,1012000,C,10708
5,1,0.04,2,12,54,0.284875184,383.72,1,950400,C,1643
12,0,0.69,3,5,15,0.699706314,333.9,1,1056000,C,7502
8,0,0.08,2,10,50,0.453744493,348.74,1,818400,B,11510
9,1,0,1,36,46,0.376651982,337.08,1,853600,B,7088
12,0,0.51,2,6,14,0.582232012,336.02,1,871200,B,9754
6,0,0.23,8,6,32,0.353157122,382.66,1,1064800,C,5695
6,1,0,1,28,94,0.248898678,375.24,1,1082400,B,1487
10,1,0.34,2,35,52,0.707048458,337.08,1,809600,A,2884
7,1,0.02,2,26,42,0.386196769,355.1,1,946000,C,2350
13,0,0.49,4,5,16,0.552863436,331.78,1,1311200,B,9009
11,0,0.48,2,5,15,0.582232012,344.5,1,827200,B,2898
8,1,0.17,2,11,23,0.508810573,345.56,1,836000,C,6295
8,1,0.15,6,52,115,0.572687225,340.26,0,836000,B,278
7,0,0.3,2,35,66,0.522026432,362.52,0,818400,B,1996
7,1,0.1,2,39,124,0.36123348,345.56,1,950400,C,6112
7,1,0.08,4,3,14,0.633627019,374.18,1,836000,B,12122
8,1,0.2,2,15,34,0.516152717,350.86,1,792000,C,7202
8,0,0.52,2,19,57,0.494126285,344.5,1,809600,C,4165
7,1,0.32,2,16,65,0.494126285,373.12,0,818400,B,4681
7,0,0.11,3,12,28,0.389867841,358.28,1,862400,C,12385
7,1,0.07,1,5,14,0.346549192,355.1,0,844800,B,3279
8,0,0.21,2,10,26,0.413362702,359.34,1,827200,B,7604
9,0,0.39,2,19,52,0.360499266,343.44,1,976800,D,2345
7,0,0.46,2,7,24,0.494126285,361.46,1,906400,C,11170
8,1,0.15,3,20,47,0.516152717,358.28,1,792000,B,3785
12,0,0.64,2,6,18,0.552863436,336.02,1,871200,A,8582
8,1,0.08,2,16,36,0.420704846,350.86,1,959200,B,7134
7,1,0.03,3,21,43,0.456681351,360.4,1,950400,B,2839
7,1,0.07,2,16,36,0.398678414,361.46,1,906400,C,3234
10,0,0.54,2,28,59,0.640969163,347.68,1,968000,C,2903
6,1,0,2,28,94,0.256975037,375.24,1,928400,B,1391
8,0,0.68,6,5,22,0.538179148,340.26,1,871200,B,12489
8,1,0.07,6,6,18,0.420704846,356.16,1,950400,C,53
7,1,0.16,2,15,105,0.479441997,346.62,1,862400,B,8357
8,0,0.41,2,7,20,0.167400881,347.68,1,1135200,D,12393
5,0,0,2,3,12,0.188693098,375.24,1,1170400,C,12123
7,0,0.32,2,4,8,0.388399413,352.98,1,1012000,D,3594
7,1,0.02,2,6,13,0.422173275,374.18,1,897600,A,7671
7,1,0.08,4,5,13,0.450073421,384.78,1,1073600,B,9575
8,1,0.15,2,11,54,0.5,349.8,1,809600,B,7694
12,0,0.63,2,6,22,0.72907489,333.9,1,818400,C,10977
8,0,0.42,2,9,22,0.437591777,346.62,1,994400,C,9541
8,1,0.11,2,38,43,0.378120411,348.74,1,985600,C,376
8,0,0.34,2,16,49,0.483847283,361.46,1,932800,D,5301
7,1,0.54,2,3,9,0.420704846,342.38,1,809600,B,7528
8,1,0.1,6,6,24,0.5969163,362.52,1,1064800,C,4318
7,1,0.1,2,39,61,0.36123348,347.68,1,976800,C,1700
8,1,0,4,11,26,0.538179148,346.62,1,844800,C,9652
11,0,0.59,2,7,38,0.626284875,341.32,1,924000,B,3757
7,0,0.2,2,13,31,0.494126285,348.74,0,818400,B,724
12,0,0.53,3,29,68,0.743759178,344.5,1,968000,C,463
9,1,0.23,3,28,79,0.598384728,334.96,1,827200,B,6087
8,1,0.19,2,36,44,0.398678414,359.34,0,871200,B,5770
7,1,0,2,32,54,0.552863436,383.72,1,897600,B,11135
12,1,0.66,6,6,27,0.589574156,323.3,1,1144000,C,4833
8,1,0.09,2,27,60,0.52349486,369.94,1,888800,B,4510
8,0,0.3,2,2,15,0.52349486,350.86,1,985600,D,7973
9,0,0.27,2,1,44,0.516152717,346.62,0,985600,B,1856
7,1,0,2,34,55,0.406020558,359.34,1,827200,B,6790
8,0,0.06,2,6,18,0.435389134,339.2,0,897600,B,86
7,0,0.49,2,23,116,0.356093979,346.62,1,1020800,D,10742
6,1,0.66,2,25,110,0.266519824,351.92,1,1029600,F,283
7,0,0.38,1,9,29,0.574889868,381.6,1,871200,C,3261
9,1,0.51,2,19,23,0.502936858,360.4,1,924000,C,7674
6,0,0.19,3,8,22,0.378120411,340.26,1,915200,B,7547
7,0,0.3,2,31,68,0.503671072,354.04,0,836000,B,7017
9,0,0.43,2,29,46,0.345814978,339.2,1,1082400,C,7657
9,1,0.24,3,13,78,0.714390602,350.86,1,853600,B,6384
8,0,0.43,2,12,21,0.552863436,359.34,1,906400,D,8373
12,0,0.52,3,33,135,0.746696035,342.38,1,968000,C,9738
9,1,0.5,2,37,110,0.567547724,326.48,1,924000,B,2637
8,1,0.4,2,5,19,0.313509545,339.2,1,1038400,F,6498
11,0,0.68,5,5,15,0.52349486,332.84,1,1064800,D,4268
10,0,0.46,2,6,12,0.482378855,328.6,1,924000,C,3283
7,1,0.16,2,11,23,0.43979442,357.22,0,906400,B,33
7,1,0.02,2,10,34,0.347283407,356.16,1,924000,C,2788
8,0,0.31,2,8,22,0.313509545,361.46,1,985600,C,4080
7,1,0.05,2,12,20,0.435389134,362.52,1,959200,C,4387
7,0,0.18,3,18,72,0.468428781,347.68,1,950400,C,9440
8,1,0.49,3,18,119,0.611600587,373.12,1,765600,B,6305
11,0,0.64,2,6,15,0.551395007,349.8,1,915200,B,12230
9,1,0,1,24,33,0.655653451,356.16,1,888800,B,1317
9,1,0.04,2,24,99,0.567547724,348.74,1,862400,B,5881
7,1,0.18,2,27,94,0.475770925,352.98,1,880000,B,12213
6,0,0.78,4,3,10,0.414831131,362.52,0,1020800,D,1171
8,1,0.04,2,13,39,0.395007342,361.46,1,827200,B,2563
9,1,0.1,2,10,26,0.284140969,349.8,1,1003200,C,8466
6,1,0.03,2,21,43,0.389867841,376.3,0,1082400,C,2058
8,1,0.09,2,11,48,0.464757709,349.8,1,897600,C,10443
7,0,0,1,18,27,0.253303965,351.92,1,1117600,C,4244
8,1,0.35,2,21,64,0.494126285,366.76,1,827200,B,11208
9,1,0.14,3,11,39,0.685022026,356.16,1,827200,C,3513
8,1,0.04,2,10,22,0.472099853,346.62,1,853600,B,5306
8,1,0.01,2,7,25,0.542584435,351.92,1,818400,B,6013
8,1,0.6,2,19,59,0.494126285,340.26,1,809600,B,1145
8,1,0.1,3,9,26,0.538179148,349.8,1,818400,B,755
7,0,0.64,2,14,32,0.426578561,348.74,1,1003200,C,12181
12,0,0.51,2,13,19,0.420704846,316.94,1,985600,D,6999
6,1,0.09,4,5,32,0.414831131,377.36,1,994400,A,8837
9,0,0.39,2,21,50,0.393538913,333.9,1,959200,C,12440
9,0,0.39,2,19,46,0.446402349,364.64,1,994400,C,10562
8,1,0.2,3,16,70,0.611600587,345.56,1,827200,B,3995
10,1,0.27,2,23,56,0.685022026,333.9,1,932800,B,10363
8,1,0.35,5,20,45,0.516152717,350.86,1,941600,B,12109
12,0,0.59,2,12,35,0.534508076,315.88,1,871200,C,10108
8,0,0.23,2,18,45,0.472099853,340.26,1,853600,D,858
7,1,0.09,2,15,28,0.286343612,348.74,1,1038400,C,947
8,1,0.32,2,13,81,0.47650514,343.44,0,836000,C,11314
12,0,0.58,2,6,15,0.72907489,338.14,0,792000,C,10205
11,0,0.56,2,30,51,0.582232012,336.02,1,1012000,C,4608
8,0,0.39,2,41,74,0.383259912,349.8,1,1003200,B,9559
7,1,0,2,14,40,0.549926579,391.14,1,862400,B,6275
7,1,0.02,2,17,42,0.494126285,366.76,1,818400,A,8700
7,0,0.24,2,18,20,0.39133627,358.28,0,888800,C,8484
8,1,0.2,2,12,31,0.332599119,328.6,0,862400,B,1291
7,1,0.05,2,13,88,0.42804699,354.04,1,836000,C,3736
8,1,0.06,2,15,27,0.372246696,372.06,1,928400,C,6038
8,1,0.06,2,19,35,0.442731278,339.2,0,897600,B,3322
8,1,0.27,3,12,37,0.530837004,358.28,1,853600,C,581
8,0,0.23,2,13,88,0.516152717,338.14,1,862400,B,10558
6,0,0.09,2,6,12,0.399412628,377.36,1,871200,C,5443
6,1,0.09,4,6,14,0.494126285,377.36,1,968000,A,1627
9,1,0.41,2,8,38,0.516152717,330.72,1,836000,C,4185
7,1,0.16,2,11,39,0.538179148,357.22,1,792000,C,5786
8,1,0.08,2,16,44,0.385462555,329.66,0,818400,B,10115
8,0,0.44,3,8,20,0.344346549,346.62,1,1073600,D,10189
8,1,0.02,2,10,20,0.464757709,345.56,1,853600,C,7129
13,0,0.49,4,5,35,0.831864905,339.2,1,976800,C,976
13,0,0.72,2,23,49,0.626284875,323.3,1,818400,F,10277
7,1,0.22,2,15,64,0.494126285,365.7,1,836000,B,9466
6,0,0.4,2,6,14,0.244493392,356.16,1,1091200,D,1707
8,0,0.33,2,11,46,0.567547724,356.16,0,880000,C,12291
8,0,0.1,2,9,42,0.457415565,359.34,0,827200,B,7417
8,1,0.18,7,31,92,0.5969163,350.86,0,853600,B,5635
11,0,0.58,2,3,15,0.626284875,336.02,1,827200,B,8960
7,1,0,2,5,20,0.530837004,351.92,1,844800,D,3386
11,0,0.42,3,36,100,0.552863436,358.28,1,968000,B,9131
6,0,0.4,1,40.5,100,0.266519824,344.5,1,1082400,C,7219
6,1,0,2,40,64,0.310572687,375.24,1,941600,D,11733
6,0,0.29,2,26,55,0.459618209,366.76,1,888800,C,2763
8,0,0.21,2,26,71,0.453744493,338.14,1,862400,B,4928
7,0,0.3,2,35,75,0.494126285,354.04,1,827200,B,4309
8,0,0.35,2,10,47,0.434654919,359.34,1,968000,C,7280
8,1,0,2,3,13,0.412628488,356.16,0,880000,C,11304
8,0,0.33,2,15,37,0.28267254,339.2,1,1047200,C,10064
7,1,0,2,14,30,0.340675477,351.92,1,862400,B,8666
9,0,0.44,2,20,52,0.582232012,344.5,1,844800,B,11101
7,1,0.01,2,27,42,0.378120411,354.04,0,844800,B,8295
7,1,0.21,2,8,65,0.508810573,381.6,1,827200,B,9467
7,1,0.26,3,42,70,0.485315712,365.7,1,897600,B,3829
10,0,0.43,2,11,19,0.40969163,305.28,2,932800,D,8777
9,0,0.34,2,5,11,0.414831131,349.8,1,968000,C,8902
7,1,0.05,2,16,26,0.257709251,351.92,1,1064800,D,9801
10,1,0.19,3,8,31,0.611600587,332.84,1,915200,C,10876
8,1,0.02,3,6,14,0.420704846,356.16,1,880000,C,1544
9,0,0.39,2,10,39,0.582232012,344.5,1,862400,C,3732
10,0,0.38,2,31,51,0.605726872,341.32,1,880000,B,10754
7,0,0.44,2,7,20,0.257709251,346.62,1,1073600,D,11692
6,0,0.22,2,18,45,0.406020558,359.34,1,915200,B,7466
7,1,0.33,3,35,85,0.398678414,344.5,1,1064800,D,7415
6,1,0.1,2,39,64,0.459618209,378.42,1,1029600,C,996
8,0,0.26,2,1,23,0.396475771,347.68,1,897600,B,8477
8,1,0.7,2,32,69,0.298825257,331.78,1,1038400,C,5490
8,1,0.1,2,5,13,0.457415565,375.24,1,915200,B,7907
9,1,0.22,3,15,93,0.572687225,351.92,1,897600,C,3347
7,1,0.22,2,7,62,0.46328928,381.6,1,836000,B,9630
8,0,0.36,2,21,85,0.494126285,355.1,1,836000,B,8742
12,0,0.6,2,12,19,0.707048458,333.9,1,915200,C,10239
13,1,0.63,3,6,18,0.743759178,332.84,1,968000,C,2896
9,0,0.5,2,14,27,0.351688693,343.44,1,985600,D,10047
6,0,0.15,2,17,61,0.501468429,366.76,1,827200,C,11233
7,0,0.47,2,14,43,0.519089574,360.4,1,906400,C,8679
8,1,0.28,2,23,48,0.494126285,348.74,1,818400,C,7706
8,1,0.04,2,8,25,0.677679883,357.22,0,792000,A,11753
6,0,0.27,2,23,74,0.053597651,352.98,1,1196800,D,5998
8,1,0,3,48,54,0.450807636,356.16,1,941600,B,8499
10,0,0.4,2,14,61,0.5969163,341.32,1,809600,B,6408
7,1,0.1,2,13,64,0.426578561,363.58,1,897600,B,4528
9,0,0.24,3,7,22,0.383994126,347.68,1,932800,B,10652
12,1,0.58,3,25,71,0.802496329,330.72,1,924000,B,8170
8,1,0.21,2,21,112,0.444933921,326.48,0,809600,B,10681
6,0,0.39,2,14,74,0.317914831,379.48,1,1073600,B,9087
11,1,0.24,2,12,47,0.515418502,328.6,1,853600,B,10022
12,1,0.58,2,12,41,0.707048458,326.48,1,959200,B,11212
6,1,0.12,2,12,28,0.260646109,373.12,1,1108800,B,9434
8,1,0.19,2,15,34,0.52349486,334.96,0,827200,B,5542
12,0,0.66,3,5,20,0.699706314,330.72,1,950400,C,2474
10,0,0.64,4,6,20,0.574889868,337.08,1,888800,B,2126
7,0,0.2,2,18,34,0.450073421,364.64,1,888800,C,7601
9,0,0.4,3,26,60,0.582232012,341.32,1,827200,C,3958
8,1,0.17,2,13,32,0.456681351,345.56,0,897600,B,2273
8,0,0.49,2,23,52,0.382525698,346.62,1,985600,B,1030
7,1,0.07,2,16,24,0.517621145,364.64,1,853600,C,5457
7,1,0.18,2,6,48,0.464757709,348.74,1,844800,C,2027
7,1,0,2,12,45,0.567547724,373.12,1,844800,B,3696
7,0,0.35,2,22,56,0.453010279,366.76,1,888800,D,1810
7,0,0.2,2,15,34,0.354625551,361.46,1,932800,B,611
12,0,0.49,3,10,24,0.758443465,344.5,1,915200,C,11220
9,0,0.45,2,11,33,0.393538913,340.26,1,1003200,D,3677
10,0,0.5,14,13,19,0.919970631,351.92,1,809600,C,4616
9,0,0.4,2,19,42,0.393538913,345.56,1,1038400,D,767
10,0,0.33,3,10,31,0.535242291,334.96,1,880000,C,7858
7,1,0.05,6,6,14,0.425110132,372.06,1,1047200,B,6253
13,0,0.66,2,6,16,0.633627019,323.3,1,862400,C,5166
9,0,0.32,2,24,39,0.542584435,339.2,1,792000,C,10454
10,1,0.17,3,30,147,0.626284875,334.96,1,809600,B,4602
8,1,0.23,2,20,59,0.508810573,369.94,1,950400,C,6611
9,1,0.28,2,32,96,0.633627019,361.46,1,844800,B,1722
13,0,0.49,6,7,20,0.890602056,344.5,1,1056000,C,12172
10,1,0.45,2,11,49,0.419236417,332.84,1,1091200,C,5553
7,1,0.13,2,25,89,0.542584435,376.3,1,809600,B,11162
7,1,0.03,2,36,48,0.444199706,380.54,1,950400,D,5010
8,1,0.35,2,21,64,0.494126285,374.18,1,836000,B,5299
8,0,0.39,2,19,50,0.376651982,350.86,1,959200,C,859
6,1,0,2,6,12,0.341409692,377.36,1,950400,B,2918
7,1,0.21,2,12,35,0.444199706,355.1,1,906400,C,800
10,1,0.1,2,8,28,0.662995595,340.26,1,968000,B,6987
7,1,0.03,2,7,15,0.425844347,352.98,1,818400,B,8994
8,1,0.25,3,34,104,0.404552129,350.86,0,924000,C,8650
8,0,0.4,3,16,84,0.52349486,349.8,1,800800,B,1098
12,0,0.44,3,16,47,0.758443465,338.14,1,792000,B,9085
10,0,0.5,2,28,59,0.444933921,322.24,1,1003200,D,11578
7,0,0.33,2,16,47,0.430983847,358.28,1,809600,B,869
9,1,0.68,5,3,11,0.639500734,354.04,1,1144000,D,1919
8,1,0.22,2,20,38,0.470631424,347.68,1,959200,C,7564
7,1,0.02,2,29,42,0.398678414,359.34,1,973866.6667,C,9137
7,0,0.64,2,24,85,0.356093979,328.6,1,1038400,D,6847
9,0,0.48,1,14,27,0.395741557,337.08,1,976800,F,569
12,1,0.66,3,10,23,0.72907489,333.9,1,853600,A,6144
8,1,0.24,2,15,81,0.464757709,330.72,1,827200,B,8234
8,1,0.09,2,27,63,0.475770925,347.68,1,862400,B,802
9,0,0.3,2,6,16,0.486784141,347.68,1,906400,B,7038
8,1,0.27,3,17,119,0.611600587,358.28,1,836000,B,4106
6,0,0,2,15,28,0.209251101,358.28,0,1135200,B,9448
8,0,0.32,2,17,49,0.437591777,354.04,1,994400,C,4663
8,0,0.34,5,17,148,0.226872247,345.56,1,1135200,D,1843
7,1,0.06,2,4,8,0.285609398,364.64,1,1012000,C,8535
5,1,0.04,2,29,87,0.128487518,390.08,1,1117600,D,6469
13,0,0.49,6,10,28,0.883259912,344.5,1,976800,D,2176
7,0,0.44,2,24,73,0.356093979,328.6,1,985600,C,2973
7,1,0.1,2,20,89,0.542584435,374.18,1,827200,B,6005
12,0,0.52,2,12,37,0.420704846,324.36,1,1056000,D,10214
8,1,0.1,3,18,32,0.685022026,381.6,1,880000,B,12494
9,1,0.24,2,12,89,0.611600587,345.56,1,827200,B,3245
14,0,0.76,2,6,29,0.737885463,319.06,0,818400,D,12289
10,0,0.4,2,14,61,0.5969163,349.8,1,800800,C,9170
10,1,0.64,2,6,19,0.5969163,342.38,1,906400,B,10105
8,0,0.68,2,16,69,0.508810573,319.06,1,818400,C,1988
8,1,0.22,2,12,23,0.464757709,345.56,1,862400,C,2110
12,0,0.55,2,5,20,0.582232012,340.26,1,880000,C,4593
8,1,0.29,2,11,41,0.552863436,364.64,1,941600,B,9258
9,1,0,2,27,61,0.39133627,337.08,1,1126400,C,8573
9,1,0.24,3,13,104,0.670337739,345.56,1,827200,B,6510
6,1,0,2,7,18,0.347283407,354.04,0,924000,B,282
8,0,0.68,3,32,98,0.582232012,326.48,1,862400,B,9845
8,0,0.42,2,9,24,0.450073421,351.92,1,1003200,C,4644
10,0,0.46,2,6,12,0.400146843,341.32,1,1020800,D,1724
10,0,0.24,2,28,136,0.640969163,333.9,1,809600,B,3113
7,1,0.03,2,10,27,0.361967695,360.4,1,836000,C,4884
9,1,0,2,36,35,0.39133627,337.08,1,1056000,D,5324
6,0,0.09,1,19,32,0.323788546,380.54,1,1003200,B,10219
8,0,0.31,3,13,74,0.516152717,343.44,1,836000,B,5030
8,1,0.03,2,4,11,0.48825257,360.4,1,836000,B,3314
9,0,0.41,8,13,24,0.839207048,358.28,1,888800,C,11027
8,0,0.76,2,17,40,0.47650514,322.24,1,932800,D,3095
8,1,0.22,3,10,115,0.683553598,357.22,1,827200,B,10217
7,1,0.06,2,4,11,0.429515419,362.52,1,836000,B,1522
10,1,0.11,3,29,53,0.802496329,363.58,1,976800,C,8595
10,1,0.42,2,26,56,0.707048458,351.92,1,800800,B,688
7,1,0.03,3,17,27,0.483113069,382.66,1,836000,C,7558
8,1,0.01,2,12,33,0.361967695,372.06,0,1003200,A,4900
