ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00082978,577,0,1,2,40,6,14,2,A
F00082982,577,0,1,2,40,16,7,1,A
F00082984,577,0,1,2,40,20,11,1,A
F00082985,577,0,1,2,40,21,9,1,A
F00082987,577,0,1,2,45,19,9,2,A
F00082988,577,0,1,2,45,23,9,2,A
F00082989,577,0,1,2,50,18,12,2,A
F00082991,577,0,1,2,50,27,2,1,A
F00082993,577,0,1,2,60,11,19,2,A
F00082996,577,0,1,2,90,33,0,1,A
F00082997,626,0,1,2,5,11,19,1,A
F00082999,625,0,1,2,10,6,12,2,A
F00083000,626,0,1,2,10,13,12,2,A
F00083001,625,0,1,2,10,13,20,1,A
F00083002,625,0,1,2,10,15,9,1,A
F00083003,625,0,1,2,10,16,15,3,A
F00083004,625,0,1,2,10,25,6,2,A
F00083006,626,0,1,2,15,31,7,1,A
F00083007,626,0,1,2,15,32,2,2,A
F00083008,625,0,1,2,20,17,18,2,A
F00083011,625,0,1,2,20,22,11,2,A
F00083014,626,0,1,2,20,29,0,2,A
F00083017,626,0,1,2,25,17,17,2,A
F00083018,626,0,1,2,25,18,2,2,A
F00083019,625,0,1,2,25,20,11,2,A
F00083022,625,0,1,2,30,19,15,2,A
F00083023,625,0,1,2,30,20,17,2,A
F00083024,625,0,1,2,30,,13,2,A
F00083025,626,0,1,2,30,22,16,1,A
F00083026,625,0,1,2,30,,11,2,A
F00083027,625,0,1,2,30,33,1,1,A
F00083029,625,0,1,2,40,18,17,2,A
F00083032,625,0,1,2,45,29,2,3,A
F00083034,625,0,1,2,50,,6,1,A
F00083036,625,0,1,2,50,26,10,1,A
F00083037,625,0,1,2,60,11,16,1,A
F00083038,625,0,1,2,60,16,20,2,A
F00083040,625,0,1,2,60,26,3,2,A
F00083041,626,0,1,2,80,25,10,3,A
F00083043,677,0,1,2,40,18,17,1,A
F00083046,677,0,1,2,5,,16,1,A
F00083048,677,0,1,2,10,15,14,2,A
F00083049,677,0,1,2,10,25,8,3,A
F00083050,677,0,1,2,10,36,1,2,A
F00083052,677,0,1,2,15,25,1,2,A
F00083053,677,0,1,2,15,36,3,3,A
F00083055,677,0,1,2,20,17,16,1,A
F00083056,677,0,1,2,20,18,19,2,A
F00083059,677,0,1,2,20,25,4,2,A
F00083062,677,0,1,2,25,17,19,3,A
F00083064,677,0,1,2,25,35,4,2,A
F00083065,677,0,1,2,30,10,19,1,A
F00083066,677,0,1,2,30,20,15,2,A
F00083067,677,0,1,2,30,26,7,2,A
F00083068,677,0,1,2,30,37,0,1,A
F00083069,677,0,1,2,35,18,12,2,A
F00083076,677,0,1,2,40,24,8,3,A
F00083078,677,0,1,2,40,27,16,2,A
F00083080,677,0,1,2,40,31,5,1,A
F00083082,677,0,1,2,50,15,4,2,A
F00083087,677,0,1,2,60,26,10,1,A
F00083088,677,0,1,2,60,34,4,2,A
F00083089,677,0,1,2,70,37,6,2,A
F00083090,677,0,1,2,80,,3,1,A
F00083091,677,0,1,2,20,15,20,1,B
F00083092,677,0,1,2,20,35,4,2,B
F00083093,732,0,1,2,25,19,18,2,A
F00083096,732,0,1,2,10,14,19,2,A
F00083097,732,0,1,2,10,21,12,1,A
F00083099,732,0,1,2,15,11,20,1,A
F00083102,731,0,1,2,20,26,8,2,A
F00083107,731,0,1,2,25,32,1,2,A
F00083111,731,0,1,2,30,26,8,3,A
F00083112,731,0,1,2,30,36,0,2,A
F00083113,731,0,1,2,35,30,1,2,A
F00083114,731,0,1,2,40,9,20,2,A
F00083115,732,0,1,2,40,11,20,1,A
F00083117,732,0,1,2,40,13,22,3,A
F00083120,732,0,1,2,40,29,5,1,A
F00083121,732,0,1,2,40,33,4,2,A
F00083122,732,0,1,2,40,34,1,2,A
F00083123,731,0,1,2,45,36,2,2,A
F00083124,731,0,1,2,50,24,5,2,A
F00083126,731,0,1,2,50,28,8,1,A
F00083135,790,0,1,2,10,27,11,2,A
F00083138,789,0,1,2,15,10,23,1,A
F00083140,790,0,1,2,20,,14,2,A
F00083143,789,0,1,2,20,21,19,2,A
F00083146,790,0,1,2,20,38,0,1,A
F00083148,789,0,1,2,25,12,18,1,A
F00083150,789,0,1,2,25,21,16,1,A
F00083158,790,0,1,2,30,26,3,2,A
F00083162,789,0,1,2,40,,6,1,A
F00083163,789,0,1,2,40,32,5,1,A
F00083166,790,0,1,2,55,32,1,2,A
F00083167,789,0,1,2,60,15,13,3,A
F00083171,851,0,1,2,10,11,10,1,A
F00083172,851,0,1,2,10,,18,1,A
F00083175,851,0,1,2,10,25,9,3,A
F00083177,851,0,1,2,15,10,3,1,A
F00083179,851,0,1,2,15,26,10,2,A
F00083181,851,0,1,2,15,34,6,3,A
F00083182,851,0,1,2,15,36,2,2,A
F00083185,851,0,1,2,20,,20,2,A
F00083186,851,0,1,2,20,14,22,2,A
F00083189,851,0,1,2,20,35,6,3,A
F00083190,851,0,1,2,20,36,4,1,A
F00083191,851,0,1,2,20,,6,1,A
F00083192,851,0,1,2,20,41,0,2,A
F00083193,851,0,1,2,25,9,19,2,A
F00083194,850,0,1,2,25,14,24,2,A
F00083195,851,0,1,2,25,21,1,1,A
F00083199,851,0,1,2,30,12,20,3,A
F00083200,851,0,1,2,30,14,20,2,A
F00083201,850,0,1,2,30,18,20,2,A
F00083202,851,0,1,2,30,24,7,2,A
F00083203,851,0,1,2,30,25,2,2,A
F00083204,851,0,1,2,30,25,10,3,A
F00083205,850,0,1,2,30,25,12,3,A
F00083206,851,0,1,2,30,28,12,1,A
F00083209,851,0,1,2,40,14,24,2,A
F00083210,850,0,1,2,40,20,22,2,A
F00083211,850,0,1,2,40,28,4,2,A
F00083212,851,0,1,2,40,28,9,1,A
F00083213,851,0,1,2,40,29,10,2,A
F00083215,851,0,1,2,40,34,8,3,A
F00083217,851,0,1,2,45,26,12,3,A
F00083218,851,0,1,2,45,29,5,2,A
F00083219,851,0,1,2,50,,17,1,A
F00083220,851,0,1,2,50,17,22,1,A
F00083222,851,0,1,2,60,20,17,1,A
F00083223,851,0,1,2,60,20,20,3,A
F00083224,851,0,1,2,60,24,9,3,A
F00083225,851,0,1,2,60,26,13,2,A
F00083226,851,0,1,2,60,38,0,1,A
F00083227,851,0,1,2,70,24,6,1,A
F00083228,850,0,1,2,80,16,12,2,A
F00083231,851,0,1,2,60,19,18,2,B
F00083232,915,0,1,2,5,22,13,1,A
F00083233,916,0,1,2,20,10,25,2,A
F00083234,916,0,1,2,45,23,15,3,A
F00083235,915,0,1,2,5,5,15,2,A
F00083236,915,0,1,2,10,13,15,3,A
F00083240,916,0,1,2,10,,15,3,A
F00083242,915,0,1,2,10,23,15,1,A
F00083246,915,0,1,2,10,29,13,2,A
F00083250,915,0,1,2,15,30,0,1,A
F00083251,915,0,1,2,15,32,5,1,A
F00083254,916,0,1,2,20,11,23,1,A
F00083256,916,0,1,2,20,20,9,2,A
F00083257,915,0,1,2,20,20,13,2,A
F00083258,916,0,1,2,20,22,13,1,A
F00083260,915,0,1,2,20,22,19,3,A
F00083261,916,0,1,2,20,24,7,2,A
F00083263,916,0,1,2,20,29,12,3,A
F00083264,915,0,1,2,20,,9,2,A
F00083266,916,0,1,2,25,16,18,2,A
F00083268,916,0,1,2,25,,5,2,A
F00083269,916,0,1,2,30,15,9,3,A
F00083270,915,0,1,2,30,15,24,2,A
F00083271,915,0,1,2,30,21,20,1,A
F00083274,915,0,1,2,30,35,0,2,A
F00083275,915,0,1,2,30,35,4,3,A
F00083276,915,0,1,2,30,38,5,2,A
F00083281,915,0,1,2,40,33,1,2,A
F00083282,916,0,1,2,40,33,6,2,A
F00083283,916,0,1,2,40,34,5,1,A
F00083284,915,0,1,2,40,40,1,1,A
F00083286,916,0,1,2,50,25,10,2,A
F00083287,915,0,1,2,50,26,7,2,A
F00083288,916,0,1,2,50,30,4,1,A
F00083289,915,0,1,2,50,39,1,2,A
F00083291,916,0,1,2,70,25,12,2,A
F00083293,915,0,1,2,20,25,15,3,B
F00083296,984,0,1,2,10,17,16,2,A
F00083299,984,0,1,2,10,18,10,1,A
F00083300,984,0,1,2,10,19,15,2,A
F00083303,984,0,1,2,10,19,25,2,A
F00083304,984,0,1,2,10,24,14,1,A
F00083306,984,0,1,2,15,19,20,3,A
F00083307,984,0,1,2,15,28,10,2,A
F00083309,984,0,1,2,20,14,23,3,A
F00083311,984,0,1,2,20,15,20,2,A
F00083313,984,0,1,2,20,,20,2,A
F00083314,984,0,1,2,20,19,22,3,A
F00083315,984,0,1,2,20,21,16,2,A
F00083316,984,0,1,2,20,26,5,2,A
F00083317,984,0,1,2,25,18,12,2,A
F00083318,984,0,1,2,25,22,21,1,A
F00083319,984,0,1,2,25,31,16,2,A
F00083320,984,0,1,2,25,33,6,3,A
F00083322,984,0,1,2,30,16,13,2,A
F00083323,984,0,1,2,30,18,16,2,A
F00083325,984,0,1,2,30,31,8,2,A
F00083326,984,0,1,2,30,34,4,2,A
F00083328,984,0,1,2,35,17,12,3,A
F00083330,984,0,1,2,40,,22,1,A
F00083332,984,0,1,2,40,31,5,3,A
F00083334,984,0,1,2,40,33,3,2,A
F00083338,984,0,1,2,60,12,23,2,A
F00083343,1056,0,1,2,10,,15,1,A
F00083346,1056,0,1,2,10,32,17,1,A
F00083347,1056,0,1,2,15,15,22,2,A
F00083351,1056,0,1,2,20,10,17,1,A
F00083352,1056,0,1,2,20,19,18,1,A
F00083355,1056,0,1,2,20,22,18,1,A
F00083356,1056,0,1,2,20,27,14,2,A
F00083359,1056,0,1,2,20,,8,1,A
F00083360,1056,0,1,2,20,35,7,3,A
F00083361,1056,0,1,2,20,35,14,3,A
F00083362,1056,0,1,2,20,44,5,2,A
F00083363,1056,0,1,2,30,18,19,2,A
F00083364,1056,0,1,2,30,33,8,3,A
F00083365,1056,0,1,2,30,35,2,1,A
F00083366,1056,0,1,2,35,22,17,1,A
F00083367,1056,0,1,2,40,14,25,1,A
F00083368,1056,0,1,2,40,19,19,2,A
F00083370,1056,0,1,2,40,29,15,1,A
F00083371,1056,0,1,2,40,30,19,2,A
F00083372,1056,0,1,2,45,23,19,3,A
F00083373,1056,0,1,2,50,24,17,1,A
F00083374,1056,0,1,2,50,26,12,2,A
F00083375,1056,0,1,2,50,27,14,2,A
F00083378,1056,0,1,2,60,15,17,1,A
F00083379,1056,0,1,2,60,25,19,2,A
F00083380,1056,0,1,2,60,27,10,2,A
F00083381,1056,0,1,2,60,30,8,1,A
F00083382,1056,0,1,2,65,40,0,2,A
F00083383,1056,0,1,2,80,22,15,2,A
F00083385,1056,0,1,2,30,36,5,3,B
F00083386,1056,0,1,2,40,42,3,1,B
F00083387,1056,0,1,2,30,33,8,1,B
F00083389,1132,0,1,2,10,13,24,2,A
F00083390,1132,0,1,2,30,32,8,1,A
F00083391,1132,0,1,2,5,20,8,1,A
F00083392,1132,0,1,2,5,34,10,2,A
F00083393,1132,0,1,2,5,35,3,1,A
F00083394,1132,0,1,2,5,37,3,2,A
F00083395,1132,0,1,2,10,8,23,3,A
F00083396,1132,0,1,2,10,11,22,3,A
F00083397,1132,0,1,2,10,12,15,3,A
F00083399,1132,0,1,2,10,13,25,1,A
F00083400,1132,0,1,2,10,16,23,1,A
F00083401,1132,0,1,2,10,40,3,2,A
F00083402,1132,0,1,2,15,8,24,1,A
F00083403,1132,0,1,2,15,19,23,2,A
F00083404,1132,0,1,2,15,20,20,3,A
F00083405,1132,0,1,2,15,22,14,2,A
F00083406,1132,0,1,2,15,23,13,2,A
F00083407,1132,0,1,2,15,,14,2,A
F00083413,1132,0,1,2,20,20,18,2,A
F00083414,1132,0,1,2,20,,21,3,A
F00083415,1132,0,1,2,20,25,11,2,A
F00083417,1132,0,1,2,25,14,24,2,A
F00083419,1132,0,1,2,30,23,13,1,A
F00083423,1132,0,1,2,30,40,0,3,A
F00083424,1132,0,1,2,35,15,25,2,A
F00083425,1132,0,1,2,35,,22,1,A
F00083427,1132,0,1,2,40,8,26,2,A
F00083429,1132,0,1,2,40,17,23,2,A
F00083430,1132,0,1,2,40,18,20,1,A
F00083435,1132,0,1,2,40,24,20,3,A
F00083436,1132,0,1,2,40,25,19,2,A
F00083437,1132,0,1,2,40,37,5,3,A
F00083438,1132,0,1,2,40,42,0,2,A
F00083439,1132,0,1,2,50,38,8,2,A
F00083441,1132,0,1,2,60,23,14,2,A
F00083442,1132,0,1,2,60,23,20,2,A
F00083443,1132,0,1,2,60,25,21,1,A
F00083447,1132,0,1,2,70,33,1,1,A
F00083452,1212,0,1,2,5,17,22,1,A
F00083453,1212,0,1,2,5,19,20,2,A
F00083454,1212,0,1,2,5,25,2,2,A
F00083459,1212,0,1,2,10,17,18,2,A
F00083460,1212,0,1,2,10,18,20,1,A
F00083461,1212,0,1,2,10,22,16,1,A
F00083462,1212,0,1,2,10,24,15,2,A
F00083464,1212,0,1,2,10,37,3,2,A
F00083465,1212,0,1,2,15,17,20,2,A
F00083467,1212,0,1,2,15,25,19,1,A
F00083468,1212,0,1,2,15,27,16,2,A
F00083469,1212,0,1,2,15,30,4,2,A
F00083472,1212,0,1,2,20,10,28,2,A
F00083473,1212,0,1,2,20,12,27,2,A
F00083474,1212,0,1,2,20,18,27,2,A
F00083475,1212,0,1,2,20,,2,2,A
F00083476,1212,0,1,2,20,23,17,3,A
F00083478,1212,0,1,2,20,27,14,2,A
F00083481,1212,0,1,2,25,22,19,1,A
F00083482,1212,0,1,2,25,36,5,3,A
F00083483,1212,0,1,2,25,37,2,2,A
F00083484,1212,0,1,2,30,23,15,2,A
F00083485,1212,0,1,2,30,,17,2,A
F00083487,1212,0,1,2,30,30,12,2,A
F00083490,1212,0,1,2,35,37,7,2,A
F00083491,1212,0,1,2,40,14,29,1,A
F00083493,1212,0,1,2,40,24,17,1,A
F00083494,1212,0,1,2,40,26,20,3,A
F00083495,1212,0,1,2,40,31,11,1,A
F00083500,1212,0,1,2,40,,6,1,A
F00083502,1212,0,1,2,50,43,6,2,A
F00083503,1212,0,1,2,60,21,14,2,A
F00083504,1212,0,1,2,60,28,15,3,A
F00083506,1212,0,1,2,60,32,11,2,A
F00083508,1212,0,1,2,65,,4,2,A
F00083509,1212,0,1,2,70,21,19,3,A
F00083510,1212,0,1,2,80,33,11,1,A
F00083514,1296,0,1,2,5,16,27,1,A
F00083515,1296,0,1,2,10,7,15,2,A
F00083517,1296,0,1,2,10,10,10,1,A
F00083518,1297,0,1,2,10,13,28,2,A
F00083520,1296,0,1,2,10,14,16,3,A
F00083521,1296,0,1,2,15,10,2,2,A
F00083524,1297,0,1,2,15,21,19,2,A
F00083525,1296,0,1,2,15,,16,1,A
F00083526,1297,0,1,2,15,32,10,2,A
F00083527,1296,0,1,2,20,9,29,2,A
F00083528,1296,0,1,2,20,10,0,2,A
F00083530,1297,0,1,2,20,12,17,1,A
F00083532,1296,0,1,2,20,,26,2,A
F00083536,1297,0,1,2,20,,18,1,A
F00083537,1296,0,1,2,20,26,19,2,A
F00083538,1296,0,1,2,20,28,3,3,A
F00083539,1297,0,1,2,20,28,8,2,A
F00083540,1296,0,1,2,20,34,0,1,A
F00083542,1297,0,1,2,30,10,25,2,A
F00083544,1296,0,1,2,30,23,18,2,A
F00083546,1296,0,1,2,30,40,3,3,A
F00083550,1296,0,1,2,40,19,27,2,A
F00083554,1296,0,1,2,40,36,12,1,A
F00083557,1296,0,1,2,45,35,11,1,A
F00083558,1297,0,1,2,50,17,22,2,A
F00083561,1296,0,1,2,60,15,16,1,A
F00083563,1297,0,1,2,80,34,10,2,A
F00083564,1296,0,1,2,50,40,4,1,C
F00083566,1385,0,1,2,20,11,28,2,A
F00083569,1385,0,1,2,10,6,30,3,A
F00083570,1385,0,1,2,10,15,26,1,A
F00083571,1385,0,1,2,10,20,31,2,A
F00083573,1385,0,1,2,15,18,27,1,A
F00083577,1385,0,1,2,20,35,7,2,A
F00083578,1385,0,1,2,25,13,21,2,A
F00083582,1385,0,1,2,30,20,20,1,A
F00083583,1385,0,1,2,30,20,23,2,A
F00083585,1385,0,1,2,30,30,12,2,A
F00083586,1385,0,1,2,30,37,8,1,A
F00083587,1385,0,1,2,30,44,3,1,A
F00083593,1385,0,1,2,40,22,23,1,A
F00083594,1385,0,1,2,40,24,18,2,A
F00083599,1385,0,1,2,40,34,11,2,A
F00083601,1385,0,1,2,50,25,16,3,A
F00083602,1385,0,1,2,50,28,19,2,A
F00083603,1385,0,1,2,50,38,5,2,A
F00083604,1385,0,1,2,60,,29,3,A
F00083605,1385,0,1,2,60,26,13,2,A
F00083607,1385,0,1,2,60,37,7,2,A
F00083612,1385,0,1,2,60,,21,2,B
F00083613,1385,0,1,2,60,44,3,2,B
F00083615,1478,0,1,2,30,12,22,2,A
F00083616,1478,0,1,2,5,25,17,3,A
F00083618,1478,0,1,2,10,20,5,2,A
F00083619,1478,0,1,2,10,20,12,2,A
F00083622,1478,0,1,2,15,27,17,2,A
F00083623,1478,0,1,2,15,28,17,3,A
F00083624,1478,0,1,2,15,32,12,2,A
F00083625,1478,0,1,2,15,,8,2,A
F00083626,1478,0,1,2,15,,0,2,A
F00083627,1478,0,1,2,20,5,32,2,A
F00083629,1478,0,1,2,20,21,19,2,A
F00083630,1478,0,1,2,20,,1,2,A
F00083631,1478,0,1,2,20,39,6,2,A
F00083632,1478,0,1,2,20,46,0,2,A
F00083633,1478,0,1,2,20,52,2,2,A
F00083634,1478,0,1,2,25,22,20,2,A
F00083637,1478,0,1,2,25,,2,2,A
F00083638,1478,0,1,2,30,18,19,3,A
F00083641,1478,0,1,2,30,38,2,1,A
F00083644,1478,0,1,2,35,35,12,2,A
F00083645,1478,0,1,2,35,43,1,2,A
F00083646,1478,0,1,2,40,14,32,3,A
F00083650,1478,0,1,2,40,37,2,3,A
F00083651,1478,0,1,2,45,12,32,3,A
F00083652,1478,0,1,2,45,20,17,2,A
F00083653,1478,0,1,2,50,20,24,3,A
F00083658,1478,0,1,2,10,22,12,3,B
F00083659,1478,0,1,2,20,33,13,2,B
F00083661,1478,0,1,2,20,40,1,1,B
F00083662,1478,0,1,2,40,29,17,3,B
F00083664,1478,0,1,2,40,31,17,2,C
F00083668,1576,0,1,2,25,17,26,1,A
F00083669,1576,0,1,2,40,35,8,1,A
F00083670,1576,0,1,2,5,25,23,2,A
F00083671,1576,0,1,2,5,,3,3,A
F00083674,1576,0,1,2,10,14,31,2,A
F00083679,1575,0,1,2,10,36,9,2,A
F00083682,1576,0,1,2,15,10,28,2,A
F00083683,1576,0,1,2,15,45,6,3,A
F00083684,1575,0,1,2,20,7,28,3,A
F00083685,1576,0,1,2,20,20,4,3,A
F00083686,1575,0,1,2,20,21,24,2,A
F00083688,1575,0,1,2,20,23,20,3,A
F00083689,1575,0,1,2,20,30,12,1,A
F00083690,1575,0,1,2,20,45,2,1,A
F00083692,1576,0,1,2,25,10,10,1,A
F00083693,1576,0,1,2,25,26,20,2,A
F00083694,1575,0,1,2,25,28,16,1,A
F00083695,1576,0,1,2,25,42,5,3,A
F00083696,1575,0,1,2,30,37,9,1,A
F00083697,1575,0,1,2,35,,19,3,A
F00083698,1576,0,1,2,35,38,1,3,A
F00083699,1576,0,1,2,40,5,30,3,A
F00083702,1576,0,1,2,40,24,26,3,A
F00083703,1576,0,1,2,40,27,20,1,A
F00083704,1576,0,1,2,40,35,3,2,A
F00083705,1576,0,1,2,40,35,4,1,A
F00083706,1576,0,1,2,40,37,3,3,A
F00083707,1576,0,1,2,40,38,6,2,A
F00083710,1576,0,1,2,50,37,1,2,A
F00083715,1575,0,1,2,80,46,6,2,A
F00083716,1576,0,1,2,40,26,26,2,B
F00083717,1576,0,1,2,40,30,8,2,B
F00083718,1575,0,1,2,40,25,17,2,B
F00083724,1678,0,1,2,5,25,15,2,A
F00083725,1678,0,1,2,5,31,8,1,A
F00083727,1678,0,1,2,10,8,32,1,A
F00083728,1678,0,1,2,10,15,28,1,A
F00083729,1678,0,1,2,10,19,24,3,A
F00083733,1678,0,1,2,10,30,4,1,A
F00083734,1678,0,1,2,10,30,15,2,A
F00083738,1678,0,1,2,15,41,5,2,A
F00083740,1678,0,1,2,20,13,14,2,A
F00083743,1678,0,1,2,20,21,21,1,A
F00083746,1678,0,1,2,20,26,26,2,A
F00083747,1678,0,1,2,20,35,10,2,A
F00083749,1678,0,1,2,25,32,16,1,A
F00083750,1678,0,1,2,30,20,28,2,A
F00083753,1678,0,1,2,30,42,0,3,A
F00083754,1678,0,1,2,30,46,1,1,A
F00083755,1678,0,1,2,40,16,13,2,A
F00083756,1678,0,1,2,40,19,30,2,A
F00083757,1678,0,1,2,40,20,24,3,A
F00083759,1678,0,1,2,40,38,10,1,A
F00083760,1678,0,1,2,40,41,2,2,A
F00083761,1678,0,1,2,40,,3,2,A
F00083762,1678,0,1,2,50,15,30,3,A
F00083763,1678,0,1,2,60,25,20,2,A
F00083765,1678,0,1,2,70,30,17,1,A
F00083766,1678,0,1,2,20,24,26,1,B
F00083767,1678,0,1,2,40,29,18,2,B
F00083768,1678,0,1,2,20,20,24,2,B
F00083769,1678,0,1,2,25,44,3,3,B
F00083771,1785,0,1,2,20,15,30,3,A
F00083772,1786,0,1,2,10,14,35,1,A
F00083773,1785,0,1,2,10,21,20,2,A
F00083774,1785,0,1,2,10,22,25,2,A
F00083775,1785,0,1,2,10,,10,2,A
F00083777,1786,0,1,2,15,,34,2,A
F00083778,1785,0,1,2,15,17,28,3,A
F00083779,1785,0,1,2,15,22,20,3,A
F00083780,1786,0,1,2,15,30,20,2,A
F00083782,1785,0,1,2,20,19,34,2,A
F00083783,1785,0,1,2,20,22,15,3,A
F00083784,1785,0,1,2,20,22,23,2,A
F00083786,1786,0,1,2,20,25,3,2,A
F00083787,1785,0,1,2,20,26,24,2,A
F00083788,1786,0,1,2,20,27,16,3,A
F00083789,1785,0,1,2,20,,18,1,A
F00083790,1785,0,1,2,20,35,4,2,A
F00083792,1786,0,1,2,20,39,6,1,A
F00083794,1785,0,1,2,20,51,0,3,A
F00083795,1785,0,1,2,25,24,14,1,A
F00083796,1785,0,1,2,25,43,1,2,A
F00083798,1785,0,1,2,30,28,20,2,A
F00083799,1785,0,1,2,30,29,20,2,A
F00083801,1785,0,1,2,30,42,9,3,A
F00083802,1786,0,1,2,35,38,10,3,A
F00083803,1786,0,1,2,40,16,28,2,A
F00083806,1785,0,1,2,40,30,10,1,A
F00083807,1786,0,1,2,40,32,17,3,A
F00083808,1785,0,1,2,40,33,11,2,A
F00083810,1785,0,1,2,40,44,9,1,A
F00083811,1786,0,1,2,45,24,20,2,A
F00083812,1786,0,1,2,45,28,20,3,A
F00083818,1786,0,1,2,20,26,23,2,B
F00083819,1786,0,1,2,40,41,2,1,B
F00083825,1898,0,1,2,10,20,20,3,A
F00083828,1898,0,1,2,15,23,20,3,A
F00083830,1898,0,1,2,20,18,22,2,A
F00083831,1898,0,1,2,20,24,21,1,A
F00083832,1898,0,1,2,20,30,16,2,A
F00083833,1898,0,1,2,20,40,6,2,A
F00083836,1898,0,1,2,20,41,4,1,A
F00083838,1898,0,1,2,25,43,0,2,A
F00083839,1898,0,1,2,30,22,29,2,A
F00083841,1898,0,1,2,30,44,4,3,A
F00083842,1898,0,1,2,35,25,23,1,A
F00083843,1898,0,1,2,40,24,22,1,A
F00083844,1898,0,1,2,40,26,24,1,A
F00083847,1898,0,1,2,40,35,16,3,A
F00083849,1898,0,1,2,40,45,9,2,A
F00083850,1898,0,1,2,40,50,4,2,A
F00083851,1898,0,1,2,50,,34,2,A
F00083855,1898,0,1,2,70,39,11,1,A
F00083857,1898,0,1,2,60,37,7,1,B
F00083859,2016,0,1,2,10,6,35,2,A
F00083860,2015,0,1,2,10,10,15,3,A
F00083861,2016,0,1,2,10,11,16,2,A
F00083862,2015,0,1,2,10,15,30,2,A
F00083863,2016,0,1,2,10,30,20,2,A
F00083865,2016,0,1,2,15,44,1,2,A
F00083866,2016,0,1,2,20,10,36,2,A
F00083869,2016,0,1,2,20,19,30,1,A
F00083870,2015,0,1,2,20,20,18,1,A
F00083871,2015,0,1,2,20,,26,1,A
F00083872,2016,0,1,2,20,28,23,2,A
F00083874,2016,0,1,2,20,37,15,2,A
F00083875,2016,0,1,2,20,38,14,2,A
F00083879,2015,0,1,2,25,12,30,3,A
F00083880,2016,0,1,2,30,13,23,2,A
F00083881,2015,0,1,2,30,14,35,2,A
F00083884,2015,0,1,2,30,,10,3,A
F00083885,2016,0,1,2,30,42,1,3,A
F00083890,2015,0,1,2,40,42,9,1,A
F00083891,2015,0,1,2,40,55,4,3,A
F00083893,2016,0,1,2,50,48,5,1,A
F00083896,2016,0,1,2,45,33,17,2,B
F00083898,2016,0,1,2,10,20,25,1,B
F00083901,2016,0,1,2,30,38,10,3,B
F00083902,2016,0,1,2,60,22,24,2,C
F00083903,2138,0,1,2,10,,18,2,A
F00083905,2139,0,1,2,10,50,6,1,A
F00083906,2139,0,1,2,15,18,20,1,A
F00083908,2139,0,1,2,15,45,5,2,A
F00083911,2138,0,1,2,25,22,28,3,A
F00083912,2138,0,1,2,25,41,11,2,A
F00083915,2139,0,1,2,30,47,3,2,A
F00083916,2138,0,1,2,30,50,8,2,A
F00083917,2138,0,1,2,40,38,12,2,A
F00083919,2138,0,1,2,50,31,19,2,A
F00083920,2138,0,1,2,60,14,30,2,A
F00083921,2138,0,1,2,60,27,22,1,A
F00083923,2138,0,1,2,60,40,13,2,A
F00083925,2138,0,1,2,5,31,20,2,B
F00083926,2139,0,1,2,20,25,28,2,B
F00083927,2138,0,1,2,40,30,19,2,B
F00083928,2139,0,1,2,80,34,20,1,B
F00083929,2138,0,1,2,20,16,32,2,B
F00083930,2138,0,1,2,20,26,22,3,B
F00083933,2138,0,1,2,15,12,26,2,B
F00083934,2138,0,1,2,20,12,34,3,B
F00083936,2139,0,1,2,40,10,20,2,B
F00083938,2139,0,1,2,15,35,12,2,C
F00083941,2267,0,1,2,10,16,35,2,A
F00083944,2267,0,1,2,10,30,25,3,A
F00083946,2267,0,1,2,20,20,30,2,A
F00083949,2267,0,1,2,20,41,14,2,A
F00083950,2267,0,1,2,20,47,5,3,A
F00083952,2267,0,1,2,30,17,31,3,A
F00083953,2267,0,1,2,30,29,18,1,A
F00083955,2267,0,1,2,40,20,25,1,A
F00083956,2267,0,1,2,40,27,24,1,A
F00083958,2267,0,1,2,40,41,10,1,A
F00083961,2267,0,1,2,50,50,5,2,A
F00083962,2267,0,1,2,60,15,29,1,A
F00083964,2267,0,1,2,20,39,8,1,B
F00083965,2267,0,1,2,15,17,32,3,B
F00083966,2267,0,1,2,40,,29,2,B
F00083968,2267,0,1,2,10,25,24,2,B
F00083969,2267,0,1,2,25,14,31,2,B
F00083973,2401,0,1,2,10,5,25,1,A
F00083975,2401,0,1,2,10,12,40,2,A
F00083976,2402,0,1,2,10,20,40,1,A
F00083978,2401,0,1,2,10,25,28,3,A
F00083982,2402,0,1,2,15,30,25,1,A
F00083984,2401,0,1,2,20,9,40,1,A
F00083985,2402,0,1,2,20,15,34,1,A
F00083987,2401,0,1,2,20,18,34,1,A
F00083988,2402,0,1,2,20,23,30,1,A
F00083993,2401,0,1,2,25,51,2,2,A
F00083996,2401,0,1,2,30,47,2,2,A
F00083998,2401,0,1,2,60,30,14,1,A
F00083999,2401,0,1,2,80,38,11,2,A
F00084002,2401,0,1,2,15,40,14,1,B
F00084003,2402,0,1,2,20,,4,2,B
F00084004,2401,0,1,2,40,36,16,3,B
F00084006,2401,0,1,2,50,37,13,1,B
F00084007,2542,0,1,2,5,16,29,2,A
F00084008,2542,0,1,2,5,17,21,3,A
F00084009,2541,0,1,2,5,32,21,1,A
F00084010,2541,0,1,2,10,15,31,1,A
