"Severity","Safety_Score","Days_Since_Inspection","Total_Safety_Complaints","Control_Metric","Turbulence_In_gforces","Cabin_Temperature","Accident_Type_Code","Max_Elevation","Violations","Adverse_Weather_Metric","Accident_ID"
"Significant_Damage_And_Serious_Injuries",29.4063926940639,16,19,84.8678213309025,0.421053732419762,76.18,6,29311.5725785883,3,0.00705230146184997,4165
"Significant_Damage_And_Serious_Injuries",63.6986301369863,6,4,75.38742023701,0.238940497655968,86.32,3,36736.2901448529,3,0.183405433181803,4681
"Significant_Damage_And_Serious_Injuries",31.5981735159817,15,8,72.7438468550593,0.186650558961413,76.9,3,40239.8802618811,3,0.202521398591503,12385
"Significant_Damage_And_Serious_Injuries",34.4292237442922,15,1,68.3226982680037,0.258774612333213,76.93,3,29763.1841640457,2,0.147969484951643,3279
"Significant_Damage_And_Serious_Injuries",48.310502283105,10,5,57.4749316317229,0.39292535160476,79.56,1,37933.3990008527,0,1.39914903206619,7604
"Minor_Damage_And_Injuries",52.8767123287671,13,1,67.7757520510483,0.251922827262892,82.59,7,37772.6897005185,1,0.00353978635402655,2345
"Highly_Fatal_And_Damaging",29.1780821917808,13,4,79.535095715588,0.294836639019113,77.26,1,36048.4823583013,2,1.32525896658218,11170
"Minor_Damage_And_Injuries",48.4018264840183,11,2,48.2680036463081,0.42898737829066,86.36,3,42615.8389199835,4,0.211728167404242,3785
"Highly_Fatal_And_Damaging",36.6666666666667,10,11,83.4092980856883,0.289427335016228,78.2,4,35048.0265895625,2,0.0637233304662383,8582
"Significant_Damage_And_Fatalities",48.7214611872146,17,3,66.1804922515953,0.376336819329246,79.81,7,20106.7303917632,3,0.00189626987285492,7134
"Highly_Fatal_And_Damaging",19.041095890411,16,4,73.2452142206017,0.238940497655968,78.7,1,27823.4561463994,1,1.01607221631166,2839
"Highly_Fatal_And_Damaging",32.7397260273973,19,7,51.0938924339107,0.63021348719798,81.66,5,48338.7786128591,2,0.0330801193794526,3234
"Minor_Damage_And_Injuries",47.4885844748858,11,13,43.5278030993619,0.485604760187523,79.89,6,40442.7281475776,3,0.010108419161522,2903
"Minor_Damage_And_Injuries",45.296803652968,15,1,72.8350045578852,0.27428128380815,78.8,6,23536.9009038836,2,0.00607740767699834,1391
"Minor_Damage_And_Injuries",56.027397260274,12,2,88.6052871467639,0.289066714749369,76.18,5,24842.6498966652,2,0.0164689122872173,12489
"Highly_Fatal_And_Damaging",16.3470319634703,16,0,72.2424794895169,0.398695275874504,76.85,1,34544.1444583375,2,1.27665927889249,53
"Significant_Damage_And_Serious_Injuries",42.8767123287671,12,14,58.5232452142206,0.416005048683736,82.13,6,26640.1090793987,2,0.00645951923367222,8357
"Minor_Damage_And_Injuries",39.3607305936073,17,0,76.5724703737466,0.335226108907321,78.83,2,22106.5964598616,2,0.30011361651155,12393
"Significant_Damage_And_Fatalities",41.3698630136986,9,20,39.8814949863264,0.735153984853949,79.88,4,22065.8831667243,3,0.0408770658166928,12123
"Significant_Damage_And_Serious_Injuries",28.4931506849315,16,9,79.2160437556974,0.268511359538406,79.3,6,30586.407239901,3,0.00716115285602777,3594
"Highly_Fatal_And_Damaging",22.2831050228311,15,12,59.7082953509572,0.556646952758745,79.06,1,35966.2470220649,2,1.34219324869291,7671
"Significant_Damage_And_Fatalities",28.9041095890411,13,3,41.2488605287147,0.757151821132347,78.51,3,51535.3662523604,1,0.252486007013691,9575
"Highly_Fatal_And_Damaging",23.1506849315068,14,9,74.9772105742936,0.326571222502704,81.48,1,13658.8165000358,2,0.518572471316774,7694
"Minor_Damage_And_Injuries",55.0228310502283,12,1,73.4275296262534,0.356142084385142,78.02,5,40674.112655783,1,0.0273168021552321,10977
"Highly_Fatal_And_Damaging",41.6438356164383,9,1,58.5232452142206,0.333423007573026,81.97,7,39848.6893071312,2,0.00338056527837996,9541
"Significant_Damage_And_Serious_Injuries",37.3059360730594,14,7,66.6362807657247,0.372730616660656,80.26,3,31993.458888341,2,0.159286052499828,376
"Minor_Damage_And_Injuries",52.7397260273972,13,2,68.1403828623519,0.261659574468085,82.43,5,38087.8441285087,2,0.026380928931565,5301
"Highly_Fatal_And_Damaging",21.1872146118721,15,2,59.8906107566089,0.424299314821493,82.45,1,33771.0947870574,1,1.24631439155671,7528
"Significant_Damage_And_Serious_Injuries",45.0684931506849,11,6,75.8432087511395,0.376697439596105,78.09,3,21154.8577344722,3,0.106394034490747,4318
"Significant_Damage_And_Serious_Injuries",41.0045662100457,13,21,69.4165907019143,0.322604399567255,77.11,3,32990.9149372376,2,0.163199733689906,1700
"Highly_Fatal_And_Damaging",12.9680365296804,17,0,53.7374658158614,0.273199423007573,80.74,3,26026.0289669448,1,0.128896401917114,9652
"Minor_Damage_And_Injuries",65.4337899543379,12,7,85.278030993619,0.325489361702128,79.63,5,18965.2829541948,2,0.0130313613858333,3757
"Highly_Fatal_And_Damaging",68.4018264840182,8,3,56.1987237921604,0.546910205553552,79.21,2,35004.0541195592,1,0.473371436510231,724
"Highly_Fatal_And_Damaging",13.37899543379,17,14,71.3764813126709,0.419611251352326,79.63,4,15175.1319946798,2,0.0263158471738954,463
"Minor_Damage_And_Injuries",65.9817351598173,9,15,65.2233363719235,0.254807789397764,77.64,2,26020.7634174777,1,0.352349972573073,6087
"Minor_Damage_And_Injuries",37.3972602739726,14,9,56.9279854147676,0.467213126577713,82.3,6,29640.2094341724,1,0.00736692430030834,5770
"Significant_Damage_And_Serious_Injuries",42.1004566210046,12,2,69.1431175934367,0.380303642264695,81.23,3,35291.7978906572,1,0.175624748220402,11135
"Significant_Damage_And_Serious_Injuries",45.0684931506849,11,6,73.3819507748405,0.238579877389109,81.1,3,36882.331913339,2,0.183405433181803,4833
"Minor_Damage_And_Injuries",31.1872146118721,15,7,54.6946216955333,0.371648755860079,77.99,3,36305.7929992729,1,0.181817781956416,4510
"Significant_Damage_And_Fatalities",20.0913242009132,15,10,49.0884229717411,0.590545257843491,82.2,4,34985.7217148431,2,0.0639321880002275,7973
"Minor_Damage_And_Injuries",30.8675799086758,19,6,47.0373746581586,0.675291020555355,80.65,2,26816.7519798023,2,0.358535500334644,1856
"Significant_Damage_And_Serious_Injuries",51.689497716895,9,4,71.3764813126709,0.322604399567255,80.03,6,52189.5365431102,3,0.0127939398824036,6790
"Highly_Fatal_And_Damaging",13.7899543378995,17,3,65.1777575205105,0.457115759105661,79.71,4,28036.2750948294,0,0.0515663632026278,86
"Highly_Fatal_And_Damaging",49.1780821917808,7,0,79.8997265268915,0.134,78.64,4,22331.8751251695,1,0.0408770658166928,10742
"Highly_Fatal_And_Damaging",21.2328767123288,15,4,69.0519598906108,0.325849981968986,79.48,4,50517.1199137983,3,0.0949573213366051,283
"Significant_Damage_And_Fatalities",100,4,0,63.9015496809481,0.24543166245943,80.44,7,36722.3335730371,4,0.00316851867819873,3261
"Minor_Damage_And_Injuries",61.4155251141552,10,1,82.9079307201459,0.256610890732059,80.55,3,45302.3037066897,1,0.225236460695198,7674
"Significant_Damage_And_Serious_Injuries",30.7762557077626,16,3,70.464904284412,0.341356653443924,82.73,6,24242.431985579,2,0.00631949156737795,7547
"Significant_Damage_And_Serious_Injuries",34.7945205479452,14,0,72.5615314494075,0.312146411828345,78.03,3,28770.8750092367,1,0.143241752108814,7017
"Significant_Damage_And_Serious_Injuries",18.7214611872146,19,3,59.1157702825889,0.471179949513162,78.25,4,44292.0072613337,3,0.0824157481424522,7657
"Significant_Damage_And_Serious_Injuries",16.986301369863,20,15,65.9981768459435,0.380303642264695,76.79,1,42504.4422413966,3,1.57560922196678,6384
"Minor_Damage_And_Injuries",44.9315068493151,15,0,80.8568824065634,0.358305805986296,80.14,4,38973.1647547029,2,0.0715707647756609,8373
"Highly_Fatal_And_Damaging",30.5022831050228,12,0,68.6417502278943,0.413480706815723,81.07,4,40657.7633959541,2,0.0736509209184376,9738
"Highly_Fatal_And_Damaging",23.4246575342466,14,0,80.0820419325433,0.2201882437793,75.68,2,32539.8451019905,1,0.440110495001411,2637
"Minor_Damage_And_Injuries",64.5662100456621,9,2,70.0091157702826,0.381746123332131,75.58,2,28473.7861502813,2,0.384849445392131,6498
"Significant_Damage_And_Serious_Injuries",50.0456621004566,10,2,68.5050136736554,0.416005048683736,83.81,5,37002.5192831597,4,0.0251101485805745,4268
"Highly_Fatal_And_Damaging",21.6438356164384,15,13,81.2670920692799,0.201075369635773,79.66,4,28994.8333817836,2,0.0531635622842917,3283
"Minor_Damage_And_Injuries",40.0913242009132,16,4,59.8906107566089,0.381746123332131,83.22,2,49106.3559589155,3,0.653900333012144,33
"Significant_Damage_And_Serious_Injuries",43.8356164383562,12,2,64.8131267092069,0.389679769203029,87.34,6,36468.4292231444,3,0.00892827044876468,2788
"Significant_Damage_And_Fatalities",30.1826484018265,12,0,51.1850501367366,0.640671474936891,83.58,4,33673.5787819803,1,0.061124830982299,4080
"Significant_Damage_And_Serious_Injuries",30.7762557077626,16,18,67.228805834093,0.409513883880274,83.64,3,27506.1966528776,2,0.136897973743858,4387
"Minor_Damage_And_Injuries",40.365296803653,13,9,54.9680948040109,0.303491525423729,77.92,3,36219.5213082148,2,0.179167188626676,9440
"Significant_Damage_And_Serious_Injuries",52.9223744292237,9,5,69.1431175934367,0.396892174540209,79.45,3,32266.1362314826,2,0.159982938476517,6305
"Highly_Fatal_And_Damaging",50.7762557077626,13,8,45.897903372835,0.657981247746123,83.44,4,35387.6700736684,3,0.0648147786182977,12230
"Minor_Damage_And_Injuries",54.0182648401826,12,8,61.9416590701914,0.391482870537324,79.17,2,26040.2990908391,2,0.351388022143726,1317
"Significant_Damage_And_Serious_Injuries",40.7305936073059,13,6,79.0337283500456,0.232088712585647,78.68,7,43717.2844019346,1,0.00401610269010273,5881
"Highly_Fatal_And_Damaging",44.4748858447489,8,14,71.1941659070192,0.346765957446808,79.62,1,21782.8175480912,3,0.79055360627557,12213
"Highly_Fatal_And_Damaging",44.8401826484018,8,2,88.2406563354604,0.174750090155067,81.82,1,26663.9608352054,3,0.987286044625869,1171
"Highly_Fatal_And_Damaging",32.1917808219178,12,0,85.5970829535096,0.263823296069239,79.31,2,42885.3906813459,0,0.576831072177098,2563
"Highly_Fatal_And_Damaging",16.1643835616438,17,12,84.2752962625342,0.218745762711864,79.88,2,41380.2006558883,2,0.559006907847623,8466
"Highly_Fatal_And_Damaging",35.0228310502283,11,1,59.1613491340018,0.390761630003606,84.72,4,31228.5093177424,2,0.0577524992640029,2058
"Highly_Fatal_And_Damaging",49.6803652968036,7,1,78.9425706472197,0.207205914172377,78.86,4,41910.8098811917,3,0.0758160751129294,10443
"Significant_Damage_And_Serious_Injuries",54.2922374429224,16,24,56.9735642661805,0.438002884962135,81.43,3,39759.020002548,2,0.196540557788374,4244
"Highly_Fatal_And_Damaging",44.337899543379,8,19,57.8395624430264,0.30313090515687,80.63,7,44502.4966181395,2,0.00387806385854065,11208
"Highly_Fatal_And_Damaging",31.2328767123288,12,13,66.4995442114859,0.405547060944825,81.2,1,35522.8141162109,2,1.31166391799607,3513
"Highly_Fatal_And_Damaging",39.8173515981735,9,2,65.3600729261623,0.272478182473855,78.97,4,20390.8024862066,3,0.037029030621957,5306
"Significant_Damage_And_Serious_Injuries",39.1324200913242,13,0,53.9197812215132,0.61939487919221,79.76,3,42065.3824301481,3,0.20989097427362,6013
"Significant_Damage_And_Fatalities",70.6392694063927,11,0,86.8277119416591,0.188453660295708,79.71,2,46540.2467885055,3,0.637457086688145,1145
"Significant_Damage_And_Serious_Injuries",40.8675799086758,13,1,64.3573381950775,0.301327803822575,77.36,6,40487.0460768338,4,0.00990625580190773,755
"Significant_Damage_And_Fatalities",75.2054794520548,9,1,73.4731084776664,0.368763793725207,76.69,7,28815.0595298404,2,0.00291125090811163,12181
"Significant_Damage_And_Fatalities",53.1963470319635,16,0,82.9535095715588,0.179438153624233,81.83,7,22861.383659559,2,0.0020642750489768,6999
"Significant_Damage_And_Fatalities",37.5342465753425,11,3,49.4530537830446,0.515536242336819,80.07,4,29518.6129237704,2,0.0525367024728564,8837
"Highly_Fatal_And_Damaging",19.5890410958904,15,3,67.0464904284412,0.416365668950595,79.58,4,26744.8667985702,1,0.0487621006652892,12440
"Minor_Damage_And_Injuries",28.6301369863014,16,11,51.1850501367366,0.375615578795528,79.65,4,18842.7886746802,0,0.0350890825621048,10562
"Significant_Damage_And_Fatalities",72.0091324200913,10,3,75.7976298997265,0.342077893977641,80.43,5,12666.7712047322,3,0.00375549732045075,3995
"Significant_Damage_And_Serious_Injuries",50.5022831050228,10,0,80.6745670009116,0.240022358456545,78.84,3,36748.2703672973,4,0.182599552806783,10363
"Significant_Damage_And_Serious_Injuries",44.7488584474886,12,1,73.2907930720146,0.257692751532636,79.03,6,37541.6763730355,0,0.0101249384175377,12109
"Minor_Damage_And_Injuries",36.3470319634703,14,5,35.9161349134002,0.455673278038226,84.87,3,25032.8277022329,3,0.124631110425203,10108
"Minor_Damage_And_Injuries",56.9406392694064,11,5,64.4484958979034,0.45387017670393,82.73,2,31122.6458475577,2,0.422529599914483,858
"Highly_Fatal_And_Damaging",42.648401826484,9,0,74.7948951686418,0.338471691309052,84.62,1,33963.8106036965,3,1.24933997725514,947
"Highly_Fatal_And_Damaging",24.7945205479452,14,16,62.0328167730173,0.357945185719437,77.03,1,26397.2031206751,1,0.977273485934279,11314
"Minor_Damage_And_Injuries",39.4520547945205,17,2,69.2342752962625,0.343880995311936,80.2,2,18466.4302483408,4,0.238677717027038,10205
"Highly_Fatal_And_Damaging",47.8082191780822,7,6,67.6390154968095,0.269232600072124,77.33,4,20822.3094350999,3,0.0388307713777085,4608
"Highly_Fatal_And_Damaging",29.7260273972603,12,0,68.6417502278943,0.412038225748287,81.48,2,27975.799439279,1,0.37781960523515,9559
"Highly_Fatal_And_Damaging",13.6529680365297,17,12,63.3090246125798,0.306737107825459,79.67,1,44290.070229661,2,1.61643465200067,6275
"Highly_Fatal_And_Damaging",6.34703196347032,19,5,75.7976298997265,0.394367832672196,79.69,7,23042.462103486,2,0.00222971733346745,8700
"Significant_Damage_And_Serious_Injuries",32.0091324200913,15,7,64.3573381950775,0.4145625676163,80.59,2,39482.9418262533,2,0.532383164557223,8484
"Highly_Fatal_And_Damaging",63.6529680365297,10,11,54.0565177757521,0.528518571943743,78.86,2,42365.0610556393,0,0.576201428940559,1291
"Significant_Damage_And_Fatalities",65.4337899543379,4,2,50.6381039197812,0.479474215650919,78.18,3,28135.9173146792,4,0.141031133810539,3736
"Significant_Damage_And_Serious_Injuries",36.8949771689498,14,0,70.8751139471286,0.205402812838081,83.03,1,47358.6935139444,2,1.73952817986032,6038
"Significant_Damage_And_Fatalities",76.3926940639269,9,9,66.9553327256153,0.463246303642264,77.4,7,39189.4780352356,2,0.00348072307499041,3322
"Significant_Damage_And_Serious_Injuries",43.6529680365297,12,8,52.1877848678213,0.568186801298233,79.58,2,22671.8172128642,1,0.302231914191802,581
"Highly_Fatal_And_Damaging",21.2785388127854,15,17,74.7493163172288,0.412759466282005,81.15,2,33730.6363753111,1,0.453693975116104,10558
"Significant_Damage_And_Fatalities",69.9543378995434,11,3,66.1349134001823,0.296279120086549,78.63,6,37123.4671202188,2,0.00899424219999056,5443
"Minor_Damage_And_Injuries",35.3881278538813,18,4,80.4010938924339,0.337029210241615,79.85,2,39903.4967278214,1,0.542971582342991,1627
"Significant_Damage_And_Serious_Injuries",52.283105022831,9,4,62.6709206927985,0.461803822574828,88.74,6,34501.86147776,2,0.00919704057079272,4185
"Highly_Fatal_And_Damaging",44.8401826484018,8,2,88.2406563354604,0.199632888568337,78.93,3,34610.760612027,4,0.17306668059366,5786
"Highly_Fatal_And_Damaging",45.3424657534247,8,1,78.9881494986326,0.309622069960331,84.62,4,28364.6114565323,3,0.0514949039430899,10115
"Highly_Fatal_And_Damaging",44.7945205479452,8,22,57.2926162260711,0.475868012982329,77.08,3,36411.9266798379,1,0.181817781956416,10189
"Significant_Damage_And_Serious_Injuries",39.4520547945205,13,4,62.1695533272562,0.496423368193292,79.89,5,21612.7535707374,1,0.0145494650084558,7129
"Significant_Damage_And_Serious_Injuries",72.1004566210046,9,7,40.8386508659982,0.406628921745402,82.97,5,6543.68933703962,4,0.00451160449111055,976
"Highly_Fatal_And_Damaging",41.0958904109589,16,5,55.1048313582498,0.309982690227191,77.27,3,35794.8363803313,2,0.1788416951388,10277
"Significant_Damage_And_Fatalities",14.5205479452055,17,12,38.1494986326345,0.705583122971511,76.61,1,48855.4898240516,2,1.78728887212675,9466
"Significant_Damage_And_Fatalities",37.4885844748858,10,3,51.7775752051048,0.606412549585286,79.37,5,28875.5800147687,1,0.0195220582116127,1707
"Highly_Fatal_And_Damaging",40.2739726027397,9,6,69.0519598906108,0.408071402812838,79.27,1,22002.7278267057,2,0.819092324798317,12291
"Minor_Damage_And_Injuries",70.0456621004566,4,1,55.6061987237922,0.380303642264695,82.02,3,30551.9144715984,2,0.151840046781855,7417
"Significant_Damage_And_Fatalities",40.5479452054794,20,6,59.7538742023701,0.334865488640461,77.22,6,40846.9168997547,4,0.00930781326945242,5635
"Significant_Damage_And_Serious_Injuries",52.9223744292237,9,3,74.2935278030994,0.58729967544176,97.51,3,35921.3147111583,1,0.179231172923617,8960
"Minor_Damage_And_Injuries",76.6666666666667,6,21,65.0865998176846,0.46108258204111,75.41,2,43310.6014766505,4,0.587649264666186,3386
"Significant_Damage_And_Serious_Injuries",33.1050228310502,15,2,76.8003646308113,0.380303642264695,85.3,3,25735.8047537328,2,0.128711312514445,9131
"Minor_Damage_And_Injuries",55.0684931506849,12,1,63.7192342752963,0.482359177785791,77.6,2,25730.2207538216,2,0.349502745439655,7219
"Highly_Fatal_And_Damaging",12.4657534246575,18,2,74.1567912488605,0.223433826181031,82.5,5,21954.4716580689,2,0.0147190422445625,11733
"Minor_Damage_And_Injuries",54.1095890410959,12,4,63.6736554238833,0.225236927515326,79.65,2,23570.7799761552,3,0.321537842277719,2763
"Minor_Damage_And_Injuries",58.675799086758,11,1,78.9425706472197,0.268150739271547,78.72,2,25486.8254567764,1,0.347656319724328,4928
"Highly_Fatal_And_Damaging",36.62100456621,11,4,73.746581586144,0.29591849981969,80.26,4,17735.214441938,3,0.0317004518773675,4309
"Significant_Damage_And_Fatalities",46.6666666666667,18,4,71.8778486782133,0.362272628921745,77.27,7,28356.8132043199,3,0.00285243646533231,7280
"Significant_Damage_And_Serious_Injuries",33.1050228310502,15,12,82.4977210574294,0.211893977641543,80.83,6,32585.4841917493,3,0.00812807991710159,11304
"Significant_Damage_And_Serious_Injuries",51.2785388127854,10,13,66.1349134001823,0.286542372881356,77.27,7,40019.496871603,1,0.00348072307499041,10064
"Minor_Damage_And_Injuries",57.0319634703196,12,33,60.3463992707384,0.265626397403534,80.34,5,45881.8023814062,2,0.0311311252022979,8666
"Highly_Fatal_And_Damaging",17.4429223744292,16,4,92.9352780309936,0.185208077893978,79.98,1,21662.1727035104,3,0.79055360627557,11101
"Minor_Damage_And_Injuries",42.283105022831,16,7,88.8787602552416,0.346405337179949,80.65,6,34481.225822636,1,0.00900117966949737,8295
"Significant_Damage_And_Serious_Injuries",69.9086757990868,8,2,37.2835004557886,0.694764514965741,79.56,7,29654.872160627,3,0.00277595369618666,9467
"Highly_Fatal_And_Damaging",2.73972602739726,20,0,76.0255241567913,0.394367832672196,77.56,7,35962.4219910256,1,0.00332459217846874,3829
"Highly_Fatal_And_Damaging",33.6529680365297,12,9,59.9817684594348,0.358305805986296,84.14,3,33553.4782836866,0,0.168173042884736,8777
"Significant_Damage_And_Fatalities",31.5981735159817,12,3,54.6946216955333,0.478392354850342,77.75,4,15949.8073396295,3,0.0284279690986392,8902
"Highly_Fatal_And_Damaging",14.0639269406393,17,13,62.3518687329079,0.477671114316625,80.23,4,27508.984750849,2,0.0495634535588507,9801
"Significant_Damage_And_Serious_Injuries",53.8356164383562,5,4,60.6198723792161,0.37489433826181,81.15,3,24203.6895848125,1,0.120446192106227,10876
"Highly_Fatal_And_Damaging",25.296803652968,14,4,58.2953509571559,0.330538045438154,81.71,4,32979.4479058636,1,0.0605695652954106,1544
"Highly_Fatal_And_Damaging",19.6803652968037,16,21,61.3491340018232,0.405186440677966,86.43,5,36626.3024878979,1,0.0244045214906998,3732
"Minor_Damage_And_Injuries",60.1369863013699,10,0,65.3600729261623,0.46108258204111,75.61,6,27070.5380319051,1,0.00683385055298559,10754
"Minor_Damage_And_Injuries",53.8812785388128,12,8,82.5888787602553,0.211893977641543,75.76,2,34553.5335145431,2,0.467631224501648,11692
"Significant_Damage_And_Fatalities",10.8675799086758,18,2,31.5405651777575,0.683945906959971,81.14,1,42207.8989235388,1,1.57560922196678,7466
"Significant_Damage_And_Serious_Injuries",33.9269406392694,15,0,62.8076572470374,0.392204111071042,79.46,3,28742.1312654465,2,0.141411385811606,7415
"Minor_Damage_And_Injuries",50.365296803653,13,0,58.3865086599818,0.303852145690588,79.27,2,32765.992595361,0,0.444452039038506,996
"Minor_Damage_And_Injuries",63.972602739726,6,0,39.7447584320875,0.634901550667147,78.03,2,33751.1121700652,2,0.456408005653463,8477
"Highly_Fatal_And_Damaging",76.62100456621,6,10,55.0592525068368,0.528518571943743,82.64,3,46296.737183495,2,0.232376595778976,5490
"Significant_Damage_And_Fatalities",42.0547945205479,19,17,80.4010938924339,0.246513523260007,79.18,6,37908.7765733728,2,0.00957553756891347,7907
"Significant_Damage_And_Serious_Injuries",42.1004566210046,19,2,53.9653600729262,0.476589253516048,77.78,7,40075.9286978829,3,0.00339558807343417,3347
"Significant_Damage_And_Serious_Injuries",31.9178082191781,15,3,58.9334548769371,0.609658131987018,79.09,3,34587.8862136885,1,0.172818256004364,9630
"Highly_Fatal_And_Damaging",38.9041095890411,10,0,72.4247948951687,0.322604399567255,80.67,7,28187.9686431539,2,0.00277618537959387,8742
"Significant_Damage_And_Serious_Injuries",45.2054794520548,11,5,67.0920692798541,0.413120086548864,82.73,6,14632.5824363256,2,0.00341451541179736,10239
"Highly_Fatal_And_Damaging",28.2191780821918,13,6,61.3947128532361,0.444133429498738,76.8,2,25806.0480465467,2,0.348220671345902,2896
"Significant_Damage_And_Fatalities",36.2557077625571,11,4,45.8067456700091,0.610739992787594,81.42,3,34132.2412197546,2,0.171510133935463,10047
"Highly_Fatal_And_Damaging",83.6986301369863,3,2,55.0592525068368,0.261659574468085,78.97,7,40987.1094313103,1,0.00340300794355129,11233
"Significant_Damage_And_Serious_Injuries",54.6575342465753,9,5,74.5214220601641,0.207205914172377,78.67,7,52054.3002379775,2,0.00454671815180665,8679
"Highly_Fatal_And_Damaging",12.3744292237443,18,0,59.024612579763,0.284739271547061,79.85,4,38369.5925771444,2,0.0703800483391097,7706
"Highly_Fatal_And_Damaging",42.648401826484,9,0,58.7055606198724,0.502553912729895,81.8,4,33758.5844534383,1,0.0619950696061957,11753
"Minor_Damage_And_Injuries",44.4748858447489,12,2,56.4721969006381,0.466491886043996,79.29,6,38671.1085004594,2,0.0103007561471358,5998
"Significant_Damage_And_Serious_Injuries",38.5844748858447,13,0,67.0920692798541,0.383549224666426,80.14,6,34289.0143128188,1,0.00897565017253988,8499
"Significant_Damage_And_Fatalities",72.3287671232876,10,2,64.4029170464904,0.219827623512441,78.96,7,28153.6835624095,3,0.00283482891951351,6408
"Significant_Damage_And_Serious_Injuries",37.9908675799087,13,7,61.2579762989973,0.355781464118283,75.94,4,18673.766897687,3,0.0340977244601301,4528
"Significant_Damage_And_Serious_Injuries",55.9360730593607,15,4,55.4694621695533,0.456394518571944,83.28,7,45649.8132732537,2,0.0038460374795458,10652
"Highly_Fatal_And_Damaging",26.3013698630137,14,13,72.0145852324522,0.237858636855391,81.29,4,34397.7574159421,0,0.0633223123824082,8170
"Minor_Damage_And_Injuries",43.972602739726,15,4,62.1239744758432,0.28870609448251,80.55,1,43148.0017161796,2,1.62375240575535,10681
"Highly_Fatal_And_Damaging",32.9223744292237,12,14,65.587967183227,0.329095564370718,82.02,4,31967.4549517257,0,0.0583819270530569,9087
"Significant_Damage_And_Serious_Injuries",55.3424657534247,8,10,77.4384685505925,0.414201947349441,84.92,3,37378.440261456,3,0.185748515118673,10022
"Significant_Damage_And_Serious_Injuries",55.1141552511415,8,13,61.485870556062,0.443051568698161,84.19,3,36056.3247444592,2,0.179225376528475,11212
"Highly_Fatal_And_Damaging",53.013698630137,6,1,59.024612579763,0.438002884962135,76.37,7,45864.1780423704,3,0.00395710657286073,9434
"Highly_Fatal_And_Damaging",33.1963470319635,12,3,66.3172288058341,0.406989542012261,80.27,1,46755.5164453914,1,1.75661161113112,5542
"Highly_Fatal_And_Damaging",43.6529680365297,15,2,38.3318140382862,0.635622791200865,79.03,3,11809.795062478,2,0.0601940801560098,2474
"Minor_Damage_And_Injuries",53.8812785388128,12,34,66.9553327256153,0.420332491886044,86.39,2,44377.5915457626,2,0.598166042993753,2126
"Significant_Damage_And_Serious_Injuries",78.2191780821918,9,0,51.0027347310848,0.538976559682654,82.64,7,33673.5787819803,4,0.00301174000967889,7601
"Significant_Damage_And_Serious_Injuries",49.3607305936073,10,3,74.567000911577,0.224515686981608,79.76,3,19352.8761801669,3,0.0966196448634178,3958
"Significant_Damage_And_Serious_Injuries",41.0502283105023,13,0,62.9443938012762,0.321522538766679,78.71,3,22969.338276676,1,0.115305351126024,2273
"Minor_Damage_And_Injuries",48.9954337899543,10,19,51.7775752051048,0.480556076451497,83.71,7,40277.3094684945,1,0.0037165658789909,1030
"Significant_Damage_And_Serious_Injuries",44.9771689497717,12,4,72.6526891522334,0.378139920663541,82.23,2,59108.8771655082,4,0.751591484711042,5457
"Significant_Damage_And_Serious_Injuries",35.5251141552511,14,5,65.8614402917047,0.247595384060584,80.22,6,26880.3421862433,2,0.00651342580152575,2027
"Significant_Damage_And_Serious_Injuries",47.5342465753425,17,12,49.0428441203282,0.687191489361702,76.34,6,47156.9384261401,4,0.0115992727931572,3696
"Highly_Fatal_And_Damaging",32.5570776255708,12,33,75.2506836827712,0.405547060944825,77.49,1,45265.3882053258,3,1.66834320727201,1810
"Minor_Damage_And_Injuries",43.013698630137,16,2,67.7757520510483,0.313228272628922,80.8,2,27412.2647189097,3,0.368581314855344,611
"Highly_Fatal_And_Damaging",33.7899543378995,18,1,56.2443026435734,0.47911359538406,87.11,1,39289.2195249257,3,1.440337228588,11220
"Significant_Damage_And_Serious_Injuries",50.5022831050228,10,7,66.9097538742024,0.417086909484313,77.4,4,20637.7837001384,1,0.0373628855614637,3677
"Significant_Damage_And_Fatalities",60.5479452054795,14,11,73.0173199635369,0.29591849981969,79.64,7,25158.3121080831,4,0.00239474352382663,4616
"Significant_Damage_And_Fatalities",82.5114155251141,7,11,56.8368277119417,0.448460872701046,84.52,7,41242.3724679574,2,0.00394519026872028,767
"Significant_Damage_And_Serious_Injuries",54.8401826484018,9,3,56.9735642661805,0.54402524341868,83.72,7,26885.1576261271,3,0.00228033728226571,7858
"Highly_Fatal_And_Damaging",41.6438356164383,16,1,56.9735642661805,0.786362062747926,78.99,2,14836.3056854253,2,0.178843572386274,6253
"Significant_Damage_And_Fatalities",65.662100456621,12,4,66.5451230628988,0.312507032095204,81.27,7,30955.5308494645,3,0.00262759331216413,5166
"Significant_Damage_And_Serious_Injuries",52.283105022831,9,12,71.7411121239745,0.324046880634692,78.4,6,39615.1050970733,3,0.00977993678789187,10454
"Significant_Damage_And_Fatalities",39.7260273972603,10,4,54.3755697356427,0.293033537684818,82.48,4,37726.6341340949,0,0.0697482164177026,4602
"Significant_Damage_And_Fatalities",25.8904109589041,14,0,40.4740200546946,0.598118283447529,82.72,4,27012.0015458188,2,0.0490861678801767,6611
