ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
459746,Male,,56,Yes,Artist,1.0,Average,2.0,Cat_6,B
466274,Male,Yes,69,Yes,Executive,0.0,Low,,Cat_6,A
467499,Male,Yes,40,Yes,Artist,,Low,3.0,Cat_6,C
467423,Male,Yes,61,Yes,Artist,0.0,Low,1.0,Cat_6,B
463865,Male,Yes,46,Yes,Artist,0.0,Average,5.0,Cat_6,B
467504,Female,,31,No,Doctor,1.0,Low,4.0,Cat_6,D
458984,Male,Yes,39,Yes,Artist,0.0,Average,3.0,Cat_6,C
459142,Female,Yes,89,Yes,Artist,0.0,High,3.0,Cat_6,C
462993,Male,Yes,30,No,Artist,,Average,3.0,Cat_6,B
467947,Female,,59,Yes,Artist,1.0,Average,4.0,Cat_6,C
466389,Female,Yes,47,Yes,Engineer,0.0,Average,2.0,Cat_6,A
460632,Female,No,22,No,Healthcare,0.0,Low,3.0,Cat_3,D
465626,Female,No,42,Yes,Artist,7.0,Low,3.0,Cat_6,C
461768,Male,Yes,69,Yes,Artist,0.0,High,2.0,Cat_6,C
462242,Female,No,30,Yes,Entertainment,0.0,Low,5.0,Cat_1,D
466949,Male,Yes,39,No,Executive,12.0,High,7.0,Cat_6,B
465479,Male,No,27,No,Artist,1.0,Low,1.0,Cat_4,D
464845,Male,Yes,30,No,Engineer,1.0,Average,3.0,Cat_4,A
465066,Male,Yes,47,Yes,Executive,7.0,High,4.0,Cat_6,C
466817,Female,Yes,81,No,Lawyer,0.0,High,2.0,Cat_6,B
466436,Male,Yes,42,No,Doctor,0.0,Average,3.0,Cat_6,B
467974,Female,No,43,Yes,Artist,1.0,Low,1.0,Cat_4,B
460341,Female,No,31,No,Entertainment,11.0,Low,5.0,Cat_7,D
467463,Female,Yes,39,Yes,Artist,8.0,Average,3.0,Cat_6,B
466235,Female,Yes,57,Yes,Artist,0.0,Average,4.0,Cat_4,C
459371,Male,Yes,35,Yes,,,Low,2.0,Cat_6,A
460233,Male,No,43,Yes,Doctor,0.0,Low,,Cat_6,D
466094,Female,No,31,No,Healthcare,0.0,Low,3.0,Cat_6,B
461451,Female,No,28,Yes,Engineer,1.0,Low,6.0,Cat_2,A
460473,Male,Yes,58,Yes,Artist,0.0,Average,2.0,Cat_4,B
461786,Male,Yes,71,Yes,Lawyer,0.0,High,2.0,Cat_6,C
466745,Female,Yes,36,Yes,Homemaker,0.0,Average,2.0,Cat_6,B
460124,Female,No,43,Yes,Artist,1.0,Low,3.0,Cat_6,A
459910,Male,Yes,69,Yes,Artist,1.0,Low,2.0,Cat_6,B
464082,Male,Yes,77,Yes,Lawyer,0.0,Low,1.0,Cat_6,A
461487,Male,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,C
465188,Female,Yes,50,Yes,Artist,1.0,Average,4.0,Cat_6,B
467255,Female,No,40,Yes,Healthcare,6.0,Low,2.0,Cat_6,D
466993,Female,Yes,43,Yes,Engineer,9.0,Average,2.0,Cat_6,C
467151,Male,No,37,No,Entertainment,,Low,1.0,Cat_6,D
467480,Male,Yes,35,Yes,Artist,,Average,,Cat_6,D
464403,Female,Yes,65,Yes,Lawyer,0.0,High,3.0,Cat_6,C
461518,Female,Yes,46,Yes,Artist,0.0,Average,4.0,Cat_3,B
464848,Male,Yes,35,No,Entertainment,1.0,Average,4.0,Cat_4,B
460715,Female,Yes,86,No,Lawyer,0.0,High,2.0,Cat_6,A
466963,Male,No,63,No,Entertainment,7.0,Low,1.0,Cat_6,A
466508,Female,Yes,40,Yes,Artist,9.0,Average,5.0,Cat_6,B
460125,Female,Yes,55,Yes,Artist,10.0,Low,1.0,Cat_6,B
462325,Male,No,37,Yes,Healthcare,1.0,Low,4.0,Cat_4,B
461537,Male,No,31,Yes,Artist,0.0,Low,1.0,Cat_6,B
461679,Male,No,28,Yes,Healthcare,4.0,Low,4.0,Cat_6,D
463559,Female,Yes,48,Yes,Engineer,1.0,High,3.0,Cat_6,B
464330,Male,No,38,Yes,Artist,,Low,2.0,Cat_6,A
467018,Male,Yes,57,Yes,Artist,1.0,Average,5.0,Cat_6,C
463160,Female,No,48,No,Entertainment,,Low,1.0,Cat_6,B
467736,Female,Yes,79,Yes,Lawyer,4.0,High,,Cat_6,B
466104,Male,Yes,81,Yes,Lawyer,1.0,Low,1.0,Cat_6,B
467825,Female,No,21,No,Marketing,1.0,Low,8.0,Cat_6,C
466599,Female,No,33,Yes,Healthcare,1.0,Low,2.0,Cat_6,C
466724,Male,No,38,Yes,Artist,0.0,Low,2.0,Cat_6,B
463062,Female,Yes,37,Yes,Artist,,Average,3.0,Cat_6,B
467881,Female,No,33,Yes,Artist,10.0,Low,1.0,Cat_7,A
462578,Male,Yes,38,Yes,Artist,8.0,Average,2.0,Cat_4,B
459177,Female,Yes,39,Yes,Artist,1.0,Average,4.0,Cat_6,A
459232,Female,Yes,59,Yes,Artist,0.0,High,2.0,Cat_6,C
459302,Female,Yes,57,Yes,Artist,,Average,4.0,Cat_2,C
467019,Male,Yes,80,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
462122,Male,Yes,42,No,Entertainment,6.0,Low,3.0,Cat_6,B
459776,Male,Yes,75,Yes,Lawyer,2.0,Low,1.0,Cat_6,D
466074,Female,No,29,No,Engineer,9.0,Low,2.0,Cat_4,A
461528,Female,No,33,Yes,Engineer,1.0,Low,2.0,Cat_6,A
464375,Female,Yes,63,Yes,Artist,1.0,Low,2.0,Cat_6,B
460138,Male,No,33,Yes,Entertainment,9.0,Low,6.0,Cat_6,D
460232,Male,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
464444,Male,Yes,36,Yes,Artist,8.0,Average,2.0,Cat_6,C
467783,Female,Yes,53,Yes,Artist,0.0,Average,3.0,Cat_6,C
460497,Male,Yes,35,Yes,Entertainment,6.0,Low,5.0,Cat_3,D
465124,Female,Yes,29,Yes,Healthcare,6.0,Average,2.0,Cat_6,A
464602,Female,Yes,31,Yes,Healthcare,0.0,Low,1.0,Cat_1,D
465581,Male,Yes,38,Yes,Artist,0.0,Low,4.0,Cat_3,A
462750,Male,No,22,No,Healthcare,9.0,Low,8.0,Cat_6,D
461258,Female,Yes,57,Yes,Artist,1.0,Average,3.0,Cat_4,C
464958,Female,Yes,42,No,Engineer,1.0,Average,6.0,Cat_4,B
462537,Male,No,78,Yes,Entertainment,,Low,1.0,Cat_6,C
462268,Female,Yes,77,Yes,Lawyer,6.0,High,2.0,Cat_6,B
460920,Male,Yes,79,Yes,Lawyer,1.0,High,2.0,Cat_6,C
463816,Male,Yes,53,Yes,Healthcare,3.0,High,4.0,Cat_7,B
461712,Female,Yes,42,Yes,Artist,1.0,Low,2.0,Cat_6,A
461846,Female,No,72,Yes,Artist,1.0,Low,2.0,Cat_2,B
464315,Male,Yes,71,No,Executive,1.0,Average,2.0,Cat_6,C
467607,Female,No,25,No,Engineer,9.0,Low,1.0,Cat_6,D
459259,Male,Yes,74,Yes,Lawyer,,High,2.0,Cat_6,C
465224,Male,Yes,61,Yes,Executive,0.0,Low,3.0,Cat_6,D
463181,Male,Yes,48,Yes,Doctor,5.0,Average,3.0,Cat_5,B
467932,Female,No,28,No,Healthcare,0.0,Low,4.0,Cat_6,D
466876,Female,Yes,43,Yes,Entertainment,0.0,Average,2.0,Cat_2,C
463401,Female,No,18,No,Healthcare,,Low,3.0,Cat_3,D
464071,Male,Yes,82,Yes,Lawyer,0.0,High,2.0,Cat_6,B
464202,Male,Yes,40,Yes,Artist,14.0,Low,1.0,Cat_6,A
467163,Male,No,32,No,Healthcare,9.0,Low,3.0,Cat_6,D
463453,Male,No,27,Yes,Healthcare,,Low,4.0,Cat_6,B
466795,Male,,55,Yes,Entertainment,,Average,5.0,Cat_6,B
461932,Female,No,21,No,Healthcare,3.0,Low,2.0,Cat_4,D
467280,Female,No,28,No,Entertainment,10.0,Low,2.0,Cat_6,D
463658,Male,Yes,43,Yes,Artist,3.0,Average,3.0,Cat_6,C
460579,Female,Yes,38,No,Engineer,0.0,Average,5.0,Cat_3,A
462310,Male,Yes,63,Yes,Artist,5.0,Average,4.0,Cat_6,C
460321,Male,Yes,25,Yes,Artist,3.0,Average,2.0,Cat_6,B
464537,Male,Yes,41,Yes,Artist,8.0,Average,3.0,Cat_6,A
463335,Male,No,27,Yes,Doctor,,Low,1.0,Cat_4,A
467346,Male,Yes,37,Yes,Artist,1.0,Average,3.0,Cat_6,C
466126,Female,Yes,57,No,Engineer,0.0,Low,1.0,Cat_6,B
464058,Male,Yes,86,Yes,Healthcare,0.0,Low,1.0,Cat_6,D
462232,Male,Yes,56,No,Executive,1.0,High,8.0,Cat_4,A
463034,Female,No,27,Yes,Homemaker,9.0,Low,1.0,Cat_6,D
459543,Male,Yes,70,No,Executive,1.0,High,2.0,Cat_6,A
459635,Female,No,22,No,Healthcare,8.0,Low,4.0,Cat_6,D
464097,Male,Yes,35,Yes,Doctor,5.0,High,2.0,Cat_6,D
466930,Male,No,31,No,Healthcare,2.0,Low,2.0,Cat_5,A
463866,Male,Yes,40,Yes,Artist,1.0,Average,4.0,Cat_6,C
465387,Female,Yes,43,Yes,Artist,0.0,Low,2.0,Cat_6,C
463246,Female,Yes,38,No,Engineer,9.0,Low,2.0,Cat_6,A
459719,Male,Yes,84,Yes,Lawyer,,Low,,Cat_4,D
462241,Female,No,28,No,Entertainment,1.0,Low,4.0,Cat_6,D
462198,Female,No,39,No,Engineer,2.0,Low,,Cat_3,D
463283,Female,No,48,Yes,Artist,1.0,Low,1.0,Cat_3,B
466983,Female,Yes,41,Yes,Artist,8.0,Average,2.0,Cat_6,C
462812,Female,No,29,No,Healthcare,0.0,Low,3.0,Cat_6,C
462496,Male,Yes,45,No,Artist,1.0,Average,3.0,Cat_6,A
461782,Female,Yes,45,Yes,Artist,,High,5.0,Cat_6,C
460405,Female,No,41,Yes,Entertainment,5.0,Low,2.0,Cat_6,D
460757,Female,Yes,28,No,Homemaker,9.0,High,3.0,Cat_6,A
467396,Male,No,20,,Healthcare,0.0,Low,3.0,Cat_6,D
466546,Female,Yes,69,Yes,Lawyer,1.0,High,2.0,Cat_6,B
459138,Male,Yes,53,Yes,Artist,1.0,Average,3.0,Cat_6,C
464830,Male,,47,,Executive,1.0,Average,5.0,Cat_4,B
459194,Female,Yes,81,Yes,Lawyer,1.0,High,2.0,Cat_6,C
465043,Male,Yes,48,Yes,Doctor,9.0,Average,5.0,Cat_6,C
461435,Female,Yes,45,Yes,Artist,8.0,Average,2.0,Cat_6,C
462512,Female,Yes,28,No,Entertainment,,Average,2.0,Cat_4,A
467677,Male,Yes,57,No,Entertainment,0.0,High,3.0,Cat_4,D
464216,Male,Yes,51,Yes,Artist,,High,3.0,Cat_6,A
463279,Male,No,27,No,Entertainment,0.0,Low,3.0,Cat_3,A
460395,Female,No,27,Yes,Entertainment,8.0,Low,3.0,Cat_6,D
462308,Male,Yes,30,Yes,Healthcare,1.0,High,2.0,Cat_4,B
461309,Female,No,21,No,Healthcare,1.0,Low,4.0,Cat_6,D
459310,Male,No,38,Yes,Entertainment,1.0,Low,2.0,Cat_2,D
459786,Male,Yes,57,No,Marketing,1.0,High,3.0,Cat_6,A
467215,Female,Yes,78,Yes,Lawyer,1.0,High,2.0,Cat_6,C
460613,Female,Yes,46,Yes,Homemaker,8.0,Average,3.0,Cat_3,C
461682,Male,Yes,75,No,Executive,1.0,High,2.0,Cat_6,C
466979,Female,Yes,39,Yes,Homemaker,,Low,1.0,Cat_3,A
467077,Male,,61,Yes,Artist,1.0,Average,5.0,Cat_6,C
465605,Female,Yes,52,Yes,Engineer,4.0,Low,1.0,Cat_3,B
463896,Female,No,25,No,Homemaker,0.0,Low,3.0,Cat_2,C
463481,Female,Yes,37,Yes,Artist,,Average,3.0,Cat_7,B
463323,Male,Yes,31,Yes,Healthcare,2.0,Low,2.0,Cat_6,D
464033,Female,No,18,No,Healthcare,1.0,Low,4.0,Cat_6,D
467637,Male,No,36,Yes,Engineer,,Low,2.0,Cat_3,D
465456,Female,Yes,59,Yes,Artist,3.0,High,5.0,Cat_1,B
467831,Male,Yes,39,Yes,Artist,0.0,Average,2.0,Cat_6,C
466041,Female,Yes,52,,Engineer,1.0,Low,1.0,Cat_4,A
464285,Female,No,25,Yes,Artist,9.0,Low,1.0,Cat_6,B
465697,Female,Yes,47,No,Artist,7.0,Low,1.0,Cat_6,C
465199,Male,Yes,32,Yes,Entertainment,1.0,Low,2.0,Cat_6,A
466057,Female,Yes,38,No,Doctor,1.0,Average,2.0,Cat_4,D
467327,Male,Yes,52,Yes,Artist,3.0,Average,4.0,Cat_6,C
460495,Male,No,21,No,Healthcare,0.0,Low,6.0,Cat_3,D
466180,Male,Yes,70,No,Lawyer,0.0,Low,1.0,Cat_6,B
467954,Male,No,31,No,Healthcare,8.0,Low,4.0,Cat_6,D
467915,Female,No,23,No,Doctor,0.0,Low,4.0,Cat_6,C
464786,Male,No,33,No,Marketing,1.0,Low,3.0,Cat_4,D
462811,Male,Yes,37,Yes,Marketing,,High,2.0,Cat_6,B
459220,Female,Yes,77,Yes,Lawyer,1.0,High,2.0,Cat_6,A
461196,Female,Yes,42,Yes,Engineer,8.0,Low,2.0,Cat_3,D
465069,Male,Yes,73,Yes,Healthcare,1.0,Average,3.0,Cat_6,C
464959,Female,Yes,40,Yes,Engineer,1.0,Average,6.0,Cat_4,B
460537,Female,No,33,Yes,Artist,0.0,Low,3.0,Cat_3,A
461019,Male,No,18,No,Healthcare,0.0,Low,3.0,Cat_3,D
467240,Female,,22,No,Doctor,6.0,High,3.0,Cat_6,D
460116,Female,Yes,43,Yes,,1.0,Low,2.0,Cat_6,D
466319,Female,,29,No,Healthcare,1.0,Low,4.0,Cat_6,C
465801,Male,,37,Yes,Doctor,8.0,Low,6.0,Cat_6,C
461686,Male,Yes,59,Yes,Artist,1.0,Low,2.0,Cat_6,B
459263,Female,No,32,No,Healthcare,8.0,Low,4.0,Cat_6,D
460487,Female,No,42,No,Homemaker,,Low,1.0,Cat_3,B
462947,Female,Yes,46,Yes,Artist,1.0,Low,1.0,Cat_6,B
463875,Male,Yes,53,Yes,Entertainment,1.0,Low,3.0,Cat_2,A
459704,Male,Yes,41,Yes,Artist,1.0,Average,3.0,Cat_6,B
467741,Male,No,21,No,Healthcare,1.0,Low,3.0,Cat_4,D
464978,Male,Yes,62,No,Executive,0.0,High,2.0,Cat_4,B
465402,Male,No,31,No,Healthcare,,Low,,Cat_6,D
465191,Female,No,58,Yes,Engineer,1.0,Low,1.0,Cat_6,A
459459,Male,Yes,36,Yes,Artist,4.0,Low,1.0,Cat_6,A
467458,Female,No,28,Yes,Entertainment,0.0,Low,2.0,Cat_6,D
459223,Female,Yes,47,Yes,Doctor,1.0,Average,4.0,Cat_6,C
465762,Female,No,36,No,Engineer,9.0,Low,,Cat_4,D
466882,Male,No,36,Yes,Artist,0.0,Low,,Cat_6,A
463170,Female,,33,Yes,Healthcare,0.0,Low,5.0,Cat_3,D
462296,Female,Yes,46,Yes,Artist,0.0,High,4.0,Cat_6,C
466625,Male,Yes,49,Yes,Artist,0.0,Average,2.0,Cat_7,C
462043,Male,No,33,No,Healthcare,0.0,Low,5.0,Cat_6,C
466777,Female,Yes,49,Yes,Homemaker,8.0,Average,2.0,Cat_6,C
459959,Male,Yes,25,Yes,Artist,9.0,Low,4.0,Cat_6,D
462470,Male,Yes,80,Yes,Executive,3.0,Low,1.0,Cat_6,B
460805,Male,No,36,Yes,Healthcare,8.0,Low,4.0,Cat_2,A
460026,Male,No,26,No,Engineer,7.0,Low,1.0,Cat_6,D
463244,Female,Yes,45,No,Doctor,1.0,Low,1.0,Cat_6,B
463902,Female,Yes,41,Yes,Entertainment,,Average,4.0,Cat_6,C
462032,Female,Yes,69,Yes,Artist,0.0,Low,2.0,Cat_6,C
467291,Male,Yes,53,Yes,Entertainment,1.0,Average,4.0,Cat_6,D
467847,Male,Yes,41,Yes,Artist,8.0,High,2.0,Cat_2,A
462243,Male,Yes,43,No,Executive,1.0,Low,4.0,Cat_6,A
466626,Female,Yes,51,Yes,Artist,1.0,Average,2.0,Cat_7,C
464372,Male,Yes,45,Yes,Artist,1.0,Average,6.0,Cat_5,C
465005,Male,Yes,50,Yes,Executive,4.0,High,3.0,Cat_6,C
466185,Male,Yes,57,Yes,Doctor,0.0,Average,4.0,Cat_6,C
462165,Male,Yes,70,Yes,Lawyer,3.0,High,2.0,Cat_6,D
464740,Female,Yes,59,No,Artist,1.0,Low,3.0,Cat_4,C
467391,Male,Yes,84,Yes,Lawyer,,Low,1.0,Cat_6,C
463753,Female,No,30,Yes,Healthcare,0.0,Low,5.0,Cat_2,D
460892,Male,Yes,43,Yes,Engineer,,Average,4.0,Cat_7,A
459852,Male,No,40,Yes,Artist,7.0,Low,1.0,Cat_6,A
460777,Male,Yes,74,No,Lawyer,0.0,Low,1.0,Cat_6,D
463202,Male,No,33,No,Marketing,0.0,Low,3.0,Cat_3,D
466973,Female,Yes,63,Yes,Marketing,2.0,Low,1.0,Cat_6,D
460739,Male,Yes,41,Yes,Executive,,High,5.0,Cat_6,A
459217,Female,Yes,60,No,Lawyer,1.0,Average,3.0,Cat_6,B
462148,Male,Yes,62,Yes,Artist,0.0,Average,,Cat_4,C
462265,Male,No,31,Yes,Doctor,3.0,Low,4.0,Cat_6,C
460455,Female,Yes,28,Yes,Homemaker,9.0,Average,2.0,Cat_3,B
462402,Female,Yes,37,No,Entertainment,1.0,Average,2.0,Cat_4,D
459386,Male,Yes,70,No,Lawyer,0.0,High,2.0,Cat_6,B
461526,Male,Yes,78,No,Entertainment,0.0,Low,2.0,Cat_6,D
466782,Male,No,19,No,,9.0,Low,3.0,Cat_4,D
461538,Female,No,38,Yes,Artist,8.0,Low,8.0,Cat_2,B
460736,Male,No,19,No,Entertainment,0.0,Low,3.0,Cat_6,C
459859,Female,Yes,28,No,Doctor,9.0,Low,1.0,Cat_7,A
466252,Female,Yes,73,No,Executive,0.0,Low,3.0,Cat_4,B
462240,Male,Yes,84,No,Lawyer,1.0,High,2.0,Cat_6,A
466920,Male,No,21,No,Healthcare,7.0,Low,4.0,Cat_3,D
466293,Male,Yes,79,No,Lawyer,0.0,High,2.0,Cat_6,B
466926,Male,No,20,No,Healthcare,0.0,Low,,Cat_6,D
464422,Male,No,59,No,Entertainment,,Low,1.0,Cat_3,A
461517,Male,Yes,42,Yes,Artist,0.0,Average,3.0,Cat_6,B
466763,Male,Yes,55,Yes,Homemaker,0.0,Low,4.0,Cat_6,B
460822,Male,Yes,41,Yes,Artist,0.0,Low,2.0,Cat_6,A
460957,Male,Yes,48,Yes,Entertainment,1.0,Low,,Cat_4,B
466715,Male,Yes,72,Yes,Executive,1.0,High,4.0,Cat_6,C
459843,Male,Yes,52,No,Artist,,Average,6.0,Cat_6,B
459653,Female,No,25,Yes,,8.0,Low,1.0,Cat_6,D
460045,Male,Yes,56,Yes,Artist,0.0,Low,2.0,Cat_6,B
464249,Male,Yes,80,No,Lawyer,,High,2.0,Cat_6,C
467723,Male,Yes,83,No,Executive,0.0,Low,7.0,Cat_6,D
459764,Male,Yes,48,Yes,Artist,1.0,Average,2.0,,B
466664,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_4,A
464867,Female,Yes,47,Yes,Doctor,1.0,Average,2.0,Cat_4,B
459742,Female,Yes,83,No,Lawyer,1.0,High,2.0,Cat_6,C
463768,Female,Yes,38,No,Engineer,1.0,Low,1.0,Cat_4,A
465636,Male,No,29,Yes,Healthcare,3.0,Low,3.0,Cat_4,D
467639,Male,Yes,50,Yes,Entertainment,0.0,Average,4.0,Cat_6,B
464760,Female,Yes,52,No,Engineer,6.0,Average,4.0,Cat_4,B
464986,Male,Yes,67,No,Lawyer,,High,2.0,Cat_6,A
462024,Male,No,33,Yes,Entertainment,1.0,Low,8.0,Cat_4,C
464730,Male,Yes,36,No,Executive,1.0,High,6.0,Cat_4,D
465823,Male,Yes,65,No,Entertainment,7.0,Average,4.0,Cat_4,D
465546,Female,No,25,No,Marketing,1.0,Low,9.0,Cat_5,D
460460,Male,Yes,27,No,Entertainment,4.0,Low,4.0,Cat_3,B
467202,Male,Yes,22,No,Doctor,1.0,Low,4.0,Cat_6,A
467184,Male,Yes,51,No,Engineer,0.0,Average,3.0,Cat_6,D
465327,Female,No,42,Yes,Entertainment,1.0,Low,1.0,Cat_6,D
459314,Male,Yes,46,Yes,Artist,,Average,4.0,Cat_6,C
466072,Female,No,23,No,Healthcare,1.0,Low,3.0,Cat_3,D
466086,Male,Yes,80,Yes,Lawyer,0.0,High,2.0,Cat_6,C
459343,Female,Yes,40,Yes,Entertainment,12.0,Low,6.0,Cat_6,A
459224,Female,Yes,48,Yes,Artist,0.0,Average,2.0,Cat_6,C
465473,Female,No,55,Yes,Artist,3.0,Low,1.0,Cat_6,A
466887,Male,Yes,36,Yes,Entertainment,1.0,Low,3.0,Cat_3,A
463682,Male,Yes,41,Yes,Artist,12.0,Average,2.0,Cat_6,B
460963,Female,No,32,Yes,Artist,0.0,Low,3.0,Cat_6,B
467033,Male,Yes,37,Yes,Entertainment,8.0,Average,2.0,Cat_2,D
463883,Male,No,30,No,Healthcare,0.0,Low,2.0,Cat_4,B
466716,Female,Yes,79,Yes,Lawyer,1.0,Low,1.0,Cat_6,C
464251,Male,Yes,65,Yes,Artist,0.0,Average,4.0,Cat_2,B
463843,Male,Yes,49,Yes,Executive,0.0,High,4.0,Cat_6,A
461476,Male,Yes,53,Yes,Artist,1.0,Average,4.0,Cat_2,C
467787,Male,No,20,No,Healthcare,8.0,Low,5.0,Cat_6,D
463130,Female,Yes,78,No,Lawyer,1.0,High,2.0,Cat_6,B
467722,Male,No,32,Yes,Doctor,6.0,Low,5.0,Cat_6,D
465241,Male,No,23,No,Healthcare,3.0,Low,2.0,Cat_4,D
460345,Female,Yes,40,Yes,Artist,1.0,Average,2.0,Cat_6,C
463512,Female,No,30,No,Engineer,0.0,Low,3.0,Cat_6,B
466255,Male,Yes,45,Yes,Entertainment,0.0,Low,4.0,Cat_2,C
463449,Male,Yes,25,No,Healthcare,1.0,Average,2.0,Cat_6,D
459276,Female,No,20,No,Healthcare,0.0,Low,4.0,Cat_6,D
460564,Female,Yes,28,,Homemaker,6.0,Average,3.0,Cat_3,C
463644,Female,No,27,Yes,Healthcare,1.0,Low,3.0,Cat_7,D
466253,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_2,D
463760,Female,No,27,No,Doctor,1.0,Low,,,A
461717,Female,No,26,Yes,Healthcare,0.0,Low,4.0,Cat_2,A
462733,Male,Yes,55,No,Artist,0.0,Average,2.0,Cat_6,C
466146,Female,Yes,41,No,Engineer,8.0,Average,3.0,Cat_6,C
461866,Male,No,25,No,Healthcare,0.0,Low,4.0,Cat_6,D
459876,Female,Yes,67,Yes,Artist,1.0,Average,2.0,Cat_6,B
463434,Female,Yes,25,No,Engineer,,Average,2.0,Cat_6,D
461869,Male,Yes,87,Yes,Lawyer,0.0,Low,1.0,Cat_6,B
461228,Male,Yes,26,No,Doctor,9.0,Low,6.0,Cat_6,D
462962,Female,Yes,37,Yes,Artist,4.0,Low,1.0,Cat_3,A
465869,Male,No,42,Yes,Doctor,1.0,Low,1.0,Cat_6,A
464181,Female,No,31,Yes,Healthcare,6.0,Low,4.0,Cat_2,D
459740,Female,No,20,No,Healthcare,0.0,Low,3.0,Cat_6,D
463852,Male,Yes,51,Yes,Entertainment,,High,4.0,Cat_6,D
462774,Female,Yes,88,Yes,Lawyer,0.0,Low,1.0,Cat_6,D
464567,Male,No,33,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
459271,Female,No,55,Yes,Artist,1.0,Low,1.0,Cat_6,A
460990,Male,No,22,No,Healthcare,1.0,Low,3.0,Cat_6,D
463802,Female,No,39,Yes,Engineer,1.0,Low,3.0,Cat_6,B
466672,Male,Yes,62,Yes,Artist,0.0,Low,3.0,Cat_6,C
462919,Female,Yes,37,No,Homemaker,13.0,Average,3.0,Cat_6,A
463153,Female,No,26,Yes,Homemaker,9.0,Low,1.0,Cat_2,D
460464,Male,No,27,Yes,Artist,9.0,Low,2.0,Cat_3,D
461375,Male,No,29,Yes,Healthcare,1.0,Low,4.0,Cat_2,D
467956,Female,No,31,Yes,Entertainment,1.0,Low,1.0,Cat_6,B
467024,Male,Yes,40,Yes,Entertainment,9.0,Average,5.0,Cat_6,B
461146,Male,Yes,56,Yes,Entertainment,0.0,Low,2.0,Cat_3,C
462388,Female,Yes,45,Yes,Artist,1.0,High,5.0,Cat_6,C
460355,Female,No,40,Yes,Entertainment,5.0,Low,1.0,Cat_3,A
461854,Male,No,30,Yes,Healthcare,9.0,Low,3.0,Cat_6,D
458985,Male,No,23,No,Healthcare,1.0,Low,4.0,Cat_6,D
466356,Male,Yes,46,Yes,Artist,0.0,Low,2.0,Cat_6,C
460078,Female,Yes,39,Yes,Healthcare,8.0,High,2.0,Cat_1,D
464969,Female,Yes,65,No,Lawyer,0.0,High,9.0,Cat_4,A
461769,Male,No,40,Yes,Artist,0.0,Low,1.0,Cat_6,B
465193,Male,Yes,36,No,Engineer,,Average,,Cat_3,D
463548,Female,No,18,No,Healthcare,3.0,Low,4.0,Cat_4,D
467116,Male,Yes,73,Yes,Executive,1.0,High,2.0,Cat_6,B
462140,Female,Yes,67,No,Engineer,,Average,4.0,Cat_4,A
461577,Female,Yes,50,Yes,Artist,1.0,Average,3.0,Cat_6,C
460740,Male,Yes,38,Yes,Artist,4.0,Average,3.0,Cat_6,B
466844,Male,No,18,No,Healthcare,0.0,Low,5.0,Cat_6,D
466085,Male,No,19,No,,9.0,Low,4.0,Cat_4,D
460150,Male,No,19,No,Healthcare,0.0,Low,4.0,Cat_4,D
467955,Female,Yes,39,Yes,Artist,9.0,Low,,Cat_4,D
463242,Female,No,26,No,Engineer,5.0,Low,2.0,Cat_6,A
466833,Male,Yes,58,Yes,Artist,7.0,Low,2.0,Cat_6,B
460371,Female,No,28,Yes,Artist,1.0,Low,2.0,Cat_6,C
465180,Female,Yes,53,Yes,Artist,1.0,Average,2.0,Cat_7,C
461279,Male,No,18,No,Doctor,4.0,Low,2.0,Cat_6,A
459109,Male,Yes,49,Yes,Entertainment,7.0,Average,4.0,Cat_6,C
467519,Male,No,19,No,Healthcare,0.0,Low,3.0,Cat_6,D
461398,Male,No,20,No,Doctor,0.0,Low,4.0,Cat_6,D
467188,Male,Yes,55,Yes,Artist,2.0,Low,2.0,Cat_6,B
459318,Female,No,32,Yes,Engineer,0.0,Low,3.0,Cat_6,D
461823,Male,No,27,No,Healthcare,10.0,Low,4.0,Cat_6,C
459732,Male,Yes,72,Yes,Executive,1.0,High,5.0,Cat_6,A
461317,Female,No,59,Yes,Artist,1.0,Low,1.0,Cat_6,C
461459,Female,Yes,35,Yes,Artist,0.0,Low,3.0,Cat_6,A
460429,Female,No,32,Yes,Engineer,9.0,Low,1.0,Cat_6,A
464577,Female,Yes,28,Yes,Healthcare,10.0,High,2.0,Cat_6,D
466552,Male,Yes,19,No,Entertainment,1.0,Low,2.0,Cat_6,A
461231,Male,Yes,52,Yes,Artist,2.0,High,1.0,Cat_4,D
463650,Male,No,29,No,Doctor,1.0,Low,3.0,Cat_6,D
462674,Female,Yes,51,Yes,Homemaker,12.0,Average,4.0,Cat_3,B
465275,Male,No,27,Yes,Healthcare,1.0,Low,5.0,Cat_6,D
465684,Female,No,47,Yes,Entertainment,0.0,Low,1.0,Cat_3,A
465492,Male,Yes,61,No,Entertainment,1.0,Low,1.0,Cat_2,A
464510,Female,Yes,75,No,Lawyer,0.0,High,2.0,Cat_6,D
463588,Male,No,19,No,Healthcare,1.0,Low,1.0,Cat_6,D
