id,customer_age,job_type,marital,education,default,balance,housing_loan,personal_loan,communication_type,day_of_month,month,last_contact_duration,num_contacts_in_campaign,days_since_prev_campaign_contact,num_contacts_prev_campaign,prev_campaign_outcome,term_deposit_subscribed
id_34094,57.0,management,married,secondary,no,165.0,no,yes,cellular,8,jul,162.0,1.0,,0,unknown,0
id_5882,42.0,self-employed,single,tertiary,no,10341.0,no,no,cellular,15,jun,482.0,2.0,207.0,1,other,1
id_3395,37.0,technician,married,secondary,no,7313.0,yes,no,unknown,20,may,117.0,1.0,,0,unknown,0
id_12673,41.0,blue-collar,married,secondary,no,5519.0,yes,no,cellular,10,jul,576.0,1.0,,0,unknown,1
id_11772,44.0,blue-collar,divorced,secondary,no,3820.0,yes,yes,cellular,17,apr,653.0,2.0,,0,unknown,0
id_3880,53.0,management,married,secondary,no,331.0,no,no,cellular,22,apr,251.0,1.0,,0,unknown,0
id_8447,30.0,management,married,secondary,no,881.0,yes,yes,cellular,13,aug,84.0,5.0,,0,unknown,0
id_13734,34.0,blue-collar,single,secondary,no,58.0,yes,no,cellular,14,may,97.0,1.0,,0,unknown,0
id_36898,46.0,technician,married,unknown,no,2006.0,yes,no,unknown,30,may,171.0,1.0,,0,unknown,0
id_17118,56.0,unemployed,married,secondary,no,607.0,yes,no,telephone,29,jul,227.0,2.0,,0,unknown,0
id_16191,44.0,management,married,tertiary,no,702.0,no,no,cellular,30,apr,987.0,1.0,87.0,1,failure,1
id_14407,45.0,management,married,tertiary,no,3.0,no,no,cellular,8,jul,69.0,2.0,,0,unknown,0
id_4818,28.0,admin.,single,secondary,no,389.0,yes,no,cellular,17,apr,421.0,1.0,,0,unknown,0
id_20636,38.0,blue-collar,married,primary,no,2006.0,yes,no,cellular,30,jan,419.0,1.0,,0,unknown,0
id_26712,41.0,management,single,tertiary,no,594.0,yes,no,unknown,13,may,418.0,1.0,,0,unknown,0
id_3205,53.0,retired,married,primary,no,382.0,yes,no,unknown,14,may,179.0,1.0,,0,unknown,0
id_31664,26.0,student,single,tertiary,no,16.0,no,no,cellular,8,sep,111.0,2.0,,0,unknown,0
id_33094,33.0,entrepreneur,married,tertiary,no,2697.0,no,no,cellular,4,feb,101.0,3.0,,0,unknown,0
id_23542,35.0,management,married,tertiary,no,198.0,no,no,cellular,28,aug,144.0,1.0,,0,unknown,0
id_19033,35.0,management,married,tertiary,no,2161.0,no,no,cellular,9,mar,148.0,2.0,181.0,3,success,1
id_13958,29.0,management,single,tertiary,no,-2.0,no,no,cellular,5,feb,567.0,4.0,,0,unknown,1
id_4178,29.0,technician,married,secondary,no,17.0,yes,no,cellular,28,jul,253.0,3.0,,0,unknown,0
id_32310,35.0,services,single,secondary,no,-376.0,yes,no,cellular,11,may,663.0,1.0,,0,unknown,1
id_33760,44.0,management,single,secondary,no,291.0,yes,no,unknown,23,may,141.0,6.0,,0,unknown,0
id_40437,37.0,technician,married,tertiary,no,-3.0,no,no,cellular,11,aug,129.0,3.0,,0,unknown,0
id_26635,55.0,management,divorced,primary,no,438.0,no,no,unknown,9,jun,413.0,1.0,,0,unknown,0
id_33494,28.0,technician,single,tertiary,no,776.0,yes,no,cellular,14,aug,243.0,2.0,463.0,1,failure,0
id_1187,32.0,technician,single,secondary,no,2662.0,yes,no,cellular,15,apr,177.0,2.0,329.0,1,failure,0
id_35940,32.0,admin.,married,secondary,no,229.0,yes,yes,cellular,8,jul,301.0,1.0,,0,unknown,0
id_28556,36.0,services,married,secondary,no,793.0,yes,no,cellular,20,apr,582.0,2.0,350.0,1,failure,0
id_32751,34.0,technician,married,tertiary,no,6970.0,no,no,cellular,1,jun,173.0,1.0,,0,unknown,0
id_37531,48.0,management,married,secondary,no,402.0,yes,no,cellular,17,apr,129.0,3.0,,0,unknown,0
id_25786,41.0,admin.,married,secondary,no,259.0,yes,no,cellular,13,may,301.0,1.0,181.0,5,success,1
id_34984,47.0,services,divorced,secondary,no,508.0,yes,no,unknown,6,may,144.0,1.0,,0,unknown,0
id_24819,59.0,retired,married,primary,no,357.0,no,no,cellular,21,aug,379.0,2.0,,0,unknown,0
id_7061,52.0,blue-collar,married,secondary,no,26.0,yes,no,cellular,7,may,258.0,5.0,366.0,2,failure,0
id_5358,24.0,management,single,tertiary,no,119.0,yes,no,unknown,9,may,135.0,3.0,,0,unknown,0
id_28160,38.0,management,single,tertiary,no,495.0,yes,no,unknown,9,may,309.0,7.0,,0,unknown,0
id_4106,26.0,student,single,tertiary,no,19.0,yes,no,cellular,15,may,527.0,2.0,,0,unknown,1
id_6220,71.0,retired,married,primary,no,,no,no,cellular,15,oct,99.0,1.0,,0,unknown,0
id_44624,38.0,blue-collar,single,tertiary,no,2889.0,yes,no,unknown,20,jun,1423.0,,,0,unknown,1
id_2746,32.0,services,single,tertiary,no,86.0,no,no,cellular,26,feb,197.0,1.0,,0,unknown,0
id_35114,42.0,blue-collar,divorced,primary,no,4164.0,yes,no,cellular,29,jan,84.0,1.0,223.0,3,failure,0
id_18170,40.0,admin.,married,secondary,no,129.0,no,no,cellular,27,may,184.0,2.0,71.0,1,success,1
id_31978,34.0,blue-collar,married,secondary,no,5299.0,yes,no,cellular,20,nov,328.0,1.0,183.0,2,failure,0
id_19227,73.0,retired,married,primary,no,1383.0,no,no,telephone,11,jan,778.0,2.0,83.0,1,success,1
id_24021,37.0,management,divorced,tertiary,no,803.0,yes,no,cellular,11,may,124.0,4.0,,0,unknown,0
id_35999,54.0,blue-collar,married,secondary,no,1622.0,no,no,unknown,9,jun,165.0,1.0,,0,unknown,0
id_38377,28.0,technician,single,secondary,no,147.0,no,yes,cellular,29,jan,100.0,1.0,,0,unknown,0
id_395,32.0,admin.,married,tertiary,no,497.0,yes,yes,cellular,25,may,97.0,1.0,,0,unknown,0
id_28436,33.0,blue-collar,married,secondary,no,-68.0,yes,no,cellular,15,may,116.0,2.0,350.0,1,failure,0
id_13876,40.0,services,married,primary,no,4.0,yes,no,unknown,5,may,183.0,2.0,,0,unknown,0
id_28615,41.0,unemployed,married,primary,no,2639.0,no,no,cellular,17,nov,195.0,2.0,151.0,1,failure,0
id_37940,,blue-collar,married,secondary,no,3.0,yes,no,cellular,8,may,91.0,2.0,,0,unknown,0
id_29478,40.0,services,single,secondary,no,1279.0,yes,yes,cellular,29,jan,157.0,1.0,,0,unknown,0
id_42513,46.0,technician,married,tertiary,no,1813.0,yes,yes,cellular,3,feb,522.0,1.0,92.0,4,failure,1
id_28038,40.0,services,single,secondary,no,,yes,no,cellular,15,jun,109.0,1.0,32.0,1,failure,0
id_33940,47.0,admin.,single,secondary,no,-980.0,yes,yes,cellular,14,may,104.0,1.0,,0,unknown,0
id_3709,48.0,entrepreneur,married,primary,no,458.0,yes,no,unknown,15,may,647.0,32.0,,0,unknown,0
id_27581,35.0,management,married,tertiary,no,12874.0,no,no,unknown,17,jun,125.0,3.0,,0,unknown,0
id_39282,31.0,technician,divorced,secondary,no,3713.0,no,yes,cellular,24,jul,98.0,1.0,,0,unknown,0
id_11901,36.0,services,married,secondary,no,469.0,yes,yes,cellular,25,may,366.0,1.0,,0,unknown,1
id_44055,31.0,blue-collar,married,primary,no,190.0,no,no,unknown,7,may,36.0,1.0,,0,unknown,0
id_29839,37.0,blue-collar,married,secondary,no,-3.0,yes,no,unknown,6,may,274.0,1.0,,0,unknown,0
id_29650,,management,single,tertiary,no,89.0,no,no,cellular,14,may,69.0,1.0,,0,unknown,0
id_4023,33.0,services,single,secondary,no,29.0,yes,yes,unknown,26,may,504.0,2.0,,0,unknown,0
id_24795,30.0,blue-collar,married,primary,no,410.0,yes,no,unknown,23,may,123.0,2.0,,0,unknown,0
id_29386,36.0,services,married,secondary,no,256.0,yes,no,unknown,12,jun,162.0,1.0,,0,unknown,0
id_11984,36.0,self-employed,married,secondary,no,353.0,yes,no,cellular,17,apr,1552.0,3.0,343.0,2,failure,0
id_42087,66.0,housemaid,married,primary,no,1230.0,no,no,cellular,16,jun,293.0,6.0,181.0,3,success,1
id_31883,40.0,technician,divorced,primary,no,13.0,no,yes,cellular,9,jul,964.0,4.0,,0,unknown,0
id_31977,30.0,management,married,tertiary,no,1941.0,yes,yes,cellular,21,nov,445.0,2.0,178.0,3,other,0
id_15683,51.0,blue-collar,divorced,secondary,no,10610.0,no,yes,cellular,4,feb,1225.0,1.0,,0,unknown,1
id_5518,24.0,management,single,tertiary,no,379.0,no,no,cellular,22,may,87.0,1.0,,0,unknown,0
id_22031,49.0,management,married,tertiary,no,4173.0,no,yes,cellular,21,nov,140.0,2.0,,0,unknown,0
id_18216,32.0,management,married,tertiary,no,4.0,no,no,cellular,8,aug,90.0,1.0,,0,unknown,0
id_39673,27.0,services,single,secondary,no,-4.0,yes,no,cellular,7,may,298.0,1.0,,0,unknown,0
id_28254,38.0,management,married,tertiary,no,56.0,yes,no,unknown,5,may,82.0,2.0,,0,unknown,0
id_1359,38.0,admin.,married,secondary,no,200.0,yes,no,cellular,13,apr,268.0,3.0,,0,unknown,0
id_8258,53.0,blue-collar,divorced,secondary,no,463.0,yes,no,cellular,20,apr,164.0,1.0,332.0,3,failure,0
id_36445,32.0,management,single,tertiary,no,235.0,no,no,cellular,15,jul,211.0,1.0,91.0,1,success,1
id_36424,33.0,technician,married,tertiary,no,601.0,yes,no,cellular,29,aug,457.0,2.0,,0,unknown,0
id_1850,40.0,management,married,tertiary,no,1778.0,yes,no,cellular,18,nov,63.0,4.0,,0,unknown,0
id_2742,29.0,management,single,tertiary,no,0.0,yes,no,cellular,12,may,102.0,2.0,,0,unknown,0
id_2479,51.0,technician,divorced,secondary,no,54.0,yes,no,unknown,13,may,105.0,1.0,,0,unknown,0
id_29120,62.0,blue-collar,married,secondary,no,682.0,yes,no,telephone,19,aug,,6.0,492.0,2,failure,0
id_34065,33.0,management,single,tertiary,no,12.0,yes,no,unknown,9,may,310.0,4.0,,0,unknown,0
id_3564,50.0,management,married,tertiary,no,6747.0,no,no,cellular,27,aug,149.0,3.0,,0,unknown,0
id_17,33.0,services,single,secondary,no,444.0,no,yes,cellular,25,jul,137.0,2.0,,0,unknown,0
id_11731,56.0,blue-collar,married,secondary,no,99.0,yes,no,unknown,2,jun,90.0,5.0,,0,unknown,0
id_22091,53.0,services,divorced,primary,no,113.0,yes,no,unknown,12,may,198.0,2.0,,0,unknown,0
id_41051,36.0,technician,married,unknown,no,193.0,no,no,cellular,1,oct,226.0,1.0,107.0,2,success,1
id_37363,61.0,retired,married,secondary,no,2735.0,no,no,cellular,7,apr,57.0,5.0,,0,unknown,0
id_31716,39.0,management,single,tertiary,no,13.0,no,yes,unknown,22,aug,6.0,1.0,,0,unknown,0
id_13921,35.0,unemployed,single,secondary,no,2474.0,yes,no,cellular,4,feb,145.0,1.0,230.0,1,other,0
id_9557,35.0,technician,single,tertiary,no,1388.0,yes,no,cellular,15,apr,542.0,3.0,271.0,3,success,0
id_19970,30.0,blue-collar,single,secondary,no,8946.0,yes,no,cellular,18,may,0.0,4.0,355.0,1,other,0
id_36206,48.0,admin.,divorced,secondary,no,-217.0,yes,yes,cellular,11,may,454.0,1.0,350.0,1,failure,0
id_32627,23.0,entrepreneur,married,secondary,no,318.0,yes,yes,cellular,23,jul,636.0,2.0,,0,unknown,0
id_34097,48.0,housemaid,divorced,primary,no,35.0,yes,no,cellular,22,jul,166.0,2.0,,0,unknown,0
id_37875,40.0,blue-collar,single,secondary,no,402.0,no,no,cellular,17,nov,207.0,2.0,,0,unknown,0
id_25683,55.0,technician,married,tertiary,no,643.0,yes,no,cellular,21,jul,131.0,4.0,,0,unknown,0
id_32045,25.0,services,single,secondary,no,256.0,yes,no,cellular,18,may,231.0,1.0,,0,unknown,0
id_10757,60.0,blue-collar,married,primary,no,9195.0,no,no,unknown,6,jun,245.0,2.0,,0,unknown,0
id_9077,38.0,services,married,unknown,no,-220.0,no,no,unknown,18,jun,333.0,2.0,,0,unknown,0
id_35339,33.0,management,married,secondary,no,14615.0,yes,no,cellular,17,jul,69.0,1.0,,0,unknown,0
id_32531,40.0,management,married,secondary,no,2606.0,yes,no,unknown,29,may,201.0,1.0,,0,unknown,0
id_41661,29.0,management,single,tertiary,no,6812.0,yes,no,cellular,4,feb,152.0,4.0,,0,unknown,0
id_33835,39.0,admin.,married,tertiary,no,719.0,no,no,telephone,23,apr,129.0,1.0,,0,unknown,0
id_6856,51.0,entrepreneur,married,tertiary,no,226.0,yes,no,cellular,7,may,59.0,1.0,,0,unknown,0
id_6000,46.0,unknown,married,tertiary,no,8559.0,no,no,cellular,2,aug,400.0,2.0,342.0,1,failure,0
id_19380,33.0,management,married,tertiary,no,-4.0,yes,no,unknown,16,may,381.0,1.0,,0,unknown,0
id_33683,32.0,management,single,tertiary,no,4287.0,no,no,cellular,7,aug,1333.0,9.0,,0,unknown,1
id_33125,32.0,technician,single,tertiary,no,180.0,yes,no,cellular,30,jul,68.0,3.0,,0,unknown,0
id_36730,41.0,admin.,single,secondary,no,25.0,no,no,cellular,8,jul,434.0,1.0,,0,unknown,0
id_29404,44.0,blue-collar,married,primary,no,7938.0,yes,no,unknown,19,may,123.0,1.0,,0,unknown,0
id_11532,33.0,admin.,married,secondary,no,18.0,yes,no,cellular,13,may,77.0,1.0,351.0,1,failure,0
id_20963,29.0,management,single,tertiary,no,385.0,no,no,cellular,29,sep,863.0,1.0,232.0,4,success,1
id_2705,44.0,admin.,married,secondary,no,314.0,yes,no,cellular,17,apr,280.0,1.0,,0,unknown,0
id_16607,44.0,housemaid,single,primary,no,10890.0,no,no,cellular,19,oct,162.0,3.0,,0,unknown,0
id_26351,57.0,technician,married,secondary,no,981.0,yes,no,unknown,19,may,253.0,1.0,,0,unknown,0
id_36432,31.0,services,divorced,secondary,no,992.0,yes,no,cellular,6,may,104.0,1.0,344.0,1,failure,0
id_6472,40.0,blue-collar,divorced,primary,no,215.0,no,no,telephone,13,nov,133.0,1.0,,0,unknown,0
id_17715,30.0,unemployed,single,tertiary,no,99.0,no,no,cellular,28,aug,46.0,35.0,,0,unknown,0
id_43181,44.0,management,divorced,tertiary,no,3.0,no,no,cellular,20,aug,52.0,2.0,,0,unknown,0
id_38963,42.0,blue-collar,married,primary,no,2.0,no,no,cellular,23,jul,93.0,5.0,,0,unknown,0
id_39966,35.0,blue-collar,married,primary,no,567.0,yes,no,unknown,23,may,207.0,2.0,,0,unknown,0
id_16877,42.0,management,married,tertiary,no,83.0,no,no,cellular,26,may,641.0,1.0,,0,unknown,1
id_44210,48.0,technician,married,secondary,no,101.0,no,no,cellular,2,feb,455.0,2.0,,0,unknown,1
id_18531,39.0,management,married,tertiary,no,1850.0,no,no,cellular,13,may,135.0,2.0,370.0,1,failure,0
id_8799,60.0,technician,married,secondary,no,2077.0,no,no,unknown,2,jun,380.0,3.0,,0,unknown,0
id_28077,38.0,management,single,tertiary,no,3013.0,yes,no,cellular,17,nov,149.0,1.0,,0,unknown,0
id_3332,36.0,technician,single,secondary,no,1711.0,yes,no,unknown,2,jun,127.0,3.0,,0,unknown,0
id_18382,34.0,housemaid,single,primary,no,1084.0,no,no,unknown,17,jun,112.0,2.0,,0,unknown,0
id_22963,41.0,blue-collar,married,secondary,no,174.0,yes,no,unknown,14,may,45.0,1.0,,0,unknown,0
id_19392,40.0,management,married,tertiary,no,562.0,yes,no,unknown,30,may,125.0,2.0,,0,unknown,0
id_9195,30.0,blue-collar,single,primary,no,17.0,yes,no,cellular,13,may,120.0,3.0,,0,unknown,0
id_23274,56.0,blue-collar,married,primary,no,831.0,yes,no,cellular,14,may,211.0,1.0,349.0,1,failure,0
id_23421,41.0,blue-collar,married,secondary,no,11081.0,no,no,unknown,11,jun,97.0,1.0,,0,unknown,0
id_23056,48.0,management,single,tertiary,no,8110.0,no,no,cellular,29,jul,337.0,3.0,,0,unknown,0
id_38989,22.0,blue-collar,single,secondary,no,303.0,no,no,cellular,18,jun,246.0,1.0,92.0,1,success,1
id_26515,39.0,management,married,secondary,no,-242.0,no,yes,unknown,28,may,164.0,3.0,,0,unknown,0
id_16122,30.0,blue-collar,married,secondary,no,-406.0,yes,no,unknown,3,jun,227.0,3.0,,0,unknown,0
id_738,50.0,technician,divorced,secondary,no,120.0,yes,no,cellular,18,may,53.0,2.0,321.0,14,other,0
id_12397,45.0,technician,single,secondary,no,307.0,no,no,cellular,7,aug,208.0,2.0,,0,unknown,0
id_17470,29.0,entrepreneur,single,tertiary,no,510.0,yes,yes,unknown,3,jun,221.0,1.0,,0,unknown,0
id_42527,41.0,blue-collar,single,secondary,no,1280.0,yes,no,unknown,18,jun,,4.0,,0,unknown,0
id_24045,58.0,retired,married,primary,no,-383.0,yes,yes,telephone,20,apr,526.0,1.0,,0,unknown,0
id_39616,35.0,blue-collar,married,secondary,no,1110.0,yes,yes,cellular,6,may,118.0,1.0,,0,unknown,0
id_24739,43.0,technician,married,secondary,no,649.0,yes,yes,unknown,14,may,346.0,5.0,,0,unknown,0
id_18909,38.0,management,married,secondary,no,6.0,no,no,cellular,5,may,136.0,1.0,,0,unknown,0
id_22667,35.0,services,married,secondary,no,396.0,no,no,cellular,5,aug,338.0,1.0,,0,unknown,1
id_4169,50.0,admin.,married,secondary,no,1572.0,no,no,cellular,17,nov,406.0,1.0,,0,unknown,0
id_45049,50.0,management,married,tertiary,no,813.0,no,no,cellular,28,jan,392.0,3.0,,0,unknown,0
id_42519,59.0,blue-collar,married,secondary,no,2618.0,yes,no,unknown,30,may,518.0,1.0,,0,unknown,0
id_29934,46.0,services,married,secondary,no,-841.0,yes,no,unknown,28,may,64.0,1.0,,0,unknown,0
id_22166,24.0,technician,single,secondary,no,1104.0,yes,no,cellular,6,sep,401.0,1.0,297.0,3,other,1
id_35000,31.0,services,married,secondary,no,11420.0,yes,no,unknown,28,may,283.0,2.0,,0,unknown,0
id_12109,46.0,management,divorced,tertiary,no,17965.0,yes,no,unknown,3,jun,184.0,2.0,,0,unknown,0
id_6422,50.0,blue-collar,married,secondary,no,698.0,no,no,cellular,8,aug,224.0,4.0,,0,unknown,0
id_32038,36.0,housemaid,married,primary,no,4894.0,no,no,unknown,20,jun,401.0,2.0,,0,unknown,0
id_16523,54.0,management,single,tertiary,no,33.0,no,no,cellular,7,jul,1279.0,1.0,,0,unknown,0
id_40785,50.0,admin.,married,secondary,no,1695.0,no,no,unknown,5,jun,139.0,2.0,,0,unknown,0
id_10157,39.0,blue-collar,married,primary,no,5640.0,yes,no,unknown,21,may,305.0,1.0,,0,unknown,0
id_31851,24.0,services,single,secondary,no,2802.0,yes,no,unknown,29,may,420.0,2.0,,0,unknown,0
id_19349,73.0,retired,divorced,primary,no,3053.0,no,no,cellular,24,mar,178.0,3.0,,0,unknown,1
id_15620,32.0,blue-collar,married,secondary,no,6411.0,yes,yes,cellular,30,jan,163.0,1.0,266.0,2,failure,0
id_41444,43.0,management,married,primary,no,860.0,yes,no,unknown,15,may,87.0,3.0,,0,unknown,0
id_36334,32.0,technician,married,tertiary,no,1506.0,yes,yes,cellular,13,may,37.0,1.0,278.0,2,failure,0
id_35757,47.0,management,married,tertiary,no,2666.0,no,no,cellular,13,nov,174.0,3.0,91.0,4,success,0
id_24489,30.0,blue-collar,divorced,secondary,no,87.0,no,yes,cellular,21,nov,191.0,3.0,186.0,1,failure,0
id_6899,58.0,technician,married,secondary,no,7550.0,no,no,telephone,9,feb,151.0,1.0,469.0,1,success,0
id_27237,29.0,blue-collar,single,primary,no,542.0,yes,no,cellular,14,may,710.0,4.0,,0,unknown,0
id_24498,42.0,management,married,tertiary,no,1644.0,yes,no,cellular,29,jul,285.0,6.0,251.0,1,failure,0
id_26422,48.0,blue-collar,married,primary,no,,yes,no,unknown,13,may,243.0,1.0,,0,unknown,0
id_34610,48.0,management,divorced,tertiary,no,-4.0,no,no,cellular,14,jul,114.0,2.0,,0,unknown,0
id_22668,36.0,technician,married,secondary,no,274.0,yes,no,unknown,9,may,237.0,2.0,,0,unknown,0
id_24569,52.0,management,married,tertiary,no,1619.0,no,no,unknown,5,jun,78.0,1.0,,0,unknown,0
id_28594,49.0,housemaid,married,primary,no,3287.0,no,no,unknown,11,jun,562.0,1.0,,0,unknown,0
id_5940,37.0,admin.,single,secondary,no,240.0,yes,yes,unknown,7,may,731.0,2.0,,0,unknown,1
id_21329,58.0,admin.,married,secondary,no,12213.0,yes,no,unknown,19,may,267.0,1.0,,0,unknown,0
id_24166,34.0,admin.,single,secondary,no,32.0,no,no,cellular,11,jul,40.0,1.0,,0,unknown,0
id_29266,39.0,admin.,divorced,secondary,no,1.0,yes,yes,cellular,14,may,4.0,7.0,,0,unknown,0
id_32859,46.0,technician,married,primary,no,,yes,yes,unknown,2,jun,237.0,2.0,,0,unknown,0
id_14100,35.0,management,single,secondary,no,1985.0,no,no,cellular,10,jul,141.0,2.0,,0,unknown,0
id_27463,45.0,blue-collar,married,secondary,no,315.0,yes,yes,cellular,20,apr,230.0,3.0,339.0,2,failure,0
id_32455,25.0,admin.,single,tertiary,no,899.0,yes,no,cellular,8,feb,209.0,2.0,280.0,8,failure,0
id_1888,56.0,management,married,tertiary,no,340.0,no,no,cellular,5,feb,40.0,2.0,,0,unknown,0
id_27968,31.0,management,married,tertiary,no,680.0,no,no,cellular,7,may,149.0,1.0,177.0,1,success,0
id_38361,36.0,technician,married,secondary,no,442.0,yes,no,cellular,12,may,348.0,1.0,,0,unknown,0
id_32131,59.0,entrepreneur,married,tertiary,no,955.0,no,no,unknown,6,jun,240.0,2.0,,0,unknown,0
id_18851,,management,married,tertiary,no,951.0,no,no,cellular,8,aug,111.0,2.0,,0,unknown,0
id_20007,46.0,blue-collar,married,primary,no,-84.0,no,yes,unknown,17,jun,196.0,1.0,,0,unknown,0
id_3606,43.0,technician,married,secondary,no,2150.0,no,no,cellular,1,oct,141.0,1.0,92.0,6,failure,0
id_31040,45.0,services,married,secondary,no,4783.0,yes,yes,cellular,12,may,272.0,1.0,,0,unknown,0
id_4971,32.0,management,single,tertiary,no,1286.0,no,no,cellular,17,jul,471.0,2.0,,0,unknown,0
id_35550,44.0,technician,divorced,tertiary,no,8426.0,no,no,cellular,8,aug,182.0,4.0,,0,unknown,0
id_36469,44.0,management,married,primary,no,3230.0,yes,no,cellular,20,apr,1555.0,1.0,,0,unknown,1
id_6050,37.0,self-employed,married,tertiary,no,643.0,no,no,cellular,18,nov,134.0,3.0,,0,unknown,0
id_28990,52.0,management,married,tertiary,no,1306.0,no,no,cellular,3,feb,1629.0,1.0,,0,unknown,1
id_32230,32.0,blue-collar,married,unknown,no,1198.0,no,no,unknown,18,jun,554.0,1.0,,0,unknown,1
id_43758,26.0,blue-collar,single,secondary,no,5.0,no,no,unknown,28,may,167.0,1.0,,0,unknown,0
id_3933,52.0,housemaid,married,primary,no,994.0,no,no,cellular,17,jul,183.0,3.0,,0,unknown,0
id_2289,35.0,blue-collar,married,secondary,no,3.0,no,no,unknown,6,jun,43.0,2.0,,0,unknown,0
id_21804,37.0,housemaid,married,primary,no,30.0,yes,no,cellular,14,jul,392.0,,,0,unknown,0
id_7274,38.0,management,single,tertiary,no,728.0,no,no,cellular,29,jan,149.0,2.0,,0,unknown,0
id_6909,28.0,admin.,married,secondary,no,11838.0,yes,yes,cellular,20,nov,543.0,2.0,,0,unknown,0
id_12754,35.0,management,married,tertiary,no,118.0,no,yes,telephone,17,jul,178.0,3.0,,0,unknown,0
id_33522,45.0,technician,married,secondary,no,21.0,yes,no,unknown,16,may,362.0,4.0,,0,unknown,0
id_6658,38.0,management,divorced,tertiary,no,280.0,yes,no,cellular,22,aug,149.0,2.0,,0,unknown,0
id_7119,25.0,blue-collar,married,primary,no,500.0,yes,no,unknown,15,may,4.0,6.0,,0,unknown,0
id_24744,32.0,technician,divorced,secondary,no,1108.0,yes,yes,unknown,7,may,339.0,1.0,,0,unknown,0
id_27687,23.0,blue-collar,single,secondary,no,9879.0,no,no,cellular,8,jul,215.0,5.0,,0,unknown,1
id_34870,46.0,self-employed,married,tertiary,no,290.0,yes,no,unknown,6,may,152.0,1.0,,0,unknown,0
id_22839,49.0,management,married,secondary,no,313.0,no,no,telephone,5,jun,132.0,1.0,,0,unknown,0
id_35936,30.0,admin.,single,secondary,no,70.0,yes,no,unknown,28,may,546.0,1.0,,0,unknown,0
id_38033,61.0,housemaid,married,unknown,no,15685.0,no,no,cellular,30,jul,157.0,3.0,,0,unknown,0
id_43868,40.0,management,married,tertiary,no,2935.0,no,no,cellular,15,jan,365.0,2.0,,0,unknown,1
id_17637,39.0,technician,married,secondary,no,74.0,yes,no,cellular,7,may,39.0,1.0,,0,unknown,0
id_19969,31.0,services,married,secondary,no,344.0,yes,yes,unknown,26,may,290.0,1.0,,0,unknown,0
id_19705,29.0,technician,single,secondary,no,1443.0,yes,no,cellular,21,nov,222.0,2.0,95.0,13,other,0
id_28184,39.0,admin.,married,secondary,no,1277.0,yes,no,cellular,17,jul,61.0,1.0,,0,unknown,0
id_5743,51.0,unemployed,married,tertiary,no,-476.0,yes,no,cellular,20,nov,74.0,3.0,185.0,7,failure,0
id_43899,30.0,management,divorced,tertiary,no,418.0,yes,yes,unknown,28,may,452.0,4.0,,0,unknown,0
id_42614,43.0,technician,married,secondary,no,-326.0,yes,yes,cellular,8,may,112.0,1.0,,0,unknown,0
id_29107,28.0,services,single,secondary,no,-3.0,no,no,cellular,29,jul,164.0,23.0,,0,unknown,0
id_3623,30.0,management,single,tertiary,no,-307.0,yes,yes,unknown,26,may,84.0,2.0,,0,unknown,0
id_34562,38.0,management,single,tertiary,no,685.0,yes,no,cellular,12,may,56.0,1.0,347.0,2,failure,0
id_17317,36.0,blue-collar,single,secondary,no,651.0,no,no,unknown,11,jun,67.0,4.0,,0,unknown,0
id_6326,46.0,admin.,single,secondary,no,729.0,yes,no,cellular,4,dec,373.0,2.0,105.0,5,success,1
id_34468,58.0,management,married,unknown,no,-3.0,no,no,cellular,4,feb,288.0,1.0,,0,unknown,0
id_16963,44.0,technician,married,tertiary,no,-219.0,no,no,unknown,20,jun,1558.0,5.0,,0,unknown,1
id_11996,29.0,services,married,secondary,no,252.0,yes,no,cellular,5,may,250.0,2.0,,0,unknown,0
id_35046,48.0,management,single,tertiary,no,82.0,no,no,cellular,28,aug,39.0,9.0,,0,unknown,0
id_8888,22.0,management,single,tertiary,no,700.0,no,no,cellular,14,apr,150.0,2.0,,0,unknown,0
id_12807,49.0,blue-collar,married,unknown,no,230.0,yes,no,unknown,4,jun,10.0,13.0,,0,unknown,0
id_12986,37.0,technician,single,secondary,no,668.0,yes,no,unknown,8,may,78.0,3.0,,0,unknown,0
id_2229,51.0,management,married,tertiary,no,246.0,yes,yes,cellular,14,jul,77.0,3.0,,0,unknown,0
id_20855,29.0,admin.,single,secondary,no,1755.0,no,no,cellular,30,jan,146.0,1.0,,0,unknown,0
id_16286,66.0,retired,married,tertiary,no,157.0,no,no,cellular,6,aug,291.0,3.0,185.0,2,failure,0
id_13639,32.0,admin.,married,secondary,no,2467.0,yes,yes,cellular,28,jul,126.0,4.0,,0,unknown,0
id_39171,40.0,blue-collar,married,secondary,no,506.0,yes,yes,cellular,18,may,8.0,2.0,,0,unknown,0
id_29569,59.0,management,married,tertiary,no,9100.0,no,yes,unknown,20,jun,1080.0,2.0,,0,unknown,1
id_40955,49.0,management,married,secondary,no,614.0,yes,yes,unknown,30,may,89.0,2.0,,0,unknown,0
id_32606,26.0,technician,married,secondary,no,431.0,no,no,cellular,14,jul,113.0,4.0,,0,unknown,0
id_30578,65.0,retired,married,primary,no,-3.0,no,no,cellular,20,aug,123.0,2.0,,0,unknown,0
id_39056,54.0,housemaid,married,secondary,no,590.0,yes,yes,unknown,25,jun,154.0,1.0,,0,unknown,0
