wind_speed,wind_direction,dew_point,temperature,clouds_all,air_pollution_index,year,day,month,dayofweek,hour
4,276,8,24.02,40,81,2015,5,8,2,12
3,271,9,25.61,40,293,2015,5,8,2,13
3,277,4,26.02,75,263,2015,5,8,2,14
2,275,8,26.56,20,50,2015,5,8,2,15
2,278,8,26.67,1,81,2015,5,8,2,16
1,274,5,26.68,1,97,2015,5,8,2,17
1,275,7,25.06,1,253,2015,5,8,2,19
2,279,8,23.18,1,276,2015,5,8,2,20
1,279,2,22.3,1,248,2015,5,8,2,21
1,282,7,19.84,1,96,2015,5,8,2,22
1,284,4,19.17,1,159,2015,5,8,2,23
2,288,6,18.97,1,14,2015,6,8,3,0
2,290,4,17.71,1,121,2015,6,8,3,1
2,306,3,17.05,1,168,2015,6,8,3,2
2,304,7,16.54,1,56,2015,6,8,3,3
2,316,6,16.35,1,35,2015,6,8,3,4
2,315,6,16.43,75,224,2015,6,8,3,5
2,331,3,17.04,40,70,2015,6,8,3,6
3,334,4,17.63,40,136,2015,6,8,3,7
3,323,9,18.82,90,298,2015,6,8,3,8
3,332,1,19.55,90,253,2015,6,8,3,9
3,325,6,20.41,90,73,2015,6,8,3,10
3,326,8,20.6,90,186,2015,6,8,3,11
3,317,5,20.76,90,102,2015,6,8,3,12
3,316,5,20.76,90,132,2015,6,8,3,12
2,296,3,22.04,75,24,2015,6,8,3,13
2,300,1,22.24,75,285,2015,6,8,3,14
1,287,7,22.24,75,31,2015,6,8,3,14
2,266,1,21.76,90,275,2015,6,8,3,15
1,254,2,21.92,75,192,2015,6,8,3,16
1,236,4,21.92,75,146,2015,6,8,3,16
2,250,8,21.92,90,40,2015,6,8,3,17
2,220,2,22.13,40,224,2015,6,8,3,18
2,223,4,22.04,90,221,2015,6,8,3,19
1,215,9,21.85,90,236,2015,6,8,3,20
3,222,4,21.85,90,194,2015,6,8,3,20
2,217,9,21.85,90,84,2015,6,8,3,20
3,228,8,21.53,90,180,2015,6,8,3,21
2,218,3,21.53,90,241,2015,6,8,3,21
2,224,5,21.53,90,83,2015,6,8,3,21
2,229,8,21.2,75,262,2015,6,8,3,22
3,236,3,21.2,75,83,2015,6,8,3,22
3,241,7,20.98,75,238,2015,6,8,3,23
2,230,7,20.98,75,208,2015,6,8,3,23
3,241,6,20.86,40,221,2015,7,8,4,0
3,236,3,20.39,90,93,2015,7,8,4,1
2,221,5,20.39,90,209,2015,7,8,4,1
2,219,1,20.39,90,154,2015,7,8,4,1
2,207,1,20.12,75,226,2015,7,8,4,2
2,196,4,20.12,75,246,2015,7,8,4,2
1,184,4,20.22,90,267,2015,7,8,4,3
1,172,4,20.22,90,238,2015,7,8,4,3
1,180,9,20.42,90,115,2015,7,8,4,4
1,162,8,20.38,90,200,2015,7,8,4,5
1,163,7,20.38,90,148,2015,7,8,4,5
2,178,2,20.3,90,261,2015,7,8,4,6
2,175,7,20.28,90,221,2015,7,8,4,7
2,185,4,20.28,90,136,2015,7,8,4,7
2,182,3,20.64,90,258,2015,7,8,4,8
3,197,7,21.2,40,82,2015,7,8,4,9
2,199,4,22.31,90,182,2015,7,8,4,10
2,202,7,22.8,90,166,2015,7,8,4,11
2,203,7,23.46,75,171,2015,7,8,4,12
2,205,7,24.6,40,104,2015,7,8,4,13
2,211,2,25.75,75,245,2015,7,8,4,14
2,212,5,26.34,40,29,2015,7,8,4,15
1,217,1,26.73,75,81,2015,7,8,4,16
1,221,4,26.63,1,79,2015,7,8,4,17
1,226,4,26.57,1,209,2015,7,8,4,18
1,231,5,25.18,1,192,2015,7,8,4,19
1,113,1,23.56,1,34,2015,7,8,4,20
1,158,2,22,1,75,2015,7,8,4,21
0,82,2,20.7,1,293,2015,7,8,4,22
1,153,7,19.93,1,285,2015,7,8,4,23
0,27,1,19.57,1,46,2015,8,8,5,0
0,49,2,19.17,1,25,2015,8,8,5,1
1,38,8,18.56,1,192,2015,8,8,5,2
1,71,7,18.38,1,265,2015,8,8,5,3
1,71,5,18.38,1,202,2015,8,8,5,3
2,76,6,18.35,75,23,2015,8,8,5,4
2,74,2,18.55,40,33,2015,8,8,5,5
3,77,5,18.55,1,92,2015,8,8,5,6
1,80,2,18.77,1,245,2015,8,8,5,7
2,83,9,19.38,90,274,2015,8,8,5,8
2,87,2,19.61,75,253,2015,8,8,5,9
3,110,8,20.46,75,264,2015,8,8,5,10
1,107,5,21.21,1,118,2015,8,8,5,11
2,123,3,21.21,1,284,2015,8,8,5,11
2,133,8,22.8,75,264,2015,8,8,5,12
3,152,4,24.16,40,254,2015,8,8,5,13
3,164,6,24.72,40,275,2015,8,8,5,14
3,158,7,25.43,1,140,2015,8,8,5,15
4,176,1,26.02,40,154,2015,8,8,5,16
4,176,8,26.42,40,228,2015,8,8,5,17
4,173,9,26.12,1,82,2015,8,8,5,18
4,174,2,25.35,1,206,2015,8,8,5,19
4,172,3,24.14,75,92,2015,8,8,5,20
4,172,2,23.59,90,280,2015,8,8,5,21
4,169,2,22.83,1,115,2015,8,8,5,22
4,168,8,22.59,90,109,2015,8,8,5,23
4,172,7,22.2,90,193,2015,9,8,6,0
4,170,1,21.82,1,87,2015,9,8,6,1
4,173,7,21.57,1,152,2015,9,8,6,2
5,173,4,20.96,1,104,2015,9,8,6,3
5,176,3,20.96,1,12,2015,9,8,6,3
5,177,7,20.62,75,56,2015,9,8,6,4
5,176,7,20.62,75,167,2015,9,8,6,4
5,177,2,20.54,1,248,2015,9,8,6,5
5,177,6,20.44,75,277,2015,9,8,6,6
6,181,4,20.44,75,280,2015,9,8,6,6
6,179,1,20.72,90,37,2015,9,8,6,7
6,182,3,20.86,75,186,2015,9,8,6,8
7,181,2,22.68,40,96,2015,9,8,6,9
7,184,4,23.67,75,184,2015,9,8,6,10
7,185,6,24.56,90,216,2015,9,8,6,11
7,193,5,25.15,90,84,2015,9,8,6,12
7,191,5,23.91,90,255,2015,9,8,6,13
7,196,7,23.91,90,277,2015,9,8,6,13
7,198,8,22.13,90,63,2015,9,8,6,14
7,205,3,22.13,90,92,2015,9,8,6,14
7,208,7,22.13,90,41,2015,9,8,6,14
5,214,4,21.08,75,20,2015,9,8,6,15
6,216,6,21.08,75,232,2015,9,8,6,15
5,221,5,21.08,75,64,2015,9,8,6,15
5,222,6,22.22,75,295,2015,9,8,6,16
3,228,9,23.25,40,77,2015,9,8,6,17
3,231,3,23.7,1,98,2015,9,8,6,18
3,240,2,23.44,1,107,2015,9,8,6,19
3,240,1,22.49,1,26,2015,9,8,6,20
3,247,2,21.48,1,170,2015,9,8,6,21
3,261,9,20.84,1,264,2015,9,8,6,22
3,265,2,20.34,1,167,2015,9,8,6,23
4,277,9,19.62,1,278,2015,10,8,0,0
4,277,6,19.21,1,41,2015,10,8,0,1
4,292,7,19.21,1,96,2015,10,8,0,1
4,296,9,18.55,1,102,2015,10,8,0,3
4,296,2,18.55,1,299,2015,10,8,0,3
4,301,6,18.5,1,92,2015,10,8,0,4
4,302,7,18.02,1,277,2015,10,8,0,5
4,297,3,18.02,1,13,2015,10,8,0,5
5,301,5,17.89,1,98,2015,10,8,0,6
4,298,2,18.39,1,163,2015,10,8,0,7
3,286,1,19.86,1,91,2015,10,8,0,8
4,286,4,20.61,1,201,2015,10,8,0,9
3,277,6,23.14,1,167,2015,10,8,0,10
6,300,4,24.04,40,262,2015,10,8,0,11
4,280,3,24.44,40,298,2015,10,8,0,12
5,293,1,25.45,40,265,2015,10,8,0,13
5,288,6,25.52,40,168,2015,10,8,0,14
7,306,7,26.06,1,71,2015,10,8,0,15
7,307,2,26.45,40,296,2015,10,8,0,16
7,312,7,26.21,1,289,2015,10,8,0,17
7,312,1,25.78,1,78,2015,10,8,0,18
7,316,1,25.12,1,274,2015,10,8,0,19
7,320,4,23.24,1,17,2015,10,8,0,20
7,324,3,20.77,1,116,2015,10,8,0,21
7,328,7,19.46,1,102,2015,10,8,0,22
7,333,5,18.52,1,236,2015,10,8,0,23
7,337,7,18.25,1,78,2015,11,8,1,0
7,342,3,17.37,1,147,2015,11,8,1,1
6,339,1,17.14,1,148,2015,11,8,1,2
6,347,6,16.66,1,125,2015,11,8,1,3
6,346,4,15.84,1,17,2015,11,8,1,4
6,345,8,15.55,1,77,2015,11,8,1,5
5,345,3,15.23,1,155,2015,11,8,1,6
5,344,3,16.22,1,259,2015,11,8,1,7
4,342,7,18.04,1,259,2015,11,8,1,8
4,342,4,20.82,1,12,2015,11,8,1,9
4,340,1,22.36,1,137,2015,11,8,1,10
3,324,2,23.87,1,129,2015,11,8,1,11
3,327,2,24.35,1,209,2015,11,8,1,12
2,316,9,25.72,1,247,2015,11,8,1,13
2,298,4,26.31,40,64,2015,11,8,1,14
1,288,4,26.51,1,79,2015,11,8,1,15
1,272,6,26.33,40,297,2015,11,8,1,16
1,276,5,26.6,1,271,2015,11,8,1,17
1,254,2,26.04,1,219,2015,11,8,1,18
1,251,6,25.44,1,246,2015,11,8,1,19
1,259,6,23.58,1,227,2015,11,8,1,20
2,253,5,20.04,1,221,2015,11,8,1,21
2,257,7,18.65,1,25,2015,11,8,1,22
1,249,2,17.4,1,222,2015,11,8,1,23
2,258,4,16.85,1,279,2015,12,8,2,0
2,254,9,16.59,1,155,2015,12,8,2,1
2,264,3,16.3,1,273,2015,12,8,2,2
2,255,5,15.54,1,142,2015,12,8,2,3
2,261,3,15.24,1,18,2015,12,8,2,4
2,253,5,15.08,1,51,2015,12,8,2,5
3,263,5,14.76,1,27,2015,12,8,2,6
3,260,1,15.95,1,219,2015,12,8,2,7
2,243,3,18.79,1,293,2015,12,8,2,8
2,245,7,21.32,1,285,2015,12,8,2,9
2,233,6,23.96,1,224,2015,12,8,2,10
2,214,2,25.77,1,244,2015,12,8,2,11
1,204,8,26.56,1,157,2015,12,8,2,12
1,187,6,27.44,1,59,2015,12,8,2,13
1,194,9,27.94,1,142,2015,12,8,2,14
1,170,2,28.43,1,197,2015,12,8,2,15
1,169,1,28.83,1,82,2015,12,8,2,16
2,181,7,28.7,1,114,2015,12,8,2,17
2,176,9,28.26,1,241,2015,12,8,2,18
2,183,1,26.99,1,110,2015,12,8,2,19
2,174,6,25.47,1,268,2015,12,8,2,20
3,187,9,23.99,1,121,2015,12,8,2,21
2,183,5,23.53,1,54,2015,12,8,2,22
3,185,4,23.54,1,109,2015,12,8,2,23
2,179,8,23.5,1,166,2015,13,8,3,0
3,179,3,23.2,1,234,2015,13,8,3,1
3,175,7,22.95,1,82,2015,13,8,3,2
3,177,4,22.95,1,78,2015,13,8,3,2
4,174,5,22.67,40,181,2015,13,8,3,3
4,180,7,22.67,40,233,2015,13,8,3,3
4,174,3,21.54,90,58,2015,13,8,3,4
5,177,3,21.54,90,245,2015,13,8,3,4
4,173,5,21.35,40,118,2015,13,8,3,5
5,178,5,20.84,1,282,2015,13,8,3,6
5,176,3,21.22,40,167,2015,13,8,3,7
4,172,8,22.46,1,248,2015,13,8,3,8
4,171,5,22.79,1,13,2015,13,8,3,9
4,168,9,24.68,1,213,2015,13,8,3,10
4,169,7,26.02,1,93,2015,13,8,3,11
4,164,1,26.62,1,223,2015,13,8,3,12
4,164,9,26.96,1,71,2015,13,8,3,13
4,167,2,27.22,1,67,2015,13,8,3,14
4,165,8,27.33,1,181,2015,13,8,3,15
4,167,7,27.32,1,261,2015,13,8,3,16
4,174,4,26.88,1,146,2015,13,8,3,17
4,174,9,26.5,1,247,2015,13,8,3,18
4,179,8,26.16,1,15,2015,13,8,3,19
4,173,2,25.19,1,284,2015,13,8,3,20
4,182,2,24.06,1,95,2015,13,8,3,21
4,180,8,23.75,1,157,2015,13,8,3,22
4,180,8,23.56,1,73,2015,13,8,3,23
4,177,4,23.11,1,164,2015,14,8,4,0
5,176,9,22.06,1,144,2015,14,8,4,1
5,176,1,21.28,1,127,2015,14,8,4,2
5,175,4,20.68,1,33,2015,14,8,4,3
5,175,5,20.66,1,273,2015,14,8,4,4
5,170,3,20.32,1,20,2015,14,8,4,5
5,171,4,20.17,1,75,2015,14,8,4,6
5,168,3,20.35,1,272,2015,14,8,4,7
5,171,3,22.35,1,33,2015,14,8,4,8
5,166,7,23.27,5,150,2015,14,8,4,9
4,167,5,26.52,1,240,2015,14,8,4,10
4,169,4,27.95,1,97,2015,14,8,4,11
4,169,7,29.76,1,125,2015,14,8,4,12
4,171,1,31.21,1,289,2015,14,8,4,13
4,178,7,32.11,1,47,2015,14,8,4,14
4,177,5,32.47,0,208,2015,14,8,4,15
3,183,9,32.41,1,275,2015,14,8,4,16
3,177,2,32.45,0,167,2015,14,8,4,17
3,186,7,31.79,1,240,2015,14,8,4,18
3,183,8,30.64,1,292,2015,14,8,4,19
3,178,3,28.58,1,295,2015,14,8,4,20
2,177,1,26.38,1,137,2015,14,8,4,21
2,172,4,24.95,1,216,2015,14,8,4,22
2,170,9,24.95,1,267,2015,14,8,4,22
2,164,3,23.85,1,273,2015,14,8,4,23
2,161,3,23.34,1,154,2015,15,8,5,0
3,158,5,23.34,1,57,2015,15,8,5,0
2,155,3,22.96,1,73,2015,15,8,5,1
3,152,9,22.82,1,198,2015,15,8,5,2
2,151,6,21.79,1,150,2015,15,8,5,3
3,148,3,21.44,1,237,2015,15,8,5,4
2,146,1,21.01,1,116,2015,15,8,5,5
3,149,6,20.6,1,139,2015,15,8,5,6
2,146,9,20.6,1,160,2015,15,8,5,6
2,147,3,21.31,1,222,2015,15,8,5,7
2,142,1,22.4,5,232,2015,15,8,5,8
2,146,7,25.35,1,25,2015,15,8,5,9
2,143,1,25.85,1,150,2015,15,8,5,10
2,145,8,28.68,1,267,2015,15,8,5,11
2,140,9,29.72,1,123,2015,15,8,5,12
2,141,3,30.5,1,35,2015,15,8,5,13
1,128,8,31,1,295,2015,15,8,5,14
2,133,4,31.14,1,47,2015,15,8,5,15
2,124,2,30.94,1,34,2015,15,8,5,16
3,140,3,30.87,1,61,2015,15,8,5,17
2,124,4,29.95,1,100,2015,15,8,5,18
2,131,7,28.55,1,147,2015,15,8,5,19
3,131,9,26.66,1,218,2015,15,8,5,20
3,141,4,25.09,1,70,2015,15,8,5,21
4,143,6,24.54,1,120,2015,15,8,5,22
4,148,1,23.6,1,267,2015,15,8,5,23
4,149,1,23.21,1,144,2015,16,8,6,0
5,153,9,23.02,1,69,2015,16,8,6,1
4,153,2,22.06,1,198,2015,16,8,6,2
5,158,2,22.37,1,122,2015,16,8,6,3
5,159,3,22.16,40,36,2015,16,8,6,4
5,151,6,22.37,1,10,2015,16,8,6,5
4,155,1,22.37,1,223,2015,16,8,6,5
4,150,9,22.29,1,95,2015,16,8,6,6
4,165,1,22.28,1,164,2015,16,8,6,7
4,152,9,22.69,1,89,2015,16,8,6,8
4,160,7,23.24,1,69,2015,16,8,6,9
4,160,6,24.45,40,45,2015,16,8,6,10
4,171,7,25.16,40,298,2015,16,8,6,11
4,173,1,26.03,40,184,2015,16,8,6,12
4,167,7,26.5,75,98,2015,16,8,6,13
3,172,8,26.29,90,68,2015,16,8,6,14
3,169,3,26.03,90,70,2015,16,8,6,15
3,171,2,25.69,90,251,2015,16,8,6,16
3,166,3,25.69,90,292,2015,16,8,6,16
3,166,8,24.5,75,234,2015,16,8,6,17
3,175,4,24.5,75,231,2015,16,8,6,17
4,172,3,23.21,75,99,2015,16,8,6,18
4,177,3,23.21,75,24,2015,16,8,6,18
4,179,4,23.21,75,194,2015,16,8,6,18
4,186,4,22.55,90,213,2015,16,8,6,19
4,189,4,22.55,90,50,2015,16,8,6,19
4,182,7,22.55,90,180,2015,16,8,6,19
4,188,5,22.12,90,277,2015,16,8,6,20
4,185,8,22.12,90,205,2015,16,8,6,20
3,182,2,22.12,90,259,2015,16,8,6,20
3,178,4,21.34,90,204,2015,16,8,6,21
3,175,5,21.34,90,239,2015,16,8,6,21
3,177,3,21.34,90,105,2015,16,8,6,21
2,173,3,20.71,90,227,2015,16,8,6,22
2,173,7,20.71,90,13,2015,16,8,6,22
2,168,1,20.45,75,14,2015,16,8,6,23
2,169,6,19.75,75,55,2015,17,8,0,0
2,166,9,19.17,40,135,2015,17,8,0,1
2,167,7,18.51,1,146,2015,17,8,0,2
1,162,7,18.51,1,145,2015,17,8,0,2
1,161,6,17.98,90,198,2015,17,8,0,3
2,174,4,17.63,1,152,2015,17,8,0,4
2,169,8,17.24,40,82,2015,17,8,0,5
2,178,2,16.96,1,187,2015,17,8,0,6
2,187,5,16.85,40,235,2015,17,8,0,7
2,195,9,17.22,1,287,2015,17,8,0,8
2,204,6,17.92,1,247,2015,17,8,0,9
2,210,4,20.41,1,103,2015,17,8,0,11
2,220,3,20.92,1,206,2015,17,8,0,12
2,227,2,21.79,1,73,2015,17,8,0,13
2,222,3,22.22,40,159,2015,17,8,0,14
2,233,9,21.83,1,150,2015,17,8,0,15
2,233,1,21.52,75,240,2015,17,8,0,16
2,230,2,20.58,90,254,2015,17,8,0,17
1,230,4,19.05,90,286,2015,17,8,0,18
2,228,9,18.06,75,40,2015,17,8,0,19
2,278,6,17.61,40,47,2015,17,8,0,20
2,259,8,16.83,90,48,2015,17,8,0,21
2,291,7,16.83,90,173,2015,17,8,0,21
2,291,4,16.65,75,276,2015,17,8,0,22
2,334,3,16.24,40,78,2015,17,8,0,23
2,345,1,16.24,40,299,2015,17,8,0,23
3,171,2,16.29,90,238,2015,18,8,1,0
3,243,5,16.46,90,270,2015,18,8,1,1
3,131,8,16.47,90,29,2015,18,8,1,2
4,197,2,16.21,75,72,2015,18,8,1,3
4,25,9,15.96,1,179,2015,18,8,1,4
5,31,7,16.01,90,22,2015,18,8,1,5
4,35,7,15.96,90,146,2015,18,8,1,6
5,42,3,16.05,90,233,2015,18,8,1,7
5,46,2,16.45,75,103,2015,18,8,1,8
5,45,7,16.81,90,186,2015,18,8,1,9
4,51,1,17.13,90,165,2015,18,8,1,10
4,52,5,17.13,90,130,2015,18,8,1,10
4,53,3,17.37,90,180,2015,18,8,1,11
4,53,2,17.37,90,207,2015,18,8,1,11
4,54,6,17.37,90,178,2015,18,8,1,11
4,58,1,17.28,90,181,2015,18,8,1,12
4,58,3,17.28,90,166,2015,18,8,1,12
4,60,5,17.28,90,219,2015,18,8,1,12
4,69,4,17.53,90,290,2015,18,8,1,13
4,69,1,17.53,90,205,2015,18,8,1,13
4,76,3,17.64,90,279,2015,18,8,1,14
4,80,5,17.64,90,196,2015,18,8,1,14
4,87,2,17.71,90,71,2015,18,8,1,15
4,92,8,17.71,90,154,2015,18,8,1,15
4,95,4,17.71,90,235,2015,18,8,1,15
4,101,9,18.05,90,126,2015,18,8,1,16
4,105,4,18.05,90,215,2015,18,8,1,16
4,109,2,18.36,90,75,2015,18,8,1,17
4,113,8,18.36,90,37,2015,18,8,1,17
4,117,3,18.36,90,273,2015,18,8,1,17
5,118,6,18.07,90,230,2015,18,8,1,18
5,123,3,18.07,90,19,2015,18,8,1,18
5,125,6,18.07,90,286,2015,18,8,1,18
5,127,6,18.09,90,13,2015,18,8,1,19
5,129,7,18.09,90,190,2015,18,8,1,19
6,131,5,18.09,90,94,2015,18,8,1,19
6,129,8,17.69,90,34,2015,18,8,1,20
6,132,4,17.69,90,29,2015,18,8,1,20
6,132,6,17.69,90,208,2015,18,8,1,20
6,135,9,17.34,90,208,2015,18,8,1,21
6,133,7,17.34,90,105,2015,18,8,1,21
6,134,2,17.34,90,105,2015,18,8,1,21
6,137,3,17.25,90,287,2015,18,8,1,22
6,138,2,17.25,90,58,2015,18,8,1,22
6,140,5,17.25,90,98,2015,18,8,1,22
6,141,7,16.96,90,15,2015,18,8,1,23
6,143,5,16.87,90,155,2015,19,8,2,0
6,144,9,16.87,90,21,2015,19,8,2,0
6,142,9,16.87,90,37,2015,19,8,2,0
6,144,3,16.93,90,284,2015,19,8,2,1
6,143,6,16.93,90,52,2015,19,8,2,1
5,142,9,16.93,90,108,2015,19,8,2,1
5,141,2,16.97,90,152,2015,19,8,2,2
5,140,1,16.37,90,106,2015,19,8,2,3
5,152,6,16.37,90,94,2015,19,8,2,3
5,147,4,16.37,90,100,2015,19,8,2,3
5,155,6,15.49,90,39,2015,19,8,2,4
4,156,6,15.49,90,183,2015,19,8,2,4
5,166,4,15.49,90,195,2015,19,8,2,4
4,169,3,15.22,90,39,2015,19,8,2,5
4,170,6,15.22,90,260,2015,19,8,2,5
4,174,7,15.22,90,118,2015,19,8,2,5
4,176,4,14.68,90,222,2015,19,8,2,6
3,164,4,14.68,90,227,2015,19,8,2,6
3,170,6,14.68,90,191,2015,19,8,2,6
3,163,6,14.68,90,46,2015,19,8,2,6
2,168,1,14.15,90,159,2015,19,8,2,7
2,156,8,14.15,90,106,2015,19,8,2,7
1,157,2,14.15,90,33,2015,19,8,2,7
1,182,8,14.15,90,131,2015,19,8,2,7
0,175,9,13.99,90,95,2015,19,8,2,8
0,192,5,13.99,90,170,2015,19,8,2,8
0,99,9,13.99,90,26,2015,19,8,2,8
0,153,4,13.99,90,253,2015,19,8,2,8
0,97,9,14.65,90,277,2015,19,8,2,9
1,260,7,14.65,90,295,2015,19,8,2,9
0,131,6,14.65,90,227,2015,19,8,2,9
1,221,1,15.08,90,15,2015,19,8,2,10
1,174,3,15.08,90,276,2015,19,8,2,10
2,310,3,15.08,90,244,2015,19,8,2,10
2,309,4,15.66,90,133,2015,19,8,2,11
3,316,3,15.66,90,69,2015,19,8,2,11
3,312,5,15.66,90,19,2015,19,8,2,11
4,317,9,15.64,90,25,2015,19,8,2,12
2,319,7,15.64,90,93,2015,19,8,2,12
4,324,2,15.64,90,181,2015,19,8,2,12
3,327,6,16.2,90,156,2015,19,8,2,13
3,313,2,16.19,90,109,2015,19,8,2,14
2,322,3,17.27,90,280,2015,19,8,2,15
2,313,7,17.22,90,224,2015,19,8,2,16
2,301,5,17.22,90,94,2015,19,8,2,16
3,293,9,16.42,90,48,2015,19,8,2,17
3,283,1,16.42,90,14,2015,19,8,2,17
4,308,8,16.33,90,95,2015,19,8,2,18
4,285,5,16.33,90,296,2015,19,8,2,18
5,298,5,15.91,75,216,2015,19,8,2,19
5,288,7,14.81,90,47,2015,19,8,2,20
7,309,2,14.45,90,265,2015,19,8,2,21
7,306,9,14.17,90,189,2015,19,8,2,22
7,308,9,13.69,90,28,2015,19,8,2,23
8,304,6,13.37,90,172,2015,20,8,3,0
8,304,2,13.12,90,211,2015,20,8,3,1
8,304,1,13.2,90,280,2015,20,8,3,2
9,304,1,13.13,90,97,2015,20,8,3,3
9,304,3,12.56,40,184,2015,20,8,3,4
9,303,8,12.46,75,252,2015,20,8,3,5
9,303,5,11.7,75,157,2015,20,8,3,6
9,302,8,11.67,1,274,2015,20,8,3,7
9,303,8,11.99,1,14,2015,20,8,3,8
9,301,3,14.77,1,148,2015,20,8,3,9
9,302,1,16.26,1,112,2015,20,8,3,10
9,300,5,17.94,1,267,2015,20,8,3,11
8,301,8,19.36,1,189,2015,20,8,3,12
8,300,5,20.99,1,255,2015,20,8,3,13
9,304,7,21.61,1,157,2015,20,8,3,14
9,301,6,22.29,1,30,2015,20,8,3,15
9,303,2,22.47,40,167,2015,20,8,3,16
9,309,6,22.64,40,185,2015,20,8,3,17
9,310,3,22.03,40,266,2015,20,8,3,18
9,314,2,20.81,1,274,2015,20,8,3,19
8,310,5,18.14,1,122,2015,20,8,3,20
8,317,7,17.08,1,177,2015,20,8,3,21
8,316,8,14.41,1,30,2015,20,8,3,22
8,315,2,13.66,1,89,2015,20,8,3,23
7,313,6,13.59,1,237,2015,21,8,4,0
7,313,6,13.55,1,46,2015,21,8,4,1
7,312,4,13.7,75,100,2015,21,8,4,2
7,311,4,14.04,1,161,2015,21,8,4,3
8,310,6,14.75,40,187,2015,21,8,4,4
7,308,6,15.27,1,191,2015,21,8,4,5
8,307,4,15.14,40,119,2015,21,8,4,6
7,306,5,15.9,1,118,2015,21,8,4,7
7,304,2,16.51,75,165,2015,21,8,4,8
7,302,7,19.24,1,269,2015,21,8,4,9
6,301,9,20.86,1,76,2015,21,8,4,10
6,295,5,22.47,1,269,2015,21,8,4,11
5,294,7,23.41,40,280,2015,21,8,4,12
4,290,5,23.49,1,46,2015,21,8,4,13
4,291,6,24.5,1,279,2015,21,8,4,14
3,284,2,25.35,1,132,2015,21,8,4,15
3,283,1,25.97,1,233,2015,21,8,4,16
3,280,2,26.03,1,204,2015,21,8,4,17
3,280,3,25.71,1,91,2015,21,8,4,18
3,278,7,24.19,1,59,2015,21,8,4,19
3,274,9,22.39,1,87,2015,21,8,4,20
3,272,1,21.78,1,34,2015,21,8,4,21
3,269,8,21.03,1,35,2015,21,8,4,22
3,274,3,20.49,1,69,2015,21,8,4,23
3,268,5,20.36,1,79,2015,22,8,5,0
3,270,4,19.83,1,163,2015,22,8,5,1
4,272,6,19.76,1,57,2015,22,8,5,2
4,274,9,19.9,75,63,2015,22,8,5,3
5,276,2,19.89,40,123,2015,22,8,5,4
5,276,2,19.54,40,286,2015,22,8,5,5
5,279,5,18.61,1,119,2015,22,8,5,7
5,280,3,19.63,1,81,2015,22,8,5,8
5,283,4,20.43,40,27,2015,22,8,5,9
5,284,3,21.95,90,24,2015,22,8,5,10
5,286,6,23.36,90,51,2015,22,8,5,11
4,278,8,24.11,90,29,2015,22,8,5,12
5,284,6,25.96,75,25,2015,22,8,5,13
4,279,8,26.51,90,144,2015,22,8,5,14
4,279,8,26.73,90,230,2015,22,8,5,15
3,273,4,26.24,90,104,2015,22,8,5,16
3,271,7,25.14,90,102,2015,22,8,5,17
4,275,3,25.14,90,90,2015,22,8,5,17
4,271,5,24.55,75,87,2015,22,8,5,18
4,273,6,24.55,75,155,2015,22,8,5,18
4,267,8,24.55,75,35,2015,22,8,5,18
4,271,7,23.42,90,206,2015,22,8,5,19
4,268,8,23.42,90,153,2015,22,8,5,19
4,267,2,21.94,90,86,2015,22,8,5,20
4,263,6,21.94,90,210,2015,22,8,5,20
4,261,8,21.94,90,132,2015,22,8,5,20
5,265,1,20.67,90,187,2015,22,8,5,21
5,261,1,20.67,90,17,2015,22,8,5,21
6,264,8,20.67,90,11,2015,22,8,5,21
6,266,2,20.67,90,155,2015,22,8,5,21
7,268,8,19.28,90,45,2015,22,8,5,22
7,270,6,19.28,90,97,2015,22,8,5,22
6,268,1,19.28,90,128,2015,22,8,5,22
7,271,4,17.83,90,51,2015,22,8,5,23
7,270,7,17.29,75,148,2015,23,8,6,0
6,274,1,15.52,40,68,2015,23,8,6,1
6,272,7,14.49,1,189,2015,23,8,6,2
5,274,1,14.05,1,211,2015,23,8,6,3
5,274,3,13.44,75,230,2015,23,8,6,4
4,277,6,13.42,75,58,2015,23,8,6,5
4,278,8,13.51,90,249,2015,23,8,6,6
4,272,7,13.51,90,137,2015,23,8,6,6
3,275,7,14.43,90,295,2015,23,8,6,7
3,271,5,14.43,90,37,2015,23,8,6,7
3,270,1,14.53,90,102,2015,23,8,6,8
3,265,3,14.53,90,188,2015,23,8,6,8
3,263,8,15.24,90,226,2015,23,8,6,9
4,279,4,15.51,90,36,2015,23,8,6,10
4,271,7,15.59,90,136,2015,23,8,6,11
4,281,9,16.53,75,107,2015,23,8,6,12
5,282,3,17.88,75,57,2015,23,8,6,13
6,295,9,18.8,75,281,2015,23,8,6,14
7,299,4,19.24,75,197,2015,23,8,6,15
7,295,4,19.27,90,119,2015,23,8,6,16
8,302,7,19.27,90,24,2015,23,8,6,17
8,301,2,18.82,75,111,2015,23,8,6,18
7,305,5,18.21,90,103,2015,23,8,6,19
8,302,8,18.06,90,193,2015,23,8,6,20
8,304,8,16.68,64,228,2015,23,8,6,21
6,302,2,16.22,75,138,2015,23,8,6,22
6,306,9,15.91,90,162,2015,23,8,6,23
5,305,2,15.38,1,101,2015,24,8,0,0
5,303,3,15.12,1,52,2015,24,8,0,1
4,303,9,14.47,75,279,2015,24,8,0,2
