Review Text,Review Title,topic
The scoop size required is entirely too large.,Scoop size too large,Too big to swallow
"Horribly misleading product information!!! Very first ingredient is sugar. This will definitely increase your blood sugar levels, which is what I’m trying to avoid!!!",First ingredient is SUGAR!,False Advertisement
"Positives:<br />+ I added a supplement that I know is healthy and beneficial to/for my body to my system for not quite a month.<br />+ I appreciate the information that is on the box that seeks to educate the consumer about Reishi mushroom.<br /><br />Neutral:<br />+/- It was hard to know what to look for, as I didn’t notice any “change.” Maybe I have too much ‘wrong’ with me to notice an immediate effect on me with just one bottle(?)<br />+/- I found nothing that indicated as to how long one should or shouldn’t take it at the recommended dose. There wasn’t much I could find on altering the dosage, but for me, to make it last longer, I ended up taking half of the recommended dose. Don’t know if this has less of an effect(?)<br />+/- I *think* the box said it, but I cannot find it at the moment (though I save it,) about the purity of the reishi - e.g. I don’t know where this was grown, I don’t know anything about nor do I have any means by which to research easily this product. I appreciate how one brand of a line of supplements allows you to “research” that particular bottle, even, and look into the specifics (in essence) as to what went into that supplement.<br />+/- Nothing to write home about, but I don’t have anything, unfortunately, to compare it to, and I don’t have it in my budget to buy more bottles of this and/or others to experiment over the period of a year or more.<br /><br />Negative:<br />- Feel like there are so few and that one has to take more to get the same effect that should be fit into one capsule. (Maybe this is just t preference, but I think that if a company can fit 5,000 its of Vitamin D into a capsules less than the length of a dime, or about the size thereabouts, “one” should be able to fit the nutrient contents of a supplement into one pill/capsule/tablet/etc. instead of one dose being two.<br /><br />Would I recommend: sure. But I am not a die-hard for this particular brand and/or product. I wouldn’t particularly advise against it, but I am not extremely thrilled or pulled more towards telling my friends and family to go out and get it.","allright / it's a supplement with proven helpful benefits (Reishi mushroom, that is)",Not Effective
"Item was not delivered correct. Got delivered to a completely different street. Resident does not have a mailbox,just a PO box and was stated it was left in residents mail box when mailbox does not exist. But it was also on a completely different street across town from Post Office and residents street.",Not happy,Shipment and delivery
"Item was not delivered correct. Got delivered to a completely different street. Resident does not have a mailbox,just a PO box and was stated it was left in residents mail box when mailbox does not exist. But it was also on a completely different street across town from Post Office and residents street.",Not happy,Ingredients
I did not receive product,Never received,Shipment and delivery
Did not like the taste. It was very dry.,Dry,Bad Taste/Flavor
This flavor is not the best at all. It reminds me of a dried salty plum inside of water shaken up. Not very pleasant to be honest.,This flavor is not the best...,Smells Bad
This flavor is not the best at all. It reminds me of a dried salty plum inside of water shaken up. Not very pleasant to be honest.,This flavor is not the best...,Bad Taste/Flavor
They leave a funny fishy taste in your mouth for the whole day...,Fishy Taste,Bad Taste/Flavor
I was very disappointed with the durability of the outside of these diapers. Leaking wasn't a problem except for diarrhea but I can't say the nornal diapers I use would have had the same issue.,Move on...,Allergic
"PACKAGE NEVER ARRIVED AND THE ONLY SOLUTION FROM ""X Brand"" WAS TO DISPUTE THE CHARGE! NOBODY WAS RESPONSIBLE FOR IT!",NEVER RECEIVED THE PRODUCT!,Shipment and delivery
"To those that have been complaining about the smell, I also noticed a strong chemical smell when I opened the package. It was really disturbing so I transferred the pills to a different container to see if that would help. The next day I happen to still have the plastic container they came in and smelled it, no smell at all. It’s the pills that smell like that. I assume it’s the “stable shelf life” capsules. Either way, I didn’t consume them, it’s very questionable!","Chemical smell!! It isn’t the container, it’s the pills!",Smells Bad
I did NOT receive a bottle with 320 capsules in it<br />This bottle has only 120,Wrong item sent,Wrong Product received
I did NOT receive a bottle with 320 capsules in it<br />This bottle has only 120,Wrong item sent,Shipment and delivery
"Don't know if these work, they made me burp & not a nice flavor to burp up,gave them to my Husband to try..<br />Nature's Bounty Beet Root Extract Pills and Herbal Health Supplement, Wellness Formula for Stamina and Fast",Made me burp!,Bad Taste/Flavor
I have been taking this for close to 5 months now and have had zero relief from pain in my knee. A total waste of money!,Ineffective!,Not Effective
The taste is horrible point blank period. Tried to mix with 6 scoops bad idea. I use 3 scoops and the taste is not as bad. You will need to mix it with other stuff fruits etc to help with taste.,Would not buy again.,Quality/Contaminated
The taste is horrible point blank period. Tried to mix with 6 scoops bad idea. I use 3 scoops and the taste is not as bad. You will need to mix it with other stuff fruits etc to help with taste.,Would not buy again.,Customer Service
Gave me an immediate upset stomach and I tossed them.,Upset tummy,Allergic
"Okay so I was on the lookout for a good multivitamin to give to my daughter 3 years old. I was recommended these from a family member with a 3 year old that loves them.  However, I can not get my daughter to eat them.  They are not the consistency of a true gummy, I would say they have more of a natural healthy texture and taste to them.  So if you have picky eaters these may not be the ones for you.  Still on the hunt for a good one that tastes good and is good for you!",Taste is not great.,Color and texture
"Huge pill with the worst ingredients I found in any of my supplements including:<br />Mannitol, Sobitol, Sorbitol Anhydrides, Soy Lecithin and Titanium Dioxide Color.",Bad ingredients,Too big to swallow
"Huge pill with the worst ingredients I found in any of my supplements including:<br />Mannitol, Sobitol, Sorbitol Anhydrides, Soy Lecithin and Titanium Dioxide Color.",Bad ingredients,Quality/Contaminated
"GREAT TUNA FISH TO BAD NO ONE THERE KNOWS HOW TO PACKAGE CANS, I CAN GET GLASS JARS FROM CENTRAL GROCERIES PACKED PROPERLY, YET FOR SOME REASON  KIRKLAND/""X Brand"" HAS YET TO DISCOVER THE ""SECRET"" TO PACKAGING CANS!",DENTED CANS AGAIN ! BUT GREAT TUNA,Ingredients
"GREAT TUNA FISH TO BAD NO ONE THERE KNOWS HOW TO PACKAGE CANS, I CAN GET GLASS JARS FROM CENTRAL GROCERIES PACKED PROPERLY, YET FOR SOME REASON  KIRKLAND/""X Brand"" HAS YET TO DISCOVER THE ""SECRET"" TO PACKAGING CANS!",DENTED CANS AGAIN ! BUT GREAT TUNA,Quality/Contaminated
Product not as described. Taste awful & doesn’t mix well in smoothies.,Never order item again & would like a full refund.,Bad Taste/Flavor
Couldn’t even tell I drank it. I felt no energy boost. Taste wasn’t bad but not as good as other preworkouts.,Did nothing for me,Quality/Contaminated
Couldn’t even tell I drank it. I felt no energy boost. Taste wasn’t bad but not as good as other preworkouts.,Did nothing for me,Not Effective
Couldn’t even tell I drank it. I felt no energy boost. Taste wasn’t bad but not as good as other preworkouts.,Did nothing for me,Inferior to competitors
Couldn’t even tell I drank it. I felt no energy boost. Taste wasn’t bad but not as good as other preworkouts.,Did nothing for me,Bad Taste/Flavor
"I wasn’t very impressed with this lotion. Unfortunately I ordered on subscribe and so I ordered a whole a case, it was a gamble but I thought I would get lucky.<br />  Every bottle had a faulty pump which is very frustrating considering now I have to squeeze the lotion out by hand or transfer it into another container. Being that I opened all of them to try each pump, now I can’t return them so I won’t order this product again. The lotion itself isn’t all bad I guess but the pump problems outweigh any positive reviews for the lotion.",Faulty Pump on Every Bottle,Quality/Contaminated
Got an allergic reaction from it and my whole body broke into hives and have not been able to get rid of it even though I stop using this product. Not for everyone.,Allergic reaction,Allergic
"hello , The second time sent the wrong item for me. i order 105 count size , why are you send to 80 count size for me ? the price is different. can you return different price for me?",wrong item,Wrong Product received
Seems like they are OLD...  The expiration date is only 4 months from now,Seems like they are OLD...  The expiration date is only 4 months from now,Expiry
I tried mixing this in with my preworkout and protein shake at it was so bitter I couldn't stand to drink it. I'm bummed I missed the return window since I only used 2 servings out of it.,Tastes SO bitter,Packaging
"Package arrived with contents spilling out a hole.  I attempted to get a refund,  but it just says item isn't returnable.",Arrived damaged,Packaging
I ordered one before and now looks different even the color of the pills different and it's not as good as the other,Looks different,Inferior to competitors
I started this supplement two weeks ago. At first I immediately noticed how chill I felt for the first couple days. But after the first couple days I noticed a huge increase in food consumption. I woke up hungry which I never do and I was hungry all the time. I’ve gained 7 lbs while taking this. I stopped two days ago and thankfully my appetite is back to normal. Also I’ve been breaking out like crazy all over my face. As soon as I stopped talking it the acne comes down. This supplement does mess with your hormones so I don’t recommend taking it. Not worth feeling a little chill.,Hungry all the time and acne,Too big to swallow
Did not felt any help with this product.,Not that effective,Not Effective
These smell like rancid meat and there’s no way I’m putting them in my mouth. Only place I’m putting them is in the trash.,Rancid,Smells Bad
I ordered this product and it never came ??? I received socks instead! Very weird,Wrong item,Wrong Product received
I ordered this product and it never came ??? I received socks instead! Very weird,Wrong item,Texture
Received a week late. Did one day shipping. Was sent with an ice pack that was warm and melted,Late/damaged,Packaging
"Our little one 2mo old, 40%ile weight and height with emphasis on pudgy thighs- leaked every time poo and pee out the sides and up the back, she’s only ever leaked 3 times in her life with pampers",Didn’t work for us,Not Effective
Managed symptoms of bact. Inf but side effects not worth it. Possible long term nearological damage possible from what I've read. I use garlic and that works well for infections.fyi. dizziness and slightly hallucinating very wierd feeling.,Works but terrible side effects,Not Effective
Managed symptoms of bact. Inf but side effects not worth it. Possible long term nearological damage possible from what I've read. I use garlic and that works well for infections.fyi. dizziness and slightly hallucinating very wierd feeling.,Works but terrible side effects,Packaging
Managed symptoms of bact. Inf but side effects not worth it. Possible long term nearological damage possible from what I've read. I use garlic and that works well for infections.fyi. dizziness and slightly hallucinating very wierd feeling.,Works but terrible side effects,Allergic
I love agave nectar this is great amount for the price. Although my package arrived damaged and leaking. Since it’s a 3rd party seller I can’t get a refund or a replacement sent.,Damaged and leaking,Packaging
I hate these they taste good they jus get stuck lol,Good product tho,Texture
"Because I dislike flavored vitamins I hunted on ""X Brand"" Prime for a Nature's Bounty (a favorite vitamin brand) B-12.  I found them BUT the label prominently stated CHERRY FLAVORED!  When I finally found one on the same page WITHOUT this label advisory, I purchased it for $29.99.  It arrived.  No label marking but CHERRY FLAVORED.  Called<br />Nature's Bounty.  They directed me to the real of the label where I found in small type, CHERRY FLAVORED.  I complained, they admitted the label change and offered me a discount coupon. No no replacement for my purchase!  This borders on larceny!  False Advertising! Bait and switch! ETC.  Never again!  YOU SHOULD NOT CARRY THE PRODUCTS OF A DISHONEST BRAND!!!",BE AWARE OF FALSE ADVERTISING!  THIS PRODUCT IS CHERRY FLAVORED BUT DISGUISED!!!,Packaging
"Because I dislike flavored vitamins I hunted on ""X Brand"" Prime for a Nature's Bounty (a favorite vitamin brand) B-12.  I found them BUT the label prominently stated CHERRY FLAVORED!  When I finally found one on the same page WITHOUT this label advisory, I purchased it for $29.99.  It arrived.  No label marking but CHERRY FLAVORED.  Called<br />Nature's Bounty.  They directed me to the real of the label where I found in small type, CHERRY FLAVORED.  I complained, they admitted the label change and offered me a discount coupon. No no replacement for my purchase!  This borders on larceny!  False Advertising! Bait and switch! ETC.  Never again!  YOU SHOULD NOT CARRY THE PRODUCTS OF A DISHONEST BRAND!!!",BE AWARE OF FALSE ADVERTISING!  THIS PRODUCT IS CHERRY FLAVORED BUT DISGUISED!!!,Bad Taste/Flavor
"Has a flavor that takes a little getting used to. It's not neutral tasting like a lot of protein powders. Among the three different brands I have open right now, I go to this one the least because the flavor is so distinctive and challenging.<br /><br />However, this one seems to have the biggest variety of good ingredients in it, so perhaps getting used to the flavor will be worth it. It would be good to try a sample of this before buying a big container to see if the flavor agrees with you.",Not Bad,Bad Taste/Flavor
"Has a flavor that takes a little getting used to. It's not neutral tasting like a lot of protein powders. Among the three different brands I have open right now, I go to this one the least because the flavor is so distinctive and challenging.<br /><br />However, this one seems to have the biggest variety of good ingredients in it, so perhaps getting used to the flavor will be worth it. It would be good to try a sample of this before buying a big container to see if the flavor agrees with you.",Not Bad,Quality/Contaminated
"I tried this casein after a different brand was too chalky.  This one also has an undesirable texture but is more akin to pudding that hasn't had enough time to set.  I'm hoping that it will be better when mixed with something else, like blending it with a banana, but it is gross on its own.",Bland pudding,Color and texture
"I tried this casein after a different brand was too chalky.  This one also has an undesirable texture but is more akin to pudding that hasn't had enough time to set.  I'm hoping that it will be better when mixed with something else, like blending it with a banana, but it is gross on its own.",Bland pudding,Bad Taste/Flavor
"Bought these as an alternate to Sams Brand trash bags.  The price was right and they get the job done, but I still prefer the Sam's brand bags.  The Sam's bags seem to fit my 13 G trash can a little better in the way they're a little more flexible.  These bags are a bit thick but aren't as flexible on the top part that hugs the trash can opening.<br /><br />Decent bags, but I'll stick to Sam's brand once these are done.","Price is right, but...",Texture
"I fell in love with these prenatal gummies-the taste was amazing as well as the price. They come in three tasty flavors; lemon, orange and strawberry. About a week into taking these, I finally took the time to read and compare the vitamin quantities to my old prenatal.  I was shocked as to how much Vitamin A was in these! 4,000 IU!! Not only that, but in the form of retinyl palmitate. Most prenatals have a much lower dose and in the form of beta-carotene, which is deemed safer during pregnancy. Personally, my OB told me to switch. I know everyone's OB is different, so it would be worth asking about with your own OB.",Great Taste but concerned on the Vitamin A levels,Bad Taste/Flavor
"The safety seal on this was already broken when I received this. I asked for a replacement, hopefully the new one won’t be opened too..",Came already opened,Packaging
"Ding, Really chewy.  Taste good.  Really Chewy.  Ding, Best by July, 2019, three months away, sigh.  Really Chewy.<br /><br />I remember Costco lost a huge amount (two full pallets just at my local store) of the power-c brand because they melted together.  These are not gonna stick together.  I just don't know if they're really chewy to prevent the stickies, or they're chewy due to being stale...",chew for long time,Too big to swallow
"Ding, Really chewy.  Taste good.  Really Chewy.  Ding, Best by July, 2019, three months away, sigh.  Really Chewy.<br /><br />I remember Costco lost a huge amount (two full pallets just at my local store) of the power-c brand because they melted together.  These are not gonna stick together.  I just don't know if they're really chewy to prevent the stickies, or they're chewy due to being stale...",chew for long time,Texture
"Ding, Really chewy.  Taste good.  Really Chewy.  Ding, Best by July, 2019, three months away, sigh.  Really Chewy.<br /><br />I remember Costco lost a huge amount (two full pallets just at my local store) of the power-c brand because they melted together.  These are not gonna stick together.  I just don't know if they're really chewy to prevent the stickies, or they're chewy due to being stale...",chew for long time,Smells Bad
"Ding, Really chewy.  Taste good.  Really Chewy.  Ding, Best by July, 2019, three months away, sigh.  Really Chewy.<br /><br />I remember Costco lost a huge amount (two full pallets just at my local store) of the power-c brand because they melted together.  These are not gonna stick together.  I just don't know if they're really chewy to prevent the stickies, or they're chewy due to being stale...",chew for long time,Shipment and delivery
"Ding, Really chewy.  Taste good.  Really Chewy.  Ding, Best by July, 2019, three months away, sigh.  Really Chewy.<br /><br />I remember Costco lost a huge amount (two full pallets just at my local store) of the power-c brand because they melted together.  These are not gonna stick together.  I just don't know if they're really chewy to prevent the stickies, or they're chewy due to being stale...",chew for long time,Color and texture
I dont feel like these do anything for me so I bought another brand. The other ones work so...,Did nothing for me,Not Effective
The pill is too large for me to swallow,Pill too big,Too big to swallow
"The taste is awful. I thought it would be similar to the Lenny’s cookies, but this was terrible.",They’re gross.,Bad Taste/Flavor
These made me sick and was the only different thing I was using at the time. I thought I was having heart attack and went to ER! Save your money these are not good and dangerous.....,SEnt me to the Emergency Room with heart Palatations,Quality/Contaminated
These made me sick and was the only different thing I was using at the time. I thought I was having heart attack and went to ER! Save your money these are not good and dangerous.....,SEnt me to the Emergency Room with heart Palatations,Allergic
These vitamins don’t help with nothing I’ve been drinking it for over a month and I don’t feel no difference I’m mad that I paid for three of them because it didn’t give me an option just for one,Sucks,Not Effective
I never received the product and feel like I should get recent. I received empty package,I never received this product. I received an empty package,Shipment and delivery
I never received the product and feel like I should get recent. I received empty package,I never received this product. I received an empty package,Packaging
They taste good but way too sweet for me.,Very sweet,Too Sweet
"Even though these are small, they are hard.  I cannot comfortably swallow them.",Very hard and difficult to swallow,Too big to swallow
"Even though these are small, they are hard.  I cannot comfortably swallow them.",Very hard and difficult to swallow,Color and texture
Didn’t really appreciate the things sticking together.,Sticky stuff.,Texture
Didn’t really appreciate the things sticking together.,Sticky stuff.,Color and texture
"I have used ""vitamin C & manuka honey gel cleanser"" for many, many years. It was a wonderful gentle cleanser.<br />My recent purchase of this item was shocking! The formula is a completely different product! It is thick, gummy, drying and smells terrible (like peroxide cleaner).<br />I reviewed the ingredients and see that indeed the ingredients have changed.<br />This new cleanser is no longer light and is in fact gummy and terribly drying to the skin.<br />NOW Please bring back the original formula. NOW should discontinue this item or at least call it a different name as the formula is nothing like the original formula. I wasted my money buying this new and completely different formula.<br />Shipping and customer service excellent. This is a specific review of the changes in the product.","New Ingredients, New Formula Inferior to Original",Smells Bad
"Seems to be the best form of zinc. Really sad that there is cellulose (gmo), rice flour (probably from china, cheap filler) and magnesium stearate (endocrine disrupter). The package arrived completely smashed up as well as the bottle and the seal is broken. Of course nothing can be done, really poor customer service. I won’t be buying again for obvious quality and shipping reasons.","Endocrine disrupting ingredients, package and bottle completely smashed up",Packaging
"I never received the product or my refund ! First they sent a different product I had to pay to send it back which they reimbursed me for,but never sent the product I ordered or refunded my money back!",Do not order from them!,Shipment and delivery
"I never received the product or my refund ! First they sent a different product I had to pay to send it back which they reimbursed me for,but never sent the product I ordered or refunded my money back!",Do not order from them!,Customer Service
I’m not sure  if the ingredients changed  but the product now has poor flavor and also  upsets my stomach . I would not buy it again .,Poor taste  and bad reaction,Quality/Contaminated
I’m not sure  if the ingredients changed  but the product now has poor flavor and also  upsets my stomach . I would not buy it again .,Poor taste  and bad reaction,Customer Service
I’m not sure  if the ingredients changed  but the product now has poor flavor and also  upsets my stomach . I would not buy it again .,Poor taste  and bad reaction,Allergic
I’m not sure  if the ingredients changed  but the product now has poor flavor and also  upsets my stomach . I would not buy it again .,Poor taste  and bad reaction,Bad Taste/Flavor
"I was hoping to find a less expensive alternative to vitamins my children take. Unfortunately, my children did not like the flavor of this brand and it became a battle to make them. We'll be switching back to their regular brand.",Great value. Bad taste,Quality/Contaminated
"I was hoping to find a less expensive alternative to vitamins my children take. Unfortunately, my children did not like the flavor of this brand and it became a battle to make them. We'll be switching back to their regular brand.",Great value. Bad taste,Bad Taste/Flavor
I was just looking for a good protein powder where I wouldn't be able to taste the sucralose. This one fails the test. Returned. ON brand is better as far as the taste.,Bad SUCRALOSE aftertaste,Bad Taste/Flavor
I was just looking for a good protein powder where I wouldn't be able to taste the sucralose. This one fails the test. Returned. ON brand is better as far as the taste.,Bad SUCRALOSE aftertaste,Quality/Contaminated
I ordered these for my grandson. He complained about the after taste. It got so bad he wouldn't take them anymore.,They taste horrible.,Quality/Contaminated
I ordered these for my grandson. He complained about the after taste. It got so bad he wouldn't take them anymore.,They taste horrible.,Bad Taste/Flavor
My bottle the pills and inside off the bottle smells  like the fish oil vitamins. I had another bottle of vitamins D3 that didn't  smell  like this grant  it was less pill count but with same ingredients.,Smells like fish oil,Ingredients
As soon as I opened the container I was grossed out! Ew my room smelled for a whole day I had to throw them away.,Gross,Bad Taste/Flavor
"This works great as a probiotic for D-IBS. I’ve struggled my whole life with stomach pains from D-IBS. I finally got pregnant and I ordered these. With pregnancy, many women struggle with constipation. These did not help at all with pregnancy constipation. I’m switching probiotics in hopes to find something that will help with constipation.",Doesn’t help with constipation,Not Effective
"This works great as a probiotic for D-IBS. I’ve struggled my whole life with stomach pains from D-IBS. I finally got pregnant and I ordered these. With pregnancy, many women struggle with constipation. These did not help at all with pregnancy constipation. I’m switching probiotics in hopes to find something that will help with constipation.",Doesn’t help with constipation,Allergic
"I bought these because they were a great deal, and I just finished my previous bottle (not purchased on ""X Brand"") so I just opened these (after return window) and they smell so badly of fish.  There is no way I can swallow one of these.  Super bummed that I am unable to return.  Such a waste.",Fish Smell!!,Ingredients
Never got it,Where’s it at,Shipment and delivery
"This is a very early review, hopefully I will remember to share updates soon. I started taking these in the morning and in like half an hour, a horrible headache started (I don't usually get headaches) and lasted for at least 6-7 hours; I had to take a nap because it was unbearable but still present when I woke up. Not sure if they are related, but that's what it is for now. As for the smell, it is just like any other oil supplements.",Terrible headache; not sure if it's related,Allergic
"I’ve tried tons of protein powders and this one is one of the worst.  There are much better tasting chocolate ones out there, but what really stands out is how poorly this one mixes with water.  It pretty much accumulated into a big clump of protein and barely even mixes in. I wonder what kind of people work for this company that tested it and decided that it wasn't important for their product to properly mix with liquid.  In the plus side, it’s not disgusting and nutritionally it is one of the better powders in terms of low calories, fat, and sugar while offering a good amount of protein.","Lame flavor, doesn’t mix with liquid",Bad Taste/Flavor
"I did not receive this package. ""X Brand"" claims they delivered this package at 10:38pm on Saturday night. This is impossible as our security gate closes at 7pm. Unless the delivery person climbed over a barbwire fence, it was NOT delivered.",Never received!,Shipment and delivery
These wipes smell horrible! They smell like pure chemicals and perfumes and I can't stand to use them. I love the regular version but these are just too vile to use even in a pinch. Very disappointed I wasted my money on these.,Nasty smell,Smells Bad
"This product caused me to lose sleep and become very hypertensive. It also put me in the hospital for 36 hours. If you do plan on taking this product, take less than the recommended dosage. Creatine can be highly toxic at high enough doses.",Hospitalized for Creatine poisoning,Ingredients
"This product caused me to lose sleep and become very hypertensive. It also put me in the hospital for 36 hours. If you do plan on taking this product, take less than the recommended dosage. Creatine can be highly toxic at high enough doses.",Hospitalized for Creatine poisoning,Allergic
"Supposedly this Solimo Daily Facial Cleanser, Normal To Oily Skin, 8 oz is being compared to Cetaphil, but I have been using Cetaphil for awhile now, which I have never had any issue with, even tho I have sensitive skin, but this Solimo Daily Facial Cleanser,not only is this a gel, and the Cetaphil I use is a foam, this Solimo Daily Facial Cleanser made my upper cheeks feel like they were burning, left my face very red, even after I applied a soothing moisturizer, this feeling went on for hours.  Needless to say, my facial skin was not happy, and neither was I!<br /><br />I do use a Braun Electric Facial Brush For Sensitive Skin, which has really improved my complexion.  Up until now, I never had any problem using it with any facial cleanser.<br /><br />Both Cetaphil, as well as this Solimo Daily Facial Cleanser, both scents could be better, but I definitely prefer Cetaphil over Solimo Daily Facial Cleanser, due to the fact that I have had no issues with Cetaphil, while I had a severe issue with this Solimo Daily Facial Cleanser.  Maybe if it were a foam it would be different?<br /><br />I had no issues with the pump at all.  There was a piece of tape over it, which I removed.  I only had to turn the top of the pump a few times in the direction shown, before the top of the pump popped up.",To Me It's Not Comparable To Cetaphil,Allergic
"did not get what I ordered, I ordered the FAST MELT and I got the chewable.  2 different products. I paid a lot more for it than I would have expecting it to be FAST MELT and it was chewable. I could have gotten chewable here for a fraction of the cost so NO I am not happy",WRONG PRODUCT,Wrong Product received
"I bought the 100% whey French vanilla Creme in hopes of replacing my coffee creamer with a healthier, more nutritious option. I really wanted to love this, but it’s awful! The taste is great! I’m the kind of person that doesn’t really like coffee so mine consist of half creamer, and it definitely does a good job replacing the flavor! But the texture is awful!  It doesn’t disintegrate in my hot coffee like other powders I’ve tried. It was chalky and gritty and I felt like I was drinking dirt.  I’ve attached a picture to show what was left over at the bottom of my coffee. Half of it clumped up and sank to the bottom of the cup.  If you can get past the awful texture, the taste is pretty good! But I couldn’t handle it.","Great taste, awful texture! Gritty and clumpy.",Texture
"I bought the 100% whey French vanilla Creme in hopes of replacing my coffee creamer with a healthier, more nutritious option. I really wanted to love this, but it’s awful! The taste is great! I’m the kind of person that doesn’t really like coffee so mine consist of half creamer, and it definitely does a good job replacing the flavor! But the texture is awful!  It doesn’t disintegrate in my hot coffee like other powders I’ve tried. It was chalky and gritty and I felt like I was drinking dirt.  I’ve attached a picture to show what was left over at the bottom of my coffee. Half of it clumped up and sank to the bottom of the cup.  If you can get past the awful texture, the taste is pretty good! But I couldn’t handle it.","Great taste, awful texture! Gritty and clumpy.",Color and texture
"I bought the 100% whey French vanilla Creme in hopes of replacing my coffee creamer with a healthier, more nutritious option. I really wanted to love this, but it’s awful! The taste is great! I’m the kind of person that doesn’t really like coffee so mine consist of half creamer, and it definitely does a good job replacing the flavor! But the texture is awful!  It doesn’t disintegrate in my hot coffee like other powders I’ve tried. It was chalky and gritty and I felt like I was drinking dirt.  I’ve attached a picture to show what was left over at the bottom of my coffee. Half of it clumped up and sank to the bottom of the cup.  If you can get past the awful texture, the taste is pretty good! But I couldn’t handle it.","Great taste, awful texture! Gritty and clumpy.",Bad Taste/Flavor
Still have not received this oil. I will not use this company again.,Marjoram,Shipment and delivery
"Be careful of these, they may cause a headache upon waking and are not refundable through ""X Brand"".","HeadAche,,",Allergic
"I bought the orange mango flavor expecting it to be just that but it’s not, it’s very spicy 🌶 I didn’t read anywhere that it’s supposed to be a spicy orange mango flavor.",Why is it SPICY??,Bad Taste/Flavor
I can't even take these. 3 capsules per serving and they're huge! Gave me a stomach ache after taking them 😣,"Hard to swallow, especially if you take a lot of vitamins per day",Too big to swallow
"Great taste, but horrible aftertaste and really gross texture- they’re more slimy than chewy. I think the Vitafusion Calcium chews are great for flavor and texture with no aftertaste; these have a great taste but the rest is not good. I won’t purchase again.",Bad aftertaste and texture,Color and texture
"Great taste, but horrible aftertaste and really gross texture- they’re more slimy than chewy. I think the Vitafusion Calcium chews are great for flavor and texture with no aftertaste; these have a great taste but the rest is not good. I won’t purchase again.",Bad aftertaste and texture,Bad Taste/Flavor
"Great taste, but horrible aftertaste and really gross texture- they’re more slimy than chewy. I think the Vitafusion Calcium chews are great for flavor and texture with no aftertaste; these have a great taste but the rest is not good. I won’t purchase again.",Bad aftertaste and texture,Quality/Contaminated
"My first order of this from ""X Brand"" taste just like the stuff I've bought from ON and GNC. So I ordered it again from ""X Brand"" and it tasted terrible! One thing I noticed is the scooper was a different color as what I've gotten from ON or GNC. The good stuff always came with a black scooper. The stuff I got that tasted terrible had a clear/white scooper in it. I sent the stuff back to ""X Brand"" and asked for them to send me a new one. I did this three times and all three times it showed up with a clear/white scooper and tasted terrible! I've finally given up and writing a review on it. I gave it two stars because the stuff when right taste good and works well. But I will not be ordering from ""X Brand"" anymore unless they can assure me it's the same stuff ON sells.",Not the same stuff as what you get from ON or GNC,Bad Taste/Flavor
"First off, if you want to get the total calories advertised on the packaging you need to add two of these HUGE scoops of powder into your bottle. I have the largest bottle BlenderBottle makes and the mixture is still disgustingly thick leaving you bloated and nauseous post-drinking. Maybe look for a product that does not require a metric ton of powder to get the job done or be prepared to bring two bottles with one scoop in each.<br /><br />Secondly, the vanilla flavor bubbles up like dish soap when mixed and tastes like luke warm milk.",Two Scoops/Vanilla Flavor Is TERRIBLE,Too big to swallow
"First off, if you want to get the total calories advertised on the packaging you need to add two of these HUGE scoops of powder into your bottle. I have the largest bottle BlenderBottle makes and the mixture is still disgustingly thick leaving you bloated and nauseous post-drinking. Maybe look for a product that does not require a metric ton of powder to get the job done or be prepared to bring two bottles with one scoop in each.<br /><br />Secondly, the vanilla flavor bubbles up like dish soap when mixed and tastes like luke warm milk.",Two Scoops/Vanilla Flavor Is TERRIBLE,Allergic
"First off, if you want to get the total calories advertised on the packaging you need to add two of these HUGE scoops of powder into your bottle. I have the largest bottle BlenderBottle makes and the mixture is still disgustingly thick leaving you bloated and nauseous post-drinking. Maybe look for a product that does not require a metric ton of powder to get the job done or be prepared to bring two bottles with one scoop in each.<br /><br />Secondly, the vanilla flavor bubbles up like dish soap when mixed and tastes like luke warm milk.",Two Scoops/Vanilla Flavor Is TERRIBLE,Bad Taste/Flavor
"These pills made me puke, even when I ate a good meal. They are not expired like others have claimed, though.",Made me puke.,Expiry
"i ordered the 2.2 lb size vanilla phase 8 protein and instead received the 2.00 lb size container and was charged for the 2.2lb size...what gives...bad salesmanship and product advertising....really bad on ""X Brand""'s part...booooooooo !!!!!","ordered the 2.2 lb size, received the 2.00 lb size...beware of being lied to...",Quality/Contaminated
They even changed the threading on the top so you can't even re-use  old droppers.<br /><br />I've been getting this for years but now it time to try something new like Melatonin Natural Citrus-Vanilla Flavor by Life Extension,They save a few pennies by discontinuing the dropper,Bad Taste/Flavor
"didnt try it, seal was broken upon delivery.",seal was broken,Packaging
never received the product it was never left on my PORCH neither the other product from the same company,never received products.,Shipment and delivery
This is my second bottle.  The capsules would make my stomach burn a little bit so I knew they were working on the first bottle.  I've taken six pills out of the new bottle and none of it made my stomach burn.  I should have looked at the negative reviews when I bought the second bottle but I didn't.  Maybe this is just a bad batch But if so what does it say for quality control.  When a company makes several products And they start to cut corners to increase profits they shoot themselves in the foot.  Will I buy any other products made by NOW?  Not sure.  I will definitely be looking at the negative reviews.  When one product is bad What does it say for the other products that they make?,Once you lose a customer what does it take to get them back?,Quality/Contaminated
