Title,Author,Edition,type,Date,Reviews,Ratings,BookCategory,Synopsis_Polarity_score,Synopsis_subjectivity_score,Price
898,2898,13,20,10/28/2010,5,1,3,0.012962963,0.44537037,399
139,3009,13,20,9/16/2013,2.8,5,5,0.185714286,0.471428571,529
6301,2611,8,20,10/3/2011,5,4,3,0.289472309,0.542685475,2767
3546,792,13,11,5/3/2018,4.8,6,0,-0.007051282,0.637820513,199
3058,1868,13,20,11/11/2015,4.6,68,1,0.294196429,0.626339286,420
4452,887,13,20,2/25/2008,3.8,6,9,0.355568182,0.556477273,249
2512,3379,13,20,8/3/2016,4.5,18,9,-0.366666667,0.733333333,969
1168,2387,13,11,12/21/2017,4.8,8,4,0.261858974,0.5,2239
4995,572,13,20,8/20/2015,4.7,4,0,0.161655012,0.481585082,482
4880,443,13,20,2/7/2008,3.6,19,8,0.125,0.352777778,350
6333,2027,8,20,12/20/2016,5,4,3,0.171683673,0.368877551,1688
748,1624,13,20,1/29/2007,4.1,10,6,0.1890625,0.55,1407
727,83,13,20,11/3/2018,4.2,251,6,0.197668998,0.542657343,196
759,2297,13,20,5/23/2016,4.6,10,3,0.096704545,0.445681818,239
5762,843,8,20,7/7/1905,4.4,30,2,0.220416667,0.50875,859
2545,289,13,20,9/28/2012,4.7,5,8,-0.041666667,0.412820513,194.94
6245,3040,13,20,1/11/2016,4.6,72,6,0.003846154,0.474175824,639
4388,3710,13,20,9/30/2009,3,1,4,0.136363636,0.5,129
3513,515,13,20,11/5/2015,3.7,11,6,-0.042261905,0.436507937,374
293,4118,13,20,5/29/1997,5,6,6,0.171385281,0.37017316,498.44
3906,1477,13,20,10/22/2014,3,1,6,0.339285714,0.49702381,236
5476,2074,13,20,4/20/2017,3.8,4,5,-0.122959184,0.497789116,100
4220,3709,13,11,9/25/2018,4.9,33,9,0.181704545,0.509621212,150
6054,3831,13,17,1/1/2007,4.6,653,2,0.17911726,0.504347826,117
2618,1653,13,20,1/25/1994,4,5,4,0.016666667,0.42797619,356
3709,218,13,20,8/19/2010,4.7,167,10,0.155226718,0.549178599,277
3568,3668,13,20,10/9/2018,4,22,10,0.296875,0.701121795,435
1303,602,13,20,2/8/2016,5,1,4,0.120464853,0.532142857,979
5990,799,13,11,4/7/1977,5,1,5,0,0,1499
5791,3072,13,20,4/12/2012,4.9,11,5,0.108611111,0.454444444,399
3028,914,13,20,8/20/2014,4.1,14,1,0.391020408,0.541020408,2122
6500,196,13,20,6/16/2016,4.8,11,2,0.134666667,0.599666667,359
4493,2896,13,20,10/7/2004,3.9,16,5,0.060606061,0.435606061,369
6398,4135,17,20,9/15/2017,3.5,3,1,0.519047619,0.623809524,1056
214,1137,13,20,7/8/1905,4.8,8,7,0,0,215
4841,3634,13,1,7/8/1905,4,2,0,-0.173863636,0.563636364,270
3286,3796,13,20,7/11/1905,3.4,8,6,0.208333333,0.602525253,199
829,3403,8,20,10/16/2012,5,1,6,0.425462963,0.702314815,286
1131,1590,13,20,1/2/2018,4.7,6,4,0.201594805,0.39912381,646
3781,1888,13,20,7/16/2012,4.9,14,7,0.314285714,0.553571429,675
4165,3796,13,20,12/4/2008,4.1,29,6,0.160534512,0.543417508,130
5525,3594,13,20,12/6/2017,1.7,3,6,0.429375,0.6875,324
2921,2474,13,20,12/31/2010,5,5,10,0.094805195,0.499350649,232
1223,1708,13,20,2/20/2019,4.1,8,5,0.052462121,0.374810606,442
5665,2360,13,20,9/15/2015,5,1,5,0.157481061,0.582575758,953
2687,826,13,20,6/30/1905,4.1,43,4,0.294102564,0.579316239,1200
601,4136,13,20,6/7/2016,3.4,3,1,-0.1,0.4,1074
4978,902,13,20,3/22/2019,4.6,3,9,0.067083333,0.523333333,279
4641,1638,13,20,7/8/2003,3.7,13,1,0.130709877,0.489197531,900
1237,4351,13,11,1/30/2018,4,1,4,0.039613881,0.345576735,1299
6230,1179,13,20,9/4/2008,4,2,9,0.211111111,0.596180556,212
5491,3083,13,20,3/15/2019,4.5,27,10,-0.019719697,0.661545455,156
3971,2020,12,20,3/3/2009,5,7,9,0.215422078,0.652994228,299
5422,1830,13,20,1/15/2016,4.6,3,0,0.190384615,0.719230769,168
4310,1929,13,11,4/1/1999,4.5,2,1,0.299242424,0.46969697,554
320,2848,13,11,5/22/2019,4.9,16,6,0.223883929,0.622098214,199
1150,4341,13,20,12/1/2013,4.7,3,1,0.116666667,0.356944444,1095
618,1337,13,20,3/19/2013,5,1,3,0.1,0.472222222,588
85,2491,13,20,5/4/2017,4.5,2,2,0.165,0.52125,735
3945,39,13,20,1/1/2013,4.5,50,2,-0.028947368,0.533333333,303
3427,2184,13,11,12/4/2018,4.5,2,3,0.021643519,0.646759259,416
6755,4095,13,20,10/24/2017,4,3,3,0.173269628,0.467003073,134
583,1892,13,20,10/14/2000,5,1,0,-0.039506173,0.535802469,573
95,79,13,20,10/5/2017,4.4,9,5,0.159583333,0.48,185
1731,2220,13,20,7/10/1905,4.6,5,7,0.139583333,0.484940476,135
4566,3989,8,20,2/26/2018,4.5,4,8,0.089097222,0.461944444,366
406,493,13,20,10/4/2011,3.5,9,3,0.246666667,0.622222222,228
5286,3630,13,11,9/6/2018,4.4,37,2,0.095745921,0.438461538,359
5753,1715,13,20,5/7/2018,4.5,8,0,0.04258658,0.457261905,270
2279,4114,13,20,6/11/1905,4.6,14,1,0.267380952,0.467857143,524
2158,2978,13,11,6/21/2012,4,1,0,0.031111111,0.791111111,591
2125,1508,13,20,2/28/2019,5,3,4,0.152313312,0.693871753,534
2190,3457,13,20,4/4/2017,4.2,6,6,-0.09375,0.6,499
3236,1605,13,20,12/1/2015,3.8,8,1,0.21875,0.33125,629
824,2990,13,20,6/18/2015,4.1,62,2,0.243333333,0.451666667,175
734,22,13,20,5/5/2016,4.4,70,8,0.25530303,0.410454545,224
1577,2738,13,20,7/9/1905,4.5,2,7,0,0,260
5426,1276,8,20,10/5/1995,5,6,1,0.375,0.875,3439
5088,1924,13,20,7/13/2017,4.6,19,4,0.057657425,0.398893648,430
698,286,13,20,12/8/2015,3.8,6,9,0.245501894,0.489346591,1197
4887,3180,13,20,2/15/2018,4.7,8,3,0.278636364,0.350454545,339
2877,1849,8,20,9/20/2018,5,1,0,0.024596774,0.613671275,1224
5686,1223,13,20,10/6/2016,4.7,8,9,0.123611111,0.407539683,282.36
4723,3461,8,20,12/31/2013,5,1,3,0.131060606,0.285606061,2208
5500,3226,8,7,4/8/2008,4.5,247,6,0.043939394,0.212878788,885
5029,1094,13,11,3/9/2017,4.4,137,0,0.35419054,0.585128597,180
208,1251,8,20,12/2/2018,4.4,61,7,0.091666667,0.458333333,592
3602,3858,13,20,7/1/2017,4.7,8,4,0.114935065,0.48989344,740
3992,1764,13,20,9/13/2018,4.8,5,2,0.200407925,0.413653014,368
5021,3096,13,11,1/15/2018,4.3,29,8,0.122049062,0.357676768,224
1429,4086,13,11,1/4/2018,5,1,4,0.223125997,0.400478469,455
6084,1227,13,20,11/3/1994,2,2,9,0.302008929,0.600446429,212
5723,2851,13,18,10/7/2011,4.5,60,8,0.146818182,0.256060606,510
5242,149,13,20,8/1/1997,4.5,26,2,0.328125,0.63125,525
932,3629,13,20,6/8/2016,4.1,12,4,0.243141946,0.45368535,1771
5353,3399,13,20,11/11/2003,5,3,1,0.501785714,0.640674603,456
63,887,13,20,3/1/2012,4.4,6,9,0.243686869,0.576641414,242
2338,2291,13,20,8/16/2017,4.7,894,6,0.345138889,0.547916667,479
36,1424,13,20,7/5/2014,4.1,28,3,0.275264988,0.580779221,358
6061,3300,13,20,5/25/2006,5,1,8,0.230654762,0.517857143,488
5800,2012,13,11,3/22/2018,3.7,31,0,0.220238095,0.479166667,239
5608,3836,13,20,7/30/2013,4.2,4,10,0.205555556,0.531944444,748.34
5874,3854,13,20,6/26/2018,5,2,4,0.15292475,0.596457966,2115
2891,396,13,11,5/1/2015,4.5,11,1,-0.066666667,0.133333333,350
615,1337,13,20,5/29/2012,4,1,3,-0.0575,0.266666667,627
1234,79,13,20,10/5/2017,4.5,30,5,0.27037037,0.805555556,227
6050,291,13,20,11/5/2015,4.1,10,5,0.252272727,0.674242424,113
61,79,13,20,10/5/2017,3.8,27,5,-0.098958333,0.520833333,278
4784,2656,17,20,11/1/1987,4,1,6,0.131666667,0.404880952,970
2494,778,13,20,9/10/2018,5,1,10,0.17725633,0.459553325,373
1553,802,13,20,5/7/2015,4,1,7,0.187962963,0.485802469,659
2993,3103,13,20,1/1/2011,4,3135,9,0.354347826,0.544927536,80
4918,2883,8,20,10/28/2007,1,2,6,0.496780303,0.519823232,1852
2523,203,8,20,2/3/2011,3.3,3,2,0.213215488,0.492349687,399
5777,1586,13,20,3/26/2008,5,3,0,0.141666667,0.736054422,773
5202,2478,13,20,11/3/2016,4.8,8,7,0.3265625,0.6578125,479
4585,2144,13,20,9/5/2017,4.2,6,5,-0.159647254,0.670359848,440
5243,2162,13,20,5/24/2017,3.9,11,2,0.263888889,0.55,209
4383,921,13,20,12/31/2002,5,2,7,0.115,0.56,899
6720,199,13,20,6/18/2015,4.2,26,6,0.27171123,0.486934046,341
1395,1594,13,20,6/12/2013,5,2,10,0.181074481,0.422588523,1194
3527,755,13,20,3/23/2017,4.6,84,0,0.207177033,0.493660287,235
984,1335,13,20,3/29/2007,4.3,38,7,0.025,0.1,800
5449,2919,13,20,5/1/2008,4.8,10,6,0.050378788,0.628787879,214
2593,1491,13,20,1/1/2007,3.5,2,8,-0.033333333,0.133333333,490
5087,3769,12,20,10/1/1986,4.4,958,2,0.175862069,0.433333333,488
2443,1329,13,20,5/6/2019,4.7,20,5,0.1,0.4,166.42
3793,3869,13,20,7/1/2017,4.5,49,4,0.241111111,0.477222222,423
5640,550,13,20,4/10/1992,4.4,9,6,0.231363636,0.441144094,273
615,1337,13,20,5/29/2012,4,1,1,-0.0575,0.266666667,682
3733,3862,13,10,4/26/2007,4,1,10,0.207142857,0.5375,375
3581,1017,8,20,4/5/2016,4.2,9,10,0.145054945,0.574542125,245
2595,2986,13,20,5/2/2017,3.5,80,5,0.11,0.525,378
1762,1713,13,20,3/5/2019,4,1,1,0.256080741,0.638630071,982
262,3337,13,20,7/26/2017,4.5,2,1,0.12780303,0.206287879,542
5690,2660,8,20,5/15/2019,4,2,10,0.322727273,0.555555556,799
4102,491,13,20,1/26/2016,5,1,9,0.249714782,0.486904762,415
3877,942,13,20,2/1/2016,5,3,8,0,0,1344
5480,792,13,20,6/7/2012,4,1,0,0.067156863,0.381862745,180
5770,1878,13,20,6/1/1960,4.7,8,3,0.2,0.375,499
3447,3466,13,20,8/7/2018,4,1,2,0.349441786,0.611004785,993
2945,670,13,11,11/13/2017,4,1,9,0.1675,0.64,131
5527,2372,12,20,8/23/2016,4.8,10,5,0.185739538,0.477914863,647
6631,165,13,20,9/1/2001,4.4,27,6,0.188095238,0.488515406,339
5436,1919,13,20,1/1/1960,5,2,1,0.153431638,0.598345058,1400
2452,3761,13,20,5/26/2017,4.5,24,7,0.199087302,0.524920635,979
1542,2052,13,11,1/16/2017,3.7,25,4,-0.039404762,0.312738095,399
307,3334,13,20,11/1/2017,2.2,6,4,0.3,0.3,140
6665,480,13,20,5/14/1999,4.5,4,6,0.228981481,0.576851852,125
1199,4087,13,20,2/1/2006,5,4,4,-0.0038188,0.3110235,1054
6283,1934,13,11,9/27/2018,4.8,21,5,0.126767677,0.397474747,724
539,2885,13,20,11/1/2012,4.8,12,0,0.155939394,0.531575758,262
3692,79,13,20,10/30/2017,3.9,16,5,0.079220779,0.35952381,185
5445,526,13,20,11/5/1992,4.9,12,6,0.260714286,0.664285714,689
3117,501,13,10,11/5/1992,5,4,1,0.233241758,0.418956044,805
4385,1781,13,20,8/29/2013,3.7,28,5,0.066071429,0.451190476,339
1290,3137,13,20,7/9/1905,3.8,5,4,0.005952381,0.34077381,364
1383,155,8,20,12/8/2017,5,1,1,0.269240019,0.44471651,2721
4180,4078,13,11,9/24/2018,4,1,4,0.25776644,0.557879819,1054
4960,2500,13,20,12/17/2013,4.5,351,0,0.34965035,0.648834499,304
4306,577,13,20,9/8/2015,5,1,1,0.261666667,0.711666667,779
5545,469,13,20,12/31/2015,4.6,10,0,0.138539239,0.487264957,410
4232,1793,13,20,12/22/2015,5,1,10,0.298333333,0.503888889,407
6160,4258,13,10,6/15/2014,4.4,81,2,0.386764706,0.758823529,159
1420,1079,13,20,11/2/2010,4.9,11,7,-0.124354658,0.539393939,597.07
5253,807,13,20,9/1/2011,4.8,5,0,0.176623377,0.550649351,483
5848,3301,13,20,6/20/2013,3.8,8,10,0.308333333,0.311666667,321
3373,466,13,12,4/26/2012,4.6,53,2,0.092748918,0.502164502,369
4412,4216,13,20,9/3/2013,3.8,2,9,0.0975,0.577222222,1274
3577,3632,13,11,4/12/2018,5,1,10,0.339858105,0.574337422,859
370,3068,12,20,12/3/2002,4.4,11,10,0.164583333,0.533333333,460
4998,719,8,20,11/22/2016,4.7,9,6,0.320238095,0.573809524,1924.23
254,3417,13,20,10/12/1999,4.7,5,0,0.237721523,0.567099567,159
2176,475,13,20,1/19/2012,4,1,0,0.173717949,0.483974359,344.7
3362,2951,13,20,10/29/2015,5,2,10,0.611111111,0.502777778,485
1378,1777,13,20,9/22/2015,4.5,2,3,0.348636364,0.470454545,476
5994,1521,13,20,9/16/2019,4.3,116,2,0.366666667,0.59047619,169
5264,2235,13,11,4/5/2018,4.7,10,5,-0.130092593,0.675,262
3511,3682,8,20,11/28/2018,4.2,38,2,0.327777778,0.525925926,339
4348,2816,12,20,10/16/2015,4.2,46,9,0.246688034,0.524301446,188
5284,877,13,20,10/3/1989,4.5,7,0,0.224122807,0.449122807,229
1282,792,13,20,3/27/2008,4.7,5,0,0.012820513,0.458333333,68
4324,3775,13,20,3/2/2006,4.3,134,2,0.129166667,0.445833333,152
6135,1282,12,20,9/2/2002,3.9,14,5,0.204793233,0.45952381,219
2841,3564,13,20,5/29/2018,4.5,45,0,0.119026807,0.477884615,256
2992,3961,13,11,2/21/2019,4.1,134,10,0.090909091,0.481818182,199
1834,2964,13,20,5/11/2011,4.4,3,1,0.210714286,0.59297619,1427
6501,3683,13,20,12/1/2014,4.5,127,9,0.070833333,0.36,265
143,1365,12,20,8/4/1997,4.6,420,0,0.099033189,0.548549784,499
245,515,13,20,7/1/1998,4.3,16,10,-0.003846154,0.541666667,430
466,372,13,11,5/25/2019,4.6,30,7,-0.134285714,0.350952381,280
3273,3045,13,20,7/4/1905,4.1,7,4,0.3,0.369047619,360
976,3849,13,20,5/31/2013,3.5,2,7,0.209375,0.337620192,700
3662,4216,13,20,3/2/2010,5,1,9,0.010930736,0.669047619,9984
5563,2624,13,11,6/26/2018,5,2,6,0.304761905,0.408333333,1038
2256,1427,13,20,1/5/2009,3.7,6,6,0.22,0.536666667,380
6036,2220,13,11,2/28/2018,3.1,5,5,0.134803922,0.419537815,137
4773,248,13,20,3/7/2016,5,4,3,0.234974747,0.515656566,265
5002,1293,13,20,6/14/2002,5,1,9,0.212083333,0.510833333,1229
3597,4022,8,20,4/23/2015,4,4,2,0.339772727,0.572727273,481.61
5484,3841,13,20,4/30/2019,4,1,2,0.076388889,0.609375,368
2824,1082,13,20,11/10/2018,3.9,37,0,0.165873016,0.515079365,247
2892,526,13,20,10/18/1990,4.5,2,6,0.29,0.68,615
2144,822,8,20,10/7/2011,4.6,22,3,0.157979798,0.498888889,1000
589,792,13,20,2/2/2012,4.6,3,0,0.098674242,0.441856061,350
4248,1437,13,20,12/1/2005,3.3,10,7,0.148888889,0.329444444,160
621,2520,13,20,9/28/2011,2,4,3,0.401659452,0.544684945,1265
3124,510,13,20,7/16/2015,4.7,27,5,0.219426407,0.589123377,474
5508,4289,13,20,5/4/2007,4.3,139,2,0.162012987,0.359983766,419
3853,1020,13,20,5/2/2002,4.2,10,7,0.3,0.666666667,479
6620,3385,13,20,9/8/2005,5,2,1,0.335416667,0.689583333,199
3153,4232,13,20,2/7/2008,4.3,800,2,0.059537037,0.434907407,150
6256,79,13,20,10/5/2017,4,19,5,0.352777778,0.552777778,179
4364,1908,13,20,6/5/2003,4,2,10,0.352083333,0.641666667,399
3957,3340,13,20,1/1/2016,4,7,4,0.102386648,0.445841877,2067
3160,770,13,20,8/5/2008,4.8,6,3,0.235052203,0.450197352,599
6297,1538,13,20,1/1/2013,4.7,36,3,-0.6,0.9,341
1524,4094,8,20,6/2/2015,5,3,3,0.179469697,0.470395022,2308
584,79,13,20,10/5/2017,4.1,15,5,-0.03625,0.7425,185
6366,1490,13,11,10/1/2001,5,1,10,0.201502033,0.554597927,1647
5779,4301,13,20,12/15/2018,3.6,6,4,0.134027778,0.540277778,675
1110,2994,6,20,7/7/1905,4.5,2,7,0,0,100
255,3417,13,20,2/27/2001,5,3,0,0.359435262,0.573898072,166.42
5914,2089,13,20,2/15/2019,1,1,9,-0.266666667,0.466666667,180
4402,4133,13,20,5/10/2005,4.4,3,0,0.125617284,0.549074074,371
4340,4368,8,11,11/2/2017,5,2,6,0.042613636,0.533712121,629
6446,4034,13,20,9/24/2008,5,5,8,-0.002272727,0.624368687,245
5943,1422,8,10,5/9/2017,5,15,6,0.44,0.72,845
2906,1091,13,20,4/1/2019,3.8,9,7,0.073415978,0.280253837,175
551,122,13,20,6/16/2005,4.7,6,3,0.416666667,0.666666667,409
3680,1160,13,20,2/5/2013,5,1,6,0.242777778,0.390555556,703
6736,2071,13,20,8/4/2011,4,1,5,0.05,0.297619048,170
2636,783,13,20,11/2/2000,4,1,6,0.279487179,0.359615385,300
3621,4255,12,20,1/2/2007,3.9,16,9,0.081818182,0.468181818,299
430,148,8,20,9/23/2014,3.4,6,7,-0.1,0.625,919
4748,3887,13,20,8/30/2008,5,3,8,0.160606061,0.357575758,395
5584,1628,13,11,2/28/2018,4,1,10,0.107692308,0.128205128,371
6672,839,13,20,9/25/2007,3.7,8,6,0.290764791,0.403607504,280
2912,3548,13,20,9/15/2009,3.5,27,7,0,0,85
5712,2022,13,20,3/31/2015,5,1,9,0.147964015,0.529734848,708
6209,4029,13,20,12/20/2016,4.9,28,3,0.217613636,0.55,195
1108,505,13,20,11/10/2016,3.9,3,1,0.453174603,0.714285714,299
1970,1831,13,20,6/29/1905,5,1,6,0.086130536,0.418939394,712
6561,3628,8,20,1/3/2017,4.7,4,10,-0.029608586,0.589267677,1207
1971,1831,13,20,3/24/2009,5,2,6,0.025668449,0.274777184,712
1573,4263,13,20,4/26/2008,4.6,84,2,0.186862245,0.449957483,470
4914,325,13,20,8/21/2014,4.2,94,2,0.162932551,0.521304985,261
3123,355,13,20,7/20/2018,3.9,178,7,0.115151515,0.460227273,211
3458,1011,13,20,9/1/2006,3.9,11,5,-0.276785714,0.439285714,373.52
6268,2281,13,20,4/1/2010,3.9,13,0,0.218333333,0.68,129
3876,1282,13,20,9/1/2000,4,1,9,0.143290043,0.717316017,303
3550,1847,13,20,8/15/2013,3.9,4,5,-0.063636364,0.490909091,359
1379,2885,13,20,11/29/2017,4.7,14,0,-0.021875,0.461458333,240
5023,3986,13,20,6/25/2013,3.8,6,5,0.020238095,0.523356009,255.84
1806,2400,13,20,12/1/2015,5,1,5,0.205,0.345,288
3048,3460,8,20,5/19/2017,4.7,38,2,0.220979021,0.609324009,188
2998,953,13,20,7/10/2014,5,3,6,0.208471074,0.595661157,1897
6270,1288,13,20,2/28/1974,3.8,44,2,0.119197531,0.39345679,243
839,2857,8,20,11/7/2016,5,32,2,0.16875,0.483333333,388
799,4082,13,20,8/3/2004,4.6,3,3,0.111111111,0.463580247,445.1
4015,562,13,20,11/28/2011,5,1,4,0.169932079,0.48061651,2789
660,4047,13,20,4/25/2019,2.8,10,7,0.05,0.264880952,103
2568,1343,13,20,1/16/2008,3.7,5,6,0.272852148,0.541208791,871
195,2396,13,20,3/1/1995,4,27,2,0.342647059,0.575980392,418
3994,4068,13,20,6/2/2016,4.6,31,8,0.049553571,0.307142857,466.68
351,4284,13,20,9/1/1983,4.8,12,1,0.37244898,0.480924036,606
3375,2283,13,20,1/31/2012,5,1,3,0.274159664,0.562394958,267
2661,2430,13,20,10/4/2016,4.4,145,2,0.072569444,0.398611111,463
3666,966,13,20,2/4/2010,3.7,19,9,0.21462585,0.219387755,157
5510,1708,13,20,9/3/2009,4.8,5,5,0.111837121,0.524005682,309
5742,1529,8,20,11/24/2018,5,2,7,0.418518519,0.416666667,1135
1975,3408,13,20,11/25/2011,4.5,23,2,0.172120536,0.565714286,135
2423,789,13,20,6/7/2015,3.7,43,0,-0.105417815,0.5515955,184
2088,843,8,20,3/1/2018,5,2,1,0.253409091,0.592845118,954
6015,3439,13,11,5/3/2018,5,1,9,0.472222222,0.731944444,399
4316,2383,13,20,4/1/2019,3.6,5,7,0.132222222,0.266666667,64
4882,790,13,20,1/1/2001,4.9,10,2,0.350925926,0.642592593,785
4159,1101,13,20,7/9/1905,4.4,67,1,0.310064935,0.595578231,123
2310,2609,12,20,6/30/2015,4.6,6,5,0.182575758,0.628956229,250
375,1419,13,20,10/11/2011,4,11,3,0.203388695,0.488549922,1551
1086,1964,13,6,9/1/1999,5,7,2,0.18125,0.42827381,783
3223,2799,13,11,4/30/2019,5,1,1,0.288095238,0.483333333,1400
4397,362,13,20,7/6/1905,4.5,137,5,0.334778912,0.564455782,375
559,122,13,20,3/20/2003,4.6,10,6,0.147619048,0.604761905,363
3255,1092,13,11,12/5/2017,5,1,7,0.420176252,0.493387961,395
5726,2906,13,20,6/16/2014,3.8,36,7,0.155092593,0.410648148,369.5
3702,2881,13,20,9/6/2016,5,5,3,-0.141666667,0.808333333,427
6696,1106,13,20,4/24/2015,4.1,967,9,0.169724702,0.548690476,114
1142,652,7,20,12/1/2015,5,3,4,0.180612245,0.505102041,482
144,3147,8,20,2/15/2015,5,1,3,0.148986185,0.577748069,679.87
725,1357,13,20,8/1/1998,5,1,3,0.201388889,0.527777778,270
950,526,13,20,4/23/1992,4.2,15,1,0.264285714,0.557142857,272
455,79,13,20,10/5/2017,4.6,1392,5,-0.117927807,0.528377897,174
4035,1767,13,20,4/1/2008,3.3,3,7,0.24,0.285,99
6409,2162,13,20,2/10/2003,4.3,63,2,0.24714795,0.565207219,268
3495,2786,8,20,9/15/2015,3.9,7,0,0.403733766,0.528192641,841
188,675,13,20,3/1/2012,3.6,14,9,0.071428571,0.567142857,64
669,1073,13,20,5/1/2012,5,16,3,0.338358071,0.589424861,1439
1020,1479,13,20,7/8/1905,4.5,2,1,0.1,0.494047619,374
6624,3592,13,20,1/28/2016,5,1,1,0.069642857,0.476190476,1524
4789,1133,13,20,2/1/2013,5,1,3,-0.057070707,0.642171717,624
1038,2558,13,20,3/14/1994,2.9,4,6,-0.054310345,0.440804598,625
3221,2313,8,20,10/19/2011,4.3,33,6,0.34025974,0.557691198,459
5301,2483,8,20,3/17/2015,4.1,16,1,0.175,0.46875,349.01
3944,2049,13,20,7/10/1905,4,1,3,0.294444444,0.52037037,173
4088,3741,13,20,9/5/2005,4.6,71,9,0.263293651,0.513955026,349.19
744,3912,8,20,9/15/2015,5,1,1,0.366666667,0.466666667,2250
4118,4109,13,20,7/8/1905,4,6,4,0.307744108,0.398653199,560
1126,3126,13,20,7/8/1905,3.8,6,4,0.239669421,0.56707989,899
3525,1663,13,11,12/1/2018,4.9,13,0,0.24,0.535,468.95
6457,3895,8,11,12/1/2010,3,2,1,0.140530303,0.467045455,629
6249,1781,13,20,11/3/2016,4.1,264,5,-0.022222222,0.732222222,373
444,236,13,20,7/24/2017,4,2,4,0.234903382,0.432125604,459
753,2891,13,20,7/4/1905,4.7,10,7,0.475,0.425,367
2637,653,13,20,7/11/1905,5,1,7,0.217269635,0.529344465,289
6158,107,13,11,8/2/2018,5,2,9,0.220833333,0.520833333,384
5073,4272,13,20,11/13/2012,4.7,122,6,0.312396694,0.537534435,4175
4791,2495,13,20,10/19/2010,3,6,3,0.09640853,0.622222222,130
4832,887,13,20,2/8/2017,3.6,4,9,0.264290634,0.732988981,274
360,4041,13,20,3/26/2013,4.8,5,4,0.038492063,0.338492063,1766
5428,1218,13,11,9/20/2018,2,1,1,0.243939394,0.498484848,579
4546,3614,13,20,7/29/2005,4.4,30,2,0.331292517,0.539115646,252
6518,1673,8,11,3/5/2018,3.4,4,10,0.312882356,0.582615004,299
2152,2005,13,20,4/18/2016,3.1,13,9,-0.067640693,0.686904762,110
6236,1879,13,20,4/18/2013,4.1,2,7,0.09972028,0.523939394,1478
3281,2754,13,20,3/27/2018,4.5,53,0,0.294444444,0.583333333,494
6720,199,13,20,6/18/2015,4.2,26,2,0.27171123,0.486934046,359
4030,2035,13,20,9/29/2005,4.1,6,4,0.144642857,0.48452381,255
3966,4030,13,20,2/1/1983,3.2,3,6,0.283348596,0.605250305,431.61
5590,255,13,20,9/3/2015,4.7,277,0,0.035138889,0.314444444,262
6703,980,13,20,3/22/2016,4.8,6,10,0.225,0.525,859
815,3741,13,20,9/5/2005,4.2,76,0,-0.053571429,0.565873016,266
4750,2377,13,11,12/11/2014,3,14,4,0.2645,0.459410256,1290
1578,2739,13,20,7/9/1905,1,1,7,0,0,265
538,2885,13,20,12/3/2013,4.6,14,0,-0.037863636,0.484454545,647
5639,661,13,20,7/2/2015,4.5,19,9,0.214074074,0.391481481,395
1640,2570,13,20,7/22/2008,4.3,13,7,0.100420875,0.323933782,349
5948,3010,13,20,12/19/2016,4,4,10,0.220020202,0.563959596,779
5621,1198,13,11,1/1/2015,4.2,35,0,0.461363636,0.668181818,303.69
2901,3689,13,20,3/12/2013,4.5,219,2,0.241071429,0.539285714,382
107,3593,13,20,5/8/2018,3.7,33,0,0.099636364,0.390287879,258
2246,843,7,20,8/31/2018,5,2,4,0.081140351,0.464473684,719
337,4342,13,20,3/15/2012,4.3,4,3,0.243333333,0.648333333,202.93
5129,856,13,20,8/28/2009,4.6,505,5,0.023484848,0.416060606,243
6555,526,13,20,4/19/1990,5,3,3,0.29,0.68,350
625,4171,13,11,4/4/2019,4,1,9,0.229943064,0.586783989,295
1758,161,13,20,5/4/2004,5,6,0,-0.086305361,0.582016317,309
2041,9,13,20,1/21/2010,4.8,6,10,0.041904762,0.505714286,724
4746,1367,13,20,1/7/2014,3.6,5,6,0.215636662,0.591537916,470
3234,72,13,20,2/26/2013,3.9,5,2,0.006851852,0.524814815,177
5579,2919,8,20,5/29/2009,5,1,6,0.3275,0.498025641,449
4300,193,13,20,1/20/2019,3.5,2,1,0.47,0.506666667,222
5447,1690,13,20,3/6/2012,4.6,8,4,0.211459129,0.448013751,304
6528,2266,8,20,3/14/2017,4.3,125,6,0.36969697,0.578787879,1728
4720,3761,13,20,7/10/2015,3.4,32,7,0.361904762,0.571428571,1172
2055,1387,13,20,11/8/2012,4.1,407,5,0.048190236,0.330850168,300
623,3946,8,20,5/20/2019,3.5,2,2,0.143808728,0.445815416,420
3227,2861,13,20,9/3/2002,4.8,5,7,-0.061403509,0.247368421,466.68
6705,2784,13,20,2/2/2016,5,2,7,0.261111111,0.414814815,680
5807,1057,13,11,6/4/2018,3.9,3,4,0.228571429,0.6125,625
1860,2874,13,20,8/16/2017,4.4,210,5,-0.061805556,0.474305556,149
6220,4333,13,20,7/13/2015,3.8,50,9,0.270793651,0.604285714,127
6032,3497,13,20,2/12/2013,4.1,15,2,0.371794872,0.432692308,300
2711,4278,13,18,8/1/2010,5,4,7,0.194444444,0.464814815,250
5926,3873,13,20,9/3/2015,4.4,12,7,0.1276907,0.469122257,443
6282,1901,13,20,8/4/2011,4.8,21,0,0.211407867,0.583726708,371
6184,1366,8,20,12/4/2014,4.5,74,0,-0.004166667,0.563888889,1600
3740,979,13,20,5/29/2018,4.3,4,4,-0.155128205,0.427564103,414
6294,3184,13,20,7/10/1905,5,3,3,0.204081633,0.316326531,225
