Trip_ID,Surge_Pricing_Type
T0005819542,3
T0005819544,3
T0005819548,2
T0005819551,3
T0005819552,3
T0005819553,3
T0005819554,1
T0005819558,3
T0005819560,3
T0005819561,3
T0005819563,2
T0005819564,2
T0005819567,2
T0005819570,1
T0005819572,3
T0005819573,2
T0005819575,2
T0005819577,3
T0005819580,3
T0005819581,3
T0005819583,3
T0005819585,2
T0005819586,3
T0005819587,3
T0005819588,2
T0005819589,2
T0005819593,2
T0005819594,3
T0005819596,2
T0005819597,2
T0005819598,2
T0005819599,2
T0005819602,2
T0005819603,2
T0005819609,2
T0005819610,3
T0005819615,2
T0005819616,3
T0005819618,3
T0005819620,1
T0005819623,3
T0005819624,3
T0005819625,3
T0005819627,2
T0005819630,3
T0005819638,1
T0005819639,3
T0005819640,3
T0005819642,3
T0005819644,1
T0005819648,2
T0005819653,2
T0005819654,2
T0005819655,3
T0005819658,2
T0005819659,2
T0005819664,2
T0005819665,2
T0005819667,2
T0005819670,1
T0005819675,1
T0005819676,3
T0005819683,2
T0005819685,2
T0005819687,3
T0005819690,3
T0005819691,1
T0005819692,2
T0005819695,3
T0005819701,3
T0005819703,1
T0005819713,1
T0005819718,2
T0005819719,2
T0005819720,3
T0005819721,2
T0005819722,2
T0005819723,2
T0005819726,2
T0005819729,3
T0005819732,3
T0005819737,2
T0005819739,3
T0005819740,1
T0005819746,2
T0005819747,1
T0005819749,2
T0005819751,2
T0005819752,3
T0005819753,2
T0005819754,1
T0005819755,1
T0005819756,2
T0005819757,3
T0005819760,2
T0005819763,2
T0005819764,3
T0005819765,3
T0005819767,3
T0005819769,3
T0005819773,3
T0005819777,2
T0005819780,3
T0005819781,2
T0005819790,3
T0005819796,3
T0005819799,2
T0005819800,1
T0005819802,3
T0005819803,1
T0005819804,1
T0005819805,2
T0005819808,3
T0005819809,3
T0005819812,2
T0005819815,3
T0005819818,3
T0005819820,2
T0005819823,3
T0005819824,1
T0005819825,2
T0005819826,2
T0005819830,2
T0005819832,2
T0005819839,1
T0005819840,1
T0005819841,2
T0005819842,1
T0005819845,2
T0005819846,1
T0005819849,2
T0005819850,1
T0005819851,3
T0005819855,3
T0005819870,2
T0005819871,3
T0005819872,3
T0005819876,3
T0005819877,2
T0005819878,3
T0005819879,3
T0005819882,3
T0005819883,3
T0005819885,2
T0005819891,2
T0005819896,3
T0005819897,1
T0005819899,2
T0005819903,1
T0005819905,2
T0005819907,3
T0005819908,2
T0005819912,3
T0005819914,3
T0005819918,1
T0005819919,2
T0005819921,3
T0005819925,2
T0005819933,2
T0005819934,2
T0005819936,3
T0005819938,1
T0005819940,3
T0005819941,2
T0005819942,3
T0005819948,3
T0005819950,3
T0005819951,1
T0005819952,2
T0005819954,2
T0005819956,2
T0005819958,2
T0005819962,2
T0005819963,1
T0005819964,3
T0005819965,3
T0005819967,3
T0005819976,2
T0005819978,2
T0005819981,2
T0005819985,1
T0005819988,2
T0005819990,1
T0005819991,2
T0005819994,2
T0005819998,2
T0005819999,1
T0005820001,1
T0005820002,2
T0005820005,2
T0005820008,3
T0005820009,3
T0005820010,2
T0005820013,2
T0005820014,2
T0005820017,3
T0005820018,2
T0005820021,3
T0005820023,2
T0005820024,2
T0005820025,2
T0005820027,2
T0005820028,2
T0005820029,2
T0005820031,2
T0005820032,2
T0005820034,3
T0005820038,2
T0005820044,1
T0005820047,2
T0005820048,2
T0005820050,3
T0005820051,2
T0005820053,2
T0005820057,1
T0005820058,2
T0005820059,2
T0005820064,3
T0005820067,3
T0005820069,2
T0005820071,3
T0005820073,3
T0005820074,2
T0005820076,3
T0005820077,2
T0005820080,2
T0005820084,2
T0005820085,2
T0005820087,2
T0005820088,2
T0005820089,3
T0005820090,2
T0005820092,1
T0005820094,2
T0005820095,2
T0005820100,3
T0005820102,2
T0005820108,2
T0005820111,3
T0005820115,3
T0005820116,3
T0005820119,1
T0005820120,2
T0005820123,3
T0005820125,1
T0005820127,3
T0005820130,2
T0005820135,3
T0005820137,3
T0005820138,3
T0005820139,2
T0005820141,2
T0005820146,2
T0005820149,2
T0005820150,1
T0005820152,2
T0005820155,2
T0005820163,2
T0005820164,2
T0005820167,2
T0005820168,3
T0005820169,2
T0005820170,3
T0005820171,3
T0005820172,2
T0005820176,3
T0005820177,2
T0005820179,2
T0005820180,3
T0005820181,1
T0005820183,1
T0005820184,2
T0005820186,2
T0005820189,2
T0005820195,2
T0005820198,2
T0005820200,2
T0005820209,2
T0005820213,3
T0005820215,3
T0005820216,2
T0005820217,2
T0005820221,3
T0005820225,2
T0005820226,2
T0005820229,2
T0005820231,2
T0005820234,1
T0005820235,2
T0005820241,2
T0005820252,2
T0005820256,1
T0005820259,2
T0005820261,3
T0005820264,2
T0005820265,2
T0005820268,3
T0005820269,2
T0005820270,3
T0005820272,2
T0005820274,2
T0005820279,3
T0005820283,1
T0005820284,2
T0005820286,2
T0005820290,1
T0005820297,1
T0005820298,1
T0005820300,3
T0005820301,2
T0005820306,1
T0005820307,1
T0005820309,2
T0005820310,2
T0005820311,1
T0005820313,1
T0005820318,3
T0005820319,2
T0005820326,3
T0005820329,2
T0005820330,2
T0005820332,3
T0005820335,2
T0005820339,1
T0005820342,2
T0005820343,2
T0005820348,3
T0005820349,2
T0005820350,2
T0005820355,3
T0005820356,3
T0005820359,1
T0005820361,2
T0005820364,2
T0005820367,2
T0005820368,2
T0005820373,2
T0005820375,3
T0005820376,2
T0005820377,2
T0005820379,2
T0005820383,3
T0005820384,2
T0005820387,3
T0005820388,2
T0005820392,2
T0005820393,2
T0005820395,1
T0005820396,3
T0005820397,1
T0005820400,3
T0005820402,2
T0005820408,2
T0005820410,3
T0005820414,2
T0005820416,2
T0005820418,3
T0005820419,2
T0005820420,2
T0005820422,2
T0005820427,2
T0005820428,3
T0005820429,2
T0005820431,2
T0005820432,2
T0005820439,2
T0005820443,2
T0005820445,2
T0005820448,2
T0005820450,3
T0005820454,2
T0005820457,3
T0005820458,2
T0005820462,2
T0005820465,3
T0005820467,2
T0005820468,3
T0005820470,3
T0005820471,3
T0005820475,2
T0005820478,1
T0005820479,3
T0005820481,3
T0005820482,2
T0005820483,3
T0005820484,2
T0005820491,3
T0005820492,3
T0005820493,2
T0005820495,2
T0005820496,3
T0005820497,2
T0005820499,2
T0005820501,2
T0005820505,2
T0005820507,2
T0005820508,2
T0005820510,3
T0005820511,2
T0005820516,2
T0005820519,3
T0005820520,1
T0005820521,3
T0005820523,3
T0005820524,1
T0005820525,2
T0005820529,1
T0005820535,2
T0005820536,2
T0005820537,3
T0005820542,1
T0005820545,2
T0005820547,2
T0005820550,2
T0005820555,1
T0005820556,3
T0005820558,2
T0005820559,3
T0005820561,3
T0005820562,2
T0005820563,2
T0005820566,3
T0005820568,3
T0005820569,2
T0005820572,3
T0005820582,2
T0005820584,1
T0005820587,2
T0005820589,2
T0005820593,1
T0005820594,3
T0005820597,2
T0005820601,2
T0005820608,3
T0005820610,2
T0005820618,3
T0005820621,3
T0005820627,3
T0005820628,2
T0005820631,2
T0005820633,2
T0005820635,2
T0005820636,3
T0005820637,2
T0005820638,1
T0005820642,2
T0005820645,2
T0005820646,1
T0005820649,2
T0005820650,2
T0005820656,2
T0005820657,2
T0005820658,2
T0005820659,3
T0005820660,3
T0005820662,2
T0005820665,2
T0005820666,2
T0005820673,2
T0005820674,2
T0005820679,2
T0005820683,1
T0005820687,2
T0005820688,2
T0005820689,2
T0005820693,1
T0005820697,2
T0005820698,2
T0005820699,2
T0005820702,2
T0005820703,3
T0005820714,1
T0005820718,2
T0005820719,2
T0005820720,2
T0005820721,3
T0005820723,1
T0005820727,2
T0005820737,3
T0005820747,3
T0005820749,3
T0005820753,1
T0005820754,2
T0005820757,3
T0005820760,3
T0005820763,1
T0005820764,2
T0005820768,2
T0005820769,2
T0005820775,2
T0005820776,1
T0005820777,2
T0005820778,1
T0005820780,3
T0005820781,1
T0005820786,1
T0005820790,2
T0005820792,2
T0005820794,1
T0005820795,3
T0005820796,2
T0005820804,3
T0005820805,3
T0005820810,3
T0005820811,2
T0005820812,2
T0005820815,3
T0005820816,2
T0005820818,2
T0005820819,2
T0005820821,1
T0005820822,3
T0005820824,1
T0005820827,2
T0005820828,3
T0005820830,1
T0005820831,1
T0005820833,2
T0005820834,2
T0005820837,2
T0005820839,2
T0005820844,3
T0005820845,2
T0005820847,2
T0005820849,2
T0005820850,1
T0005820852,3
T0005820857,3
T0005820858,2
T0005820859,2
T0005820860,3
T0005820863,2
T0005820865,3
T0005820869,2
T0005820870,2
T0005820874,2
T0005820875,2
T0005820876,3
T0005820878,2
T0005820879,2
T0005820881,3
T0005820885,3
T0005820890,3
T0005820894,3
T0005820895,3
T0005820901,1
T0005820903,1
T0005820908,1
T0005820909,3
T0005820910,1
T0005820913,3
T0005820914,3
T0005820915,1
T0005820918,3
T0005820921,2
T0005820923,3
T0005820928,2
T0005820929,3
T0005820930,2
T0005820934,3
T0005820936,1
T0005820941,3
T0005820945,1
T0005820946,2
T0005820949,3
T0005820951,2
T0005820952,1
T0005820955,1
T0005820957,3
T0005820959,1
T0005820962,3
T0005820965,2
T0005820966,3
T0005820967,2
T0005820974,2
T0005820975,2
T0005820980,2
T0005820981,2
T0005820983,3
T0005820992,2
T0005820994,1
T0005820995,2
T0005820997,2
T0005820999,2
T0005821000,2
T0005821001,3
T0005821004,3
T0005821005,3
T0005821006,2
T0005821007,2
T0005821014,2
T0005821018,1
T0005821019,3
T0005821022,2
T0005821023,3
T0005821030,2
T0005821033,2
T0005821037,2
T0005821038,1
T0005821039,3
T0005821041,3
T0005821046,1
T0005821047,2
T0005821049,3
T0005821051,1
T0005821053,2
T0005821055,3
T0005821060,1
T0005821061,2
T0005821067,3
T0005821072,3
T0005821076,3
T0005821077,3
T0005821078,2
T0005821079,2
T0005821082,2
T0005821083,1
T0005821085,1
T0005821087,2
T0005821088,3
T0005821089,2
T0005821090,2
T0005821094,2
T0005821096,3
T0005821098,2
T0005821099,2
T0005821105,1
T0005821107,3
T0005821110,2
T0005821115,1
T0005821120,2
T0005821121,2
T0005821128,1
T0005821134,2
T0005821136,3
T0005821141,3
T0005821142,1
T0005821143,2
T0005821144,3
T0005821145,2
T0005821146,1
T0005821148,3
T0005821151,3
T0005821152,2
T0005821153,2
T0005821156,3
T0005821160,1
T0005821162,2
T0005821164,3
T0005821172,1
T0005821173,2
T0005821177,1
T0005821178,2
T0005821180,3
T0005821183,2
T0005821191,2
T0005821193,3
T0005821197,2
T0005821203,3
T0005821206,3
T0005821207,3
T0005821208,1
T0005821209,3
T0005821210,2
T0005821211,2
T0005821212,1
T0005821214,2
T0005821216,2
T0005821218,3
T0005821219,2
T0005821220,3
T0005821222,1
T0005821225,2
T0005821226,2
T0005821228,3
T0005821230,2
T0005821243,3
T0005821246,3
T0005821249,2
T0005821250,2
T0005821251,1
T0005821254,2
T0005821255,3
T0005821256,3
T0005821257,2
T0005821258,2
T0005821261,1
T0005821262,2
T0005821263,3
T0005821265,2
T0005821267,2
T0005821269,2
T0005821270,3
T0005821272,2
T0005821273,3
T0005821274,2
T0005821275,3
T0005821276,2
T0005821277,2
T0005821279,3
T0005821282,3
T0005821287,2
T0005821288,2
T0005821290,3
T0005821292,2
T0005821294,3
T0005821300,3
T0005821307,2
T0005821308,3
T0005821309,3
T0005821311,1
T0005821314,1
T0005821316,2
T0005821317,3
T0005821319,3
T0005821320,3
T0005821322,2
T0005821329,3
T0005821330,2
T0005821334,2
T0005821336,3
T0005821339,1
T0005821344,2
T0005821346,2
T0005821347,1
T0005821350,1
T0005821351,2
T0005821355,2
T0005821359,2
T0005821361,2
T0005821362,2
T0005821369,3
T0005821375,2
T0005821378,1
T0005821386,2
T0005821388,3
T0005821390,2
T0005821392,1
T0005821394,2
T0005821401,2
T0005821403,2
T0005821406,1
T0005821407,1
T0005821408,3
T0005821409,2
T0005821410,2
T0005821412,3
T0005821422,3
T0005821434,2
T0005821436,3
T0005821440,3
T0005821442,2
T0005821443,3
T0005821445,2
T0005821450,2
T0005821451,2
T0005821452,3
T0005821455,2
T0005821456,2
T0005821457,3
T0005821459,2
T0005821460,1
T0005821461,2
T0005821462,3
T0005821465,2
T0005821467,1
T0005821471,3
T0005821472,3
T0005821473,2
T0005821474,3
T0005821475,3
T0005821485,2
T0005821487,2
T0005821490,3
T0005821491,3
T0005821492,2
T0005821494,3
T0005821500,3
T0005821502,2
T0005821505,3
T0005821506,3
T0005821513,2
T0005821520,2
T0005821521,3
T0005821522,2
T0005821524,3
T0005821525,2
T0005821527,2
T0005821528,1
T0005821529,2
T0005821531,2
T0005821534,1
T0005821536,3
T0005821537,2
T0005821538,3
T0005821539,2
T0005821542,2
T0005821545,2
T0005821547,3
T0005821551,3
T0005821555,2
T0005821558,1
T0005821559,3
T0005821560,2
T0005821563,3
T0005821564,2
T0005821570,2
T0005821572,2
T0005821574,3
T0005821575,2
T0005821576,2
T0005821577,1
T0005821579,2
T0005821580,3
T0005821581,3
T0005821583,3
T0005821588,3
T0005821590,2
T0005821592,2
T0005821594,2
T0005821595,2
T0005821598,2
T0005821600,2
T0005821604,3
T0005821605,3
T0005821607,2
T0005821611,2
T0005821612,3
T0005821623,3
T0005821624,2
T0005821625,2
T0005821627,2
T0005821628,2
T0005821631,1
T0005821635,1
T0005821639,2
T0005821640,3
T0005821644,2
T0005821648,2
T0005821653,2
T0005821658,2
T0005821659,2
T0005821660,2
T0005821662,3
T0005821663,1
T0005821673,1
T0005821674,1
T0005821675,2
T0005821678,2
T0005821684,2
T0005821685,1
T0005821688,3
T0005821689,1
T0005821693,3
T0005821697,3
T0005821701,1
T0005821708,3
T0005821709,2
T0005821713,2
T0005821714,2
T0005821717,2
T0005821719,3
T0005821721,1
T0005821723,1
T0005821725,2
T0005821732,3
T0005821738,3
T0005821740,3
T0005821742,3
T0005821743,2
T0005821746,2
T0005821747,3
T0005821749,3
T0005821753,2
T0005821754,3
T0005821757,2
T0005821758,1
T0005821759,2
T0005821760,1
T0005821761,3
T0005821768,3
T0005821769,3
T0005821771,2
T0005821773,3
T0005821774,3
T0005821778,2
T0005821783,2
T0005821784,2
T0005821785,1
T0005821792,2
T0005821793,2
T0005821795,1
T0005821805,2
T0005821807,2
T0005821809,3
T0005821811,2
T0005821813,2
T0005821814,1
T0005821815,2
T0005821822,3
T0005821826,1
T0005821827,3
T0005821829,2
T0005821834,2
T0005821841,2
T0005821843,2
T0005821846,2
T0005821847,1
T0005821850,2
T0005821851,2
T0005821852,2
T0005821853,3
T0005821854,2
T0005821857,1
T0005821858,2
T0005821860,2
T0005821866,3
T0005821868,2
T0005821870,2
T0005821871,3
T0005821873,2
T0005821874,2
T0005821881,1
T0005821883,2
T0005821884,2
T0005821900,3
T0005821902,2
T0005821905,2
T0005821907,2
T0005821908,2
T0005821909,3
T0005821910,2
T0005821912,1
T0005821915,3
T0005821922,2
T0005821923,3
T0005821925,2
T0005821926,2
T0005821927,3
T0005821929,2
T0005821931,3
T0005821933,2
T0005821936,3
T0005821941,3
T0005821947,3
T0005821948,1
T0005821949,2
T0005821950,2
T0005821951,2
T0005821952,3
T0005821954,2
T0005821957,3
T0005821960,2
T0005821962,3
T0005821965,3
T0005821968,2
T0005821971,2
T0005821979,2
T0005821982,2
T0005821987,3
T0005821988,2
T0005821990,3
T0005821996,2
T0005821998,2
T0005822000,2
T0005822002,3
T0005822003,3
T0005822004,3
T0005822005,2
T0005822007,1
T0005822010,3
T0005822019,2
T0005822022,3
T0005822023,3
T0005822024,2
T0005822025,2
T0005822027,1
T0005822032,3
T0005822033,2
T0005822035,3
T0005822036,3
T0005822038,1
T0005822040,2
T0005822043,2
T0005822049,2
T0005822050,2
T0005822051,1
T0005822053,1
T0005822056,3
T0005822057,3
T0005822058,3
T0005822060,2
T0005822064,2
T0005822066,2
T0005822067,3
T0005822069,2
T0005822071,2
T0005822072,2
T0005822076,2
T0005822077,2
T0005822082,3
T0005822086,2
T0005822096,3
T0005822097,1
T0005822099,2
T0005822103,2
T0005822108,2
T0005822110,3
T0005822111,2
T0005822114,2
T0005822117,2
T0005822120,3
T0005822122,2
T0005822126,2
T0005822128,2
T0005822129,1
T0005822131,1
T0005822132,3
T0005822140,3
T0005822145,2
T0005822146,3
T0005822149,3
T0005822154,1
T0005822157,2
T0005822158,3
T0005822159,1
T0005822161,1
T0005822164,3
T0005822166,1
T0005822167,1
T0005822168,3
T0005822170,3
T0005822171,2
T0005822172,2
T0005822173,2
T0005822174,2
T0005822175,1
T0005822177,3
T0005822178,1
T0005822180,2
T0005822186,2
T0005822189,1
T0005822190,3
T0005822191,1
T0005822192,2
T0005822196,3
T0005822197,1
T0005822198,2
T0005822199,3
T0005822201,2
T0005822204,2
T0005822205,2
T0005822206,1
T0005822211,2
T0005822212,3
T0005822216,2
T0005822220,3
T0005822222,2
T0005822226,1
T0005822227,3
T0005822231,3
T0005822232,2
T0005822233,2
T0005822235,3
T0005822237,3
T0005822239,2
T0005822240,2
T0005822242,2
T0005822247,2
T0005822250,1
T0005822253,1
T0005822260,2
T0005822264,2
T0005822266,2
T0005822269,3
T0005822270,2
T0005822272,3
T0005822277,2
T0005822280,3
T0005822283,2
T0005822287,2
T0005822290,1
T0005822292,3
T0005822293,2
T0005822294,2
T0005822300,2
T0005822301,2
T0005822303,1
T0005822305,2
T0005822309,2
T0005822310,3
T0005822314,3
T0005822315,2
T0005822317,2
T0005822318,2
T0005822319,2
T0005822324,1
T0005822325,2
T0005822327,1
T0005822329,2
T0005822331,1
T0005822334,2
T0005822336,2
T0005822339,1
T0005822341,2
T0005822343,2
T0005822344,2
T0005822348,1
T0005822350,1
T0005822352,3
T0005822353,2
T0005822361,2
T0005822363,2
T0005822364,2
T0005822368,2
T0005822372,3
T0005822376,2
T0005822377,2
T0005822381,2
T0005822389,2
T0005822392,1
T0005822393,1
T0005822394,1
T0005822395,1
T0005822398,2
T0005822399,2
T0005822401,2
T0005822405,2
T0005822406,3
T0005822409,2
T0005822412,3
T0005822413,1
T0005822415,1
T0005822420,2
T0005822423,3
T0005822430,3
T0005822431,2
T0005822433,3
T0005822434,3
T0005822443,1
T0005822444,3
T0005822448,3
T0005822449,2
T0005822452,2
T0005822455,2
T0005822459,2
T0005822461,3
T0005822463,2
T0005822464,2
T0005822470,1
T0005822473,2
T0005822475,1
T0005822479,3
T0005822480,3
T0005822482,1
T0005822483,2
T0005822484,3
T0005822486,2
T0005822487,2
T0005822489,1
T0005822493,2
T0005822494,2
T0005822495,2
T0005822498,3
T0005822500,2
T0005822501,1
T0005822502,2
T0005822511,2
T0005822512,3
T0005822513,2
T0005822514,3
T0005822515,3
T0005822516,3
T0005822520,3
T0005822522,2
T0005822524,1
T0005822534,2
T0005822536,2
T0005822542,2
T0005822544,1
T0005822547,2
T0005822557,2
T0005822559,2
T0005822560,2
T0005822562,3
T0005822563,2
T0005822565,3
T0005822566,2
T0005822569,1
T0005822572,1
T0005822577,2
T0005822580,3
T0005822583,3
T0005822586,2
T0005822588,3
T0005822589,2
T0005822594,2
T0005822597,2
T0005822600,2
T0005822602,3
T0005822603,3
T0005822604,2
T0005822606,2
T0005822609,2
T0005822611,2
T0005822612,2
T0005822615,2
T0005822619,2
T0005822620,2
T0005822621,3
T0005822623,3
T0005822624,3
T0005822626,2
T0005822627,3
T0005822630,3
T0005822631,3
T0005822633,2
T0005822634,1
T0005822636,1
T0005822637,2
T0005822638,3
T0005822645,2
T0005822649,2
T0005822652,2
T0005822654,2
T0005822657,3
T0005822658,2
T0005822665,3
T0005822666,2
T0005822667,3
T0005822669,3
T0005822671,3
T0005822674,2
T0005822677,2
T0005822678,3
T0005822682,3
T0005822683,3
T0005822686,2
T0005822688,2
T0005822691,2
T0005822693,2
T0005822694,3
T0005822695,1
T0005822696,2
T0005822697,1
T0005822701,3
T0005822702,2
T0005822705,2
T0005822706,2
T0005822713,3
T0005822714,3
T0005822719,2
T0005822720,2
T0005822721,3
T0005822724,3
T0005822726,3
T0005822727,3
T0005822728,2
T0005822730,2
T0005822731,3
T0005822733,2
T0005822735,2
T0005822736,2
T0005822742,1
T0005822743,3
T0005822744,3
T0005822745,2
T0005822747,3
T0005822749,2
T0005822751,2
T0005822752,1
T0005822754,2
T0005822757,1
T0005822758,2
T0005822762,3
T0005822763,2
T0005822764,2
T0005822766,3
T0005822767,3
T0005822768,2
T0005822770,2
T0005822772,2
T0005822776,2
T0005822778,2
T0005822779,2
T0005822780,1
T0005822781,2
T0005822782,2
T0005822783,3
T0005822790,2
T0005822795,3
T0005822796,3
T0005822798,2
T0005822801,3
T0005822809,2
T0005822813,3
T0005822814,2
T0005822819,2
T0005822820,3
T0005822823,1
T0005822824,2
T0005822825,3
T0005822827,3
T0005822828,2
T0005822832,1
T0005822834,3
T0005822836,2
T0005822837,3
T0005822844,3
T0005822846,2
T0005822847,2
T0005822856,2
T0005822859,2
T0005822861,3
T0005822862,2
T0005822868,2
T0005822869,1
T0005822870,2
T0005822872,2
T0005822877,2
T0005822883,2
T0005822884,1
T0005822885,2
T0005822888,2
T0005822891,1
T0005822892,1
T0005822897,3
T0005822898,3
T0005822899,2
T0005822900,2
T0005822902,2
T0005822906,3
T0005822909,1
T0005822910,3
T0005822914,2
T0005822915,3
T0005822916,3
T0005822921,3
T0005822924,2
T0005822926,3
T0005822929,2
T0005822930,3
T0005822937,2
T0005822938,2
T0005822939,3
T0005822941,1
T0005822942,3
T0005822945,2
T0005822950,2
T0005822951,1
T0005822953,2
T0005822956,2
T0005822958,3
T0005822959,2
T0005822963,3
T0005822966,3
T0005822967,3
T0005822970,3
T0005822971,2
T0005822976,3
T0005822977,1
T0005822979,1
T0005822981,3
T0005822982,1
T0005822989,2
T0005822990,3
T0005822991,1
T0005822993,2
T0005822994,2
T0005822996,3
T0005822997,2
T0005822998,2
T0005822999,2
T0005823006,2
T0005823007,3
T0005823008,3
T0005823009,2
T0005823011,2
T0005823013,2
T0005823017,2
T0005823019,2
T0005823023,2
T0005823024,2
T0005823027,1
T0005823031,2
T0005823032,3
T0005823034,2
T0005823038,3
T0005823043,2
T0005823046,2
T0005823048,3
T0005823050,2
T0005823051,3
T0005823052,2
T0005823053,2
T0005823055,2
T0005823060,2
T0005823062,2
T0005823069,3
T0005823071,2
T0005823073,2
T0005823075,3
T0005823078,3
T0005823083,3
T0005823088,2
T0005823090,3
T0005823091,1
T0005823092,2
T0005823094,1
T0005823095,2
T0005823097,3
T0005823099,3
T0005823100,2
T0005823102,3
T0005823110,1
T0005823112,2
T0005823113,2
T0005823115,2
T0005823116,3
T0005823118,2
T0005823119,3
T0005823122,2
T0005823123,2
T0005823124,1
T0005823125,2
T0005823132,2
T0005823133,1
T0005823134,2
T0005823137,3
T0005823139,2
T0005823142,1
T0005823146,1
T0005823154,3
T0005823155,3
T0005823156,3
T0005823164,2
T0005823165,2
T0005823168,2
T0005823169,2
T0005823180,2
T0005823185,2
T0005823188,1
T0005823189,2
T0005823190,2
T0005823195,3
T0005823197,3
T0005823199,2
T0005823200,2
T0005823202,1
T0005823203,3
T0005823204,3
T0005823205,2
T0005823206,1
T0005823208,2
T0005823209,2
T0005823210,2
T0005823214,2
T0005823216,2
T0005823217,2
T0005823218,2
T0005823219,2
T0005823221,2
T0005823224,2
T0005823226,2
T0005823227,1
T0005823230,2
T0005823231,2
T0005823232,2
T0005823233,2
T0005823234,3
T0005823237,3
T0005823238,1
T0005823240,2
T0005823242,1
T0005823245,3
T0005823249,2
T0005823252,2
T0005823253,2
T0005823256,2
T0005823258,3
T0005823262,1
T0005823266,2
T0005823268,2
T0005823271,2
T0005823274,3
T0005823281,3
T0005823282,2
T0005823287,3
T0005823288,2
T0005823289,3
T0005823292,1
T0005823293,3
T0005823295,1
T0005823296,3
T0005823297,1
T0005823298,2
T0005823299,3
T0005823300,1
T0005823303,2
T0005823304,2
T0005823308,2
T0005823309,3
T0005823310,3
T0005823312,2
T0005823314,2
T0005823320,2
T0005823322,2
T0005823324,2
T0005823327,1
T0005823329,2
T0005823330,2
T0005823332,2
T0005823334,2
T0005823335,2
T0005823336,2
T0005823339,3
T0005823340,2
T0005823341,2
T0005823343,2
T0005823344,2
T0005823345,2
T0005823347,3
T0005823350,3
T0005823354,3
T0005823355,3
T0005823358,3
T0005823361,2
T0005823366,3
T0005823367,2
T0005823369,2
T0005823370,1
T0005823372,1
T0005823376,2
T0005823380,3
T0005823381,2
T0005823382,1
T0005823384,2
T0005823385,1
T0005823389,1
T0005823390,3
T0005823392,1
T0005823400,2
T0005823407,2
T0005823408,1
T0005823409,3
T0005823410,3
T0005823415,3
T0005823418,2
T0005823420,2
T0005823422,3
T0005823423,2
T0005823424,2
T0005823425,2
T0005823427,3
T0005823428,2
T0005823431,1
T0005823440,2
T0005823443,2
T0005823444,3
T0005823445,3
T0005823450,2
T0005823454,2
T0005823455,2
T0005823457,3
T0005823458,1
T0005823466,2
T0005823469,2
T0005823471,2
T0005823474,2
T0005823475,2
T0005823476,3
T0005823478,3
T0005823479,2
T0005823483,2
T0005823486,2
T0005823487,2
T0005823489,2
T0005823490,3
T0005823493,2
T0005823494,2
T0005823497,2
T0005823501,3
T0005823502,3
T0005823505,2
T0005823509,3
T0005823511,2
T0005823515,3
T0005823519,3
T0005823523,3
T0005823525,3
T0005823533,2
T0005823534,3
T0005823535,1
T0005823539,2
T0005823542,2
T0005823545,2
T0005823546,3
T0005823552,2
T0005823553,1
T0005823555,3
T0005823557,3
T0005823559,2
T0005823562,2
T0005823563,2
T0005823567,2
T0005823570,2
T0005823571,3
T0005823572,1
T0005823573,2
T0005823574,1
T0005823578,1
T0005823580,3
T0005823581,2
T0005823582,2
T0005823584,2
T0005823586,3
T0005823588,2
T0005823589,1
T0005823590,1
T0005823591,2
T0005823593,2
T0005823595,2
T0005823597,1
T0005823599,3
T0005823605,2
T0005823606,2
T0005823614,3
T0005823617,3
T0005823623,2
T0005823626,2
T0005823629,2
T0005823631,3
T0005823632,1
T0005823634,3
T0005823635,2
T0005823641,2
T0005823646,3
T0005823648,2
T0005823652,2
T0005823653,2
T0005823654,2
T0005823657,2
T0005823659,2
T0005823660,2
T0005823661,2
T0005823663,2
T0005823667,2
T0005823668,3
T0005823670,2
T0005823671,1
T0005823672,2
T0005823675,2
T0005823677,2
T0005823679,3
T0005823680,1
T0005823687,3
T0005823690,3
T0005823692,2
T0005823693,2
T0005823695,1
T0005823700,3
T0005823703,3
T0005823706,2
T0005823707,2
T0005823708,1
T0005823710,2
T0005823715,3
T0005823722,3
T0005823724,3
T0005823727,3
T0005823734,2
T0005823737,1
T0005823738,2
T0005823739,2
T0005823743,2
T0005823744,2
T0005823746,3
T0005823747,3
T0005823758,2
T0005823762,3
T0005823764,3
T0005823765,2
T0005823766,2
T0005823767,2
T0005823769,2
T0005823770,1
T0005823771,2
T0005823772,3
T0005823773,3
T0005823774,2
T0005823775,3
T0005823776,2
T0005823777,2
T0005823778,1
T0005823780,3
T0005823784,3
T0005823785,2
T0005823792,1
T0005823794,2
T0005823795,3
T0005823798,3
T0005823799,2
T0005823801,2
T0005823803,1
T0005823805,3
T0005823806,2
T0005823807,2
T0005823809,2
T0005823810,2
T0005823812,2
T0005823813,2
T0005823814,3
T0005823815,2
T0005823817,3
T0005823818,3
T0005823823,3
T0005823827,2
T0005823828,3
T0005823830,1
T0005823832,2
T0005823834,2
T0005823835,2
T0005823836,3
T0005823837,1
T0005823840,2
T0005823841,2
T0005823842,3
T0005823845,3
T0005823846,2
T0005823853,1
T0005823856,2
T0005823857,2
T0005823858,3
T0005823859,3
T0005823861,3
T0005823863,1
T0005823864,3
T0005823866,2
T0005823867,2
T0005823872,3
T0005823874,2
T0005823876,3
T0005823877,1
T0005823878,1
T0005823879,2
T0005823885,3
T0005823887,2
