pet_id,breed_category,pet_category
ANSL_65929,1,2
ANSL_72146,0,2
ANSL_65450,0,1
ANSL_58790,1,2
ANSL_60564,1,2
ANSL_75392,0,2
ANSL_71381,0,2
ANSL_55533,1,2
ANSL_56341,2,1
ANSL_68457,0,2
ANSL_72680,1,1
ANSL_63449,0,2
ANSL_69005,1,1
ANSL_62394,0,2
ANSL_60427,1,2
ANSL_64484,1,2
ANSL_58368,1,2
ANSL_63884,1,1
ANSL_58261,1,2
ANSL_67941,0,2
ANSL_59258,0,2
ANSL_70264,0,2
ANSL_75345,1,1
ANSL_62111,1,1
ANSL_60737,0,2
ANSL_69546,1,1
ANSL_61846,0,1
ANSL_50900,0,2
ANSL_71924,1,2
ANSL_69152,0,2
ANSL_50751,0,2
ANSL_61031,1,2
ANSL_53062,1,1
ANSL_66039,2,1
ANSL_74018,0,1
ANSL_54742,1,2
ANSL_72156,1,2
ANSL_53810,0,2
ANSL_58793,0,2
ANSL_51705,1,1
ANSL_59633,1,2
ANSL_61275,1,2
ANSL_54681,0,2
ANSL_73290,1,1
ANSL_60623,0,4
ANSL_71142,0,2
ANSL_74362,1,2
ANSL_67764,1,1
ANSL_66052,0,1
ANSL_56714,2,1
ANSL_53823,1,2
ANSL_57107,0,1
ANSL_73917,1,1
ANSL_63553,2,1
ANSL_52573,1,2
ANSL_76683,0,1
ANSL_72613,1,2
ANSL_50746,1,2
ANSL_68980,0,1
ANSL_51846,0,1
ANSL_50170,0,2
ANSL_66934,0,2
ANSL_51337,1,2
ANSL_62863,0,2
ANSL_51967,1,2
ANSL_76356,1,2
ANSL_64194,2,4
ANSL_54608,0,2
ANSL_69118,1,1
ANSL_54497,0,2
ANSL_62428,0,2
ANSL_72751,0,2
ANSL_70413,1,1
ANSL_73160,0,2
ANSL_51824,0,2
ANSL_69035,0,2
ANSL_55163,0,2
ANSL_69992,0,2
ANSL_67238,1,2
ANSL_63794,1,2
ANSL_57777,1,2
ANSL_68628,0,2
ANSL_69106,0,2
ANSL_61526,1,1
ANSL_50402,0,2
ANSL_73979,0,2
ANSL_71496,1,2
ANSL_54418,1,2
ANSL_64894,1,2
ANSL_57862,2,4
ANSL_65298,1,2
ANSL_61990,0,1
ANSL_72946,0,1
ANSL_65517,1,2
ANSL_62197,1,1
ANSL_59007,1,2
ANSL_52050,0,2
ANSL_75928,1,1
ANSL_68074,0,1
ANSL_71503,2,1
ANSL_50988,0,2
ANSL_73171,0,2
ANSL_67867,2,4
ANSL_57864,0,2
ANSL_67197,0,1
ANSL_54815,0,2
ANSL_73070,1,2
ANSL_56997,0,2
ANSL_68342,1,2
ANSL_69931,0,2
ANSL_51676,0,2
ANSL_61080,0,2
ANSL_73464,2,1
ANSL_67543,0,2
ANSL_65851,1,2
ANSL_57510,0,2
ANSL_67353,1,2
ANSL_75069,1,2
ANSL_64644,0,1
ANSL_53183,0,1
ANSL_75099,1,1
ANSL_71250,0,2
ANSL_61375,0,2
ANSL_66069,1,2
ANSL_75465,0,1
ANSL_57848,1,2
ANSL_53339,1,2
ANSL_56206,0,2
ANSL_55648,0,2
ANSL_55110,0,2
ANSL_66649,2,4
ANSL_75658,0,2
ANSL_71942,1,2
ANSL_74087,0,2
ANSL_71255,1,1
ANSL_50814,1,2
ANSL_58130,1,2
ANSL_53639,0,2
ANSL_59765,1,2
ANSL_69748,0,1
ANSL_52430,1,1
ANSL_70523,0,1
ANSL_54382,0,1
ANSL_52882,0,2
ANSL_58438,1,1
ANSL_59516,1,2
ANSL_69678,0,2
ANSL_57030,1,2
ANSL_55617,0,2
ANSL_71938,1,2
ANSL_52219,0,2
ANSL_71199,0,2
ANSL_69563,0,2
ANSL_60506,0,1
ANSL_70380,0,2
ANSL_69326,0,2
ANSL_70939,1,2
ANSL_57010,0,1
ANSL_52969,1,2
ANSL_71622,1,2
ANSL_67643,1,2
ANSL_62218,1,2
ANSL_75925,0,2
ANSL_66287,1,2
ANSL_55610,1,1
ANSL_71865,1,2
ANSL_75544,0,1
ANSL_63486,1,2
ANSL_55724,1,2
ANSL_74855,2,4
ANSL_53879,0,2
ANSL_52060,1,1
ANSL_69576,0,2
ANSL_54622,0,2
ANSL_67631,2,4
ANSL_75198,1,2
ANSL_57636,1,1
ANSL_63335,0,2
ANSL_50606,1,2
ANSL_69058,1,2
ANSL_72926,1,2
ANSL_64261,1,2
ANSL_59008,0,2
ANSL_64388,0,2
ANSL_76177,1,1
ANSL_56646,0,1
ANSL_75794,0,2
ANSL_68423,1,2
ANSL_56497,1,2
ANSL_75786,0,1
ANSL_72345,1,1
ANSL_61854,1,2
ANSL_75297,0,1
ANSL_60307,1,1
ANSL_64751,0,2
ANSL_75280,1,2
ANSL_61841,1,1
ANSL_63080,0,1
ANSL_66919,2,0
ANSL_65055,1,1
ANSL_51347,1,2
ANSL_74289,1,2
ANSL_74180,1,1
ANSL_50646,0,2
ANSL_65648,1,2
ANSL_69219,1,2
ANSL_63064,0,1
ANSL_53248,1,2
ANSL_59434,0,1
ANSL_65958,1,2
ANSL_75357,0,2
ANSL_71872,0,1
ANSL_55605,0,2
ANSL_50526,1,2
ANSL_71223,1,2
ANSL_59033,0,2
ANSL_61904,0,2
ANSL_59939,1,1
ANSL_68915,0,1
ANSL_58191,2,4
ANSL_62794,2,4
ANSL_68559,2,1
ANSL_60363,0,2
ANSL_58432,0,2
ANSL_51957,0,2
ANSL_53865,0,1
ANSL_66489,1,1
ANSL_67662,1,1
ANSL_66744,1,2
ANSL_75641,1,2
ANSL_51593,0,1
ANSL_60976,1,1
ANSL_59397,1,2
ANSL_64667,1,1
ANSL_76827,1,2
ANSL_70400,0,2
ANSL_71302,0,2
ANSL_65814,0,1
ANSL_71206,1,2
ANSL_73109,0,2
ANSL_56384,2,4
ANSL_56276,0,2
ANSL_66483,0,2
ANSL_74443,0,2
ANSL_75513,0,1
ANSL_49986,1,2
ANSL_66426,1,1
ANSL_66367,0,2
ANSL_76044,0,2
ANSL_75610,0,2
ANSL_62503,1,2
ANSL_76100,1,2
ANSL_53435,1,2
ANSL_73668,1,1
ANSL_70629,2,1
ANSL_60928,1,2
ANSL_51348,1,2
ANSL_61535,0,2
ANSL_56159,1,2
ANSL_71699,0,2
ANSL_66364,1,1
ANSL_65936,0,1
ANSL_50391,0,2
ANSL_67438,0,1
ANSL_56955,1,2
ANSL_57959,0,1
ANSL_69697,2,4
ANSL_75157,1,2
ANSL_58982,2,4
ANSL_65028,0,2
ANSL_74724,1,2
ANSL_76180,0,2
ANSL_56979,0,1
ANSL_73491,0,2
ANSL_60852,0,2
ANSL_52309,1,2
ANSL_55122,0,2
ANSL_54456,0,2
ANSL_65027,1,1
ANSL_70292,0,2
ANSL_62751,1,1
ANSL_76477,1,2
ANSL_59975,1,1
ANSL_55871,0,2
ANSL_57923,0,1
ANSL_62304,1,1
ANSL_59419,0,1
ANSL_76445,1,2
ANSL_49991,0,2
ANSL_75849,1,1
ANSL_50567,1,1
ANSL_56924,1,2
ANSL_50873,1,2
ANSL_53443,1,2
ANSL_63168,0,1
ANSL_57943,1,1
ANSL_68970,0,1
ANSL_53479,1,1
ANSL_53053,0,2
ANSL_60058,0,2
ANSL_66960,0,2
ANSL_57062,1,2
ANSL_71582,1,1
ANSL_73959,0,1
ANSL_67678,0,2
ANSL_52146,0,2
ANSL_55524,0,1
ANSL_72036,1,2
ANSL_76401,0,2
ANSL_69853,1,1
ANSL_57826,0,2
ANSL_50137,0,2
ANSL_56598,0,1
ANSL_75131,1,2
ANSL_67414,1,2
ANSL_68264,1,2
ANSL_64756,1,2
ANSL_68858,0,2
ANSL_63000,0,1
ANSL_50080,1,1
ANSL_64134,0,2
ANSL_56321,1,2
ANSL_61685,0,1
ANSL_63054,0,2
ANSL_64851,0,2
ANSL_74960,1,1
ANSL_67737,1,2
ANSL_52926,0,2
ANSL_55761,1,2
ANSL_50943,0,2
ANSL_71695,2,1
ANSL_58506,1,1
ANSL_51036,0,2
ANSL_74707,1,2
ANSL_65484,0,1
ANSL_55025,0,2
ANSL_51882,1,2
ANSL_55198,0,2
ANSL_56666,0,2
ANSL_50930,0,2
ANSL_72805,0,2
ANSL_58462,0,2
ANSL_74700,1,1
ANSL_63641,2,4
ANSL_51055,2,1
ANSL_59432,0,2
ANSL_71413,0,2
ANSL_59585,2,1
ANSL_73016,0,2
ANSL_70837,0,2
ANSL_55216,0,2
ANSL_63264,1,2
ANSL_68082,0,1
ANSL_51841,0,1
ANSL_50499,1,1
ANSL_56397,1,2
ANSL_75608,0,2
ANSL_74603,1,1
ANSL_71505,0,2
ANSL_72510,1,1
ANSL_66019,1,1
ANSL_52752,1,2
ANSL_56561,0,2
ANSL_60311,1,1
ANSL_61502,2,4
ANSL_71856,0,1
ANSL_68733,0,2
ANSL_66554,1,2
ANSL_76132,1,2
ANSL_60653,0,2
ANSL_56569,1,2
ANSL_60567,1,1
ANSL_65014,0,2
ANSL_64263,1,2
ANSL_73872,0,2
ANSL_72630,0,2
ANSL_57015,0,2
ANSL_53202,1,1
ANSL_75250,0,2
ANSL_75360,1,2
ANSL_52734,1,1
ANSL_55004,0,1
ANSL_71066,1,2
ANSL_76051,1,2
ANSL_55120,0,1
ANSL_69643,0,1
ANSL_76185,1,2
ANSL_57679,0,2
ANSL_71515,1,1
ANSL_72068,0,1
ANSL_72557,0,2
ANSL_68269,0,1
ANSL_68872,1,1
ANSL_58359,1,1
ANSL_56608,1,2
ANSL_66793,1,2
ANSL_55130,0,1
ANSL_54991,0,2
ANSL_64535,1,2
ANSL_58147,0,2
ANSL_54077,0,2
ANSL_75954,0,1
ANSL_52839,1,2
ANSL_62504,2,4
ANSL_65736,1,2
ANSL_67622,0,1
ANSL_69204,0,2
ANSL_59907,1,2
ANSL_61961,1,1
ANSL_73221,1,1
ANSL_55499,1,1
ANSL_67951,0,2
ANSL_62485,1,2
ANSL_66408,0,1
ANSL_60177,0,2
ANSL_67445,1,1
ANSL_59634,0,2
ANSL_54156,1,1
ANSL_66860,0,2
ANSL_59240,0,1
ANSL_70830,1,2
ANSL_67217,1,1
ANSL_53337,1,2
ANSL_55680,0,1
ANSL_71745,0,1
ANSL_75720,0,2
ANSL_64374,1,2
ANSL_75276,1,2
ANSL_51218,0,1
ANSL_72678,2,4
ANSL_68186,1,1
ANSL_74892,0,1
ANSL_51934,1,1
ANSL_61377,1,2
ANSL_57997,0,2
ANSL_62363,0,2
ANSL_59209,0,2
ANSL_50418,0,2
ANSL_57727,2,4
ANSL_55657,0,2
ANSL_65280,1,2
ANSL_72657,0,2
ANSL_56834,1,1
ANSL_72957,0,2
ANSL_73162,0,1
ANSL_62212,1,2
ANSL_56008,0,1
ANSL_63005,0,2
ANSL_63151,0,2
ANSL_68710,0,2
ANSL_53341,0,1
ANSL_68809,0,2
ANSL_57475,0,2
ANSL_55123,1,2
ANSL_53583,0,2
ANSL_76495,0,2
ANSL_67051,2,1
ANSL_64303,1,1
ANSL_72109,1,2
ANSL_68939,1,1
ANSL_74785,1,1
ANSL_60358,0,2
ANSL_52938,1,2
ANSL_51201,0,1
ANSL_66008,1,1
ANSL_74688,1,2
ANSL_58589,0,2
ANSL_59846,0,2
ANSL_51642,0,2
ANSL_55608,0,1
ANSL_57245,0,1
ANSL_57790,1,2
ANSL_50778,0,2
ANSL_66472,1,1
ANSL_74101,1,2
ANSL_56967,2,4
ANSL_54628,0,2
ANSL_62736,0,2
ANSL_68028,2,4
ANSL_61629,1,1
ANSL_55801,0,1
ANSL_62775,0,2
ANSL_58742,0,2
ANSL_70078,0,1
ANSL_66233,0,1
ANSL_55488,1,2
ANSL_76871,0,2
ANSL_65446,1,2
ANSL_75030,0,2
ANSL_51053,1,2
ANSL_58052,0,2
ANSL_70309,0,2
ANSL_62505,1,2
ANSL_52076,1,1
ANSL_50821,0,1
ANSL_71917,1,2
ANSL_72052,0,2
ANSL_71494,1,2
ANSL_59730,0,2
ANSL_58487,1,1
ANSL_58897,1,1
ANSL_68726,2,4
ANSL_71634,0,2
ANSL_63615,0,1
ANSL_64965,0,1
ANSL_66662,1,1
ANSL_60899,0,1
ANSL_58908,0,2
ANSL_50205,2,1
ANSL_68712,1,1
ANSL_57160,1,2
ANSL_51948,0,2
ANSL_53817,2,4
ANSL_52261,1,2
ANSL_74505,2,4
ANSL_56142,0,1
ANSL_62357,0,1
ANSL_76715,1,2
ANSL_70571,0,1
ANSL_51793,0,2
ANSL_63355,1,1
ANSL_60750,1,1
ANSL_60048,1,1
ANSL_60831,0,1
ANSL_67854,0,2
ANSL_69763,1,1
ANSL_71506,0,2
ANSL_52647,0,1
ANSL_54489,0,2
ANSL_58962,0,2
ANSL_64921,1,2
ANSL_51513,0,2
ANSL_70678,0,2
ANSL_73146,1,2
ANSL_69722,0,1
ANSL_58627,0,2
ANSL_67338,2,1
ANSL_58006,1,1
ANSL_70487,1,1
ANSL_75540,1,1
ANSL_71533,0,1
ANSL_73362,1,2
ANSL_56066,1,2
ANSL_61787,1,2
ANSL_62027,0,1
ANSL_75661,0,1
ANSL_64214,0,1
ANSL_54730,2,1
ANSL_69447,1,1
ANSL_76311,1,2
ANSL_70857,0,2
ANSL_74949,1,1
ANSL_53005,1,1
ANSL_73526,1,2
ANSL_73544,0,2
ANSL_76151,2,4
ANSL_54142,1,2
ANSL_61419,0,2
ANSL_54356,0,2
ANSL_56156,0,2
ANSL_72368,2,1
ANSL_70723,1,1
ANSL_76068,0,2
ANSL_63807,0,2
ANSL_59768,0,2
ANSL_59878,2,4
ANSL_62855,1,2
ANSL_68722,1,2
ANSL_59651,0,2
ANSL_69395,1,1
ANSL_71762,0,1
ANSL_65839,0,2
ANSL_70298,1,2
ANSL_65988,0,2
ANSL_58574,1,2
ANSL_75443,1,1
ANSL_73739,0,2
ANSL_54515,0,2
ANSL_66009,0,2
ANSL_70608,0,2
ANSL_56255,1,2
ANSL_70760,0,2
ANSL_75279,0,2
ANSL_61372,0,2
ANSL_75865,1,2
ANSL_73820,0,1
ANSL_50509,0,2
ANSL_58064,1,1
ANSL_65037,1,1
ANSL_52596,2,4
ANSL_69428,2,4
ANSL_52633,1,2
ANSL_74340,1,2
ANSL_53635,0,2
ANSL_70385,0,2
ANSL_74628,2,1
ANSL_52922,0,2
ANSL_76786,0,2
ANSL_65506,2,1
ANSL_51233,0,1
ANSL_57784,0,1
ANSL_64107,1,1
ANSL_63440,0,2
ANSL_64664,1,2
ANSL_52102,1,2
ANSL_61663,0,2
ANSL_68067,1,2
ANSL_61252,1,1
ANSL_58551,0,2
ANSL_52466,1,2
ANSL_54978,2,1
ANSL_55199,1,1
ANSL_64655,1,2
ANSL_61886,1,1
ANSL_66875,1,2
ANSL_62490,1,2
ANSL_57017,1,1
ANSL_54565,2,1
ANSL_65337,0,1
ANSL_69127,0,2
ANSL_57395,0,1
ANSL_67434,0,2
ANSL_70006,0,2
ANSL_69043,1,1
ANSL_55462,0,2
ANSL_60758,1,1
ANSL_63814,1,1
ANSL_74367,0,1
ANSL_53652,0,2
ANSL_66054,1,2
ANSL_65111,1,2
ANSL_65702,2,1
ANSL_70018,1,1
ANSL_56364,2,1
ANSL_67522,0,2
ANSL_53929,2,1
ANSL_65776,1,2
ANSL_51117,0,2
ANSL_59136,1,2
ANSL_54322,0,1
ANSL_71093,0,1
ANSL_62221,1,1
ANSL_55490,0,1
ANSL_75885,0,2
ANSL_69402,1,1
ANSL_53142,1,2
ANSL_51825,0,1
ANSL_74415,1,2
ANSL_54123,0,1
ANSL_65505,0,1
ANSL_71711,1,2
ANSL_68135,0,1
ANSL_60345,0,1
ANSL_54944,0,2
ANSL_69380,1,1
ANSL_67611,0,1
ANSL_70488,1,1
ANSL_62284,0,1
ANSL_62593,1,2
ANSL_64242,0,2
ANSL_52316,1,2
ANSL_57001,0,2
ANSL_70486,1,2
ANSL_53722,0,2
ANSL_52872,2,4
ANSL_64147,1,2
ANSL_71418,0,2
ANSL_68307,1,2
ANSL_65316,0,1
ANSL_64337,0,2
ANSL_68426,1,2
ANSL_55882,0,2
ANSL_54534,0,1
ANSL_71360,2,2
ANSL_54073,0,1
ANSL_73368,1,2
ANSL_61734,2,4
ANSL_52341,0,2
ANSL_68691,1,2
ANSL_69388,1,2
ANSL_59162,1,2
ANSL_71864,0,1
ANSL_67063,1,2
ANSL_58906,1,1
ANSL_63495,0,2
ANSL_50570,0,2
ANSL_69596,0,2
ANSL_64278,1,2
ANSL_63617,0,2
ANSL_51342,1,2
ANSL_53606,0,2
ANSL_68690,1,1
ANSL_55905,2,4
ANSL_56968,1,2
ANSL_67934,1,1
ANSL_55885,0,1
ANSL_71290,0,1
ANSL_71595,1,2
ANSL_53679,0,2
ANSL_74045,0,2
ANSL_64181,0,1
ANSL_66218,0,2
ANSL_51755,0,2
ANSL_65062,0,2
ANSL_50319,1,2
ANSL_74856,1,1
ANSL_69355,2,4
ANSL_56440,1,2
ANSL_73246,0,1
ANSL_53345,0,2
ANSL_58048,0,1
ANSL_50390,0,1
ANSL_53525,0,2
ANSL_61959,0,2
ANSL_52858,0,2
ANSL_62137,2,4
ANSL_50427,0,2
ANSL_53433,0,2
ANSL_66411,0,2
ANSL_65418,0,1
ANSL_57453,0,1
ANSL_53225,0,1
ANSL_59189,0,1
ANSL_76140,1,2
ANSL_57039,0,2
ANSL_68569,0,1
ANSL_70522,1,2
ANSL_61859,1,1
ANSL_52877,2,4
ANSL_73742,0,2
ANSL_69831,0,2
ANSL_63258,1,2
ANSL_58708,0,1
ANSL_75461,0,2
ANSL_67726,0,2
ANSL_50133,0,2
ANSL_63975,0,2
ANSL_58971,1,1
ANSL_56171,0,2
ANSL_58217,0,2
ANSL_59311,1,2
ANSL_50354,0,2
ANSL_68823,1,2
ANSL_68781,1,1
ANSL_53145,2,1
ANSL_61910,1,2
ANSL_67549,1,1
ANSL_51718,0,2
ANSL_76070,0,2
ANSL_72904,0,2
ANSL_60483,1,1
ANSL_58664,1,2
ANSL_69597,0,1
ANSL_57705,1,1
ANSL_71159,0,2
ANSL_62521,0,1
ANSL_62282,0,2
ANSL_69164,0,2
ANSL_76203,1,2
ANSL_59511,1,1
ANSL_59796,2,1
ANSL_53999,0,2
ANSL_73649,0,2
ANSL_53361,0,2
ANSL_72556,1,1
ANSL_55529,1,2
ANSL_69993,2,4
ANSL_71632,1,2
ANSL_54487,1,1
ANSL_56577,0,2
ANSL_54173,0,2
ANSL_71412,0,1
ANSL_51572,0,2
ANSL_52832,0,2
ANSL_74243,0,2
ANSL_61318,0,1
ANSL_74421,2,4
ANSL_58779,1,2
ANSL_67237,1,2
ANSL_64019,0,2
ANSL_70037,1,1
ANSL_74432,0,2
ANSL_52978,1,2
ANSL_65657,0,1
ANSL_65983,0,1
ANSL_51746,0,1
ANSL_58468,1,2
ANSL_63568,1,1
ANSL_61834,1,2
ANSL_53490,1,2
ANSL_53657,0,2
ANSL_53656,0,2
ANSL_65214,0,2
ANSL_70921,1,1
ANSL_70275,0,2
ANSL_53034,0,1
ANSL_54478,0,2
ANSL_55835,1,2
ANSL_55698,0,1
ANSL_72841,0,2
ANSL_72933,0,2
ANSL_75739,1,2
ANSL_73634,0,2
ANSL_52025,0,1
ANSL_69179,1,2
ANSL_64170,0,1
ANSL_57032,0,1
ANSL_74102,0,2
ANSL_61320,1,2
ANSL_69766,0,2
ANSL_52071,1,2
ANSL_72677,0,2
ANSL_68517,1,1
ANSL_68458,1,2
ANSL_71799,1,1
ANSL_67000,1,2
ANSL_62520,0,2
ANSL_74534,0,2
ANSL_76292,0,2
ANSL_74472,0,1
ANSL_75310,0,2
ANSL_60753,0,2
ANSL_59337,1,1
ANSL_55415,0,2
ANSL_75315,1,2
ANSL_54380,0,1
ANSL_55936,0,2
ANSL_49995,0,2
ANSL_65651,1,1
ANSL_59382,1,1
ANSL_68606,0,2
ANSL_63189,0,2
ANSL_57048,1,2
ANSL_53360,1,2
ANSL_55864,0,2
ANSL_55419,0,2
ANSL_50452,2,1
ANSL_66505,0,2
ANSL_66258,0,1
ANSL_65772,1,2
ANSL_51943,0,2
ANSL_52875,0,2
ANSL_54753,1,1
ANSL_57212,1,2
ANSL_62673,2,1
ANSL_51830,0,2
ANSL_68883,0,1
ANSL_75605,1,2
ANSL_53290,1,2
ANSL_66954,1,2
ANSL_76325,1,1
ANSL_69019,0,2
ANSL_54981,2,1
ANSL_63278,2,1
ANSL_60419,0,2
ANSL_67975,0,1
ANSL_62767,0,2
ANSL_51543,0,2
ANSL_67863,0,2
ANSL_72596,0,1
ANSL_67383,2,4
ANSL_59099,0,2
ANSL_76005,0,1
ANSL_66135,0,2
ANSL_67226,0,1
ANSL_67693,1,2
ANSL_53878,1,2
ANSL_75350,1,1
ANSL_53458,2,1
ANSL_74117,0,2
ANSL_76126,1,2
ANSL_51908,0,2
ANSL_54671,0,2
ANSL_71470,0,2
ANSL_50018,0,2
ANSL_60442,1,2
ANSL_69215,1,2
ANSL_65048,0,2
ANSL_54890,1,2
ANSL_70923,0,2
ANSL_54423,1,1
ANSL_74592,0,2
ANSL_58751,0,2
ANSL_66459,1,2
ANSL_53554,0,1
ANSL_57497,1,2
ANSL_75593,1,1
ANSL_64355,0,2
ANSL_67099,1,2
ANSL_59243,2,4
ANSL_73590,0,1
ANSL_60396,1,2
ANSL_74829,1,1
ANSL_59929,0,2
ANSL_58142,0,2
ANSL_71455,0,2
ANSL_75770,0,2
ANSL_69809,0,2
ANSL_50029,2,4
ANSL_50914,0,2
ANSL_54021,0,1
ANSL_72382,1,1
ANSL_66375,1,1
ANSL_54764,1,2
ANSL_56385,1,1
ANSL_59816,0,2
ANSL_52602,1,1
ANSL_60994,0,2
ANSL_67869,1,2
ANSL_54364,0,2
ANSL_53032,1,2
ANSL_64452,0,2
ANSL_74076,0,1
ANSL_73078,0,2
ANSL_55211,1,2
ANSL_67871,0,1
ANSL_51100,1,2
ANSL_51546,0,1
ANSL_54640,1,2
ANSL_69828,0,2
ANSL_67981,0,2
ANSL_70823,0,1
ANSL_56446,1,2
ANSL_54830,1,2
ANSL_57129,0,2
ANSL_63382,1,2
ANSL_64662,0,2
ANSL_74907,0,2
ANSL_65668,1,2
ANSL_73424,0,2
ANSL_56090,0,1
ANSL_55615,0,1
ANSL_52994,1,2
ANSL_67263,0,2
ANSL_71473,0,2
ANSL_67054,1,2
ANSL_49982,0,2
ANSL_55946,1,2
ANSL_65962,1,2
ANSL_50181,1,2
ANSL_74202,0,1
ANSL_60547,0,2
ANSL_55277,1,2
ANSL_70973,1,1
ANSL_57329,0,2
ANSL_52055,0,2
ANSL_51325,2,1
ANSL_63602,1,1
ANSL_63580,1,2
ANSL_54989,1,1
ANSL_52526,1,1
ANSL_57051,1,1
ANSL_64802,1,2
ANSL_62801,2,1
ANSL_76220,0,2
ANSL_61497,0,2
ANSL_70360,1,2
ANSL_76381,1,2
ANSL_60344,0,1
ANSL_56960,0,1
ANSL_51573,0,2
ANSL_58672,1,1
ANSL_64548,2,1
ANSL_75686,1,2
ANSL_61153,1,1
ANSL_73332,1,1
ANSL_53982,0,2
ANSL_72587,1,2
ANSL_54299,0,2
ANSL_60924,0,2
ANSL_66701,2,4
ANSL_54691,0,1
ANSL_62573,2,4
ANSL_64153,1,2
ANSL_53171,1,1
ANSL_72631,2,1
ANSL_70553,0,2
ANSL_72530,0,2
ANSL_59680,1,2
ANSL_68603,0,2
ANSL_65147,0,2
ANSL_53560,0,2
ANSL_60216,1,2
ANSL_60005,0,1
ANSL_50305,0,1
ANSL_69180,2,1
ANSL_73731,0,1
ANSL_74501,1,1
ANSL_67252,1,1
ANSL_71787,1,2
ANSL_76176,1,1
ANSL_66742,1,1
ANSL_76652,1,2
ANSL_59725,1,1
ANSL_65583,1,2
ANSL_56473,0,2
ANSL_67729,1,2
ANSL_65017,1,1
ANSL_71202,2,1
ANSL_67021,2,4
ANSL_60424,0,2
ANSL_72509,0,2
ANSL_53951,1,2
ANSL_76791,1,2
ANSL_65475,0,2
ANSL_58328,0,2
ANSL_64039,2,1
ANSL_65718,0,1
ANSL_69646,2,4
ANSL_74948,1,2
ANSL_57317,1,2
ANSL_64455,1,2
ANSL_57698,1,1
ANSL_57404,0,2
ANSL_54539,1,2
ANSL_63407,0,1
ANSL_57494,1,2
ANSL_71486,0,1
ANSL_75179,0,1
ANSL_73469,2,1
ANSL_50987,1,2
ANSL_64151,0,1
ANSL_68821,1,1
ANSL_51635,2,4
ANSL_50756,0,2
ANSL_75523,0,2
ANSL_67494,0,2
ANSL_76456,0,2
ANSL_59409,1,1
ANSL_59124,1,1
ANSL_72876,0,2
ANSL_65856,1,2
ANSL_69301,0,2
ANSL_53831,1,2
ANSL_51584,1,2
ANSL_63908,1,2
ANSL_54959,0,2
ANSL_70706,1,1
ANSL_61953,1,2
ANSL_71645,0,2
ANSL_70394,0,2
ANSL_61290,0,2
ANSL_52557,1,1
ANSL_56028,0,2
ANSL_61066,0,2
ANSL_50569,0,2
ANSL_64541,1,2
ANSL_64144,0,2
ANSL_65700,0,1
ANSL_52124,0,2
ANSL_73384,0,2
ANSL_64964,1,2
ANSL_50124,1,1
ANSL_75888,0,2
ANSL_69117,0,2
ANSL_74133,1,2
ANSL_56317,1,1
ANSL_50602,1,1
ANSL_67206,1,2
ANSL_68361,0,1
ANSL_51086,1,1
ANSL_50742,0,2
ANSL_71004,0,2
ANSL_72732,0,2
ANSL_69062,0,2
ANSL_65855,1,2
ANSL_50169,0,1
ANSL_50002,0,2
ANSL_54429,0,2
ANSL_60125,0,1
ANSL_52398,0,2
ANSL_67868,0,2
ANSL_55054,0,1
ANSL_55816,1,2
ANSL_76875,1,2
ANSL_64777,0,1
ANSL_55844,0,2
ANSL_59566,1,2
ANSL_68185,0,2
ANSL_72963,0,2
ANSL_66014,1,2
ANSL_56249,0,1
ANSL_68881,0,2
ANSL_52378,0,1
ANSL_60301,1,1
ANSL_59155,0,2
ANSL_70940,1,1
ANSL_65935,1,2
ANSL_52903,1,2
ANSL_62697,2,1
ANSL_57393,2,1
ANSL_76768,1,2
ANSL_70792,1,2
ANSL_76226,0,2
ANSL_51395,1,2
ANSL_65580,1,1
ANSL_67153,0,1
ANSL_52338,0,2
ANSL_52719,1,2
ANSL_57989,0,2
ANSL_69297,0,2
ANSL_68905,0,2
ANSL_74998,2,4
ANSL_74549,1,1
ANSL_63509,2,1
ANSL_52567,1,2
ANSL_68558,0,2
ANSL_63722,1,2
ANSL_60979,1,2
ANSL_60843,1,2
ANSL_75643,0,2
ANSL_70141,0,2
ANSL_74641,0,2
ANSL_70026,0,1
ANSL_72367,0,1
ANSL_69178,1,2
ANSL_66283,1,2
ANSL_72328,1,2
ANSL_75572,0,2
ANSL_71125,0,1
ANSL_58077,1,1
ANSL_75507,1,2
ANSL_73795,0,2
ANSL_71356,1,1
ANSL_76760,1,1
ANSL_51071,0,1
ANSL_70344,0,2
ANSL_68132,2,4
ANSL_69310,1,1
ANSL_76086,0,2
ANSL_76127,0,2
ANSL_55506,1,1
ANSL_65396,0,2
ANSL_69919,0,2
ANSL_60892,1,2
ANSL_70109,1,2
ANSL_70649,0,1
ANSL_58366,0,2
ANSL_68173,2,4
ANSL_76112,1,2
ANSL_52682,2,1
ANSL_52974,0,1
ANSL_51779,0,2
ANSL_73864,0,1
ANSL_76427,0,2
ANSL_67249,1,1
ANSL_51877,0,2
ANSL_54866,2,4
ANSL_73500,0,1
ANSL_64130,1,2
ANSL_55106,0,2
ANSL_73151,1,2
ANSL_75594,0,1
ANSL_75596,0,2
ANSL_51686,0,1
ANSL_62449,1,2
ANSL_51278,0,2
ANSL_56988,0,2
ANSL_73429,0,2
ANSL_50817,1,1
ANSL_71625,0,2
ANSL_60907,0,2
ANSL_69412,0,1
ANSL_57369,1,1
ANSL_67442,0,2
